group,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD5,CD32,CD62L,CD197,CD27,CD95,CD278,CD21,CD11a,ITGB7,TCR,CD2,CD226,CD29,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,TCR-Vg2,CD305,CD99,CD150,CD23,CD82,CD224
healthy,0.227040870586233,0.332117344343601,0.401892450450589,0.433363268248732,-0.242058929274087,-0.288165279784921,0.245725285402119,-0.231262160082712,0.175091087365185,-0.0149246995180235,0.267299846172489,0.182927611625667,0.379910146622249,-0.30601207764138,-0.0527640037080304,-0.0076698920696591,0.180677446497457,0.132106644031144,0.416471416097349,0.0906551899844947,-0.20208221070919,-0.108489439440192,0.125772453940805,0.0721313517717473,0.19012304014649,0.512621469249924,0.20142463982323,0.233960734169701,0.238641402111323,0.0186465448348526,0.339044130526668,-0.103179046983124,0.0461912517127005,0.163786001332112,-0.0559810140809309,-0.094854361489056
healthy,-0.132979258118523,-0.0027062965146556,0.0047509199012038,0.0151572907399591,-0.2712430530654,0.0385201679667162,0.0621725325165353,-0.217752330391356,0.0950746653642032,0.0451584990741807,0.319751531558408,0.0398185999564547,-0.0187059839233093,-0.224684413651206,0.10951891653596,0.0109806926890182,-0.209757140583724,0.0511781240778473,-0.0014771257959339,-0.260622081744649,-0.21115575896176,-0.136853533809534,-0.0962690914995939,-0.142100319330662,0.215256529553551,-0.205602934831771,-0.0890734656276429,-0.294182355685396,-0.291992779259196,-0.0427788238286228,-0.0684060309628897,-0.172032881740785,-0.167256501704839,0.0229545673804329,-0.000563870228409,-0.195081960830232
healthy,-0.376718623104665,-0.260829323218624,-0.0066686174855628,-0.338636346030257,0.0626816327755936,0.0368025754997391,-0.23881394154185,-0.0510375119741947,-0.127902707508108,0.198137035993557,0.151805968131677,-0.115160218603507,-0.360902633983078,0.0038869649161237,-0.202107580202487,0.0052300957871879,-0.227849327662676,0.100237591428706,-0.284404543898126,-0.200337249102164,0.311569634217425,0.110050456948172,-0.155558096611864,-0.264919477685198,-0.0066124616131693,-0.313078994764683,-0.315657960554666,-0.260688400609969,0.0259348050490411,-0.0144202647289356,-0.125034136225549,-0.0547680726099902,0.0189309649305555,0.187254818870314,0.0237953261488312,-0.0198118124073843
healthy,0.003856694697063,0.0300144112738887,-0.0478275824208549,0.0125005345828983,-0.0836460550375277,0.0083676798024063,0.0208256786353513,0.0217267598598733,-0.0215011058574503,-0.0897170618365033,0.493903551137879,-0.0613030629901512,0.0676101540144265,0.0509236663715592,-0.0184027296561723,-0.0155722434746436,0.0806004190498678,-0.0016680769720024,0.156807543547543,-0.0138991609889792,-0.0215595137077553,-0.0663157021758998,0.0975745708801965,0.146854006399101,0.0460309384980185,0.173005729811844,-0.0474019096208292,0.131639051485063,0.153959123488454,-0.0567200513676163,0.140873500126466,0.0822066176573525,0.0271480089276396,-0.0228865423588747,0.248555109597967,0.0791763797701729
healthy,-0.239233353581799,-0.198205609896878,-0.156957592203585,-0.214282454416487,0.0499460973758986,0.167134637415,-0.169839217550939,0.0835440031762397,-0.181483506185369,-0.0696515657918363,0.668515591650073,-0.177727213056744,-0.104954170220094,0.165503500559867,0.0136328457890772,-0.124152222065668,0.0172992759070434,-0.130640070893802,-0.183901722656185,-0.171736618632554,-0.0522667076511879,0.0615696732257552,0.0550265036738777,-0.0897302417390542,-0.174703876445834,-0.311245084216326,-0.146404665697954,-0.373920354621681,0.111719134493997,-0.0769067284937217,-0.205326967694548,0.184643416377561,-0.0475019172919776,-0.0926336406112188,0.165195835047342,0.0161768743377566
healthy,0.0176089551131071,0.250898761507302,0.673076712551255,0.46664574311122,-0.250175887415391,-0.420292333140357,0.0399640738166575,-0.680291194690452,-0.0416658082779196,0.112076113006276,0.0478153516695555,0.180064612713557,0.266175737007578,-0.72079434781858,-0.333841763175517,0.0837645366199423,-0.340215315192462,0.133295729065126,0.351999072359954,-0.194657368619577,-0.250468300395677,-0.360249846208862,-0.445899135247297,-0.226235037606777,0.422997160658807,0.0058542114331336,-0.0401258514336925,0.0252338320169505,-0.271816404717322,-0.0413575003174864,0.334212235938403,-0.659765786556972,-0.295182924885667,-0.009793579291004,-0.474279293882623,-0.416922894051653
healthy,0.0356087551273553,-0.23107290811624,-0.204629813046151,-0.0925669624598233,0.183136383310659,-0.0795899346414116,0.126835040785504,0.0072522523301398,-0.063002808080474,-0.110077012026257,0.126625271315928,-0.0063039698517239,-0.0298194864753369,-0.0399905675728185,0.0151237400860953,0.0,-0.0929165688079618,0.0189858575933145,-0.394777916241475,0.0933777959615979,0.103980430302433,-0.111046853541907,-0.0984389138384588,0.0403752005729966,-0.0172081523538505,-0.029242369870177,-0.0053598418756218,-0.0165471577230041,0.0129476209704998,0.0,0.0868604055750544,0.118211598726434,0.0,0.0,0.373775823943987,0.145221058985516
mild,0.0747299628792159,0.306849002563146,0.433494319360572,0.316610471327342,0.123972153734238,-0.276026604818031,0.0990033773524819,-0.47616013974116,0.09288916284263,-0.0421141403967174,0.348377477869144,0.191006370984642,0.425570947252473,-0.592063470581365,-0.172714785153814,0.0812485150819631,-0.258551193617155,0.0076256151433781,0.429993224404967,-0.150680219533281,-0.258627432704178,-0.189984190713035,-0.260208244111555,-0.0337772097196347,0.147874056855726,0.0631288587489535,0.0340625490995691,0.143244475558231,-0.481530212364434,0.10093831535317,0.295293606557995,-0.465791970802385,-0.226259541642099,0.0429488808390458,-0.165013386506426,-0.3256252937471
mild,-0.0553963738517836,-0.0503589102893398,0.0583535627683651,0.0712110004669257,0.194787340804772,0.0610066999421375,-0.0142509970533597,-0.194607778365802,0.0240587534463273,-0.10604256209668,-0.0974095601372985,0.0270927273406,-0.162660881151189,-0.21006182952693,-0.258513044932874,0.0495319001058021,-0.136518003304474,-0.392643607716848,-0.0914237673519494,-0.0184255710602842,0.0626020748302499,0.0788231956902498,-0.0864800166411008,-0.154594752193587,-0.164804167750196,0.378472141073864,-0.0464282598667103,0.23774197977568,-0.372396202224993,-0.0202736678715226,0.160686465571821,-0.0852816378935144,-0.0676075761479749,-0.122016528806478,0.0126613796648073,-0.0999924876180821
mild,0.304401183293529,0.44620732242841,0.428300991703087,0.0189524146721496,-0.0919828725293607,-0.0620354829003907,0.338001158737547,-0.190403284297542,0.375232063616155,-0.0267013182257987,0.0928404779751174,-0.12118290579401,0.037956108942629,-0.256633497075265,0.039318870209275,0.0,-0.152075635705039,-0.0717195279147957,0.433809294919271,0.186529380051231,-0.193132651948757,0.0,0.0,0.313761691164472,0.0820806960105662,-0.122913598518207,0.0758529923155551,-0.0257373192089237,-0.240754887076167,0.0,0.0151895490289321,0.011304847083317,0.0,0.158290877935446,-0.10066570497047,-0.21878800729565
