group,CD3,CD8,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD62L,CD197,CLEC15A,CD27,CD95,CD314,CD11a,ITGB7,CD54,TCR,CD226,CD29,CD81,CD18,CD38,CD26,CD49d,TCR-Vg2,CD99,CD150,CD82,CD224
healthy,-0.126331519074311,-0.0179780880536131,-0.158740435080835,-0.143685473461734,0.0749140275110948,-0.242801816256929,-0.113599789950185,-0.168453720166921,0.0179629810283931,-0.0757476045939726,-0.152860997106171,-0.0155209732637904,-0.149835569360306,-0.0965346945085268,-0.12668223920582,-0.0107911330686981,-0.0810167572696431,-0.147667149211884,0.084733068491431,0.0601474131352011,-0.165222672257352,0.0181179248919649,0.0002251797399885,-0.0041299113293289,-0.0636028551168294,-0.126758202801218,-0.141797990266856,-0.0413886051717308,-0.172354342154792,0.0688062718557334
healthy,-0.006558059825208,-0.266806458916246,-0.0790855507847298,-0.124633760705582,0.0470000213879713,0.212545649967395,-0.0016942677302836,0.113103481916086,-0.319637377157294,-0.117273904829282,-0.166351375127986,0.0197022692366552,0.272148822858922,-0.122165891054998,-0.0228412132749366,0.0564929902485936,-0.154183761139948,-0.0252482538898838,-0.0565447286564915,0.0655214703400322,-0.173618486967882,-0.102436259595168,0.0473781883843167,-0.106502075980388,0.181280952753332,-0.10448177747182,0.0437810304860451,-0.109756992581012,0.0036441468319184,0.158825351819569
healthy,-0.330882800344773,0.152399568190915,-0.526837419062236,-0.445802625490539,0.321466952510003,0.462520622268548,-0.130382247241326,0.565808785961999,-0.0311579738980445,-0.294865279184331,0.144297525787972,-0.329927008605752,0.587357966600544,0.112725097744727,0.10951418285482,-0.119342181243109,0.296665333076368,-0.491083661732901,0.255106356941998,0.272948550787787,-0.0815074489336633,0.0905846095364082,-0.313506123434705,-0.294384973691898,0.082765981159621,-0.0107607439150753,0.427963973764142,0.245290323038816,0.344366903509079,0.338068007912426
healthy,0.158832193659637,-0.225714092554468,0.0994448201790326,-0.0051696650931926,-0.114203259081424,-0.0537119513995658,0.174213959871889,-0.0040825159107519,-0.125107848018396,0.0650916438926203,-0.236084944537061,0.0659223931070276,-0.040350416400418,-0.0118894406315132,-0.0552115959156209,0.0024499611395817,-0.141848085010697,0.142050456458864,-0.230440276501038,-0.0958240902711593,0.0691017762576788,-0.0115782067383666,0.163187117595018,-0.38983165933961,-0.317411687795324,0.0612637279298671,-0.0857443114653436,-0.0335199829121775,-0.189361633736684,-0.126475029990242
healthy,-0.324017497374822,-0.052249306560096,-0.693466826954236,-0.505813939452486,0.317392961276219,0.346652745891749,-0.0892582438319844,0.63538495465893,-0.417763850508087,-0.226937303578361,0.0764639320240529,-0.250714343985851,0.658576128376038,-0.0336798572635197,0.325785875325415,-0.192544853889168,0.261698284118274,-0.374205668241737,0.281225735255913,0.25004342457083,-0.124365262452185,0.219237659591898,-0.451339833581408,-0.0263652283835505,0.168049428171932,-0.0778529476383203,0.565188354818726,0.267506531147968,0.336610772261421,0.511222566173914
healthy,-0.325905141825392,-0.024481135973295,-0.404643987038173,-0.359517335354143,0.0968283731334274,0.287926810507556,-0.214073259262154,0.435024628915506,0.551973958091574,-0.188737567681867,0.209708073983541,-0.199558481019395,0.481500374349909,-0.0320866777349117,0.14839693407888,-0.0956934087904995,0.276098648560753,-0.31464111301641,0.159004902079163,0.0885039274729268,-0.297872499903998,0.307259300539011,-0.319006070714152,-0.153471109990371,0.264649691267427,-0.0168870496334031,0.369072407038472,0.173100426410229,0.373550440734172,0.183047455232802
healthy,-0.580669649865481,0.153420769004713,-0.651169260504136,-0.41011259331593,0.418061557548598,0.483162384135303,-0.119342450255105,0.569615738537547,-0.598300726158027,-0.012123018945623,0.123996060821436,-0.0976267317159564,0.360302001754418,0.0,0.159918377446036,0.0456371640762592,0.280650695134864,-0.6844210869746,0.306268366687485,0.112986536573206,-0.0421881059307681,0.0383087398681687,-0.0853150687504241,0.187174456452642,0.20429479715536,0.0,0.559054410628378,0.0,0.408040346440354,0.213610608229036
mild,-0.1922341240064,0.192235885529611,-0.510203425399178,-0.528336334694908,0.309554719113034,0.27651976042479,0.0617299700395667,0.64206821832732,-0.314817491215885,-0.228828966645831,0.486270382167983,-0.513954251724203,0.769402314520411,-0.0175320757342873,0.593695193026556,-0.340393910750071,0.497013999767509,-0.400577193473118,0.483254414628487,0.509338471353947,0.108916025746146,0.57163469561128,-0.333584250556431,-0.228597005174974,0.470206123851483,-0.0618063366211409,0.623508015903464,0.224205205958664,0.167062848040976,0.315076583808359
mild,-0.258877928880689,-0.0536314883801753,-0.562315116648376,-0.465083300307671,0.290896533160498,0.326069349916262,-0.0786842248345899,0.547309536465324,-0.0310992136259736,-0.283758183318171,0.142601943673737,-0.307837357724015,0.623032411904616,0.0088982951639805,0.220793768386772,-0.285573424848996,0.208745498683502,-0.418804164858143,0.201315088914585,0.296337086809327,-0.0355341111151569,0.223263373069283,-0.42038635075239,-0.132032598895644,0.124588604311616,-0.0062241276319759,0.272166158943894,0.281606289563036,0.417687250987735,0.309422119502386
mild,-0.196701117666071,-0.155254254295826,-0.372416481357776,0.0899952500874489,0.243822635033544,0.104624092447318,-0.122552969441014,0.0698152053556198,0.0200210708373676,0.112967115570687,0.0482272779465184,-0.0027554889474554,0.278983893631054,0.0,0.106395084014601,0.0632839473806953,-0.0985678099029516,-0.427701221015183,0.254736188290669,0.0,-0.0252486147590065,0.0,0.0269209240574735,0.198057277293674,0.178533172957488,0.0,0.167157546270205,0.0,0.224855592158539,0.215541917185742
moderate,0.159715905807948,-0.0206607436470735,0.161016290864393,0.173121180475373,-0.0436123671116232,-0.0309038617475477,-0.067772436921649,-0.19934782634971,0.456748091975785,0.0633506959134969,0.0532513243802909,0.297900151639577,-0.151929945313702,0.0749218760252632,0.0207756570365569,-0.132663134885966,-0.151412287223841,0.33864809531884,-0.233456051799011,-0.117330055824788,0.0699783254643676,-0.0538497375598776,0.048996045743608,-0.469469810372843,-0.107949643249893,-0.0566789696279204,-0.0112475746261502,-0.131613667023351,0.0170405055235693,-0.190075180178139
moderate,0.288603915150724,0.0199326209157417,0.295948018415985,0.261832204889374,-0.117129524831766,-0.0566380460944728,0.290173985879179,-0.102260551566144,-0.0674980938307213,0.176586935171116,-0.0001379638566994,0.207109869231547,-0.120210405934857,0.127005980226228,0.134909392523849,0.0843848499691113,-0.0067414710152283,0.182078521645802,-0.0707554448994638,-0.0217893511978278,0.256989330180577,0.0324849700726984,0.176339523643215,-0.0732508078659674,-0.0416657896114963,0.0840235953143016,0.0252079835084252,-0.0294459433294562,-0.0678177483124,-0.0172878534524511
moderate,-0.311552837863556,-0.0422150975863792,-0.619194104376816,-0.519521766241518,0.129400703183067,0.307322372686731,-0.118625520870941,0.594266036934493,-0.294503632517261,-0.330670446392203,0.237033340553761,-0.44195388825732,0.643360559442974,0.0444836216195019,0.267848553925457,-0.184901914101705,0.24388789838705,-0.371902980817034,0.202550203012228,0.110150425163433,-0.19625977581101,0.292140017553897,-0.157273230021582,-0.275167126923955,0.21034300169047,-0.0424676680077103,0.339613487872167,0.287575081879769,0.221043218113139,0.386224517001597
moderate,0.144423115006461,0.0055417682183254,-0.158780272336908,-0.295428470110189,-0.249803483264049,0.129798576165163,0.204500575860017,0.325639351211758,-0.102391225993336,-0.0506640047704999,0.331096495512966,-0.139489998719301,0.343770449834845,0.0809368831884203,0.27312336126015,0.0089146142347081,0.127824647428793,0.161904004726243,-0.0477729762347132,-0.0060003854892023,0.0354948948324093,0.235599902048251,-0.0747808892459169,-0.428153857434659,0.174567198735486,0.095864281463065,0.343302488135368,0.0919354377657188,0.0507237399697559,0.0316433389437361
moderate,-0.411434205730426,0.475041494099064,-0.252058728768899,-0.129807514759675,0.13467446181947,-0.0666803638300203,-0.519822866790696,0.0252295570972965,0.0310949752494247,-0.144845296634961,-0.0366142661109353,-0.137610328565159,0.149705313309347,0.0031173832764917,-0.103800884768789,-0.23655820729214,0.197412963583624,-0.463108731080376,0.0652975769717681,0.0421950286703894,-0.203445093435014,0.116422670017852,-0.102315076525626,-0.0285140586121898,0.0756985045475745,-0.101187995358396,0.260809041751774,-0.0623767448718074,0.115383752856719,0.0423694378942613
moderate,-0.112959610724653,0.114083843878082,-0.205018524129691,-0.0815601117288032,-0.0527155427502657,0.0230512887880265,-0.105496419070635,0.0920973574404225,-0.0673120849574203,-0.0574627476284509,0.0406837420425572,-0.0628491010137044,0.155733941292177,6.58592154751864e-05,0.17558191570527,-0.084357408280064,0.101874105305783,-0.0703351490059872,-0.001099747978169,0.0414449222907084,0.0336978508255981,0.0134953165550284,-0.0524056465730499,-0.0244143935269182,0.0092080048241692,0.019330998806038,0.0409046152742825,0.0461169818361036,0.0215385106495248,0.0019563524507071
moderate,-0.289738222006515,-0.0517706887269394,-0.433693853955971,-0.221037926903121,0.172575721825095,0.115650794272523,-0.232607433633793,0.179555581724049,0.0703537932115378,-0.238241802911561,-0.0295437465149375,-0.0940216222919962,0.410907801317017,-0.0455144777844975,0.0375483332357192,-0.118015775915149,-0.0829563624540009,-0.294952792686786,0.0401869826406391,0.0353581259029886,-0.217572628155328,0.0258327220688514,-0.11203922904248,-0.179755425233435,-0.0447174602748295,-0.11920353646732,0.114089925636174,-0.0496353541185836,0.0553871236138444,0.0709242411961016
moderate,-0.20540167036448,-0.0728470694639899,-0.238325091297257,-0.302989862775835,0.146935776471472,0.181344032286057,-0.145581416510761,0.232931058095231,0.443365648697307,-0.206735366656291,-0.0568535163782372,-0.124519319468302,0.293584589435571,-0.186560488887288,0.141287364531339,0.0524493302879288,-0.117593161986066,-0.143447843102929,-0.0362717246011129,0.0764495854436839,0.0318359662397841,0.193590469819139,-0.273009361985182,0.117758415651929,0.284586862913025,-0.116369386910123,0.203966893465238,-0.0190630336231508,0.45115336675448,0.120873823865526
moderate,-0.33054134701226,-0.0936998170698278,-0.361965469738235,-0.219601964927019,0.127873990667979,0.0999360373931257,-0.199742785207251,0.262612937561297,0.259450593618223,-0.250717849079368,-0.1904647598151,-0.0920936960605443,0.228501589764857,-0.0416369319626026,0.0339303285637057,-0.110170412186521,-0.0109781330555544,-0.229263218837248,-0.0144995826788972,0.192382642126463,-0.176398084775642,0.136160263569038,-0.121334701631647,-0.233590373053423,0.109584583882601,-0.103371651169299,0.101992055193509,-0.11558896976737,0.0786104272746582,0.0750343922666597
moderate,-0.0646968185729016,-0.0306185239661981,-0.509410978780992,-0.165177881084113,0.366195739258722,0.325633406378868,0.0512716659439687,0.475169110332709,0.23654834178358,-0.156317545604827,0.183639530681484,-0.0166537608376262,0.639287710843011,-0.0644161796194172,0.429417186525046,-0.0362293461433884,0.237885401871048,-0.148227870380826,0.199085119969459,0.33824359488869,-0.0771088914435043,0.474012852967598,-0.381596541343649,0.133785722256401,0.289648983243386,0.0180792722323962,0.565464484561524,0.160633697218812,0.423088936761776,0.404166249023973
