group,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD5,CD62L,CLEC15A,CD27,CD95,CD314,CD57,CD58,CD11a,CD244,CD235ab,ITGB7,CD54,TCR,CD267,CD41,CD226,CD29,CD49b,CD81,CD18,CD38,CD127,CD45,CD71,CD193,CD49d,TCR-Vg2,CD305,CD99,CD82,CD101,CD360,CD88,CD224
healthy,0.299809134461886,0.148323152655691,-0.151696407865729,0.0037861323590542,-0.268478944687531,0.325604400511184,0.328244089083426,0.284190735850638,0.209542916788654,-0.0647825721814073,-0.1698426533487,0.0299562154664489,0.317435011879825,-0.084263617247398,0.0329892150068046,0.227664298675684,0.142211989507747,-0.12279696574987,0.159217631352043,0.0384348576927142,0.0383727412105164,0.170143651846433,0.0598985370572056,-0.419760657358386,-0.246799563733942,-0.112450728778095,-0.425241261997981,0.0609590478919346,0.113460692892142,0.139525620124433,-0.122030816175972,0.170757998634418,0.0493008922121809,0.105624444051003,-0.0961641460683812,-0.0475066117627671,-0.0407006954625618,0.291734633586948,0.251169056143322,-0.142032378777584,0.103804359998718,0.0146523444130957,0.202095965000188
healthy,0.0129063133975532,0.516186359708105,0.825406344005223,0.611108840218409,-0.415597860013159,-0.208872616962765,0.220161645866973,-0.719483159942965,0.238183047624691,0.62321558094953,-0.100062157445896,0.416668872177602,-0.581482803942387,0.0421772160396127,-0.0220520459269679,-0.236719958426167,-0.194018038850184,-0.059459922615602,0.0061916204978109,0.101551784582496,-0.281668042739864,0.644595758593377,0.059654266102477,-0.0121520999769978,-0.399219061294296,-0.363131125401092,0.0096148455568557,0.134219862073206,-0.172656571356814,0.318402906007409,-0.0405527977426796,0.135259284579839,-0.0612308083810273,0.0054483519887955,-0.206095380539878,-0.0697354322774165,0.407925503382649,-0.515862001144101,-0.333681561050619,0.212094842714754,0.14489407661864,-0.0013438707361935,-0.522933854914377
healthy,-0.21174133984415,-0.320041281411357,-0.375510069164323,-0.471538450043406,0.11039390096874,0.325350332226177,-0.190505053707939,0.397222182906632,-0.108035731277305,-0.2116755899285,0.169146465837269,-0.429408820954791,0.479020508933486,0.186822320980762,0.0537832056449161,0.422454859254333,0.0548052142924999,0.2186289784438,0.0489162927845887,-0.0076383151041903,0.298311777126888,-0.452781079357272,0.0758067978271455,-0.0094568215294025,0.307805377252719,0.210992240738546,0.101931796303113,-0.228342025538245,0.0579550841659216,-0.221909650917152,-0.206720588888625,-0.185432670232511,0.174787608969155,0.0656845397031735,0.11184005267052,-0.0009316250990359,-0.29262055317382,0.295809572856993,0.19258886120249,0.106598440610972,-0.0347919074375626,0.154249993912848,0.206712586622097
healthy,-0.051616572074205,0.0812788166257241,0.211350523660955,0.30029704123831,-0.0898209629457888,-0.0362817582444684,-0.0069258763289639,-0.165953382622744,-0.0793504786295823,0.534722521042699,0.158333570328931,0.0532456515732903,-0.110202595325875,0.06443328274937,0.0169431209588544,-0.0261214730010561,-0.0526304078591274,0.0324769510985658,0.0706854663119552,0.0550746056345122,0.0606879826937339,0.213563020033183,0.0245031885396534,-0.10586046594464,-0.0008546460317944,-0.127405280484152,-0.143158986444082,0.0411636782249647,0.0726555992685846,0.0930266397294915,0.156980378924878,-0.0895383622349331,-0.0357328071733329,0.0585572272208374,0.0976480712388132,0.0134083144540058,0.244525194739798,-8.22973456759135e-05,0.206558837375465,0.0030082586253346,-0.0146438495715422,-0.0321666052223557,0.0072747252494738
healthy,0.171666542060997,0.512047179845737,0.761654090526964,0.622391721765255,-0.342249975042404,-0.286790755864604,0.219448441254462,-0.678437600296944,0.249153967490693,0.0911659989902595,-0.201884385386485,0.366043305104271,-0.617001227135029,0.0596558807206529,0.0401447060232047,-0.29715131703265,-0.237643674061876,0.118185549250273,-0.0885389030424148,0.205971565550399,-0.307639191090277,0.590099541629766,0.107836985328634,0.0516899637137869,-0.349526615412983,-0.300906935928887,0.0515083860181023,0.294582473450276,-0.316649532391619,0.562045138052026,-0.0783954738351871,0.213552419876778,-0.0707129145610449,0.0423196511714449,-0.27817576391768,0.0876512524359162,0.523194739116516,-0.580780408488258,-0.375783623227174,-0.0256216340875569,0.221563775412843,0.0169430600375615,-0.5027335269504
healthy,0.291521427947551,0.357957184411581,0.460434306599964,0.37743826578294,-0.0635727327927234,-0.226623197984967,0.198276626875116,-0.498948505997037,0.12955169613405,-0.463805690859572,-0.299576611474009,0.271854342328446,-0.561428625882935,0.0322954857062371,-0.174743367494691,-0.233420220451141,-0.166140290155467,-0.128465455401858,-0.0223831244155388,0.0423833275225223,-0.241924384634314,0.367730936757087,0.029916631253155,0.252089610004006,-0.133664791242928,-0.0827455791930052,0.2299991452385,0.239114452197688,-0.434881862280367,0.272857162439383,-0.0370609964399818,0.151501992031675,-0.098475450349517,0.018956989902264,-0.375339750299766,0.0127756669116136,0.254432665261636,-0.408300112681454,-0.433969862639306,0.118424748160944,0.114322297358752,0.0204869653511545,-0.236392304470042
healthy,-0.410324038924345,-0.308658091278266,-0.135814230241056,-0.332444003839149,0.0560395011023381,0.175041113227441,-0.200679203331668,0.163398613666652,-0.0544832703448875,0.25203476748465,0.0330726865780832,-0.279290770838277,0.117250106366503,0.0,0.0624694056123652,0.0557658871498658,0.0155197248807856,0.0676287865194835,0.0,0.0196017116279171,0.205703444365437,-0.262019546521666,0.0,0.0831834570087735,0.225512236908245,0.112986536573206,0.184828205121567,-0.103288121416708,0.0955293892915093,-0.0681934982952093,-0.023871955282743,-0.304902224039641,0.0,0.0,0.0284834235625005,0.0,-0.0639108966472483,0.10666207289089,0.150378497032139,0.128409588288319,-0.0963662807139786,0.0,0.0756087270935828
mild,-0.0179950009990349,0.187261756337854,0.603608456682217,0.5021221461659,-0.206883114090672,-0.280763031446887,-0.056222347461365,-0.710015034916695,0.0180437248702432,0.28933539922245,-0.498335155309937,0.502076693220804,-0.805432677650562,0.0554069451056062,-0.336428559411397,-0.299669887917553,-0.574732518274176,-0.402904230870683,0.131619233614245,0.26639744407348,-0.508503515202571,0.389901466190399,0.0261650082995581,0.0126262915470009,-0.440394022170541,-0.494760031615368,0.0291723729056555,0.0181297265293642,-0.575881462336489,0.344474332968329,0.149420199239496,-0.128187895076565,-0.0608379705003238,0.0499581741114858,-0.554478854498452,0.0901669071919382,0.400376323057104,-0.678802573163353,-0.164082874320951,0.0926860108321134,0.209614113566396,0.0081245022754278,-0.389878554571655
mild,-0.167486229795072,-0.0946853546094902,0.215225341219835,-0.0197810598881486,-0.110208149144939,-0.0720735117403712,-0.13299877899078,-0.163255655019636,-0.109820689702495,0.524389307338737,-0.0617951630165595,0.0384711101293106,-0.226176186228831,-0.0972846912527827,0.0975859154718275,-0.10852786559363,-0.151136610700249,-0.0041845249191416,-0.0218360615297978,0.187751974760362,-0.0366199218674563,0.0730849789789541,-0.0640090376271499,0.041974402333433,-0.0846263813337883,-0.120658644053037,0.01862848391351,-0.168001474258432,-0.192971286408322,0.308827958934569,-0.352894680355433,-0.182457151650092,-0.0165263825350623,-0.0731770166568852,0.133826414324224,-0.0808399038104998,-0.131432715153967,0.0168137789680754,-0.098337598210011,0.0574042909215409,0.0621078541975684,-0.0344998184298767,-0.134558930236932
mild,0.174476940900097,0.0110836313889963,0.107743922291844,0.0167785614738919,0.253385311254275,0.0497671591625925,0.158935430470985,0.137925215212124,0.197163858592361,0.205924440522245,-0.0205238912946668,0.441202589637457,-0.064707068320147,0.0,-0.124335697547806,0.0,-0.0264007995655141,0.0749378377285392,-0.229248812842725,-0.0132858256740213,-0.0098530193387278,0.0152833204030237,0.0,-0.164170876382571,-0.116321429399756,0.0,-0.161521173235807,-0.0366038118728454,0.0,0.0246511663362228,0.198644988392466,0.0893446611168992,-0.125290800905671,-0.069436903949589,-0.0685241127000696,0.0,-0.0503283902033414,0.234768315182436,0.0797120504528011,-0.131754640153276,0.0363601240499401,0.123921502535117,-0.105460540056285
