group,CD52,CD3,CD45RA,CD7,CD194,CD4,CD45RO,CD5,CD62L,CD197,CLEC15A,CD27,CD95,CD58,CD11a,CD54,TCR,CD226,CD29,CD81,CD18,CD38,CD127,CD45,CD26,CD49d,TCR-Vg2,CD305,CD99,CD150,CD82,CD224
healthy,0.037477989318857,0.136611107184944,0.311971734385329,0.253398518908981,-0.340700584694468,0.0374506081691399,-0.358491473447176,0.0743035160991568,0.220337547202714,0.0199754561050584,-0.0557431737074964,0.102337301662045,-0.441867381910584,-0.172955582680333,-0.0271886281885825,-0.187186082550044,0.194795784788442,0.0004532367818407,-0.160088360400068,0.12093820969926,0.0207760193644218,0.0555702272606121,0.335524820367608,0.0421413579363583,0.11174474880864,-0.0712590206940675,-0.0840804978838213,0.198938477478656,-0.159719574358248,-0.103490524731623,0.0221593139797695,-0.174538827431255
healthy,0.0196125251328336,0.142484530327196,0.246044964004024,0.286093285159186,-0.0843013301917795,0.113392888091422,-0.177203746562835,0.137370000465392,-0.0420322985962317,0.152798979320769,-0.0054204541508149,0.0982273288175116,-0.197090416268755,-0.0953648195683811,-0.041845644458978,-0.0466354956510783,0.146069273460715,0.0139370913459242,-0.0184655233610471,0.147692523515766,-0.123608695814062,-0.0373631506956576,0.253998460289359,0.0295819878605454,0.0464277414427951,-0.0621570416235588,0.0078955740638048,0.21461453930005,-0.178343716756668,-0.0222125206948738,-0.0991878781469499,-0.0944927592255926
healthy,0.0418430875381692,0.335512091479874,0.693570187141695,0.461761962001641,-0.527006618495625,0.0718213174980836,-0.751582520417393,0.0793143009387514,0.0595604464104706,0.318315514832671,-0.137001892836589,0.290836667208018,-0.753934282938173,-0.489865505840153,-0.256894399460706,-0.321398040489676,0.482106311975953,-0.187216556911472,-0.319147297784808,0.0241982734122549,-0.241699041852919,0.462028633928022,0.092185144622291,0.0468713391085147,0.201486277851047,-0.199316012049803,0.0117886377117779,0.463355133589884,-0.600157363554921,-0.306685221695122,-0.486406810941603,-0.430385188675357
healthy,0.131574416977174,0.274861661340413,0.318135887487002,0.299333552763368,-0.286869390627368,0.248227454284096,-0.126933900917334,0.20927091153749,-0.273664314290932,0.0905905637311453,-0.0285240300994919,0.259987381531173,-0.318511417262082,-0.028507243443531,-0.0700096001169425,-0.150241529807063,0.193850205545063,0.0879959632827666,0.0830085742509563,0.145056146743538,-0.141350294262375,0.133672802864308,0.142496991964739,0.132965651491518,0.149231260133077,-0.172255179721809,0.0579555932523432,0.109044897538133,-0.206201678282582,-0.0828837943365682,-0.20808779014466,-0.0175483063994579
healthy,0.196243609968966,0.481868128768259,0.623816019961694,0.538882603826576,-0.24358411023972,0.23776493820001,-0.541371629551203,0.28136421855393,-0.0490914070716639,0.259450891074711,-0.253916133640165,0.252262696725861,-0.541283792273936,-0.189031993830976,-0.227206682770569,-0.327496239546683,0.481172722065577,-0.346853612977867,-0.263371686384225,0.36445343421966,-0.268253856059597,0.483424886383319,-0.0870719062029215,0.21403704359448,-0.0567169739319123,-0.265646769737847,0.102221431577563,0.408231952073032,-0.55367651906578,-0.252159704667112,-0.403306646878881,-0.481795634981193
healthy,0.220158993013568,0.265410976465879,0.412880176279926,0.392696257893895,-0.305177999491469,0.141273766480978,-0.5312578018381,0.0922171514940448,-0.41180736410244,0.173121895893876,-0.263894183879237,0.242570622508316,-0.578621010282628,-0.318503963754628,-0.324942364848888,-0.319835351741038,0.278631858821979,-0.150917551823234,-0.169426898806064,0.221142378711395,-0.430069047858391,0.32874984573815,0.100041726612113,0.0747922315248606,0.205362269953417,-0.275842677406061,0.0202674516642141,0.175410741065804,-0.391697669728017,-0.216229446832496,-0.379227870110861,-0.256759812107595
healthy,0.283795814604773,0.0199419476632925,0.111017115096335,0.362456740491952,-0.286648929014453,0.172598847171365,-0.185483557065319,0.11524907343647,0.0848733171921734,0.0567357286655157,-0.237230025142244,0.142266175961412,-0.341216140278425,-0.0160023850082224,-0.144645867056635,-0.183517522749256,0.210949487642631,-0.166092978149009,-0.112016695057557,0.0150325434925725,-0.110077012026257,-0.0450601820623534,0.138226285987349,0.213377031621624,0.0814547504982985,-0.0956157828833042,0.0,0.0177729385345485,-0.101402323193571,0.0,-0.0729191664025252,-0.0851931414533513
mild,0.158207621108425,0.188192261184954,0.364497315240989,0.612821220475243,-0.208162667501572,0.0160433485356036,-0.440083793230955,0.115841877861201,0.0400298067397986,0.208871430596068,-0.499969881923417,0.441082497430668,-0.618746543878325,-0.292469289808944,-0.439374474764527,-0.490208641432746,0.300315826442904,-0.451682472719417,-0.402963125784674,0.0905949069835283,-0.490800334448972,0.25835032511186,0.321692797951982,-0.0320384424091695,0.397028315102886,-0.417027581232655,0.10018294514115,0.229280100294192,-0.56673137191837,-0.172642021001518,-0.129160373134867,-0.185855291785166
mild,0.228479265989332,0.30264269890908,0.482752663449243,0.493996714578297,-0.145107892665566,0.173849747242994,-0.44139929639439,0.183063373722454,-0.290592345146731,0.313826318290209,-0.0906579394577203,0.225314043826905,-0.504387124793992,-0.205034219935099,-0.133524544352394,-0.179070064021674,0.327139902373676,-0.142283726340518,-0.207729958896734,0.0529220309671201,-0.243963341383724,0.283248013537635,0.188286647670411,0.1937824584304,0.28862528363189,-0.385562088437241,0.081918833499381,0.156760386677368,-0.255210775552164,-0.180549776954588,-0.308338263488906,-0.173267450626183
mild,0.0793034478259063,0.206912793199055,0.27397175122594,0.137365556365857,0.0362547641886196,-0.157336795877943,-0.200246752164929,-0.0529883639504373,-0.0924320803416794,-0.123921502535117,-0.0253045505253989,-0.205793261981322,-0.126907527778689,0.0,-0.0347067134687643,0.128610867087466,0.232464285491654,0.117987539543656,0.0,0.0158898542619144,0.0,-0.033443981438194,-0.243742974254577,-0.0316309819599073,-0.175631642188191,-0.0668967404402436,0.0,0.0182741033141536,-0.256286441410714,0.0,-0.161176549037694,-0.0097516918481949
moderate,0.121220440327815,0.234673119966111,0.387096677172207,0.366632914094028,-0.234034685299366,0.155421915396977,-0.259748971766483,0.0538562508795887,0.0694101929682433,0.120797691732698,-0.200890093206101,0.185806124160532,-0.470409491160205,-0.0764321445473896,-0.262190245787501,-0.0951442512929226,0.31722496618322,-0.223653085227872,-0.0884235627773714,0.171098020009849,-0.218196985345848,0.0668671771112141,0.267101881475515,0.0866257352844138,0.314819626512915,-0.270176772788009,0.0527452959168502,0.0912000893889228,-0.339264759453165,-0.0278186637437477,-0.0178878452102732,-0.109615828041366
moderate,0.133138241474164,0.350358357391453,0.538924436141074,0.412186713113766,-0.190980171677883,0.229323084704081,-0.392639350921185,0.231022971063761,0.171336348268482,0.251938250990276,-0.0158263058674061,0.263440992857346,-0.392234771496176,-0.0552432742085032,-0.0629853627181176,-0.0989707879986938,0.291588718973875,-0.0582864470666251,-0.0040490188651981,0.142452271534359,-0.0904685852140199,0.331315039639973,0.0852134896356568,0.16224135636626,0.0621238086385425,-0.0818988367564815,0.074819726064753,0.221804812915614,-0.320243604872176,-0.0755436067236328,-0.187053236617084,-0.116524693468816
moderate,0.0474489110212081,0.315723781333508,0.528602765049213,0.506303562591802,-0.267084811297398,0.184511763104484,-0.518414335795912,0.211990497137365,0.125546560796107,0.288598395109382,-0.223069418369459,0.410489686064433,-0.539888455207574,-0.260731785962785,-0.233082327369357,-0.19797744557537,0.328544270064065,-0.1317949917355,-0.0589175789752845,0.181113932574157,-0.260133388138264,0.167062542435458,0.232893563082572,0.108465111437403,0.39467047669566,-0.175651241593885,0.0686177461889775,0.263006243611012,-0.313546647576035,-0.250727280258856,-0.222752765676146,-0.297802068102308
moderate,0.173609522254997,0.283122424336427,0.37020712458216,0.284606440548171,-0.120113659420113,0.204032158477097,-0.208588365954207,0.247869531490699,-0.0787318262807966,0.212942965956856,0.0886287932750279,0.0773467629006077,-0.243778466262899,-0.0299421587804376,0.0768218095870174,0.0588239556013418,0.203176569817431,0.0652290603506681,0.0238002359881442,0.296736332675915,-0.0864969876814425,0.0307006279555041,0.281274702828469,0.190946734923406,0.309244704576475,0.104070352978103,0.0762103986136295,0.262755305912733,0.0721667895261223,-0.0082020362514348,0.113654035615826,-0.0752340737574575
moderate,0.184074257201786,0.259976207750353,0.332975369393436,0.259889419428018,-0.128818659170342,0.182148072561855,-0.125177791008051,0.146661000460608,-0.0884609567330674,0.141298094162011,0.14745907360805,0.154314224152002,-0.328356224625277,-0.0711939485754429,-0.0433794951239198,-0.145740218630744,0.298436414763222,-0.0482634695864201,0.0051428216392103,0.135794464807793,-0.120713147047707,0.005018997305381,0.139596688242954,0.123006904534085,0.248736028386682,-0.141556440808386,0.0549614242344994,0.0980960703953172,-0.22347818778092,-0.0667550689140087,-0.137559423391916,-0.0412770172497168
moderate,0.179326285515968,0.339779585682002,0.56155185647339,0.255443530099282,0.0383162461208002,0.190661296143328,-0.21635863952853,0.208802941772401,-0.187413654906228,0.223378161379203,0.11550409462164,0.229059193764682,-0.192603009854939,0.047364603460446,-0.0275234982472225,0.0588217638893333,0.311307474744997,0.0292723493479392,0.0399790913870964,0.239009472581445,0.120828815938487,0.172530365172136,0.124021738368577,0.172833267760937,0.125895117929383,0.0255728132331626,0.0955700786491312,0.18098196894168,-0.107262681908505,0.113227899921619,-0.0415986424189336,0.0485058623154081
moderate,0.104912536917515,0.346820539897113,0.420077169710493,0.174203325162837,-0.1407768142999,0.244986514734896,-0.274216943428064,0.240749602472403,-0.0763364949036086,0.206680454567836,0.0302605965501408,0.113942183759515,-0.432223252035883,0.0352760401674474,-0.0558756337697101,-0.0092340420500079,0.312161772069437,0.0329394368050367,0.0085480979632783,0.284123707042232,-0.051577780938054,0.161583833304426,0.15581005474708,0.0326000379394764,0.143194023718303,-0.101199687462804,0.0285352514937799,0.0870204633639003,-0.206901526213759,0.0171748337359294,-0.0775443853867322,-0.0226417684347359
moderate,0.231375053479892,0.411993397621994,0.422556675085888,0.476345673796906,-0.288551277980817,0.259048355237278,-0.374027789695089,0.249307465412497,-0.320531190028274,0.236370703868647,-0.0356965369326931,0.326469874813944,-0.427477452334731,-0.0546053151576269,-0.0826079599275784,-0.0696207134922271,0.395907384077265,-0.179037202469734,-0.114446708203421,0.149972235316121,-0.252765591065303,0.357821932129184,0.0913959862433135,0.304898017357597,-0.0557116562654555,-0.361788690539728,0.104212444384867,0.341026210912477,-0.356087208565464,-0.0672544690028239,-0.477901241757903,-0.246011340929616
moderate,0.142150539919305,0.348951315316611,0.390564954853307,0.315382457861923,-0.143560832889463,0.236752768317478,-0.206254489620434,0.23716899099361,-0.13823260447842,0.238663185162048,0.134264261098985,0.186419141109704,-0.229276016601804,-0.0567081739806803,0.0268778352243027,0.0986684664668672,0.270572074804679,0.0657076824694814,-0.103143507684782,0.165314294903142,-0.0713833928826109,0.117722367770662,0.163856257394835,0.194662848914847,0.224219053366812,-0.106433324165563,0.0801950048233965,0.225689704256713,-0.0162127860448388,0.103231035970798,-0.147011740104116,-0.0413400482649912
moderate,0.032088265845773,0.340793753255175,0.62375472445026,0.472672069634473,-0.428359562121282,0.210454869129471,-0.558152464884184,0.180736568748272,-0.243313010338436,0.208830033529617,-0.095907120363002,0.304735878048199,-0.641149126673254,-0.26275244849213,-0.193105554947322,-0.246475956960689,0.383066794623962,-0.193288941552236,-0.352171985203139,0.354021481515532,-0.322273495423867,0.253825237935967,0.0187221585675555,0.182757092867414,0.271623000926111,-0.145561325957701,0.0721708426100942,0.309664710894593,-0.501849872524335,-0.223256821316377,-0.42747930319597,-0.357813927962903
moderate,-0.0411426605840667,-0.0068814685176283,0.159589821774417,0.0195822356763023,-0.0213603663313371,0.0098810506889232,-0.0343734066176321,0.0152103384404328,0.316138955531398,0.0637802501255104,0.111077470808864,-0.0612713599321671,-0.131031825348765,0.0573516734231012,-0.111221392159561,-0.120425670543017,-0.0602595962861633,-0.0110512624664418,-0.002661542370807,0.1806219099859,0.0535868322479051,-0.08807116654783,0.109479026883865,0.0087791234022976,0.0131314420040072,-0.0923977627248144,0.203808410997317,0.106998407467033,-0.0895165825256304,-0.124811004109552,0.123742066344125,0.00180560386906
