group,CD3,CD45RA,CD7,CD49f,CD194,CD45RO,CD279,CD62L,CD161,CLEC15A,CD27,CD95,CD64,CD278,CD58,ITGB7,CD54,CD62,TCR,CD41,CD226,CD49b,CD28,CD38,CD71,CD36,CD49d,CD305,CD99,CD150,CD82,CD101,CD224
healthy,-0.0436365952199381,0.0018594891056105,0.256229565669603,0.357966488354515,0.0724165015527897,0.0470704898388705,-0.102552441303371,0.386563984216315,-0.0302943846951045,0.0424357927956636,0.173484840560784,-0.0510524131551756,0.0760265279577702,-0.0328929504114652,-0.168178049403792,-0.182686046245916,0.0312212276453602,0.164454755457998,-0.100428545412511,0.343298360649036,0.143985726696225,0.356316719070531,-0.0519502278632614,-0.0194594207857114,0.0707366003347894,0.13646250056678,-0.217284466717973,-0.0210168235915071,-0.0324187735570353,-0.147398061067113,0.0644243916109616,0.10469841668161,0.0462335525912749
healthy,0.396520717097249,0.595494874954492,0.368655300170804,-0.227893664951545,-0.242025318929761,-0.593271394498924,-0.0952113456433953,0.52557763972254,-0.119418045735289,-0.11106009592126,0.311737977857489,-0.461447157551968,0.0896231611531234,0.0015674522991611,-0.155291806968761,0.207674993587752,-0.134164084468821,0.101432650262083,0.525143070126176,0.0206308719966752,-0.242111213718557,0.0547365372329291,-0.0089298996317921,0.293683940684912,-0.0033923744505527,0.0683250807421818,0.0601120107886482,0.326607360011392,-0.340279940208104,-0.17744539132846,-0.12963034425882,0.380817088710586,-0.368797838893676
healthy,0.087840580946591,-0.0150730654741904,0.19033209899021,0.0760222407043653,-0.0370403711849099,0.0365442201405098,-0.18903431006264,0.398389204837118,-0.0458687528401885,-0.0736990197354188,0.264975836196725,-0.0500170565407746,-0.0618846311854172,0.243114211170301,-0.221450766706799,-0.0577022917061627,-0.182292743103648,-0.19393479815727,0.176606522075018,-0.0375986582378058,-0.252531856625341,-0.190667282979239,0.164229669939986,-0.0975888519272227,-0.176278934840838,-0.144865789944747,0.0907863863441877,0.030952416069473,0.0688976460358103,-0.0787889839744059,0.200843560000069,-0.121504159621827,0.0684538225304512
healthy,0.0406238172276342,0.0432690666374567,0.0197226209829769,0.21504669372194,0.101504960574323,-0.002396213407831,-0.071999869305651,0.373445300368403,0.0657627756810291,0.189116827222343,0.150094493483996,0.0705035324231867,0.0039082411020737,-0.094645602845391,-0.0067977861975622,0.0630510501122586,0.246046926412453,0.069113771287001,0.0651840247240622,0.0765984525327179,0.125491427828268,0.0872191885429146,0.216786243717474,0.0025821562809752,-0.066312317178484,0.134397330442109,0.417169176596593,0.135713717835645,0.148231104739871,0.0744269316716307,0.278776194989872,-0.0775617724834026,0.119717066636502
healthy,0.533877184567803,0.581770071016333,0.604964817653315,-0.20121978833953,-0.285878227616665,-0.431488352852055,-0.0799065162370244,0.270976594890635,-0.154553736922401,-0.170423764518135,0.420563558913675,-0.554891057666481,0.0810470135972923,0.186448733370061,-0.316937031634327,0.283412325180771,-0.247267438393848,0.0804816585828595,0.586243305972852,0.104437727871723,-0.352154598402535,0.0451434370919392,0.0474545878589177,0.491191887045505,-0.100044206569439,0.0537840149786499,-0.0909660856847228,0.536427611223098,-0.434087416820575,-0.244530149086287,-0.186135253873484,0.0978937981011147,-0.366418910508254
healthy,0.284576555220805,0.642281046627436,0.445268466187526,-0.14872871066224,-0.447103323846353,-0.616674989911326,-0.137801264825787,0.188269775676758,-0.192816009219779,-0.253349220078306,0.420106458071587,-0.665093586423171,0.0289578408569977,-0.38473554973712,-0.361228488885602,0.191804831591091,-0.3025038012811,0.0906591954693412,0.459241485863312,0.0803524026439492,-0.205664567029408,0.124263233776641,-0.155096923362177,0.505894908105915,-0.0538681746469146,0.0659659367129948,-0.185987171929779,0.410029693667857,-0.384667960439644,-0.257842009520937,-0.398002095602107,0.281578749984494,-0.366283158221442
healthy,0.126707908867077,0.142197707323255,0.210031559053161,0.100169778003598,-0.101862586171249,-0.184172024690768,-0.100378596869759,0.715788233437222,-0.0344293738055693,-0.120830271490823,0.128081962308892,-0.243756308561362,0.0,-0.043298878962547,-0.0247309586490709,-0.1033876117365,-0.0624446445489133,0.0471112492773434,0.315737864293637,0.133670081277698,-0.0403297951277266,0.0263337545738777,-0.126342314211401,-0.0179258707241203,0.0,0.0294257149148988,-0.0114596030065533,-0.100777972784948,0.0249564066890692,0.0,0.169104278712216,0.0320617396652756,-0.0571896337205185
mild,0.0292538270001306,-0.139274721083256,-0.0385498935069988,0.227924015718595,-0.0410606712321957,0.262910050231487,-0.0634711578390964,0.294236027174346,0.0596362792792736,0.206811332190166,-0.0431402351146591,0.24174844175295,-0.0475732135286656,-0.180296386400302,0.0218729822414667,-0.099207298958091,0.255565699531806,-0.106847879473665,-0.0725692635028821,-0.153172089102118,0.160921689064059,-0.0649779068136924,0.0861199915260269,-0.296922973695454,-0.249893595311402,-0.117495985409078,0.291905689369854,0.0228302401828229,0.333257100423679,0.213031717644114,0.187477391920042,0.0311380494032344,0.102437898653565
mild,-0.068703046046854,0.0845194187079942,-0.0493936092512899,-0.109193209535583,-0.0319000653281542,-0.131054217779378,-0.0429006677866669,0.502105579894713,-0.106174137240971,-0.0912322529584798,-0.0054491655929162,-0.0661836251926627,-0.129629512754858,0.152555809059698,-0.0637016072459011,0.277287754760502,-0.0726775485760542,-0.141353655825634,0.138816695834436,-0.124001264409338,-0.131591645838285,-0.167339988233098,-0.0723449602185142,0.0761455078563135,-0.260439870082995,-0.0221499249483925,0.25322896636519,0.108439935102667,0.046475731116539,-0.0934758426601931,0.0093489932769787,0.0781495080117158,-0.0832198329893509
mild,0.33938946606097,0.317622331915701,0.100041431127945,0.0184755343407677,-0.258302804411568,-0.144919227159083,0.118444309052902,-0.029260827623929,0.0212241247435836,-0.205812715785426,0.131816829486754,-0.245288045335607,0.0,-0.0311626964249274,0.0,0.0057732873868133,-0.0630828967843467,0.0114701006429964,0.402839202227086,-0.084097492426977,-0.133220749140184,-0.119498997293161,0.159943008705829,0.0718434896314354,-0.115705712311794,-0.0997013209085777,-0.162344243302626,0.0778536486054479,-0.0783830152140314,0.0,-0.108220433144852,-0.204733905567774,-0.168484156070868
