group,CD47,CD52,CD3,CD8,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD5,CD62L,CLEC15A,CD27,CD95,CD278,TCR,CD2,CD81,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD305,CD99,CD82,CD224
healthy,-0.361231799158113,-0.470578282421745,-0.283088960789276,-0.0037949622755095,0.0774569391921324,-0.153411772347624,-0.125003623405688,-0.413872979306204,-0.366993821689683,-0.473213772678786,-0.366130800174891,0.0846747662373196,-0.093715398657088,-0.240506413468339,-0.473166389799944,-0.379667073223287,-0.290162759254746,-0.401665009926786,-0.150146993358884,-0.144739049415065,-0.415028711123221,-0.0450897920480691,0.0881538045781005,-0.499216681367243,-0.0082613680212671,-0.213121930593691,-0.026788565431718,-0.290115029158481,-0.13569107601262,-0.131974555413122
healthy,-0.178923390623594,-0.0975405413589235,0.117694103772174,0.012072260996017,0.296020133532496,0.21920372373249,-0.356519562173388,-0.109091795172948,-0.103927784182471,-0.40326137033945,-0.0324331708325419,0.292089219973678,-0.0472405946729882,0.177522881731763,-0.315287003853539,0.0300132442076961,0.189375065951576,-0.295362977666374,-0.0072117827958247,-0.123529983425935,-0.215056779454012,0.18693735704438,-0.246293233551295,-0.0248120529823913,-0.358413722384751,-0.153681746357531,0.0682853127145341,-0.255622274873267,-0.289406458373201,-0.369257224164558
healthy,-0.0457279247824481,-0.0216045378154345,-0.0254390971320759,0.152831502707362,-0.0926988947645831,-0.07000591447571,-0.053771361732503,0.291369029891929,0.0089147954109716,0.165883508877071,0.0736978324166936,0.0156061804177591,0.0017784378915199,-0.0858352685322165,0.267794125305198,0.107320540683761,-0.116340755151284,0.0753189661500317,-0.0629214047465323,0.0115247100752899,0.0775074962665231,0.027313342431515,-0.217118284366315,0.041980105599003,-0.281582981352697,-0.115389604451044,-0.0726632398885916,0.102943550831403,0.0747425686576647,0.0956465916320807
healthy,0.219375055233874,0.2160415513879,0.240892311447059,0.246527453832264,0.333778908545351,0.19566481105872,0.0328461987178974,-0.0598813986767249,0.139374470218805,-0.0504557907237835,0.115410683508033,0.183726824915079,0.219670189703907,0.198263170409948,-0.0884759082044799,0.181745893433265,0.176162877898781,0.154288679017074,0.230601967078807,0.0045248441803467,0.1503847089063,0.180901817707986,0.13104834473001,0.288862127602112,0.245402837292191,0.168035415532954,0.217937317975085,-0.0346546085108573,-0.0667386064480978,0.0317984305843173
healthy,0.270369718629916,0.24952041003284,0.513296862594265,0.028309298572175,0.679501315717375,0.576487175093736,-0.425057925270691,-0.298839525078633,0.242887185243933,-0.602618872777827,0.258841658168869,0.050111687946685,-0.226058685447164,0.358288813546534,-0.584329642285013,0.13413961527582,0.568855108035377,-0.0171845729853319,0.327904211502043,-0.264205254191247,-0.0509352789145028,0.478760363810809,0.0290690792686933,0.280019470277609,-0.106005921427916,-0.332350310185347,0.531599439816665,-0.58955609622623,-0.409312925770423,-0.484348061005331
healthy,0.252452439558469,7.50626103922161e-05,0.315684583234055,-0.103577271239303,0.671748894679603,0.400377346105137,-0.0944537577780377,-0.463590550439181,0.0830128079134635,-0.725999133576486,-0.0101347147620024,-0.123976266591792,-0.307433409358609,0.281803611116047,-0.74469749180834,-0.491556462874073,0.438125820253176,-0.154613892777856,0.147496082480466,-0.412022890636295,-0.226367446010305,0.387017584425354,-0.0316085841703543,0.0096768479747203,0.0318405151069558,-0.242812711339416,0.417382209077001,-0.578097798980115,-0.524878030300135,-0.376405585203978
healthy,0.224080545404719,0.09547591319712,0.126187794157938,-0.138262378345558,-0.0615900563696667,0.0903012755383844,0.273173466137053,-0.237435038582107,0.0644854486867879,-0.27413999111305,0.193038966828691,-0.0520232598327692,-0.104419823880494,0.0763138669767009,-0.361479581352453,-0.135470020214939,0.101404437855346,-0.104830775103851,0.0586754116968154,-0.101348438385408,-0.143761170098314,-0.0842214026623938,0.139662900965157,-0.0349991605667415,-0.0147070154217463,-0.0869808034504178,-0.0680375354402443,-0.0337154113503079,0.0989149059017831,-0.126407759527501
mild,0.118072401467806,0.0812720418088023,0.343616867501393,0.184842677070997,0.667822615376669,0.314938125680297,-0.327659835415123,-0.552043404047685,0.159047907478909,-0.552024588483732,0.107352347504208,-0.0522195312915482,0.256399659596656,0.16698913435229,-0.494878590754995,-0.0876682109567112,0.445894762231597,0.03585756945855,0.418837347147207,-0.0113560913644355,-0.159953485273204,0.237431364277159,0.283228924103023,0.219759193154417,0.169483057950524,0.0713670324304135,0.556027880843582,-0.325591201057805,-0.342188752486591,-0.357800601348412
mild,0.426272761273213,0.40280860357231,0.338868467238048,0.103309622479639,0.359620934749045,0.437408241192339,-0.0458076667009726,-0.019261032082128,0.276685983824576,-0.234633121116452,0.336579102227551,-0.496293655416446,-0.001480311096234,0.220100416831762,-0.279861814359733,-0.099033388195892,0.232868131573445,0.245901453104243,0.174241891101174,-0.137858466917022,0.0544526976970016,0.199721831623437,0.384746061268804,0.346299415426891,0.339657218165736,-0.408307742127911,0.17098685890515,-0.13947421122888,-0.166741233679558,-0.0784924327378178
mild,0.206296082564492,0.303422578840915,0.0047878303366518,-0.069504393992525,0.0445823071337775,0.157829064114844,0.0055752045585048,-0.23811035025952,0.0165879324604705,-0.145448344490875,0.13080135727516,0.0261336138204674,0.026716631365793,0.260320647252931,-0.201452259285898,-0.164754254281976,0.128375575388477,0.0379896104730643,0.12562707290585,0.0,-0.0929931572216658,0.0693008284891546,-0.126943180056441,0.148851124477499,-0.260892543583893,-0.159575427573984,-0.0231993590996617,-0.300315124234414,-0.248993672101422,-0.147567678215587
