group,CD11b,CD11c,CD123,CD14,CD141,CD155,CD16,CD195,CD1c,CD1d,CD224,CD226,CD269,CD3,CD305,CD32,CD33,CD35,CD36,CD38,CD39,CD4,CD41,CD45RA,CD49d,CD49f,CD5,CD52,CD54,CD58,CD62L,CD64,CD69,CD82,CD86,CD88,CD95,CD99,CLEC12A,Ig
healthy,0.484349042203321,-0.18565938060997,-0.0919441694707345,0.0551600162690032,-0.363065428655227,0.032150892604108,-0.177493989878658,0.0259242050204849,-0.177563365461721,-0.0931030731779046,0.153149921497018,-0.180686150095762,0.0795877974870486,-0.127577335889495,-0.304811372920955,0.0419285565854655,0.008245441919,0.426002420942453,0.0852222631233344,0.147739862831012,-0.13409732383291,-0.407827008172592,-0.0116463818312398,-0.305113069110877,-0.570929871336196,-0.106471505158863,-0.104122605911949,-0.317173861346761,-0.51202330620283,0.040651493476178,-0.0331643743026163,0.107034146575176,0.11575594987882,0.261758390981081,-0.095701974505289,-0.0767745105153616,0.216298898859031,-0.0164358295029445,-0.0644605134448378,0.041885703708598
healthy,0.172621232970777,0.124030781277328,0.198405788175886,0.25503093007,0.0199338320915978,0.0737702847941417,0.251388621010744,0.396661817152076,0.55240261091556,0.258879883448485,0.229043742175197,0.479607613729303,0.512819465427672,0.469705294234795,0.125547284549015,0.333455252776205,0.117995046574802,0.148427389886778,0.16282770829292,0.259191341774303,0.0967493258878874,0.260172920141668,0.223060524866405,0.456761983050005,-0.0156727634030725,0.431095860123239,0.574004144452131,0.240514071131795,0.0882412772524005,0.473201051152136,0.461957590962412,0.262924283266486,0.501297874444622,0.409240932066012,0.191467736550223,0.357594333236495,0.386249653703121,0.328293794647459,0.257556535721395,0.340228099631169
healthy,0.245384372197322,0.0833069699948279,0.0890290428929401,0.192614309355506,0.101128047475429,0.425340139314573,-0.116385952893065,0.165517135186449,0.0596040693707559,-0.0205796514038753,0.139916146481409,0.177252352879136,0.171081487665027,0.009957255930826,0.0523495964852617,0.0276592885515594,0.279263508449473,0.302141593416566,0.177906488111664,0.185284069793247,0.10037438821432,0.120236457527067,0.133271919741286,-0.0849302896688212,-0.0844352661147682,0.12425092188817,0.0140253140742233,0.0322456586487265,-0.0751250445546493,0.222959806218342,-0.0026564996882252,0.202759593430744,0.139043165834015,0.194603814537922,-0.0346156149534778,0.054547561449744,0.267580190903288,0.246620536086065,0.373326613166382,0.155740546234068
healthy,0.34324469560983,-0.548628312580648,-0.327658742578793,0.325741884244251,-0.52145605545703,0.310112725783796,-0.605837185886473,0.124621823803218,-0.0209102087585895,0.134048418075759,0.251683445563485,0.10218102782205,-0.0485829238238582,0.0740378338062825,-0.201810081227113,-0.266477376088436,0.334949228945974,0.402657856919535,0.362561243011645,0.445462495270927,0.0016281359726311,-0.145153972953487,0.0753137120026178,-0.464978594937068,-0.533051018469843,-0.0076536472699705,-0.0581723801079967,-0.471324515178166,-0.518351199982235,0.0832138482569391,0.0289204578107558,0.506753747999611,0.0307836500327841,0.245099389150227,-0.216245285420327,-0.413815028854646,0.341304662227343,0.414070218128839,0.254686247368043,-0.0522670973288751
healthy,0.493813202375281,0.0027131410725026,-0.243861975106317,0.217335713290992,-0.209602971692831,0.281739569957169,-0.379356091528731,0.140886380429183,-0.027275307427513,0.221086499037356,0.352441138979005,0.0924152926895605,0.18882584146646,-0.0541039846421384,0.164576867597554,-0.0001118823764432,0.363844326690903,0.520939775743503,0.3555096194383,0.446444607004076,0.140851399033699,-0.0235105257046395,0.142209228472565,-0.241845468288463,-0.331190436418518,0.121912745357976,0.0052694560631305,-0.0530365073911026,-0.193936030093219,0.346349392013602,0.0014394671966251,0.383700323330954,0.13456557873027,0.331159343139043,0.071368034894887,0.0164680486939219,0.359201317866714,0.324818712766459,0.268749680300888,0.0148584685047232
healthy,-0.331643577118449,0.103725557027562,0.121651527907077,-0.259814948082965,0.0640842255002782,-0.395009119857393,0.0123878542410881,-0.20040485716919,-0.163273518284417,-0.0867099054685639,0.0313202825098159,-0.0439434819427849,-0.128577870409359,0.0682613060462589,-0.125252720255657,0.103225220703052,-0.0717289203161052,-0.312008212100764,0.0309608654948613,0.0220658968010204,0.169092721095727,-0.0025113105876901,-0.198784435015681,0.199428608140712,0.20877909069411,-0.093133052375569,0.0615447677046066,0.248210837017467,-0.116127953267083,-0.180898382650701,0.0018543789012755,-0.246278752887674,-0.397921572889843,-0.289142082997555,-0.0151052106539296,-0.0461152476378289,-0.135469915325843,-0.0936304002862942,-0.132984116219173,-0.238303226103566
healthy,0.546679393921821,0.276593904754634,-0.557508375618986,0.540047786858535,-0.184389138649423,-0.0750934233224198,-0.762148659774595,0.361694031711157,0.622363841926388,0.419543392117279,0.4534170076116,0.216346903592514,0.151037227213624,-0.081666181865015,0.28210252418263,0.0189836889682101,0.670040526174391,0.321199298924179,0.539165255921946,0.433299477608081,0.301227217001649,0.365793871972593,0.246323382798124,-0.521682786230685,-0.0509838181515042,0.246251821698338,-0.155676772006627,-0.141847603099824,0.231596603265268,0.482086301820773,-0.0685296414455006,0.567791055219588,0.394126123106484,0.352371022270703,0.0569747201636537,-0.467777470383725,0.171217001432472,0.350527087571445,0.276191400057791,0.149265558631557
healthy,0.380628899720529,-0.258824216371339,-0.183696955599585,0.323447801664613,-0.387237087075937,0.216462383971538,-0.431051353721635,0.190558161655622,0.0502526289218326,0.189086475054629,0.399566106774349,0.260304865880596,0.100506911415742,0.13411451879417,-0.137857094939052,-0.234151517030948,0.339302732762286,0.440914895311845,0.503007826480608,0.40284593303464,0.10201887231171,-0.197335526174276,0.205893921792936,-0.266696437220071,-0.462616456933995,0.199461998809122,0.0756437445671613,-0.308095216431761,-0.362167656795533,0.209544643643496,0.103985810286206,0.429010108055568,0.288707487704918,0.379633331954273,-0.110837947087154,-0.374752815622862,0.397590450874017,0.433044940256826,0.171489099658665,0.039345200442206
healthy,0.569266274666932,-0.104676971098062,-0.223561762709519,0.504616181992906,-0.191999303638731,0.367633448421194,-0.461360305871661,0.17346188605333,0.132438261758822,0.286648712212617,0.440363048505174,0.161538980394555,0.237658124585672,0.0492413092931341,0.240341241046477,-0.0965039885557343,0.553513187133839,0.452137116177928,0.578425710802812,0.548357889375319,0.332086357200475,-0.0423409987049128,0.0980321098562492,-0.273151246367918,-0.354582827401393,0.0175308515184778,0.0837583264300062,-0.24407276860883,-0.159216455599101,0.443848344950395,0.162823479314987,0.50844158283636,0.138611359718595,0.338329245011423,0.0301310651020116,-0.344117634555116,0.489556697812187,0.551012230690936,0.376671752198772,0.112849104494982
healthy,-0.274852165532263,-0.501518650609758,-0.128472099945681,-0.143283618049691,-0.111708196801942,0.11004660720122,-0.0535948856301348,-0.250699112281923,-0.214002801017543,-0.276600916623168,-0.231938059773265,-0.124564174155076,-0.124627540277245,0.0241897288957714,-0.377138839946262,-0.597334027592432,-0.0872673085360753,-0.157069397922546,-0.109409965524253,-0.0086979057870248,-0.398686192944148,-0.229239438605615,-0.399531098834173,0.113640127399905,-0.189615959696684,-0.0386854529932227,-0.0482468744658377,-0.243041298749697,-0.459603776409943,-0.251833345660237,0.0219009510318677,-0.0651375456384721,-0.0799686420939632,-0.0081899463485408,-0.380141896296668,-0.397664665222554,0.0140876674015673,0.268110325726279,-0.0232108419395873,-0.0880895513550234
