group,CD101,CD11a,CD11b,CD11c,CD123,CD14,CD16,CD18,CD1d,CD224,CD226,CD31,CD32,CD33,CD35,CD36,CD38,CD4,CD41,CD45,CD45RA,CD49f,CD54,CD58,CD64,CD82,CD86,CD88,CD95,CD99,CLEC12A,Podoplanin
healthy,-0.22321924691077,0.0081064951157067,-0.194668734738976,-0.0027196095822116,-0.18341161540006,-0.0060961518597241,-0.0124730799345602,-0.0952531568915872,0.146103427758162,-0.231285811594159,-0.115221813330591,-0.221397332323935,0.156078230975225,-0.330335486264678,-0.356399577627882,-0.275018272047679,-0.32977862034561,0.122790603399492,-0.182131882843902,0.0593674056059447,-0.0129454815897092,-0.0934414988976579,0.0715520587265174,-0.191896646173733,-0.227490305242534,-0.218053972483292,0.122625969471586,0.145844989443614,-0.339752247338947,-0.359112371838172,-0.301414575034905,-0.22033580564712
healthy,-0.363532330232779,-0.0356436741366883,-0.782426460762737,-0.0152608590854946,0.491789799204487,-0.691694456302082,0.546635717147033,-0.470263385473291,-0.625019426650564,-0.638511678385413,-0.546263414482115,0.151174839501384,-0.0929386254676563,-0.748992341113717,-0.742813864961369,-0.795407700306913,-0.67914357310251,-0.316495746724598,-0.641168638255095,-0.0647897782899989,0.533548527309985,-0.591031442128654,-0.352216444108643,-0.451915547041374,-0.713257401865158,-0.568818155636203,-0.0292539908950008,0.209249323227851,-0.567970331806664,-0.719709484973682,-0.564831941281889,-0.28174037621873
healthy,-0.104339849634763,0.0994902196242361,-0.688074807161249,0.224134392722122,0.264182371013781,-0.600349518606931,0.498941207564597,-0.23119967687657,-0.367271793330593,-0.479162577809383,-0.621251901665182,-0.0600787471963378,0.0956785296536672,-0.605965620413658,-0.646728568360953,-0.693351023798489,-0.505105636335137,-0.323026386820531,-0.724600158690643,0.0787263506728686,0.452724031093304,-0.668345545528507,0.0758239754167693,-0.531371164175504,-0.601793845824654,-0.542108681752383,-0.0082469629521395,0.239223202952882,-0.479351280727096,-0.54533728805637,-0.283439812740231,-0.432633866030926
healthy,0.0477045025703914,-0.298299583793443,-0.0514597888323777,-0.455154635483426,-0.164281522910778,0.153376967841039,-0.252066782314729,-0.162433356009999,0.17303109814654,0.0111256891095433,0.21726859504991,-0.271645135640673,-0.192102388470817,0.155855992695074,-0.044915450035099,0.146311780617115,0.231506762795442,0.0192936521355677,0.0763894482408161,-0.291402231075202,-0.0038879802075657,0.0782952904848973,-0.359116232970177,0.0596036685138771,0.246241062789179,0.14188391485626,-0.329936489814131,-0.539915648458511,0.137689420657157,0.379190455324942,0.0941818583737149,0.0709119298153268
healthy,-0.205651572565057,-0.12868691781114,0.0307493127156774,-0.0395264849586731,-0.206751157275005,0.113054842487038,-0.194951921335791,-0.0893783067213114,0.14587252820889,-0.0094325101427526,-0.128946893330524,-0.296336599420317,0.111781027522101,-0.160581687176654,-0.0559013185655643,-0.0994248755101924,-0.0659068413512132,0.0215842762449101,-0.259144414219124,-0.0594855496873668,-0.127934095252774,-0.122603178945641,-0.10833885515071,-0.0754721110745787,-0.051680856363947,0.0163877154805952,-0.0382309970146108,-0.0055494809090442,-0.114098011012037,-0.152729639977556,-0.200449168728967,0.0893121866305813
healthy,-0.00817029666818,0.0179618669855616,-0.0285999160621467,0.0277658231290254,-0.245585830498693,0.0332254138250058,-0.161682659000721,0.146803755881843,-0.0522009657070598,0.177131379682317,0.365047108302614,-0.184153762220751,0.0176330395320402,0.165307573282347,0.105913548814608,0.188212235594779,0.28443414945659,0.167637862410075,0.252876223241683,-0.291836257194964,-0.296242920001786,0.369610965165098,-0.1582350966909,0.206569875466017,0.139852126842911,-0.0775585326735944,-0.267727933674596,-0.332023477352308,0.105998455742193,0.319116263335566,0.0536429455225747,0.222637094762507
healthy,-0.230762684739672,-0.0315638762574813,0.568710793232611,-0.0160763339999557,-0.657611223804846,0.550486854903481,-0.476460310489093,0.159543976516898,0.527807018706122,0.405372054679438,0.338038402979542,-0.329580272073105,0.0660377716851454,0.583805703168261,0.429365333102429,0.470139584654287,0.58487015331617,0.101114223787361,0.44163338989217,-0.125148570635503,-0.246748926181964,0.36984192071282,-0.145897186027034,0.465011567874665,0.5260083374121,0.395880072003766,-0.32687643643994,-0.492537395850487,0.417706949047634,0.460519072110791,0.286433570141644,0.286856144424519
healthy,0.0049130550402113,-0.179517770567947,0.195824900012288,-0.0880501058860731,-0.187928176557262,0.41777508306581,-0.530337810680945,0.171659467385677,0.194200650031472,0.19037392309491,0.303132793990584,-0.135564277443031,-0.0048118865928639,0.194902464743337,0.174472250653894,0.41773527785634,0.214047179161722,-0.0257976087853097,0.362807390145307,-0.22290321156558,-0.23976298602591,0.177084980584449,-0.0952841160879322,0.120087067413545,0.261015604934743,0.108585645165011,-0.0798738894343027,-0.385432239714634,0.0243750426718877,0.258236693218773,0.124803119656118,0.0690189517482029
healthy,0.0677906972394616,-0.387644795246177,0.329917859495238,-0.485239133495051,-0.381516800071309,0.420565638557474,-0.709840160071683,0.0049482906445374,0.314609647660761,0.29170764918066,0.0924010184466881,-0.471544276592659,-0.202518999947395,0.359900702071228,0.180224710823311,0.454327361573245,0.412343667393244,-0.266121155829371,0.0949489773853788,-0.468969893768639,-0.507779689672194,-0.0120788343261833,-0.40591056746702,0.203082607455823,0.444845272731806,0.162683587801817,-0.161608740617276,-0.642544232816399,0.237208459006208,0.426717829431498,0.137418300761922,-0.0009886868159816
healthy,0.128425699348988,-0.2882929416068,0.451999974370465,-0.51102122696889,-0.309035778259779,0.472383438219762,-0.606802179820709,0.0617854583038365,0.284175264300255,0.294057082674404,0.132763689501692,-0.474109531596951,-0.295750832358517,0.374194223131784,0.46786549858735,0.416322961210245,0.493853776485914,-0.0248604275737591,0.0329180972726393,-0.289105049792562,-0.301343110170981,0.304442134491025,-0.267690742420517,0.234033368544378,0.440823242600031,0.468022840805617,-0.236548409859458,-0.446348664484446,0.412001668323812,0.54321449424875,0.171568796060341,0.222416282666428
