group,CD101,CD11a,CD11b,CD11c,CD123,CD138,CD14,CD155,CD16,CD169,CD18,CD1d,CD223,CD224,CD226,CD269,CD30,CD303,CD305,CD307d,CD31,CD32,CD33,CD336,CD35,CD36,CD366,CD38,CD39,CD4,CD41,CD45,CD45RA,CD47,CD49d,CD49f,CD52,CD54,CD58,CD64,CD69,CD70,CD82,CD86,CD88,CD95,CD96,CD99,CLEC12A,Mac,Podoplanin
healthy,-0.2065898680534,0.12618391963509,0.0779031109029327,0.246205218560995,-0.263696315654115,-0.106442608803156,-0.187883264437559,-0.276816800093031,0.119579379628139,-0.085867324342659,0.134883846624284,-0.0686864342488208,-0.0658470935348433,-0.0073519267391852,-0.214885097273362,-0.0696615285459463,-0.0452406899745248,-0.101883458954478,-0.156293836092207,-0.0217100323143974,-0.0418750644978985,0.348790142773451,-0.193179575138478,-0.0960321904752273,0.0520598452547311,-0.357238864095415,-0.289325369433118,-0.142830239972604,-0.0431363774033197,-0.0066159520379549,-0.39004988555828,0.0942689022943904,-0.113894217163717,-0.0363422126001613,-0.174516041137875,-0.147130232541043,0.128384295401242,-0.138348210353384,-0.0601607368902399,-0.21665323090706,-0.0875717593150222,0.005772654229378,-0.0245099967221604,0.0969811337144171,0.342503812400402,-0.007780425305961,-0.0433938185940074,-0.421992848916159,-0.23701430261053,-0.0278491376531607,0.106169481020758
healthy,-0.236664452084108,0.0414963869581875,-0.659016889230845,0.122586602134979,0.271884496321231,-0.308253617329835,-0.698460746701417,-0.595270388086198,0.549148673634641,-0.30401641921208,-0.336639536379651,-0.674330626395541,-0.362761396037272,-0.628510452112868,-0.639666565807113,-0.416716383466257,-0.302953124006929,-0.380337854427748,-0.180848341796461,-0.327541371858888,0.21319193607824,-0.0449347877274376,-0.724732663447455,-0.387831542704483,-0.630332331090851,-0.786082054022973,-0.388023631639363,-0.72694454830941,-0.502380962286161,-0.391027986863161,-0.651537731040653,-0.0564912827532477,0.395982543835758,-0.315397341491706,0.284102902608463,-0.663679654993036,0.122182228576696,-0.285654220942475,-0.471300773847523,-0.718334366499466,-0.495780268213749,-0.345030528109158,-0.544296104614918,0.0971244569501844,0.356440805547121,-0.560473734290672,-0.335377100505331,-0.784400194984768,-0.623809926049413,-0.396423810797043,-0.354004037825231
healthy,-0.0880245630231422,0.0605379023082319,-0.538423650257193,0.234293874905718,0.102356204297532,-0.289377032548161,-0.517631774351863,-0.378532673277195,0.519407137905161,-0.30672307528158,-0.226261674928532,-0.343587477723364,-0.236188168400426,-0.399621116287856,-0.485174770828962,-0.325307899889864,-0.190587426826972,-0.280157075118083,-0.222397343444039,-0.279345682971934,0.129459432453419,0.189187382613842,-0.595455110819187,-0.294301669744797,-0.487233359366265,-0.623685136591075,-0.288404514270141,-0.579923394381768,-0.353385146903752,-0.444517288765504,-0.402265719383867,0.0977059376413852,0.374518708929723,-0.250735581398489,0.216797394145635,-0.497554767903827,0.0740663788443155,0.111816619016767,-0.500827280784767,-0.538776658338905,-0.254794172359268,-0.2716562134194,-0.520632534446044,0.167881793199255,0.448009349826504,-0.571567367138362,-0.22364939535889,-0.697829145076712,-0.37271268675399,-0.300145041222919,-0.371394729597333
healthy,-0.241509241920107,0.210100605788645,-0.201109330300173,0.440331439202566,0.220516505503743,-0.0516920637943586,-0.379528705274653,-0.392115306681381,0.591064585811989,-0.0263382626992072,0.03393930687778,-0.378872474568825,-0.162565796340559,-0.255543676472127,-0.481288389386523,-0.181673282923708,-0.114645030148378,-0.0144907895482077,0.0437897164123569,0.0102334793888439,0.236417210032836,0.105108538237889,-0.462248561315676,-0.134272422656362,-0.0987561506442515,-0.504611200725667,-0.166992855847106,-0.43591674866155,-0.136372207185036,-0.247731107372072,-0.399808793040185,0.309134484076368,0.294039425540171,-0.114126760344334,0.150927946317575,-0.370792831123843,0.245529731211376,0.257235059820811,-0.217843772580693,-0.50745656604676,-0.15677181310358,-0.0922834236964992,-0.283812592272376,0.266524249344913,0.657556704347361,-0.299551726593962,-0.193638666074758,-0.638527860566447,-0.433160318827694,-0.0802112570974178,-0.140455706187736
healthy,-0.132642893349845,0.132872161953125,-0.163000131813709,0.339418167227938,0.208730346076663,-0.117308476918723,-0.257293632156416,-0.368230897642658,0.344685370380005,0.0104934032470426,0.0482925474057038,-0.124417266774596,0.0079439209407109,-0.107539995637467,-0.241984948494761,-0.197822807112356,-0.137352284926729,-0.0494497325068576,-0.0369321348748568,-0.0926013078352681,0.127936529240775,0.255277434854086,-0.250821675054154,-0.124344150038785,-0.230164472399296,-0.234385530024456,-0.123342398823941,-0.408909705699194,0.0743219764044998,0.0959726248944482,-0.106986985367928,0.184747363834599,0.0266753808483149,-0.0847736186638002,0.387226983387371,-0.241244189116069,0.197733045615069,0.274998316998052,-0.178554952697038,-0.280485003758971,-0.0852662099984777,-0.0703230227250984,-0.257945084763137,0.299807940369125,0.386267059784038,-0.299240693133261,-0.078938178879332,-0.538626575578076,-0.252568786049512,-0.116452569782584,-0.0740610442116685
healthy,-0.148756108360887,0.049935043701796,-0.213570529155458,0.147489533067224,0.0249604800013727,-0.0525262462416086,-0.355565602178594,-0.23209878792527,0.0067486925228457,-0.128397461213331,-0.0985919960984756,-0.0605198026981465,-0.279280465075144,0.105507640712369,-0.102153100265752,-0.285357266183184,-0.151041916571247,-0.162368882336317,-0.119340312986106,-0.157162672584976,0.0997184213577776,0.107457570275066,-0.27018418805662,-0.303616080311133,-0.198346427855429,0.0242603796788092,-0.256446754934806,-0.152712858099281,-0.0849729102335924,-0.196439127350906,-0.0366035446427459,-0.192663898715568,-0.350481754254814,0.115708029267403,0.0982539279474292,-0.10712980581845,-0.115914492451419,-0.110154638730022,-0.0513219692632021,-0.239307208612824,-0.0619334421305279,-0.249281251537462,-0.351755152732284,-0.110718544056347,-0.0808803431678969,-0.143825767811221,-0.0529801682296859,-0.300486796073578,-0.331169080704631,-0.140168973824006,-0.243880169618039
healthy,0.0630878671598301,0.159095861577231,-0.187527107519406,-0.184299555603809,0.0718091238292066,-0.157966074568451,-0.226527776575326,0.105771124168091,0.312748618243919,-0.170492568832761,0.0087699819636154,-0.215828402441232,0.01326552797569,-0.430436469883807,-0.244138846596336,-0.0544409435022121,-0.114092409855133,-0.0991267681552699,-0.172235277787467,-0.186815216553669,0.0251252130826853,0.008797319277951,-0.199363806104715,-0.121079441484193,-0.0139475731604914,-0.200527978661715,-0.148923737645862,-0.136889442570974,-0.288299259074134,-0.571437167402754,-0.22750460061444,-0.131982226968215,0.155162419431428,0.100287297052293,-0.0483217799733326,-0.257682455269161,-0.160969216262791,-0.235933618307689,-0.149563093277089,-0.223578275510265,-0.165819910699283,-0.225739541981358,-0.0274182529692997,-0.178497487302081,-0.124956633196741,0.0741149008568022,-0.348359654641393,-0.150515347264369,-0.0655035962424931,-0.275864346655262,-0.19774197279163
healthy,0.0752357866637191,0.332622445951133,-0.0363192540457557,0.311350961068633,0.134543170626974,-0.0186489796193606,-0.207419097308885,-0.0471245331051925,0.344017185188846,-0.0639041552593161,0.0763018408595352,-0.0857421946450728,-0.0182368074965155,-0.0267711884248165,-0.239206992164836,-0.0743575025126839,0.134174143660957,-0.0046950784974781,0.0972559757157126,-0.0346083684602835,0.29866851727021,0.240970436437089,-0.102713167933313,0.0119921192489074,0.0328416396829175,-0.159327912828728,0.202790274960908,-0.231515347352645,0.0697272091161276,0.0007160049437254,-0.202118314363592,0.281938729439483,0.114194541679994,0.0327296440160398,0.165007883844901,-0.0952427912610905,0.194275289598315,0.267781565394173,0.0061099932976766,-0.0903615757709191,-0.0558895254832284,-0.0409327199749054,-0.0062415182012634,0.0621085507298744,0.407828175075826,-0.0339935984900161,-0.0507680846368921,-0.290078933024745,-0.0847966885643826,0.0163358528331793,0.0007986652454429
healthy,0.235061350596667,-0.257306994092268,0.301338776428711,-0.36288570502142,-0.167468146552945,0.0614758859710653,0.480680242803374,0.356537324438749,-0.624830010706983,0.0918019227716807,-0.0235357369898019,0.447830818675823,0.0676868652923638,0.365752801942049,0.0704634699498181,0.11753546366387,0.0861237256593168,0.0964542529655444,0.0036432935240865,-0.0231475722516395,-0.390522094504175,-0.0435883954745358,0.435567789599427,0.0120129093846236,0.146949146371867,0.388070482571291,0.0425378611328801,0.453469461414771,0.0589664363116718,-0.0962221353536671,0.0297163972865396,-0.364625819622242,-0.448661788570129,-0.210158030522606,-0.383318562644282,0.0001783094342281,-0.274925423397393,-0.297559652310765,0.236482247323654,0.518523137464968,0.0864111258710257,0.0093230618981055,0.115081102518798,-0.145176864648596,-0.568708351231243,0.341912169744661,-0.0072805928763763,0.515766334481944,0.31952208251634,0.0914981830785465,0.105998018356381
healthy,0.122330921740065,-0.284270880079055,0.66444209935074,-0.211236274444062,-0.302072358872386,0.201098314151799,0.488754983518907,0.31083725035184,-0.529818969251284,0.0463690211608172,0.191651456522133,0.343978157263986,-0.0040156508783796,0.439446113915977,-0.0971390719846278,0.235401643445456,0.199943101316021,0.0478403468899661,-0.238064160115907,0.157628350261901,-0.359321604301784,-0.120689328267807,0.40069309406071,0.0293462534001624,0.683955915267578,0.38604622810321,-0.171613946430843,0.385859983159729,0.0976530312605239,-0.0119131328650152,0.0523941290634822,-0.241900079974205,-0.504979126972746,-0.269445462120773,-0.610069597556532,0.157174399600607,-0.391405953284667,-0.081010380691106,0.283110155699141,0.413725230458566,0.319904439166735,0.0485197974060611,0.369210319913639,-0.116239987694943,-0.218729655223941,0.406863262632768,0.0162102851561053,0.305941696461841,0.213004376995839,0.205819334731915,0.388538121709058
