group,CD11a,CD11b,CD11c,CD123,CD138,CD14,CD16,CD195,CD1d,CD224,CD226,CD244,CD269,CD32,CD33,CD35,CD36,CD38,CD39,CD41,CD45RA,CD49f,CD5,CD54,CD58,CD64,CD69,CD82,CD88,CD99,CLEC12A,CX3CR1,ITGB7,Ig,Mac,Podoplanin
healthy,0.266377509235934,0.143934890859418,0.401289605727939,0.0598496078400907,0.11227849274038,0.0809146908830318,0.329407435422813,-0.0242861125641199,-0.097375719109217,0.0988457728584507,-0.0017499263942082,0.253173867539974,0.0577837162127582,0.393659537485065,-0.129803537245317,0.133455809968044,-0.247304629002437,-0.223208301948459,0.252856436333444,0.016634657891297,0.123195926625936,0.0218685363717266,-0.078132251333358,0.193615964348153,0.115221143411541,-0.232650334396261,0.127814511360964,0.0251313838055923,0.594321159920528,-0.363046033059413,-0.130971100362485,0.252360435395907,-0.0819510339832155,0.0291584705315708,0.0902210747230386,0.1491513591999
healthy,0.0057010091840456,-0.717086083148826,0.0938981745804997,0.42527378697749,-0.261137192370993,-0.676526660468727,0.564066773870904,-0.506794429368289,-0.635971706975276,-0.650852913779316,-0.555434793613192,0.125989790713802,-0.374761899241105,-0.0022126459113544,-0.756682065368801,-0.689361373872031,-0.763133336505359,-0.732799042817,-0.535016067316042,-0.559073715548445,0.429552873221309,-0.580574195183764,-0.266906992738993,-0.270635728716133,-0.452442873056569,-0.767985272725702,-0.404169256982956,-0.54548132770062,0.355230838198872,-0.771319870985057,-0.579227947551577,0.325467277653874,-0.31572886536312,-0.290812564357792,-0.368531539501513,-0.315845332617606
healthy,0.307199900438942,-0.659476981232831,0.446460751495234,0.283051318160019,-0.325580460818704,-0.598472928345697,0.718669440347818,-0.445684156930142,-0.276604989231271,-0.572593693263629,-0.658225860834644,0.255319857909936,-0.340019645165237,0.3749443546794,-0.681450433721683,-0.650570437741045,-0.737817838733798,-0.621293960249534,-0.271902046758383,-0.659888151626553,0.638159147047967,-0.658854418570189,-0.112897316318368,0.269513048769106,-0.513451097020203,-0.622360007591814,-0.530838332872704,-0.573330127118036,0.6108404839378,-0.646924656949462,-0.279653111940853,0.480933093105448,-0.202527098220621,-0.236656713489306,-0.278651798120498,-0.411910993093815
healthy,0.114912873432086,-0.324720026127241,0.260609236698696,0.0527863586647258,-0.0492793373007422,-0.378189657354954,0.499504696944394,-0.182687841167313,-0.346092344045707,-0.232590767285635,-0.361480284148801,0.218668956977475,-0.142355089646131,0.0640469059289647,-0.595648452208524,-0.273321705135388,-0.496896834555823,-0.552659083062629,-0.303342747356991,-0.309330192223437,0.183134227823622,-0.25536037922182,-0.152005516406172,0.202947719159641,-0.276553691224514,-0.444321396228985,-0.221710476331289,-0.317723436940552,0.488713891527726,-0.665195227398196,-0.550605958326186,0.293314934783128,-0.232779023469212,-0.0955945038505248,-0.147947273471565,-0.188597727606708
healthy,0.313715156883929,0.205062696006683,0.497120812709228,0.247905979100022,0.106646185378991,-0.0994052258229276,0.306037233827139,0.0960683487953414,-0.178504520762119,0.0302054524798415,-0.127439927434495,0.269017298732259,0.0135344531634228,0.29261141665248,-0.189386717370952,0.0883939731018742,-0.245381226396641,-0.214884873385367,0.151326868070047,-0.0340463190012001,0.106020046093581,-0.142028581497285,0.0294316211215424,0.398077010123878,0.035462486335637,-0.235978254585168,0.0624807239873127,0.0119885233666401,0.615930381401232,-0.398736038152289,-0.114216690179659,0.346668395903226,0.0475307232976334,0.0308018689365639,0.112733246082867,0.0861145640669458
healthy,-0.252740850938774,-0.217936608084578,-0.15654885456452,0.0718377404247321,-0.0252383753562355,-0.260225398237914,-0.152165858697318,-0.049106107858664,-0.0993726725487858,0.0090882403123082,-0.24698905186632,-0.151775856912515,-0.247129703203163,-0.0265493293251922,-0.187977065021811,-0.202336034174774,-0.176281590003815,-0.280768788078663,-0.367254013367051,-0.0504912674882729,-0.1818490560961,-0.0862397563856814,-0.230546636274974,0.0141406936404593,-0.222426724691687,-0.136840251219637,-0.0760981139951647,-0.290299830126623,-0.185764156163688,-0.370310543438268,-0.153391530327957,-0.15137816390186,-0.27878324717954,-0.305268136391917,-0.361749167084185,-0.334255210492787
healthy,0.156542900997582,-0.835631893543921,-0.266936538646747,0.771076611214588,-0.348887843278348,-0.82718015291702,0.783104225974497,-0.422054659081136,-0.692794030070399,-0.780238458521225,-0.465892969225158,0.145655009756545,-0.438904633283075,-0.107188390149771,-0.886119197368826,-0.610857405431478,-0.761021065840167,-0.657870118875426,-0.36888159772546,-0.547945033243687,0.501575596296875,-0.607680331914868,-0.0508010194794438,-0.114381543385443,-0.71679154301218,-0.75790824056369,-0.634289318759968,-0.468375791719202,0.484611905689397,-0.616013003938521,-0.523623712366007,0.207759437365465,-0.198561726105773,-0.145740988179808,-0.540234345533221,-0.591720415800195
healthy,0.145761766966251,-0.226760922638917,0.067216883104117,0.181298466883463,-0.054615576915287,-0.339279152407326,0.39028716915787,-0.0500627234309238,-0.324328679469509,-0.391964011661984,-0.179487658897442,0.14187479952464,-0.092430532462058,0.0847610048397945,-0.343460110800179,-0.217428976097831,-0.460836539533233,-0.390001042210113,-0.216962602028351,-0.106930304529593,0.277786069946308,-0.112942773556654,-0.0581392659297454,0.0994165699972563,-0.23620375653639,-0.390957904437039,-0.0245893937369439,-0.242836383467575,0.381168299477334,-0.437598893733525,-0.262118223677665,0.346737424432395,-0.152522399223427,-0.131892380643999,-0.0804331596103458,-0.15528851784818
healthy,0.352553338276315,-0.193092429363181,0.47878739846288,0.220039670463713,-0.008186299971716,-0.366359311948889,0.609835184800118,-0.105572337903938,-0.412016690050088,-0.187206491286996,-0.0861551141923297,0.434512904156845,-0.0312989764824699,0.195239921509276,-0.418351124758453,-0.0309297168414498,-0.430423449837413,-0.467127136354045,-0.0249978016300201,0.0653374405741253,0.369035036368874,0.124968496037117,-0.0306308889695995,0.443405257931874,-0.224825355227242,-0.428706590780273,0.0389240769127238,-0.0258111656070349,0.716099882869437,-0.569820510599764,-0.312149946741636,0.595735955192654,-0.182501786367167,-0.0036791424913721,-0.016824538263248,0.0062300040903645
healthy,0.37572784658241,-0.338266657431441,0.639576012559359,0.259650454878664,-0.015554863250421,-0.410066176606891,0.637066333496133,-0.0556183429469354,-0.183342534466746,-0.261562821757424,0.0229264118672644,0.541606539312565,-0.0635154754392323,0.575384495781825,-0.399874766293463,-0.351444471101386,-0.433977230153378,-0.430440938986031,0.0627052828734729,0.0545090548483834,0.371898100232829,-0.238235216713616,-0.047011839597383,0.261596329359486,-0.106993030863402,-0.450747992324346,-0.0946551943429703,-0.343683080320053,0.624462739024922,-0.623507784370972,-0.223959952504632,0.481917051963421,-0.109908478511426,0.0579139736944496,-0.0700635561916186,-0.128352974330656
