group,CD107a,CD11b,CD11c,CD123,CD14,CD144,CD16,CD183,CD195,CD1d,CD224,CD226,CD244,CD269,CD31,CD32,CD33,CD35,CD36,CD366,CD38,CD39,CD41,CD45,CD45RA,CD49d,CD49f,CD54,CD58,CD64,CD69,CD82,CD86,CD88,CD95,CD99,CLEC12A,CX3CR1,Mac,Podoplanin
healthy,-0.148700469077478,0.397826408003432,-0.360089171562885,0.0187255380669058,0.124933877856839,-0.0575229222134263,-0.254229007649341,-0.0060134951359898,0.0250728570237776,-0.0852749767539994,0.235795054968181,-0.10402891148799,-0.228403977025801,0.0594546328729313,-0.0052108655484418,-0.218445032440521,0.145987585257131,0.433275854066608,0.218774026204125,-0.203264925249467,0.252679997092151,-0.0914906781634896,0.110760421120873,-0.360021253852361,-0.252173822164314,-0.565676865068497,-0.0350614952567064,-0.461022750805151,0.0893248265280146,0.206353117228079,0.195196566702526,0.283567011616679,-0.270498181069771,-0.172728229843732,0.270337260854138,0.211824105936461,0.0159880760621132,-0.288499695417495,0.0824719547357168,0.0886943914821541
healthy,0.648348573201684,0.658111710386271,-0.0213770739172093,-0.109475529190978,0.685096167447406,0.619501988684818,-0.30106090571266,0.452172462099441,0.577007327476941,0.64460580495178,0.640008012788639,0.714408938758998,-0.110185366230848,0.591356740302929,-0.0935191827208521,0.285986114681559,0.613546479989643,0.637618073877051,0.713691936748383,0.253846584010433,0.686581371319274,0.369028337891245,0.718392938755604,0.102850973491863,-0.183143553338543,-0.505400342568528,0.735770854624861,0.179418753940178,0.632577469825698,0.635972355708429,0.631730423311995,0.654324264375813,-0.0178043818185873,0.0083396529147602,0.604664965294196,0.694812343801419,0.584131612949213,-0.116566247662611,0.5916821670323,0.575504772920011
healthy,0.320484999807813,0.646482377462022,-0.385851242804299,-0.248712118097522,0.599066382852563,0.280792724636684,-0.668311011326577,0.131694907755761,0.439242439100671,0.268172258093595,0.509378497979402,0.58067297055254,-0.248054905917517,0.320439233975332,-0.186925353762075,-0.30207857613622,0.722360197099506,0.638695578930862,0.697972349997171,0.116696259650578,0.599455141860475,0.253003903229292,0.577205887807146,-0.362608256627801,-0.554311870943125,-0.445367365785201,0.566653075412963,-0.28664810990653,0.472810916712715,0.667607638045244,0.471694774606368,0.517379902153672,-0.245483663862592,-0.534070207135285,0.527191751758676,0.677296405178674,0.398809710797401,-0.524513721929841,0.232144440616937,0.354460172633646
healthy,0.120592722700629,0.387966304175739,-0.528167099704921,-0.240349353100233,0.482474773912457,0.0686591335940545,-0.592250437503781,0.155037269360806,0.26640670960837,0.307079282518791,0.367738682022212,0.411743554519736,-0.413686594527744,0.234307185796535,-0.184430948667517,-0.133933737819396,0.489709865099979,0.430968220329873,0.548838735192533,-0.0148570064024968,0.611468038766358,0.157823245036359,0.335631831257335,-0.402515350305744,-0.45405958830789,-0.334767459843743,0.297457594127654,-0.484551525111067,0.326362890997821,0.624245413984054,0.311735767697964,0.383458035824755,-0.265975912843038,-0.594917705596785,0.466472276279503,0.619686580126024,0.412290588761258,-0.334870711860328,0.160462720889709,0.350977055192223
healthy,-0.0146950893396642,0.210198226992169,-0.420490897398526,-0.301134334618015,0.197467691552065,0.0401617867696659,-0.384123895984029,-0.0250623853782192,0.105699823250434,0.105960151315563,0.147301018392387,0.128625812416234,-0.168279360494398,0.0974542669498847,-0.189516895707494,-0.262563027314004,0.301527104368579,0.351148643426533,0.276080024592485,-0.17424787773568,0.451612900000797,-0.098356569157754,0.0576507845732071,-0.316981099396138,-0.185205216651688,-0.461734546852149,0.168570470191334,-0.434290903500772,0.196071258555732,0.292709429084114,0.0758538511817567,0.276938070009764,-0.234560515625987,-0.409639401118368,0.295165784167854,0.548595226729708,0.236995019894198,-0.330134038669107,0.0140278031238946,0.0388246032378848
healthy,-0.0565452581568529,0.172313182351679,-0.286738547738877,-0.181089407721423,0.382244862250305,0.422707998379537,-0.0865777181447793,-0.0095168088001897,0.200979571045299,0.167852832570469,0.175271705075058,0.24684197829539,-0.0164552099347434,0.152899709293779,-0.138062766368126,-0.25866692297448,0.301124838812754,0.184141329565762,0.259502043932336,0.0954765152279082,0.0995124548811649,0.0101634678204532,0.299693489977171,-0.198607717803386,-0.291076813661752,-0.343752167291695,0.313098547735807,-0.219175502468826,0.201368324527179,0.311592223571388,0.0845440638607206,0.337493813096957,-0.217504433268758,-0.299423318242795,0.10688133826895,0.287328553413335,0.30783282475616,-0.241571425372799,0.222297008347795,0.242713429732357
healthy,0.329408646349597,0.841125287072859,0.121613418711895,-0.801752353432889,0.818480929546232,0.330959877496932,-0.647744182117426,0.364671599689962,0.379661300169536,0.644864517061998,0.830888258299107,0.466881385608139,-0.0758402576655997,0.499808619275924,-0.311170553731414,0.0621021288502725,0.852573793382538,0.67370829527502,0.747285478862472,0.244109715541737,0.677077581991574,0.314850849795218,0.480023705546885,-0.136557301970623,-0.4182411732764,-0.238078805760827,0.571937843185797,0.0411727294693809,0.698732841347145,0.783862407892575,0.606306838298738,0.54342745027076,0.0230112622337865,-0.403447944404662,0.574216774841334,0.651384110545647,0.583861560147311,-0.178029747054924,0.592945798976609,0.602027318042335
healthy,0.274553551523336,0.478902444544198,-0.213145712266754,-0.240605088496183,0.40540082018614,0.178559635178265,-0.457201695780934,0.0421860031295634,0.271798328946837,0.315578515039111,0.265248502075516,0.343993098286447,-0.195890746885738,0.190430055604088,-0.19179575368382,-0.0987547660993876,0.245219201073407,0.390745696706593,0.458455502145706,-0.139033199238337,0.354810671114269,0.142239895878416,0.285912798330591,-0.301025932281078,-0.305536001540688,-0.455978721743118,0.196765494834293,-0.240196033829941,0.296645144895652,0.400022650256986,0.20888289782161,0.330139659921479,-0.113866740165022,-0.287092979548665,0.346399162470538,0.379569149004655,0.167759120005125,-0.269373442488208,0.250467945247595,0.275077359821467
healthy,0.124550819751278,0.425607449285299,-0.446168861638119,-0.40025182607894,0.458981486377558,0.126555006362575,-0.597611317311604,0.015325747793493,0.251741475791044,0.358068308430129,0.348472524385174,0.197603914792665,-0.387921967771544,0.110381546531402,-0.339472798135954,-0.170900199762524,0.41702836583035,0.285155489656244,0.510740270888269,0.0618647892379286,0.506849214640719,0.0378873698806678,0.118145558529334,-0.286127336995289,-0.346918030840023,-0.503469092789121,0.0499515140660488,-0.423791674036768,0.337148811145117,0.385826126461624,0.117060529871477,0.270288858161833,-0.0445635752451567,-0.47239635954304,0.406939789308013,0.558978507202852,0.246823701040083,-0.538740010649073,0.159718278426288,0.182714191278764
healthy,0.174218968216756,0.515732510927936,-0.491641527045837,-0.305050908466108,0.42142123769861,0.0855006347508478,-0.489990239208973,0.134966313290365,0.198060722024628,0.16181092955546,0.388507229938855,-0.0273828399488509,-0.438354289254427,0.230755820848261,-0.467745861678827,-0.269676829264719,0.374713991753783,0.553492703722379,0.351157155501714,-0.185811395990565,0.389474444172086,-0.0236605681187227,-0.0740386620523277,-0.362709272377212,-0.449680227767737,-0.595868937583073,0.187844108038726,-0.26820393023297,0.229046590460873,0.376880723770451,0.270405713968825,0.422851703633883,-0.241885239502303,-0.353067687304034,0.451365604745788,0.445753519452646,0.19831497428921,-0.383887969849132,0.194317211156086,0.313234746518214
