group,CD11b,CD11c,CD123,CD127,CD14,CD16,CD195,CD1d,CD224,CD226,CD3,CD32,CD33,CD35,CD36,CD38,CD41,CD49d,CD49f,CD5,CD57,CD58,CD62L,CD64,CD82,CD88,CD95,CD99,CLEC12A,Podoplanin,TCR
healthy,-0.28971046341567,0.200594256865111,0.0485737119778063,0.0718631639961793,-0.0660134173515152,0.1842794889814,-0.0441051562698483,-0.0732021905463593,-0.107567247829747,0.0738186245792808,0.0298690305590005,0.110167743946582,-0.211961608279877,-0.504247114827886,-0.180601953484882,-0.233322121533598,-0.110094396226107,0.41367790565261,-0.0258179717139417,0.0300079683596498,-0.0946348292834804,-0.134776165522166,-0.0300028225384137,-0.148723053018706,-0.251747291030181,0.0856612626428365,-0.33938591527412,-0.141509266995024,-0.057107220316746,-0.169731911648032,0.0077608395064684
healthy,0.269812769171164,-0.098820299828662,0.158951213748818,0.432870550489927,0.366092880067786,-0.171778520248706,0.335753354042235,0.374641201581632,0.403346459154613,0.458882853348934,0.341886345821433,0.132283582730394,0.349656801370294,0.282494141657561,0.367789152681437,0.421067694715752,0.379016231812152,-0.286002722382358,0.50653925848648,0.417069211116944,0.378418808257601,0.405988119225698,0.399786978448589,0.332796196583455,0.370924472228926,-0.0385825405634323,0.364349721224872,0.484288839161488,0.414968009638646,0.42073624230406,0.441038625656363
healthy,0.507227508276879,-0.50557780627236,-0.285511875135941,0.0360750091497544,0.514518079607512,-0.639429989988609,0.363478545942156,0.155143315793507,0.401781589657726,0.517780075420754,0.0314104886121048,-0.472722538929408,0.561941876750244,0.5307985160535,0.611360591331731,0.508013599405955,0.510854713267532,-0.580756993778716,0.494953153408679,0.0480747564608875,-0.0307745123788282,0.358588218204591,0.133887607229935,0.524791605198281,0.392375331837498,-0.695200470007779,0.405851309887396,0.613244371313874,0.229687878786432,0.288559614267072,0.102041542937065
healthy,0.419367348616178,-0.458951676444049,-0.202107757960536,0.107614275380901,0.515468531838114,-0.569311825197115,0.282815241671893,0.16038604397362,0.308661037761503,0.528627156004769,0.121609156457514,-0.0014188753131769,0.448772429721292,0.425686968907442,0.558450482759771,0.543615598739949,0.598232537495513,-0.244685817175417,0.467985629458234,0.104969804411562,-0.0247764647562622,0.34569258814564,0.154443814063587,0.60639158425965,0.357765481629951,-0.438981480507093,0.447444920152549,0.60987604008725,0.423295424931351,0.294532477204536,0.154063556567793
healthy,0.185228284291763,-0.214891240123899,-0.350509219037472,-0.0623219891188178,0.198318213871088,-0.507986486092091,0.0754423114391266,0.243671114855199,0.139155949634017,-0.0680595620098808,-0.118784691908808,-0.112168914895902,0.222324947336527,0.18122533072081,0.13287158280311,0.184479654761017,-0.133503975953385,-0.333948965914902,-0.0518999368952241,-0.0940621150921025,-0.0015547080819037,0.116522967447468,-0.0481276500189328,0.328443471847741,0.16589425561214,-0.195463275045976,0.0845698129974117,0.275164767529754,0.128674776253398,0.0189617596733534,-0.14037077936729
healthy,0.331968933961725,-0.236182704945158,0.060209521961233,0.0552970515118152,0.385759999474743,-0.135785981252038,0.278746872762521,0.179956793110098,0.060392144873003,0.297340739399614,0.151290999378787,-0.150778766266529,0.40080964602129,0.294905399747573,0.180661061140639,0.345892148422677,0.272547872986594,-0.412126478998482,0.217117807535147,0.0872069553054089,-0.220345828227951,0.237695115629327,0.106085479687423,0.267414537418827,0.230970552248884,-0.1519659254428,0.283520906657973,0.283096492924845,0.350327275534122,0.288205774103828,0.175226931328927
healthy,0.799202020667811,0.180367214913172,-0.821273280299081,0.324031057711892,0.764023791245097,-0.76907514944291,0.374963975082378,0.613590946605727,0.74510196884674,0.324433142178507,0.0902368456289596,0.0651696151774528,0.840428043663365,0.612593617858096,0.732622594873624,0.674872495591533,0.400753204594691,-0.136458391828884,0.455832778336981,-0.0741846878244121,0.124344252601226,0.711235019422939,0.10507079641207,0.72706584441053,0.486209274053047,-0.516256016040609,0.535248549625219,0.675061332480696,0.582472791322382,0.558657263102092,0.219000430423414
healthy,0.197158694475828,-0.202862877235532,0.0218387311450222,0.0055203286835743,0.309111599744968,-0.460045712527798,-0.009500545228161,0.325668091498574,0.35245093617406,0.186533698034978,0.0324326876927151,-0.18538706016974,0.396515871134138,0.0893164183184764,0.471179541542397,0.364313576987023,0.125828830304496,-0.137200622002065,0.122825223818317,0.0375300999415992,0.0086682946958033,0.241839221662455,0.0709359918820591,0.470823157640605,0.0719276140805079,-0.580963783857531,0.160359454195013,0.534210217924133,0.328682023635364,0.0300588556012183,0.0575611967629268
healthy,0.605955750824972,-0.267059479873907,-0.346151262028846,-0.0363280135936636,0.578267395187261,-0.676905694361083,0.228643225429557,0.298098131060323,0.42900306962394,0.254016186878439,-0.019374610424048,-0.0179347286742753,0.519273156458672,0.462997600639839,0.58669620228209,0.555233986438357,0.273162432913289,-0.455697437018798,0.164286390580535,-0.0069902299611614,0.0767660025698656,0.421992941574211,0.0127289759620559,0.576916655125185,0.391610162885487,-0.412206684905598,0.411749284184683,0.477620903223858,0.224207505155398,0.179670343612686,0.0139956581570993
healthy,0.449719354092294,-0.534452776326943,-0.240149785157885,0.0258629418828912,0.474789000538184,-0.594407411506179,0.141441091969365,0.203281403788084,0.336196502124067,0.0398766992289767,0.0247579450841593,-0.45246632529325,0.449726363260954,0.428772936627868,0.528101183247438,0.480171157457326,0.0300795729315842,-0.43287211176455,0.257161255561462,0.0649606055262926,0.101083273974153,0.23925931081293,0.155991077454792,0.444900279618837,0.450875666769066,-0.481470110915707,0.43039808186006,0.628381602616826,0.320161363793494,0.23243547611491,0.0063382575660717
