group,CD11b,CD11c,CD123,CD14,CD155,CD16,CD1d,CD207,CD224,CD226,CD275,CD28,CD3,CD32,CD33,CD35,CD36,CD38,CD41,CD45RA,CD49d,CD49f,CD5,CD52,CD54,CD58,CD64,CD86,CD88,CD95,CD99,CLEC12A,CX3CR1,Podoplanin,TCR
healthy,0.255200597803939,-0.506234688618212,0.0406714302672127,0.0817487258095981,0.190164970131591,-0.267634963977164,-0.0519884391232335,-0.0194542807260363,0.0755452339461289,-0.132297290616766,0.0053370255146016,-0.112950524652855,-0.10953967887434,-0.368719410410238,0.105937677166841,0.325700874002043,0.133930984602143,0.182357579975098,0.107705815104987,-0.324848222649064,-0.538416865352038,-0.0818410859635912,-0.161542663017553,-0.385154454137135,-0.470845103538635,5.89800967653475e-05,0.158403229377105,-0.28194993886014,-0.279999731709944,0.178583100251929,0.230525428874001,-0.0505322979732735,-0.283853203328819,-0.0264669985243787,-0.165845808915491
healthy,0.765459865842692,0.0447810199104352,-0.378989353728438,0.752897606942686,0.555098836859322,-0.562501352673838,0.70283533205273,0.432893354094197,0.677960480840167,0.609590349844341,0.388511587872839,0.224165472977,0.163282634707744,0.154643279448731,0.738862363033195,0.722431444477722,0.827537375730025,0.689145376392313,0.723759108430193,-0.487110020220962,-0.31766171195388,0.658693595754281,0.14093953318781,-0.174798121757891,0.388271153414957,0.519736447790333,0.721013567761838,0.0515048396460984,-0.171577912137584,0.550996094466538,0.726169216098743,0.590541953915832,-0.262743624119652,0.349480378220739,0.135463365116288
healthy,0.616437297443412,-0.202220730093307,-0.170084603565062,0.623449338562418,0.402178852859282,-0.618226022988722,0.333044852613944,0.245799945050479,0.428239935825339,0.459553532161216,0.289328681735538,-0.035051324134338,-0.156325783277156,-0.0803719232870936,0.607429019760792,0.50143580923503,0.665570948914256,0.449790081060128,0.587569027784609,-0.611988770355374,-0.309749577074928,0.494166407801674,-0.136139465127632,-0.384978994200928,-0.0306446634061706,0.45996661474948,0.565370335390878,-0.0783899624095228,-0.454782690206456,0.306211717567537,0.472461852903464,0.257820199914629,-0.333013342280763,0.303818906175884,-0.118298002855743
healthy,-0.275932895090629,0.0637842694759174,0.0917968502400101,-0.180994586159706,-0.251439549544498,0.246696532206175,-0.134771847287044,-0.0193594821562581,-0.168202467500839,-0.250473620306386,-0.0635806146687842,-0.152745694558794,-0.254365270509175,0.175952394448221,-0.309228085608348,-0.301385891972048,-0.2683987984153,-0.344033087413937,-0.193127935902835,-0.063947089814954,-0.0001244279532603,-0.248670929802594,-0.212798425065044,0.0307630490158614,0.154215568150801,-0.137380710800097,-0.29504769202599,0.0111010201102492,0.119976495333958,-0.333046968836046,-0.40292215656146,-0.278505240679349,0.103495482364535,-0.190562644726812,-0.253593903414754
healthy,0.325206990699162,-0.390982121035067,-0.314121405495856,0.260566820392988,0.337780856400554,-0.441791347526716,0.012314419178755,0.144215494918833,0.178106651517602,0.164877289913264,0.126639672442039,0.0582898852946076,0.090353027608369,-0.209656328279421,0.241676371880625,0.435154633469503,0.251129113590649,0.418995171032944,0.0654084695021361,-0.192307305320578,-0.581157831443685,0.202812013200557,0.0769798675919246,-0.232931972372312,-0.460129262998182,0.214400490772448,0.333702882941159,-0.223631496929782,-0.382479976037511,0.308675246598752,0.500435259940857,0.201014879467013,-0.272615360171672,0.12110868558872,-0.0057125667911398
healthy,0.198184299083125,-0.238492149591051,0.0595450523347474,0.247627735789852,0.0623864863429309,0.106537834165738,0.0175655037099498,0.345440504215824,0.145989709987887,0.210241669644025,0.0204408761322872,0.30478951525475,0.109595248191199,-0.18995162955093,0.049889697397883,0.200666698899048,0.0635285873061112,0.253647220411538,0.13559162206778,-0.101124682795089,-0.264167746397579,0.150107825023694,0.162424807695379,-0.104593443719666,-0.114889199110012,0.236949034585574,0.203154170099894,-0.119898272074805,-0.0495728402706561,0.186256681626911,0.340297568559597,0.125656762799456,-0.0971295853487946,0.234125803726929,0.191887435421268
healthy,0.80157285366451,0.0986554885033254,-0.777757880826528,0.745117479119251,0.396074149058717,-0.648037677442354,0.649465284410314,0.662553006027419,0.663772861774827,0.440833706809578,0.45126527352342,0.188106097170678,0.0764013455528776,0.0906934165036133,0.801214623141462,0.607037738092921,0.724450789962843,0.677948010833696,0.407470062235636,-0.348040348305177,-0.18003479939765,0.493780160851287,-0.164504106806852,-0.310523408910113,0.0069970509351054,0.655438261714303,0.734339994446652,-0.0341964833702093,-0.539916785937585,0.60762638249319,0.69231270689792,0.578537946318416,-0.125131801990659,0.655530563389177,0.130176726437555
healthy,0.354597883130893,-0.372274116988357,-0.169744129117458,0.251116002531176,0.206373632230582,-0.440732726898256,0.187554545778555,0.217663961452012,0.264210801757246,0.194886346701619,0.0030570756362982,0.113668060396659,0.0848778400734206,-0.248177788955642,0.299225484630329,0.30024170591539,0.35563241617486,0.3598762314113,0.169869829805102,-0.281678285887267,-0.490338309293711,0.156028522690718,0.0388489326493058,-0.357655066250018,-0.357466505263083,0.214857540577556,0.385501863799557,-0.0974860370624719,-0.436238722876858,0.381175055577414,0.430278581833753,0.14609911136572,-0.448167903166327,0.196910677327254,0.0600529307710543
healthy,0.448995436562541,-0.406097316734073,-0.343832743140534,0.530210256205694,0.392173422881046,-0.634924743758734,0.331666612614339,0.137386113593066,0.36144374167575,0.138631529897704,0.0515254523925424,-0.0424521323089756,-0.0135036645216589,-0.151574371396543,0.467059836046738,0.296561610495949,0.527979376626871,0.527079409983733,0.0913589755728098,-0.408487011817991,-0.497999167089955,-0.005591426682372,-0.0225966292349073,-0.379204840888742,-0.358911516576314,0.344233259160526,0.568143995478775,0.0523442075912104,-0.536498527192677,0.40204743782666,0.56567424861676,0.289945464833213,-0.567268346157207,0.109727820490404,0.0167224617749953
healthy,0.486494108452927,-0.543873437584085,-0.336268606485633,0.381046513318723,0.312911086496099,-0.587883298479286,0.0809066586322115,0.169959474173186,0.268073721848052,-0.0892931189725944,0.133871515861374,-0.0096571338846345,-0.0271844877521975,-0.44035196981774,0.340898646651818,0.520168285629577,0.396457589775536,0.413932699500084,-0.0868993955886858,-0.444103989685294,-0.627466069779152,0.14581062329643,0.0019074166929673,-0.43335239361717,-0.300188190594066,0.150228663686585,0.310609438397528,-0.28699530757613,-0.437105398400304,0.398404812433645,0.489837412276405,0.173632403394902,-0.388965488386852,0.232017290572891,-0.0794031571187055
