group,CD11b,CD11c,CD14,CD16,CD195,CD1d,CD224,CD226,CD305,CD31,CD32,CD33,CD35,CD36,CD38,CD39,CD41,CD45RA,CD49d,CD49f,CD52,CD54,CD58,CD64,CD81,CD82,CD88,CD95,CD99,CLEC12A,ITGB7,Ig
healthy,0.50042025289013,0.234910473445659,0.0484818085810992,0.1139106627288,0.111650104404759,-0.256584821158936,0.185349829871734,0.0061212446321677,-0.0230189493834566,0.140580173067694,0.284271005676674,0.182302838192241,0.504173608952586,0.0219242936173743,0.121408825640849,0.0885545589022207,0.0190361199404425,0.07471607335929,-0.190916359682707,0.0948851025709953,0.121189334064054,0.0112548563195996,0.218618760910154,0.0052774078376012,-0.0219541401826986,0.320005974394234,0.333831834678267,0.278593120044829,-0.113230564990664,-0.0462045459245929,0.125879786791841,0.129024654718876
healthy,0.680783525104465,-0.0159069550058991,0.639672759206185,-0.437076225768298,0.389300255631283,0.567664798990524,0.572044594154089,0.428297895171885,0.161410580220558,-0.166239082685209,0.0531953424594154,0.687735520745831,0.676629575455702,0.700154342725832,0.640958198437148,0.445975562000357,0.508510108716092,-0.509371664775591,-0.275434206415218,0.457026471427829,-0.230253923968492,0.232515201944092,0.396057662003803,0.682534531976646,0.0880802677175011,0.473258962771226,-0.279359372042176,0.510784413754255,0.652962503054516,0.554157732437153,0.262726615776633,0.276067792581957
healthy,0.783427843900182,-0.274389785410732,0.636392229088518,-0.55222496854332,0.525597717465101,0.396337564916684,0.584853634376312,0.646016574349847,0.217252718590973,-0.122631145868876,-0.153578513381529,0.714731567098092,0.756675994776686,0.701409315652065,0.642893050863227,0.385029164217094,0.610933855590244,-0.475293979879774,-0.387413759285968,0.629735982463068,-0.239707231183073,-0.151175128192957,0.59264860694131,0.657129953881051,0.0542246479796025,0.646794283679446,-0.379196568521903,0.632189340553037,0.646701032938655,0.393922713208211,0.226424158578829,0.344293570586384
healthy,0.560550879995219,-0.0507903905421248,0.353632489383713,-0.0621026340830318,0.404528510959574,-0.0390717211076087,0.416606334825302,0.254941580223318,0.167619595862613,0.124945974740865,0.137274028367656,0.239549850501503,0.643099768565503,0.27434292285789,0.370251178779474,0.186154196607777,0.135892634421679,-0.243186722187052,-0.23895511968096,0.194309973307938,-0.0367931813992563,-0.164873778852384,0.360325558465394,0.413686264701256,0.060429636108463,0.474258051000636,0.189162659792276,0.455847418822304,0.206940097012868,0.111662600359507,0.133773469286344,0.0917626839120639
healthy,-0.371748654103585,0.069383980797732,-0.451327447730753,0.401713476774519,-0.254075702188373,-0.327198563383938,-0.219965856528692,-0.319642211345159,-0.0449883207044217,0.171381249307203,-0.0419306962799227,-0.25986383729011,-0.356907901804854,-0.37602541803741,-0.354976429128365,-0.0872344332476054,-0.29869738542507,0.211814223497359,0.195221582470768,-0.333319855035013,0.126211402079912,0.0682500894561232,-0.267039694616445,-0.308493419793041,0.0223837343189314,-0.39506364087138,0.150367639036635,-0.243882129120236,-0.31499759084929,-0.213296175545261,-0.260356927564986,0.066575799600999
healthy,-0.0237720403232155,-0.0446667589466931,-0.0372141473820781,0.036237047309111,-0.192742005487734,0.0368706881594805,-0.255941657812518,-0.267621372816746,-0.172425959074171,0.224831562437321,0.0703431201820164,-0.0786127947200684,-0.104212716646887,-0.0692733611954223,-0.0818597374403486,0.0052976417758424,-0.295116734753702,0.148475375261406,0.0832510826620433,-0.406651923037588,0.267991108035772,-0.0938828680227375,-0.146830851047241,-0.217455313793619,0.0397462238727317,0.0123457943854154,0.0561517247331176,-0.198102022194234,-0.125061062921655,0.114350803439805,0.0285498339202736,-0.117622468055471
healthy,0.0464336316182803,0.340957069294025,0.0005799482247192,0.0216599549797309,0.200458348094463,-0.228233003013273,-0.135857234375645,-0.159425748360836,0.0672857333109922,0.272266997990482,0.272253880812378,-0.107287455852697,0.167139382935681,-0.0741837608921951,-0.0647599058538393,0.204528410620057,-0.238274734418025,-0.229896079127614,0.249479273610823,-0.0493780160851287,0.336714224515146,0.194760888838308,0.203681317818141,-0.0548179946722202,-0.277025539972908,0.0353184275536742,0.115353484534399,0.197273021264942,0.0643163656964286,0.177068025178471,-0.156573258534085,-0.0368317612207738
healthy,-0.149907254399812,0.391053175655505,-0.168893468229649,0.2792132455155,0.0141834823070898,-0.0517592608414974,-0.047208736270697,-0.0184259081115772,0.339590015637612,0.2975383935962,0.165009652626799,-0.0568892793193372,-0.166556384586824,-0.0768346539454965,-0.0764931725958345,0.164186912442461,0.130649203721266,0.0428444946123196,0.48011260496807,0.147407701212518,0.31690878546859,0.356002093480023,-0.040139473436751,-0.193272756235289,-0.0792325235242424,-0.183584895071346,0.240156654822747,-0.182092017847855,-0.153859814544149,0.0487194220141404,0.0481881086075311,0.0656788554535381
healthy,-0.349099741974993,0.345332276219847,-0.468101778533489,0.67953456678371,-0.14266446011333,-0.379720626491505,-0.230720767615913,-0.220408173701707,-0.118368653020315,0.412223855648928,0.0538935633329165,-0.42776841845971,-0.192345170341307,-0.427729386988704,-0.356510060763604,-0.172163970976544,-0.352124978045219,0.542477074531934,0.289293583362095,-0.20048848920022,0.363550642643549,0.119978381732235,-0.254988677351128,-0.413894585014091,0.112327310023381,-0.160789889295183,0.573500023187754,-0.184609453604574,-0.392305774438291,-0.187184003985558,-0.135278490077894,0.0723806848488718
healthy,-0.292000371294571,0.502233546902937,-0.515446109696722,0.666733151169938,-0.0515702724542835,-0.350551013844515,-0.218421848058188,-0.0468824205254826,0.202081868010717,0.479284681247063,0.434036814182072,-0.455262746985663,-0.249543360420113,-0.472109119362638,-0.374913727197913,-0.0754180005104152,-0.123669313899064,0.386611333662461,0.341815044493517,-0.23177093312029,0.390117500424702,0.0685599086916873,-0.165926859752299,-0.443531114423844,-0.0949017245627552,-0.262844996662,0.601208298539861,-0.256026804303981,-0.57369850233367,-0.29213430599584,-0.148882799232883,0.0453692047250442
