group,CD11b,CD123,CD138,CD14,CD155,CD16,CD169,CD1d,CD224,CD226,CD30,CD32,CD326,CD33,CD35,CD36,CD38,CD39,CD41,CD45RA,CD49d,CD49f,CD52,CD58,CD64,CD69,CD82,CD88,CD95,CD99,CLEC12A,ITGB7,KLRG1,Podoplanin
healthy,-0.257840319372943,0.0296346815246146,0.0573319306392972,-0.0632825425071496,-0.343520453747772,0.193803250342456,0.118265929910935,0.166405283627159,-0.157567348712059,0.0157128140459123,0.0132839518284351,0.333706302385736,0.0713388585886856,-0.180030993238769,-0.407774886446931,-0.283630604472392,-0.335510308794922,0.236082917306587,-0.167731289610288,0.114456131272895,0.430519902792262,-0.0135768160190783,0.258151584821608,-0.0803879922216034,-0.16626564068683,-0.152587480676207,-0.274359928134011,0.271047609175829,-0.316215521461417,-0.351547011757739,-0.177743965426456,-0.0358292688976684,-0.100453827031844,-0.0915926128819793
healthy,0.422743926578427,0.132883833948192,0.50639781999857,0.447617677954732,0.251426126809717,-0.125000175328422,0.486508842348768,0.38382132113692,0.470421597912218,0.516221234617969,0.567768175984265,0.479443775202378,0.517853653289778,0.335781026168481,0.374224777939671,0.458114400078124,0.389257179053649,0.296796907467387,0.635467256316265,-0.0931648179054639,-0.191695263951172,0.57071338940311,-0.0097843418560342,0.538409229869302,0.295191480438068,0.532146340008247,0.460995573418163,0.369597317263544,0.366889815051635,0.332554757039662,0.383421877496975,0.457680090955929,0.303981570745272,0.492921510498704
healthy,-0.700094832446533,0.219712224006979,-0.36551649828552,-0.613085437231243,-0.486119740132785,0.652081109889235,-0.227733397935844,-0.270769384136349,-0.593157078349775,-0.730415942194032,-0.236028894135006,0.280925516781253,-0.211057993808272,-0.664276102651276,-0.666116909030019,-0.788111299569492,-0.573667106066077,-0.299147555892169,-0.761355160487776,0.513662544797487,0.398467675347398,-0.746236160827095,0.316151793631358,-0.587286815294431,-0.603839096989386,-0.616001726952906,-0.573394471080382,0.508853989779477,-0.533813485855469,-0.636537904235106,-0.322282137247237,-0.208341418667416,-0.165261820957903,-0.45311643868854
healthy,-0.646465047210169,0.112566542955966,-0.11880503936866,-0.505705981188565,-0.326119202635575,0.474538658841084,-0.0917367307955185,-0.293161946444325,-0.434042526339557,-0.2905273335976,-0.17506613424322,-0.284159794584301,-0.12208044081907,-0.618084100460862,-0.611286070126021,-0.546405665854037,-0.476797732675317,-0.369343915568365,-0.349213295597418,0.416123407639931,0.127231346657209,-0.263566260912534,0.230884242233611,-0.389553282562748,-0.516673093898083,-0.267228292255231,-0.394645152542236,0.149199763145257,-0.413774819790486,-0.453091506858171,-0.46003682682901,-0.0928203681774892,-0.178794204316787,-0.303282290387793
healthy,0.495800337418421,-0.215537998526348,0.237886491714849,0.506683953543405,0.119977537473596,-0.449753656489015,0.116770169030354,0.383207859742062,0.262554462324105,0.207902762547748,0.177773554156479,0.0049618268168689,0.266177422310415,0.268880581901938,0.399859390828212,0.305543677689037,0.304954861315718,0.178643024532969,0.170818017890044,-0.280285447543876,-0.253763685084492,0.265968377133781,-0.0661669331071819,0.361608821131804,0.347519658569847,0.286671582090641,0.39730420095176,-0.221056809862629,0.225025341762869,0.384143031357223,0.293726515999303,0.124043879910607,0.0961524265601171,0.258306304570854
healthy,0.0078820319129072,-0.0565120700074015,-0.0287457594576462,0.153055810344333,0.0325883840052947,-0.0483275015407177,0.0199518591675402,-0.154198974644668,-0.260690657374556,-0.0939064750386217,-0.136487713930113,0.115019088120849,0.114446160106075,-0.0160063217057038,0.0190031248368794,-0.289370667225208,-0.201605408433571,-0.0695749931833306,0.154024608701752,0.0515025938806999,-0.0415204793892472,-0.131813269660289,-0.22213875638802,-0.204604845111345,-0.0857647380277608,0.289403273365692,-0.163747543945689,0.142969878957389,-0.200529949142816,-0.148185125441891,-0.0301492249590674,-0.18303972174054,-0.0909158306434161,-0.0511158203970574
healthy,-0.654985984234447,0.538103644746045,-0.585866067935036,-0.693966045699016,-0.462261143103361,0.359590472102524,-0.363999286075454,-0.69174575396572,-0.595757416358814,-0.611190177523382,-0.746849958970357,-0.281514216894432,-0.361534015624466,-0.72880282005382,-0.514208247016455,-0.752153788171022,-0.561484631757839,-0.407549525696996,-0.500116374524541,0.231697590364458,-0.13263894574716,-0.586675817434472,0.144223318674617,-0.592174925432624,-0.618186366669846,-0.494376916453816,-0.625449851102648,0.287573807231944,-0.55696189948561,-0.680039917044056,-0.681769762304818,-0.592151198878332,-0.518136743765938,-0.581876745119498
healthy,-0.520233438987597,0.15749529051482,-0.175795533812721,-0.47290217412855,-0.345006250473348,0.408906001012986,-0.0573345882209328,-0.401586640587735,-0.465128820599474,-0.290210249970675,-0.165592067877828,-0.120299476006323,-0.183282359444867,-0.347246877666121,-0.48524020213439,-0.621351195056243,-0.399087917979819,-0.301589280220777,-0.333275728493663,0.38709119971451,0.342769222710825,-0.291343069255777,0.147787570821424,-0.394618336453383,-0.47588029256383,-0.280723671057338,-0.395397184237859,0.122037834972171,-0.408990745869749,-0.382045406463669,-0.341208796669968,-0.154880031157567,-0.140388932490857,-0.314733301349253
healthy,-0.755323593928111,0.42159430640631,-0.213513697555106,-0.563018209242037,-0.438682843058766,0.548004741774739,-0.116995841051714,-0.177559569172638,-0.519771682283362,-0.192817516124847,-0.300583567474076,0.0475395580517677,-0.237137811648272,-0.533352631496595,-0.628540767725324,-0.576838522115935,-0.549406992106177,-0.287854860072704,-0.207410379234366,0.418765627639445,0.509513405368951,-0.148390062807478,0.214453519346855,-0.448651887343911,-0.51562273953765,-0.176933596601901,-0.468046532188955,0.1738069749608,-0.470565204744321,-0.467704887741362,-0.206726597397825,-0.0906670426805305,-0.194742722168598,-0.291561720522786
healthy,-0.477810833665191,0.23423348855608,-0.122642465196849,-0.500036159428229,-0.483194306867273,0.546752290796504,-0.0463561931456548,-0.199031826231788,-0.335057594559551,-0.0006440345634711,-0.186030200639679,0.517386971790464,-0.0670939598357818,-0.550963699870218,-0.474312197112707,-0.509291849749817,-0.508465022220182,-0.0710092605787179,-0.0452660591516326,0.36309219564921,0.39223010896051,-0.259834055923262,0.340877420687119,-0.257719476601721,-0.4969358230708,-0.191703193721894,-0.443517971064903,0.480346635607487,-0.438920966230064,-0.676067095138571,-0.379646824932597,-0.198561295355044,-0.273450322272528,-0.249137140640525
