group,CD107a,CD11b,CD11c,CD123,CD14,CD155,CD158,CD16,CD1d,CD224,CD226,CD32,CD33,CD35,CD36,CD38,CD39,CD40,CD41,CD45,CD45RA,CD49f,CD52,CD54,CD58,CD64,CD82,CD88,CD95,CD99,CLEC12A,Ig,Podoplanin
healthy,-0.0610552544982579,-0.42799041984747,0.102922052333276,0.17873351988031,-0.0786693100136179,-0.263154723327009,-0.113748519925281,0.186651996652962,0.0723351859016593,-0.227009021247796,0.0653615863187928,-0.0413249035651037,-0.107679213158993,-0.514250402572856,-0.129202174014321,-0.241991699347578,0.172126624683218,0.122616767550493,-0.0507805984615024,0.210129403374303,0.224539981969548,-0.0390387426733113,0.174704546014151,0.381304584912891,-0.144424793536677,-0.137111029651081,-0.322203303023702,0.0395403281512972,-0.38561175419255,-0.0688413985293776,-0.0223237055614726,-0.0836134426793278,-0.291231261981733
healthy,-0.603924200793108,-0.814632930899316,0.004449675569212,0.237226582892768,-0.72893352083748,-0.640887960327548,-0.494348365075812,0.365986652153687,-0.653579773502833,-0.753865641843182,-0.62328440677687,-0.208326689027142,-0.748264014587821,-0.793690464231705,-0.786799041972989,-0.785754890533274,-0.523776103769724,-0.322280813800293,-0.667585568443082,-0.07045912101274,0.416580714332651,-0.656480234600879,0.128089113376315,-0.20594348145135,-0.636987267353841,-0.751787553345425,-0.679011108983029,0.0495004290505821,-0.689509616162488,-0.73664494400666,-0.604731264442421,-0.426552639660444,-0.524142848432355
healthy,-0.416713220121345,-0.696760571340418,0.182206259024804,0.31186310569269,-0.630439901768369,-0.475916087778306,-0.301270510675173,0.552824558594009,-0.221324055984253,-0.573488230997746,-0.576624309754815,0.102629875317431,-0.648170644557779,-0.681582060246396,-0.664770802238558,-0.595406955303263,-0.288127459909676,-0.0480985077592532,-0.628605552497931,0.222120983374012,0.493710823681705,-0.575535437796384,0.284106904571824,0.144897405326911,-0.487914189067025,-0.505679105132713,-0.539672160381026,0.331485662266311,-0.433558163268062,-0.488785733475869,-0.234572076638242,-0.249563973256155,-0.446221143215136
healthy,-0.339614294052251,-0.64532376530748,0.297379704175464,0.340995963798902,-0.467264882235922,-0.437368184969504,-0.140147062921346,0.373479109812541,-0.211174023084565,-0.522493424524835,-0.487154120492595,0.0584997445784386,-0.43834749664915,-0.612974499094718,-0.521153669678522,-0.540765799943056,-0.276139251078962,-0.186349488290834,-0.406673266352176,0.0909469542754965,0.396085891215332,-0.438574463192006,0.219843449697287,0.328581613997019,-0.393274654272847,-0.494157516804841,-0.505102342648861,0.183595613876282,-0.558672670194242,-0.477319522559864,-0.25293688104346,-0.0945912188475731,-0.449389834884425
healthy,-0.11474184163042,-0.495213375616845,0.212056984803349,0.453704897195832,-0.220796744795282,-0.25491015075831,-0.142999094967338,0.46072669987635,0.0440362047846274,-0.224472181374331,-0.121343590859933,0.0149575776817373,-0.253145182000185,-0.533040683911256,-0.225134226731013,-0.354976078792624,-0.0086529483395072,0.262871946009187,-0.0810180084368161,0.246215115475157,0.28350145449488,-0.162710151678611,0.207964969669099,0.430116354799247,-0.271618188250778,-0.340341759902284,-0.37454020882067,0.0859776176825551,-0.350961553049005,-0.357681409626278,-0.178874223289946,-0.06116579929367,-0.226843563725322
healthy,-0.0155805166957175,-0.0420445004568659,-0.186571634961123,-0.0839589524820754,0.119114739838903,0.0683355774456745,0.213890222372057,-0.132800542695321,0.307080009335107,0.223350072322599,0.0396153168554248,0.0100820237943768,0.0764477899456922,-0.061828398985847,0.232259002855786,0.0448901442319565,0.15005070055751,-0.115123588180957,-0.0833158399281543,-0.177641290472375,-0.15190888152012,-0.0129669622736604,-0.123574086760635,-0.236392085668792,0.0958241272954832,0.0093831509801982,0.0898622271634074,-0.440932390586315,-0.0719339049181525,0.199620937532769,0.166839008452109,-0.0392180716701371,-0.0323638928650092
healthy,-0.390229693103363,-0.388874436653717,-0.191412465970696,0.0897033067898827,-0.423420198867501,-0.451084447539094,-0.702289216676686,0.0597556481554635,-0.277269029687725,-0.315128582846617,-0.351759948060926,-0.399120485136514,-0.281550045871121,-0.436078687818682,-0.369353990754656,-0.329486331037724,-0.266501446604422,0.0884775369541372,-0.185755856139253,-0.246474926712032,0.146212976512911,-0.362356886547155,-0.0598564436283163,-0.155322965385895,-0.358164249689872,-0.364754979411333,-0.487545332990111,-0.185988692466445,-0.500622994381181,-0.440083719193744,-0.481497724676489,-0.0144507388521696,-0.424378014228362
healthy,-0.0959501199410086,-0.357039373874084,0.21049113335594,0.159273337651128,-0.344755138830862,-0.186787202544553,-0.0415905576659465,0.440923282177977,-0.247184401102131,-0.434551343707777,-0.141072351923152,0.168565487362314,-0.467508345263754,-0.40328245055313,-0.534528791297728,-0.404702471230205,-0.11404785110629,0.139079768236279,-0.041815903670117,0.211728045827858,0.232465430457947,-0.114640680916742,0.289374456438823,0.184662372054447,-0.329434748730532,-0.57203991650709,-0.224148187823089,0.462086067103592,-0.360008869528385,-0.509541621872536,-0.335248654895077,-0.133789162892264,-0.176815020364035
healthy,-0.153525858727326,-0.256711085103735,0.338841886522877,0.247150866608832,-0.41734261799872,-0.26514959444052,-0.0092388060161706,0.548703734739548,-0.472332577182336,-0.125780032274256,-0.140769122926668,0.0499935763473491,-0.389377072517041,-0.0921059941534754,-0.429634325295479,-0.287797809452583,-0.10549935304719,0.130685582668738,-0.123901591766156,0.339443988031225,0.454065457729244,-0.0148483311442463,0.29466503373313,0.209289199855861,-0.194862915022153,-0.369139715242621,0.00084595985857,0.68728123718255,-0.150993638634687,-0.443871187344081,-0.297199154945407,0.0228460728707945,-0.0141676051770824
healthy,-0.241567953871567,-0.53368199301592,0.370419393083551,0.197582820532204,-0.498827892681999,-0.475050441574427,-0.0854986501787614,0.556157495069202,-0.292143230575291,-0.382589863401206,0.0386155130443375,0.378890846833343,-0.479058043051302,-0.565514479327225,-0.468404547513116,-0.500422316738311,0.012768956951624,0.211720995927592,0.0437214650731385,0.294871286132118,0.354827945972507,-0.230760827654276,0.376911090003049,0.115589608900959,-0.277559560650389,-0.508994664423003,-0.392549177542209,0.402593903577666,-0.468861591563922,-0.575592600662867,-0.370456167563699,0.008169274470289,-0.299148736204642
