group,CD101,CD107a,CD11b,CD11c,CD127,CD14,CD155,CD16,CD169,CD1d,CD207,CD224,CD226,CD244,CD269,CD305,CD32,CD33,CD35,CD36,CD38,CD39,CD41,CD45,CD45RA,CD47,CD49d,CD49f,CD54,CD58,CD64,CD82,CD86,CD88,CD95,CD99,CLEC12A,IgA,KLRG1
healthy,-0.25837136077369,-0.199543872452442,-0.0198833117615228,-0.101973589843196,-0.0120144769682761,-0.0919853013453315,-0.288791512912612,0.204017391894118,-0.0012518188399842,-0.17783815648518,-0.0624827682672787,-0.0793854576372776,-0.0859413571073728,-0.199486911770344,-0.0369436075560099,-0.139930905006238,0.0460305571808326,-0.360047596162017,-0.100155562021773,-0.435648927123599,-0.27839516383077,-0.148659706205342,-0.259048343521293,-0.0302087432204126,-0.0643189328154974,-0.0872102509041377,-0.211052428227381,-0.118983710545156,-0.211201026728391,-0.19907708226778,-0.277049716944412,-0.0531120293299317,-0.164235389482667,0.188749332137824,-0.188884331685841,-0.333952367001573,-0.357881394527044,-0.129876045513024,0.0073208353223806
healthy,-0.284009876630246,0.30780674966855,-0.115481574837631,0.225431867455027,0.392798123353629,-0.0402315967476734,-0.226142354658366,0.498244149614216,0.347972765593333,-0.0816373035281539,0.252707697323115,-0.0051796709880815,0.151654134859637,0.146865919212596,0.293607195327898,0.0183271886938358,0.480974851501015,-0.184527434739613,-0.103870367845203,-0.188554172511593,-0.0537136214786056,-0.142768230347889,-0.0301146093013633,0.388599732903707,0.563691076068114,0.30315918306799,0.0869612137372194,0.144237568384786,-0.086234069853002,0.268475119799788,-0.150027806896662,0.165535082025498,0.212489731489197,0.609511513902976,0.113083723836651,-0.0606369339543271,0.008178646281488,0.3286970842529,0.299310773936355
healthy,-0.103937380583006,-0.235622996525878,-0.466189500970141,-0.265292278200097,-0.0771117447938867,-0.438996294817646,-0.31349700055851,0.426144185427578,-0.124035696884556,-0.366340565188319,-0.162080629828303,-0.333717825026364,-0.214418353133621,-0.018417478570246,-0.178453858719546,-0.351541374034311,-0.305265085715706,-0.462658789200193,-0.27367105516314,-0.395337464808786,-0.331457462967575,-0.465267829770194,-0.262336228606681,-0.124260403725456,0.34638696290197,-0.196676961147341,-0.141924034375732,-0.250385933732979,-0.398834856546964,-0.37351044130274,-0.410150091000903,-0.253823882679692,0.0067010470800543,0.11424054415399,-0.247635640773553,-0.295939153535478,-0.319239942611591,-0.104547850487712,-0.0078314098100883
healthy,-0.225136850523549,-0.15820149974733,-0.306885673126097,0.457594203862734,-0.236305432663064,-0.506513584015533,-0.483629826562671,0.516916078167817,-0.211750272624687,-0.441368181505037,-0.311705512897141,-0.304307924587764,-0.530540715222135,0.345144559828893,-0.271049151342349,-0.0549666923448514,0.0206624364936053,-0.523543943473075,-0.286911042576538,-0.545928202364044,-0.517550459912607,-0.246926450257687,-0.464428201674729,0.270680619297711,0.282390095978041,-0.113315958028517,0.120417062728215,-0.431451730991052,0.286855865172276,-0.370632128870834,-0.56681758851976,-0.384343583654071,0.260623092988702,0.565553385638278,-0.38909028919362,-0.651533310087181,-0.472604503756676,-0.130748997234773,-0.320479420807125
healthy,-0.0924545653684214,-0.0165647092808429,0.258702749427199,-0.398342103049086,0.0038752569395464,0.211355182208543,0.127808007252068,-0.47979117995481,-0.137359618047551,0.0048640419675922,0.127146452132623,0.181768145454796,0.0031041089001281,-0.215849759409783,0.0850678672043385,-0.144049457215464,-0.154057406182676,0.0970572327397967,0.358340124248996,0.114528155584645,0.346453040799969,-0.130711848058128,-0.100969329495197,-0.341192400587551,-0.297982248832014,-0.129645059029055,-0.613238967322517,0.0559418545657161,-0.516320159264949,0.106910069520502,0.265047231108459,0.283723846486324,-0.308570371400995,-0.27460329333846,0.224160451697137,0.320609860474545,0.0149786015190841,0.0033985416982154,0.120582888418135
healthy,-0.104964158352775,-0.08483897047844,-0.140417716328609,0.201509542829782,0.0334947677673787,-0.216749254902121,-0.11492801661318,0.163284043667159,-0.0809585054682879,-0.161431829113471,-0.192058105241572,-0.316375829230318,-0.219675388693659,0.0332793707648847,0.0460501916979402,0.0549444313220087,0.201556459022583,-0.231970802815689,-0.164812736844936,-0.226104638140729,-0.256196121139866,0.0763681918819755,-0.234369756592655,0.21324108479658,0.174538328923701,0.0458215180126994,0.380366254000078,-0.108464331109176,0.239310506479517,-0.289721133201422,-0.0197035639550516,-0.137171984846649,0.309768119957743,0.238258609662083,-0.185678603782011,-0.253839618183076,-0.262294058087485,0.103976300163624,-0.119204836281423
healthy,0.158819364666581,0.285185709683213,0.422702175752963,0.270753222258247,0.300461891381932,0.395408699613563,0.357130350451973,-0.322962255551434,0.222039564506027,0.138663633624548,0.332831240874307,0.42024862444277,0.0844223875346223,0.146755823274992,0.268711181029635,0.140067721707577,-0.0096075986851307,0.308906901190973,0.381619491370457,0.233447022557627,0.511173844683217,0.278038054799828,-0.107122298584045,0.0499783509756776,-0.287079532580994,-0.0124054806758328,0.0544560418621629,0.142795884354291,0.243104149844491,0.399722415701075,0.375055175862483,0.494980791422463,-0.112667800405426,-0.0369663373207025,0.421818009954535,0.57045316613196,0.251425022679888,-0.172497331843604,0.0908328126365884
healthy,-0.0758517094648468,-0.156228530740574,-0.419474046283843,0.287197897317386,-0.0578279425189819,-0.268607823632113,-0.233308760001799,0.382591232214504,0.0170157937486193,-0.22012837104369,-0.125055180336632,-0.312827801561471,-0.15534776259498,0.18229807189347,-0.0048131735907801,0.147385520266968,0.0963562185940685,-0.239032285665313,-0.435259252791257,-0.347458841459815,-0.407245134796164,-0.164935332772226,-0.0303997324772324,0.156819916338574,0.242970532150371,0.118481820965192,0.50090457237064,-0.0875863182208249,0.326920418900237,-0.281751525717928,-0.365721551884034,-0.322446877727556,0.0094316818831367,0.306254355748424,-0.440041954914319,-0.372574526663045,-0.0774653598694008,0.0167006759888447,-0.178500452738515
healthy,-0.208661394285638,-0.122949885711649,-0.25404053037874,0.429410552813016,-0.0486902805094142,-0.515639481955432,-0.374970615548336,0.625545234258193,-0.0518430932448316,-0.464899080218434,-0.0893269551220436,-0.196905497698685,-0.191715131335903,0.438359112557022,-0.0803785403414799,-0.0947688627387958,0.150589061281678,-0.456327606102278,-0.0893976695775412,-0.494395202649192,-0.484355100184082,-0.169556922175186,-0.0697933396790858,0.315569640068629,0.332069332268175,0.178280617023803,0.278646427726358,0.0169808606877762,0.249742182895468,-0.318328226303095,-0.484190812160419,-0.121712631408473,0.0729764299596028,0.672048647345747,-0.311487885012187,-0.598513498949641,-0.387467721883964,0.0234312519513578,-0.316952642312562
healthy,-0.338245618559572,-0.288573716249597,-0.530147249494636,0.298027725945629,-0.10930463067672,-0.497554460945151,-0.527675873315486,0.415814255494203,-0.0406606502165283,-0.210706214028243,-0.310663340479961,-0.360571987340957,-0.0630855667691945,0.252437208291419,-0.224499717520886,0.129008779943742,0.298195599208047,-0.549258711871013,-0.610231517198181,-0.408312278351216,-0.614526941443642,-0.111269223686905,0.0878763773331685,0.168008174132961,0.220097212893597,0.0913038685042388,0.405827542229455,-0.274505297529899,0.115614307426484,-0.346862617167066,-0.522416875210644,-0.505241337574999,0.125116808648121,0.330388169783467,-0.568307254151442,-0.620110068390992,-0.342678374347121,-0.0047845795552198,-0.32527223434258
