group,CD101,CD11b,CD11c,CD123,CD124,CD138,CD14,CD144,CD154,CD155,CD16,CD18,CD195,CD197,CD1d,CD207,CD223,CD224,CD226,CD254,CD257,CD269,CD28,CD30,CD303,CD305,CD307d,CD32,CD324,CD33,CD336,CD35,CD36,CD366,CD38,CD39,CD4,CD41,CD45,CD45RO,CD47,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD64,CD69,CD70,CD82,CD86,CD88,CD95,CD96,CD99,CLEC12A,CX3CR1,KLRG1,Mac,Podoplanin
healthy,-0.0606359496568237,-0.489218185280667,0.190418208576366,0.0428019650875365,-0.0240825614959435,-0.0862330598953636,-0.233077871718716,-0.0010352363249095,-0.129183680363902,-0.334690677381788,0.122036926935836,-0.0560059741167635,-0.156809214291099,-0.0936895903344417,0.121609352286124,-0.0281356703715072,-0.0252162841553284,-0.346671498809928,-0.0278704801907111,-0.0456408654768503,-0.110363332569018,-0.217625238861538,-0.0624934662348068,-0.0762491720704552,-0.0725974966257875,0.130320909141273,-0.121459324484846,0.179724356692254,-0.13667094751557,-0.204273200193877,-0.002747626342422,-0.497070957646598,-0.255290760464388,0.0868219176523112,-0.249825800949697,0.115485804519489,0.206207149984774,-0.118122538496466,0.198527621796056,-0.116898831536651,0.0971385525385586,-0.0605763889250954,-0.057920794635218,0.158969040431092,0.284924845306732,-0.104194002457285,-0.175442073441115,-0.0988968270936638,-0.212136128516619,-0.229448682731118,-0.0509484430649116,-0.342189959080161,0.164477856825491,0.108372268582982,-0.31762007488145,-0.144953021587584,-0.254195156913855,-0.0966870016900019,0.0976235529525473,-0.0981589011434969,-0.158204552320894,-0.203586198059262
healthy,-0.108841896083494,-0.571660310786167,-0.0822501615725993,0.0244535407879771,-0.560607183584174,-0.556305554230079,-0.681601810486967,-0.571876298534505,-0.577815032848106,-0.508606812124511,0.0606612739376496,-0.39155937201291,-0.616956446017632,-0.630674597500868,-0.555066322333963,-0.588523847378549,-0.584298848055513,-0.607518439741996,-0.80102481221378,-0.540699593180568,-0.461328387667662,-0.602838393981038,-0.676071711624816,-0.527746936715987,-0.528243483299427,-0.375587427851626,-0.566141282482304,-0.389453345032323,-0.550379342019835,-0.582346777438085,-0.587208652540651,-0.584616285153647,-0.650715719664915,-0.398048587379134,-0.640082095214158,-0.398626223288034,-0.550915339485077,-0.687538793631565,-0.408121520582625,-0.557742667936952,-0.603150221574438,-0.823789139662902,-0.661084296835349,-0.269987004136671,-0.363598563958896,-0.504392018594209,-0.620556145467377,-0.522381998937428,-0.646964491906022,-0.635189827744064,-0.579380785794618,-0.669462536368691,-0.0621731692379672,-0.0950880831844408,-0.676128135625257,-0.631359978362348,-0.721039705201183,-0.606921579811456,-0.106717039269764,-0.409942240447978,-0.584698574403546,-0.607314810901598
healthy,-0.0205726317967376,-0.648714176751522,0.358061497838011,0.318785632353973,-0.291613967863371,-0.33445396043056,-0.643137667334114,-0.321713816387792,-0.401763436189691,-0.479700074201763,0.603533419804184,-0.220629356028158,-0.412342233363609,-0.284996194121334,-0.399123491960965,-0.284391955103167,-0.337457408626914,-0.540206541063946,-0.612508318122,-0.0983621454228005,-0.159265287578864,-0.387377308972445,-0.243820738462139,-0.207904142139248,-0.259563243328882,-0.199708007535176,-0.276073928402985,0.328693695175058,-0.292670411697037,-0.733165313267995,-0.296487961251161,-0.661904282845118,-0.73081400547736,-0.133998917561429,-0.691616092315671,-0.202023442476279,-0.392068801768475,-0.574096990609083,0.196959080339283,-0.26867901671015,-0.260328208525516,-0.613882565645819,-0.223450614552752,0.211321594887356,0.208284084676631,-0.0898461425666536,-0.536609268706789,-0.231590745070107,-0.656132696629009,-0.446183561398095,-0.254160062049173,-0.602078492042817,0.17681720281057,0.540221717596663,-0.615618418474579,-0.230348266018924,-0.764478399291469,-0.351213615412797,0.40247450158248,-0.190408511572369,-0.333349101483198,-0.39758241644664
healthy,-0.35660151756907,-0.614800762544213,0.325490074329101,0.297952084160348,-0.233091634633661,-0.18283543999199,-0.462712257676077,-0.143063607742408,-0.193900773010766,-0.542253768087819,0.564368455283981,-0.140137642875196,-0.29844969941215,-0.130128928676926,-0.231018196992266,-0.268861915136344,-0.187402599179855,-0.506629628024454,-0.538519999120862,-0.170621128904589,-0.104030032702897,-0.29630635860251,-0.19704397808794,-0.186113227642652,-0.0677832587672014,-0.136249622462905,-0.139591692614622,0.0413538789561341,-0.134673978170498,-0.557614559107099,-0.206611773186497,-0.582531773272389,-0.63394759376628,-0.0145590929229113,-0.601279338864132,-0.222958960828239,-0.180520964257447,-0.594912922630298,0.271046028188981,-0.154141479157961,-0.0642856824198555,-0.487392962883257,-0.12572754765848,0.328931189383708,0.236654237994457,-0.0574065758139942,-0.374304479963704,-0.152336839627559,-0.626188309015915,-0.313402634961205,-0.15663189740257,-0.495488153405666,0.11897012082248,0.360109581935447,-0.528629539820665,-0.19371073151007,-0.543316536459957,-0.393349342397331,0.22267154717224,-0.203160131387347,-0.260616267239098,-0.400378591704096
healthy,-0.292168850548327,-0.538045986120897,0.0697022642837886,0.239153515993826,-0.214643958908896,-0.236318474581566,-0.319464140225954,-0.202663769348958,-0.300499950437107,-0.371205799629693,0.22689089503323,-0.193462019359595,-0.324895055647944,-0.262292803717746,-0.138712487804104,-0.200736170052791,-0.178688441195554,-0.233934371548998,-0.385999330373816,-0.196380817264697,-0.247023034228459,-0.300350709067731,-0.0666142502541,-0.262624346477335,-0.235146675289211,-0.182368045832602,-0.258938186930946,0.0141868561457933,-0.307320152271272,-0.304668176546863,-0.188012493730006,-0.537917083652792,-0.347274152114307,-0.0704086959837086,-0.323829830007305,0.0241101708016709,-0.120381310550439,-0.425969271463777,0.0410401761426871,-0.175317512523463,-0.0977141130138339,-0.429875392390887,-0.107595572638306,-0.0659834099568485,0.0098948482019384,-0.158899930635613,-0.402866216091222,-0.0812896110081434,-0.262686474714611,-0.44996651781532,-0.240115629384042,-0.455722057503408,0.063446324841002,0.10628227966921,-0.314100268836079,-0.119688017142235,-0.380194524773184,-0.284551311887047,-0.0360211605736541,-0.0972431242658267,-0.239532230336258,-0.277794151606935
healthy,-0.192947121702406,-0.305940386499661,-0.0551537371341776,0.105104090757176,0.228423038850575,-0.0970341053357149,-0.16795830827788,0.0033304973650961,-0.0396125403772321,-0.0482666081681005,0.0257479777439422,-0.205826318568599,-0.149883250319368,-0.0495413782122557,-0.18092679691641,-0.154830608239768,-0.0661788485335202,-0.0623253659336558,-0.12821663808551,-0.102971628978052,-0.197027516829443,-0.19211827914642,0.0734211290250723,-0.128937195507907,-0.229492797084461,0.0045156929412201,-0.0237886264213799,-0.213360828548499,-0.136105305524391,-0.0732318119798712,-0.153515054845567,-0.244111411923914,-0.164256423453063,0.128223377467403,-0.0898118864068261,-0.23522372052021,0.0963019311137231,-0.136326422218337,0.0961320687158927,-0.27300931934484,0.0303895643962761,0.0601692268873415,-0.0265624294274915,0.210512586454389,0.13965378433484,-0.125997179123138,-0.19024015797318,-0.193777235706703,-0.133175451510199,-0.286094659713729,0.0272985067210844,-0.168662706757274,0.188417627630595,-0.0008827896083814,0.0043723706087012,-0.0977050649026533,-0.0926957765059577,-0.0220345484641652,-0.040786426444146,-0.0649923432317256,-0.154695020746581,-0.114645332730969
healthy,-0.0257560558588297,0.118541649834962,0.420124339962872,-0.0853459570429648,-0.18102991598114,0.0423300170332708,0.08449845634159,0.156513624781814,0.147127990034712,0.124690009888855,-0.264497986825657,0.413699215409487,0.155481460384926,0.206463041137061,0.0642360301923042,0.106895561585226,0.258005753359786,0.0585801112859619,0.0446531636546763,0.0853418430874035,0.0518205300043613,0.125185057251076,0.183346929626828,-0.134277543881359,0.0834351120031067,0.293673587520719,-0.0699450336859707,0.101458557199001,-0.14512832285007,0.0676113401033978,0.0739638723833211,0.120435268659678,0.113014323234204,0.272804635796584,0.200720890993217,0.361229174198859,0.211720567037301,0.0461494443089104,0.309715203960514,0.391798614334257,0.160227797140195,0.0898784335086537,0.0154916802785415,0.202167600986637,0.414445157453727,0.127484846446158,0.140996786077008,0.13729889702193,0.188604162136588,-0.0857259888706341,-0.0011657089696945,0.0772590602736623,-0.128746555789033,-0.18986466210727,-0.0365363300317517,0.0843464646375356,0.145131529073759,0.0183433215626063,0.0397750739506271,-0.211883273833468,0.16486842266434,0.159351657136915
healthy,-0.218212605525909,-0.635772691311467,0.0397373550289798,0.359994860216127,-0.123674961474535,-0.258081012287356,-0.487731870864151,-0.132490632354114,-0.152335945020336,-0.274235828712114,0.2997294754004,-0.29500303721613,-0.375582339885259,-0.216781450364149,-0.26549305459055,-0.249277214901534,-0.273256083733547,-0.321850337617517,-0.279941168705823,-0.236874845850153,-0.172294848484255,-0.231437866249451,-0.224560943911533,-0.170524141622458,-0.115912678973418,0.0763955005508321,-0.161645486697931,-0.240419295920193,-0.154873179362162,-0.312683283460717,-0.166997856376651,-0.704525020180455,-0.409802596495991,0.153846386585346,-0.370823814943304,-0.193054112109344,0.113448855670033,-0.208805155592755,0.0646706520116523,-0.145933512411596,0.0904200525715304,-0.233556367362776,-0.118086108452995,0.120834739096356,0.224854136954711,-0.120959658751724,-0.393605167177587,-0.10572878291861,-0.504889087179687,-0.370598528596753,-0.155867570982762,-0.494483548447937,-0.0398925753505519,0.0438196689217299,-0.474961330347494,-0.246522152251533,-0.309815812687336,-0.154711200430732,0.283950897791264,-0.200979892973101,-0.333291059958516,-0.315496819774399
healthy,-0.177346531321061,-0.71880649620643,0.101247009728312,0.464080407013003,-0.245592212580776,-0.286196839064103,-0.549910046396195,-0.221929715294735,-0.199360502168617,-0.404013406412711,0.446995625645365,-0.39784147123641,-0.344020175799283,-0.311731817065346,-0.283893461733726,-0.356821271872501,-0.205211249185255,-0.468156559793454,-0.298156713163051,-0.250809062274185,-0.236990890763326,-0.296204171968234,-0.227991192452984,-0.302979816512165,-0.203762023829764,-0.19096660477636,-0.257063577769254,-0.17760038366374,-0.217867815053305,-0.458505676104923,-0.240222823461728,-0.624806929421122,-0.563892170510918,-0.0663394888009266,-0.509534461641129,-0.195884904528402,-0.0934591490581709,-0.242516824020606,-0.025122124557168,-0.463671589308978,-0.0932061170417053,-0.288521148393889,-0.280032134328413,-0.0210097667295603,0.210846177274438,-0.140258014488598,-0.472650123780915,-0.227737844017909,-0.488489321132831,-0.231810009815956,-0.190326613610758,-0.500037442226505,-0.0894889111259504,0.0428146555902961,-0.523400634654009,-0.214567834219936,-0.479017715713291,-0.175726935056301,0.284272782495385,-0.332771637681429,-0.357200483107932,-0.334288106742322
healthy,-0.0995723661409725,-0.671479909277409,0.308214811802648,0.257424912695542,-0.198920281714706,-0.204357704414117,-0.451770531616842,-0.1251384825907,-0.12345068550719,-0.295393163664172,0.498714489988316,-0.237121583644276,-0.17731401813308,-0.0915936805288017,-0.13026157708035,-0.275837568124922,-0.0634293426859567,-0.336271756716162,-0.0218258600280326,-0.0861513708314136,-0.188659634711552,-0.242255999605072,-0.0845744644320313,-0.209997949233232,-0.0917387854484608,0.219326147520253,-0.121506736195996,0.126374481006521,-0.261223387522175,-0.351807631465769,-0.0254880873168135,-0.695627125211828,-0.403164682345237,0.207943216146243,-0.397798660277889,0.0386906125602375,0.0707091165239424,-0.0614743684338971,0.176223340285905,-0.281197962790005,0.254571753071058,-0.214658538702848,-0.0822694403443623,0.256219545338328,0.167004863454855,-0.149129592627921,-0.263328961276746,-0.127335159485063,-0.376093154983942,-0.351329510390462,-0.0705783745619106,-0.478484962014391,0.136186929033667,0.216740821338817,-0.477559902612432,-0.0756034454797986,-0.363110362617676,-0.149378267202168,0.25597953643677,-0.270270077312073,-0.243650365183559,-0.368322928181855
