group,CD11b,CD11c,CD123,CD14,CD16,CD195,CD1d,CD224,CD226,CD3,CD32,CD33,CD35,CD36,CD38,CD39,CD41,CD45,CD45RA,CD45RO,CD49d,CD49f,CD5,CD54,CD58,CD64,CD82,CD86,CD88,CD95,CD99,Podoplanin,TCR
healthy,0.0531127344910825,0.351771883430959,-0.2969353702546,-0.139753492408526,0.29918143149293,-0.0203159064486024,-0.268483857813223,-0.142176999769574,-0.162057793504468,-0.139832093266211,0.25912988107902,-0.254321167507806,-0.0443098965573325,-0.383121082803423,-0.419002700117448,0.0215089940307744,-0.207698414601807,0.222128480318993,0.0082362897398212,0.0875862605268791,-0.0008575149908922,-0.0966288306980926,-0.039801634047489,0.161818616423332,-0.088821861922951,-0.332671397591146,-0.14287889303095,0.128497161216889,0.486460131264226,-0.206768647790433,-0.611137437855438,0.0476968275250689,-0.0916983348798056
healthy,0.384679125169989,0.312379320989487,-0.0618823683109536,0.298788379369706,-0.318437471829279,0.410446555240742,0.267641978761439,0.34058032867171,0.382018247181349,0.0331200874827731,0.282661335491682,0.243401445487048,0.344445966420646,0.351047626635644,0.237717358459709,0.409687990277321,0.49586604003167,0.221755787252018,-0.25053738043147,0.16106285807285,-0.0948746303565804,0.450396732177838,0.0796434148894074,0.386172583265106,0.351346921301638,0.198991742306488,0.336852873039288,0.234998874353671,0.305985999104155,0.23491377794854,0.183821503632337,0.31918851934431,0.123965814137771
healthy,-0.566974667750939,0.421235290292615,0.225218761157732,-0.562023927181427,0.6804394175976,-0.372745781375772,-0.336218420626918,-0.458869840258679,-0.507980153867307,-0.200108965685246,0.411797152463187,-0.645594685327322,-0.545834664683046,-0.633360982279036,-0.642118934602661,-0.236585750501936,-0.446353691482111,0.350508949360471,0.503852891514549,-0.303815438757424,0.438978193336637,-0.499985569891759,-0.192363532860343,0.308178450573775,-0.424886528801375,-0.584250574298819,-0.500029755188053,0.288006722956382,0.654838340540838,-0.516233792728922,-0.708964186753081,-0.373915192603557,-0.251890842357796
healthy,-0.357414186492242,0.522349614403509,0.232781707655004,-0.448841356266269,0.570628844548448,-0.284542323537409,-0.265294322100663,-0.297122822002794,-0.447871416915774,-0.218942166165195,0.151137442724971,-0.498208142717193,-0.378603889914332,-0.554821771731274,-0.547924807679228,-0.195318639132872,-0.37437217665429,0.412625552300382,0.449382553305799,-0.0844504781805462,0.336975725547264,-0.306882184204958,-0.134297693700835,0.516901365838183,-0.31094363687392,-0.592024540217705,-0.378812779516342,0.20580307660819,0.590672915744813,-0.463955077855643,-0.659920794773433,-0.309172098415775,-0.172630530459157
healthy,-0.0686814567936342,0.418319936746654,0.221234421735877,-0.257223182159857,0.37243583741477,0.0110842063110523,-0.271493940580353,-0.159862601899824,-0.168695744336399,-0.0651099143411839,0.258040901083437,-0.326649589967582,-0.158371068607958,-0.333372557271907,-0.382644404535206,0.099478709837547,-0.111974308406812,0.237241571127854,0.118209494426403,-0.0069502083579633,0.310346905111796,-0.187237943163171,-0.0021747297956088,0.279535444037429,-0.163924377933277,-0.326808572742047,-0.201638893781214,0.194403025678078,0.491500321879151,-0.187948675004438,-0.568854811824574,0.0411554489116381,-0.0049386893951133
healthy,-0.336083123721857,0.0456115317563764,0.0501781740517076,-0.371299524784988,0.0336062010713914,-0.216113703116175,-0.237672019585648,-0.32658827961594,-0.188170128749501,0.0971731377269504,-0.0164988118551729,-0.211592432633575,-0.248604968515176,-0.272766485289192,-0.24652715060844,-0.151419872388245,-0.141491017562252,0.155570259594071,0.278769014303595,-0.0188860444552572,0.06154528549145,-0.166542451438609,0.0475221773688814,-0.0131118978150955,-0.345918899708303,-0.180649351194525,-0.420914756233191,-0.158419209279282,0.167309649588477,-0.130035983583779,-0.399588420961617,-0.155722985643102,0.00886580612425
healthy,-0.767109037419809,-0.212346397294379,0.649767994260394,-0.76019613296195,0.811338476232629,-0.344783661397389,-0.654299002004114,-0.740876328408129,-0.394029283968413,-0.144354465395581,-0.172300128226711,-0.813938741894882,-0.566931231038064,-0.723697361141282,-0.546339169904925,-0.330735425903465,-0.507296463726931,0.0744752715581939,0.510989945341029,-0.494549294918585,0.0934606882118948,-0.535383025167429,-0.0239098008827302,-0.0804949991873291,-0.65804288214676,-0.691218833032517,-0.421439460364977,0.153738534265728,0.471364188558817,-0.41950191930276,-0.555575302960059,-0.574059712520122,-0.22929456830257
healthy,0.0679093904237297,0.444632263576583,0.106993127089982,0.0430345385487632,0.13918240842761,0.149926465747587,0.0605294049379158,-0.0893111299324619,-0.10823796681645,-0.19071333734936,0.415818032033929,-0.0818312254215545,0.124190133301398,-0.0975137224545714,-0.0843648513050764,0.158632805108823,0.0774896863309973,0.173919692282765,-0.115259738870697,-0.0294329845953406,0.15537619168255,-0.0356123958499706,-0.155550111602419,0.280641802625258,0.020815126618343,-0.212513617748857,-0.0013383191403517,0.340200639422331,0.485442953356838,-0.0245696916279739,-0.25391845640432,0.0528622051018256,-0.0992886374972894
healthy,-0.369941445559966,0.346629012197614,0.235310802231147,-0.524980281905702,0.62389983242229,-0.282346055416033,-0.413136169609387,-0.340940138069113,-0.273836452973424,-0.213890401373539,0.0993226525044607,-0.511442864883963,-0.197961503522171,-0.549627775572477,-0.630639367045185,-0.243267986651028,-0.143316808829564,0.180441592502254,0.264048576175061,-0.140311193103636,0.300381434110116,-0.118831419621861,-0.21008743551888,0.320768971221331,-0.402572334462483,-0.546903689462831,-0.235556602205327,-0.114851057138547,0.518709693302885,-0.418980370974266,-0.664431701384193,-0.152325256288774,-0.225379888259093
healthy,-0.515844286433086,0.52870299277111,0.285701554860068,-0.444692790797596,0.596825400982905,-0.141517491888574,-0.182961026328656,-0.33774303401035,-0.0055388052703645,-0.0565915116187775,0.448751506117176,-0.45133123669289,-0.536414133092107,-0.47663888464131,-0.478318905863724,0.0084509821034804,0.0135821509292362,0.352264856139863,0.37785960877253,-0.128350426039122,0.541360460059153,-0.269254008358711,-0.0906309518600659,0.208683163006962,-0.220334776865177,-0.491496298786178,-0.464716579850783,0.214548084756119,0.493615372703176,-0.478323155426989,-0.619291032761837,-0.274740866986061,-0.0125141569816327
