group,CD107a,CD11b,CD11c,CD123,CD14,CD155,CD16,CD1d,CD224,CD226,CD244,CD307d,CD32,CD33,CD35,CD36,CD38,CD4,CD41,CD45RA,CD49d,CD49f,CD52,CD54,CD64,CD82,CD88,CD95,CD99,CLEC12A,CX3CR1,DR3,Podoplanin
healthy,-0.0859010711174312,0.302384940948412,-0.278373380380778,-0.276288144497978,-0.0131192624448542,0.130122262685853,-0.133337088689484,-0.191680476368645,0.0588289989016518,-0.0847781751253483,-0.209319516971106,0.0461243825010427,-0.0832636531246183,-0.0712096903249588,0.375347828000161,0.0133786999819111,0.0116491878941281,-0.319121838495146,0.110113400515502,-0.321426235893426,-0.608171289139812,0.0217386222524288,-0.164006953015072,-0.517916940678268,-0.0429211033337011,0.178343485350719,-0.0267519084947485,0.164074394236579,-0.0688844673343274,-0.215166484726032,-0.291251006826298,-0.0640264184628009,0.115873041278841
healthy,0.59301825715632,0.817496782463127,0.0220945169338004,-0.37078792366332,0.740346275434388,0.601285629594052,-0.527552054254489,0.646720847997788,0.711772240754029,0.657085251488489,-0.128117559056385,0.417182113417012,0.220701851996404,0.711159557712128,0.777467727516529,0.811115094685213,0.735542680565257,0.249308436648156,0.735572942088064,-0.475684534606681,-0.451685075196597,0.705503320751403,-0.117175361948526,0.304023380208789,0.727050044861076,0.656496673082156,-0.0738777145948154,0.624878148339351,0.72390380892442,0.557602986246429,-0.186577297250392,0.410456997228373,0.467671637074191
healthy,0.0300628179680135,0.165239485468815,-0.502288629120526,-0.239677984102845,0.0546598274201037,0.232653092880298,-0.0760320463836385,-0.186448917508889,0.0898054471036892,0.174931949803977,-0.154081791979833,0.0528242263957801,-0.566732301963765,0.159951318521476,0.308136876564765,0.169780387217775,0.29362799313312,-0.132455073442832,0.0981695239724594,-0.162102668139838,-0.51636535526682,0.082905558502242,-0.357334333329309,-0.531685027686775,0.302835288845296,0.174191029951963,-0.260644677736577,0.187285444915995,0.237080215937663,-0.0863772736272602,-0.170298531872991,-0.119613148171232,0.0085626028231273
healthy,0.212888506184686,0.579014735472829,-0.50215855218237,-0.300646307050673,0.464215385953111,0.473454748504088,-0.563108825535633,0.142267127793267,0.394497906832838,0.331326022956771,-0.331617836233986,0.0976620829725173,-0.0838334082022993,0.412126964953015,0.617164899960152,0.51428605831,0.569967127810994,-0.0548249961550912,0.326362443366595,-0.495896231861144,-0.497207721781451,0.268453851591194,-0.437554331698762,-0.541042505697492,0.562947615469993,0.422020143648085,-0.397533769940301,0.512383536825932,0.48250646827138,0.258843217717042,-0.33155841707269,0.0613902836147794,0.378945969663909
healthy,0.147847141491897,0.495962084222383,-0.103111605118709,-0.347433402846999,0.19935468488621,0.259379591851642,-0.170921946987833,-0.132983720986773,0.236676694497811,0.184406794979164,-0.0181600084816246,0.164621953606484,0.0321288179299598,0.177023388936726,0.511691626849993,0.18847201219632,0.276017058979299,-0.188651973286313,0.170328632531671,-0.0921357027621772,-0.505216118629514,0.20443044666358,-0.15215955587075,-0.270886180468924,0.185101542496828,0.325894114705126,0.0835801634672006,0.339398653246622,0.163430828366911,0.0741528822061324,-0.0804388195820271,0.141928391781008,0.284976707406801
healthy,-0.0661592170381075,-0.136702351086041,-0.024396133441155,-0.0112531146420959,-0.181818894279633,-0.181599954423043,0.0733891715704722,-0.278781202637925,-0.407857110616754,-0.0847353873656475,0.0021926224640785,-0.253201791170574,0.0002730548110977,-0.0946401358896011,-0.007422767546781,-0.0172448239967986,-0.139431189428118,-0.164779801824921,-0.0868113892158039,-0.114647415137098,-0.116450656262757,-0.203793570774206,0.0824984601353889,-0.205528210907878,-0.192265081308059,-0.203310920838082,0.220140403890064,-0.148776216264823,-0.263805438043068,-0.310320765673744,0.152525446606999,0.0139200895216163,-0.130370043262328
healthy,-0.229413738375609,-0.609651031321954,0.0223218162733198,0.627806951535928,-0.572756866732699,-0.047675592016327,0.528643779261399,-0.462289762163654,-0.561952292849919,-0.327049538486399,0.14814632456145,-0.680621251842134,-0.180865939102611,-0.595257410046339,-0.38567065369923,-0.556204338501872,-0.489471152219654,-0.230299654521985,-0.241401547457776,0.162136011315987,0.246875105827829,-0.309555482742845,0.27714750229839,0.0970913100829924,-0.623016402293831,-0.464658062503026,0.325176497777259,-0.396572621850186,-0.461966335065257,-0.370280487946743,0.103240994867467,-0.126538353716976,-0.550434902886452
healthy,-0.128052741132416,0.217421281037409,-0.261601404357991,-0.09469085332736,0.0768828493864341,0.0540549661036493,-0.216146604152207,-0.0154255412172519,-0.0237647554171607,-0.0514891117858027,-0.0405469263457615,-0.0156073914177599,-0.0995491973281038,0.186084271937735,0.29250438395208,0.0824505669707227,0.0831962916206781,-0.30352982098791,-0.2910041454088,-0.124284804880426,-0.484278861054431,-0.165022988692463,-0.236772691239784,-0.323587715277823,0.122998247781864,0.126821133086414,-0.122567860652648,0.169789217478536,0.144450868141057,-0.0783212540979171,-0.328523668311457,0.006450705247045,0.0770967084605091
healthy,-0.293515625836635,-0.0940361079419421,-0.326460146459392,-0.195730212539379,-0.316487306359813,-0.0911286547413858,0.076628571597736,-0.271239419942076,-0.0791781679034205,-0.33293167542805,-0.110312757925774,-0.15133385059729,-0.220023900601772,-0.216754656278338,0.031211699944056,-0.201819257788065,-0.173593669707958,-0.403505358275322,-0.359712374721833,-0.100838103020245,-0.415844541322491,-0.342896565560404,-0.19707082336572,-0.487686057915175,-0.183312314195733,-0.129792747149909,-0.0576385731558291,-0.0542582980325733,-0.109958923953693,-0.221673070300253,-0.130100385813728,-0.145861681287096,-0.147239698768628
healthy,0.0995821009159357,0.326472582322432,-0.356559797449598,-0.364663300084954,0.17101208764856,0.23479121643387,-0.34956632463612,-0.0593941744943004,0.160505313757023,-0.253894323475353,-0.297245155024335,-0.1214443465516,-0.318815548247316,0.161982546654828,0.418903557571273,0.158751805951534,0.174548226228194,-0.243928301051393,-0.15089356469969,-0.313996615717453,-0.620144612353965,0.0285996001149901,-0.420878460080145,-0.309551516716975,0.23479950902356,0.244522763076233,-0.292648157532462,0.257392937085341,0.245576178523053,0.0288845215414501,-0.41086075012134,-0.14671881432976,0.117286575020115
