group,CD107a,CD11b,CD11c,CD123,CD14,CD141,CD16,CD195,CD1d,CD224,CD226,CD3,CD32,CD33,CD35,CD36,CD366,CD38,CD4,CD41,CD45RA,CD49d,CD49f,CD5,CD52,CD54,CD58,CD64,CD69,CD82,CD88,CD99,CLEC12A,CX3CR1,TCR
healthy,0.0508109522089546,-0.18511440971727,0.193575271796237,-0.291447752600157,-0.241496559691678,-0.0135208086964335,0.109441476881659,-0.0523266220620139,0.0858729227849981,-0.313446147876888,-0.254990194055215,-0.318164026278777,0.128224817625269,-0.181513668452045,-0.237917774157219,-0.309442552833331,-0.0632574529900417,-0.363344988596498,-0.0992813440416262,-0.0852466268127699,-0.132800945181384,0.130204617528978,-0.246062974636386,-0.268323617115852,-0.0491074441281787,0.273107318811107,-0.169927002725253,-0.221958797800016,-0.24901498352194,-0.287259154581819,0.242707042175168,-0.501201876807137,-0.219615843897253,0.068023852229091,-0.263736168091469
healthy,-0.46395879315668,-0.561733021490756,0.166310530877649,0.208919787906705,-0.644418520961026,-0.0793334672213058,0.369804001039754,-0.484941520925873,-0.639828417307614,-0.58222641509484,-0.613394895952518,-0.459289475513357,-0.0307179398460213,-0.683062742139099,-0.545540097704082,-0.711314184371543,-0.340689604756215,-0.727569661015023,-0.395024381566384,-0.553424204559269,0.25008337173826,0.248889960521473,-0.609599224502941,-0.411590650290388,0.0524818878093916,-0.157615584419368,-0.475926643135446,-0.721998864249948,-0.478040389407696,-0.517416364667043,0.377874909039461,-0.794020642108521,-0.618592694665872,0.228309069558131,-0.39656531795886
healthy,-0.0158252549901858,0.0709525164286308,-0.204789717320949,-0.224535577303823,-0.0784629466764454,-0.10462443609924,0.0831754540681597,-0.0830466035953795,-0.0264843884667285,0.0296451508540758,-0.104543402053738,-0.292418384700429,-0.188203600157704,-0.0167296207666622,0.201428139651815,-0.07285459331802,-0.348982406265687,-0.0238528013116277,-0.279366968714686,-0.0767220416849266,-0.0239009541575216,-0.331037778803694,-0.167759835693363,-0.262416687028781,-0.285952841380995,-0.246258618913856,-0.0955258897111362,0.092539384590244,-0.0321591128473669,-0.0405000247190688,0.0853611445656608,-0.148049290436922,-0.164835434084248,-0.162263576008254,-0.207418652918374
healthy,-0.146313207875778,-0.266207937474822,0.593256465614836,0.23871469138678,-0.399184851778327,0.327500347634053,0.563922305148647,-0.301995517556949,-0.334644903503292,-0.356749965325231,-0.411070472693932,-0.290464703675515,0.152193570772027,-0.414813906435111,-0.30000590168759,-0.480611288896608,0.0196648867286935,-0.55845124658845,-0.0862334956809095,-0.260774923805389,0.392727705763003,0.29028213891708,-0.254148738976099,-0.18241613731758,0.276512330462577,0.446982936199529,-0.272676120173699,-0.600801597531619,-0.276642245229097,-0.39352400925272,0.638414726181654,-0.610651014444852,-0.340508797064099,0.392220823935538,-0.215669106455594
healthy,-0.256694975758813,-0.2224562840869,0.194389627535009,0.426880303923701,-0.263950525307429,0.179636463080195,0.376609387769403,-0.0787065607137216,-0.331708635983114,-0.23048119783581,-0.256894277037757,0.0252824027811127,0.142353242745197,-0.296385812215599,-0.288265835222543,-0.39155184643293,0.0312165630516184,-0.352399499546285,-0.0729849693478713,-0.311035843240273,0.265116770780615,0.327263138288127,-0.266720985452796,0.0250551028105625,0.188251133060012,0.120888179806036,-0.217276213389619,-0.336336485284104,-0.139554826512394,-0.268283954964533,0.259756619209442,-0.382261403749175,-0.222394141881756,0.236247570604521,0.0430729110328329
healthy,0.173968380940071,0.251385390649739,0.158574867367508,0.0594271625623064,0.0272265269449763,0.128741294598804,0.144376266141287,0.139421329204269,0.275713038424483,0.104215324459867,-0.042735377610148,-0.15133485502032,0.152553622538664,0.0987389313362357,0.0662589617931194,0.171009420913442,-0.215924622891668,-0.0293966195568725,0.0896926660105554,-0.0540602967909783,0.0453011533457315,0.189542249155215,0.0468870224190216,-0.027250849647901,0.112389816498689,0.0546731495764751,0.0858833855012594,0.0892083860305946,0.0336463810038352,0.163505469545975,0.0644541508119428,0.0025728407436229,0.0810942767440097,0.0842252862983371,-0.123845554927023
healthy,-0.48233179348335,-0.528001855923434,-0.367731683114095,0.37653311613033,-0.408515529492217,-0.0427257304247559,0.44975223592059,-0.457519463489178,-0.094403086982525,-0.469682829025983,-0.259546513742806,-0.305666601238396,-0.275263490039046,-0.304684807240975,-0.526708976488099,-0.31644010505577,-0.109388514183628,-0.382350376049236,-0.301490550491335,-0.189809132301892,0.341647889077665,-0.0891782789687492,-0.383535471589542,-0.320414715496929,-0.394137008286358,-0.211646334070132,-0.459686566101642,-0.560109552781443,-0.400351039310783,-0.47087364103632,-0.164699784588482,-0.351800678971374,-0.276943649837961,-0.0354201388465438,-0.353765401172821
healthy,-0.273291090629288,-0.319173472714833,0.0427845602391817,-0.132900117579046,-0.338578503996433,0.234771435815115,0.198899271039609,-0.200875461986086,-0.263450327341319,-0.316632856872894,-0.309433168308349,-0.0899789374183631,-0.0108004743675948,-0.377835303252758,-0.258896652959412,-0.497723122552786,-0.175234241532224,-0.234911999957156,-0.141073325475627,-0.269433317129641,0.0818844917522338,0.1236152724487,-0.33065195413492,-0.208091475736712,-0.0019077489781663,-0.0532976881305062,-0.317964544387498,-0.240090526388073,-0.256067486727459,-0.325207528412099,0.293494746541968,-0.432932011947396,-0.285088261928175,0.309181245402962,-0.161401159986283
healthy,-0.167114072120216,-0.536019955976877,0.290236591684355,0.298642497652229,-0.551572825318244,0.273201488591232,0.630939756780526,-0.226966757150166,-0.356132246863616,-0.461524049611751,-0.166241848903517,-0.0955630245177778,0.0973241752248339,-0.528313881229574,-0.397130198986289,-0.621576170943909,-0.0393501995235494,-0.589335918967861,0.105147307986537,-0.0876957858692951,0.337964383235963,0.438427306625886,-0.0184362562153943,-0.0694000477209485,0.27671470319923,0.293468870885143,-0.426080688773782,-0.599282726783448,-0.0979651915584163,-0.307058394033228,0.46161436409092,-0.590110297108671,-0.347708695078651,0.506382136106975,-0.0971390226989301
healthy,0.254650317102186,0.606022252836041,-0.184985602181225,-0.28556847656132,0.419143196362556,-0.385463405379655,-0.560779188367125,0.150086881517434,0.2939559219149,0.439718376234431,-0.123394486627778,-0.0953113527293988,-0.104030101507642,0.362379165131965,0.607203348041709,0.363735825434991,-0.132712199716722,0.315577598095023,-0.0264439698858495,0.132018127075422,-0.585056354433051,-0.565411302821529,0.120736919560331,-0.0371881761826672,-0.40126082979835,-0.0123857162014027,0.220726125285583,0.425328227258943,0.245396550430389,0.283749980152309,-0.194142889401515,0.213242279783248,0.144499787085715,-0.307941882979305,-0.126060905783152
