group,CD11b,CD123,CD127,CD14,CD155,CD16,CD18,CD195,CD1d,CD224,CD226,CD254,CD269,CD32,CD33,CD35,CD36,CD38,CD41,CD49f,CD5,CD57,CD58,CD62L,CD64,CD82,CD88,CD95,CD99,CLEC12A,Podoplanin,TCR
healthy,-0.456029742315458,0.0289455461480005,0.0393432262989718,-0.197144414035355,-0.243053319820185,0.103860125468866,0.0024977184485006,0.005685730004693,0.188197210987969,-0.236405253728826,0.0010912972390458,-0.0129748125260626,-0.1182887419809,0.233377134008292,-0.100132817369317,-0.460460913495369,-0.230634298460835,-0.263495755946761,-0.126530405713805,-0.0548594210431193,-0.0413698534465234,-0.0774585335753841,-0.126648277612431,-0.0869251402668017,-0.176622707725533,-0.359221357571964,0.101157759761337,-0.297215575588278,-0.225922420299526,-0.023870561704869,-0.162380670991859,-0.0277436464209868
healthy,-0.840641871266723,0.332007544538929,-0.369271910268615,-0.798159553296691,-0.651457040907233,0.481122599539543,-0.457130379666273,-0.634558195379774,-0.698128568821264,-0.761208175750476,-0.745342729462282,-0.508129247539907,-0.586363744973327,-0.254562089409009,-0.780066731306876,-0.813851993334609,-0.867309044029225,-0.79235620376118,-0.78483550257193,-0.786416932366195,-0.30945542145347,-0.371371370617929,-0.648816577890256,-0.337287476605443,-0.788581279030748,-0.714549941411342,0.043030330466949,-0.68784775344221,-0.804428682150697,-0.645288896307586,-0.514158255792503,-0.317903081795846
healthy,0.412313888517976,-0.0362373766076685,0.0720505339018316,0.540143992187048,0.326281169648252,-0.543886753967002,0.0404430351439365,0.342051024246039,0.468125181496576,0.361552607231364,0.468779795397676,0.0836772058183105,0.269674224777902,0.0531076713988232,0.518718163562735,0.29105775713072,0.584072776455856,0.387650821821174,0.488903845190391,0.491504868918748,0.0314409680887308,-0.0821397473087965,0.42056554630656,0.0970885993062586,0.513578239454712,0.344356737616179,-0.446763672880232,0.320220757923048,0.557438416829524,0.288708918486858,0.276285358432823,0.0588685751451242
healthy,-0.551580096437378,0.26120124461745,-0.178489616008716,-0.550313584336641,-0.445686254284411,0.560923878485609,-0.227191086776244,-0.352564483913901,-0.394571566193874,-0.442630231027487,-0.573902598101854,-0.240606639273828,-0.277411494430331,-0.21371989253245,-0.60411553241678,-0.503547403848463,-0.55738795837359,-0.58768458108463,-0.579389493357299,-0.536980568244354,-0.267738511572115,-0.104697000214894,-0.382064506886511,-0.205735052163668,-0.540884959148655,-0.445385911102476,0.288321341747225,-0.496024447804213,-0.595360392963568,-0.506518791387614,-0.370104474910135,-0.277415320070316
healthy,-0.353153928100692,0.240198328075212,0.0961853800932879,-0.32141267205311,-0.151478724786986,0.351484493207062,-0.0755938170050309,0.0538948330749304,-0.0006107595965811,-0.329743684572494,0.0304522772940892,-0.0362628901934915,-0.111547095704944,0.12733687699543,-0.242421955521686,-0.473986908556877,-0.191808618957607,-0.439005087393533,0.0768775774298273,0.0380983368174507,-0.0215094214301381,-0.124689740646612,-0.201192029712403,-0.0157307931673185,-0.45144307165615,-0.360756218618507,0.0435143334393865,-0.309690281467898,-0.370237771140461,-0.133992289282817,-0.142713344619042,0.0379196378385465
healthy,0.298047859204713,-0.138959889951824,-0.104048034620363,0.221253682243617,0.228497745169273,0.158239681967879,0.174562360805149,0.219540700673715,0.336686212466884,0.242860895744514,0.10101853271858,0.219346786233173,0.0805351223398729,0.0838278270069953,0.0349448586155384,0.181275112394232,0.0768980519516194,-0.0673773469384856,0.297100695160205,0.26238658668825,-0.0362744500754221,0.0503775523296066,0.185606048954942,-0.018018560306614,0.171371510550804,0.170567727033284,-0.0738075169007458,0.247795695843127,0.04585957358123,0.103328280387222,0.24020126006859,-0.0652845723694774
healthy,0.66308151154025,-0.717161670346057,0.34514135427206,0.639740886687769,0.176149379049335,-0.609472391746736,0.218552596881356,0.342787298235347,0.766115119836592,0.607681826363664,0.58025855895009,0.118358578007069,0.460273431427794,0.0264498349343658,0.759803400289424,0.451183735930252,0.687764601959125,0.499336012430365,0.668211527383721,0.609014872890141,-0.174032951657427,0.0371055346864275,0.483822715442411,-0.0168927962304468,0.648970569622717,0.34301860971126,-0.623105507482452,0.331258865470129,0.476033730982657,0.43549475735071,0.473770079467384,0.0955295995185669
healthy,-0.0651852769506779,0.0852647036144006,0.045911446197458,-0.2410807846769,-0.132995468311823,0.167035599065171,-0.107455966236533,-0.131478711286146,-0.283248008032263,-0.120070805543142,-0.295072644530541,-0.101500936809821,-0.210416218460744,0.0581218274878882,-0.193858127664818,0.0837148473944551,-0.197818139709839,-0.171506479626826,-0.272313586912433,-0.160301522696144,-0.0328924635141465,-0.0938094255834713,-0.119874385089146,-0.0505206763608319,-0.0952337916111007,-0.0855060608314383,0.309163100926569,-0.0461093016046328,-0.27899947958326,-0.156938281579339,-0.0582956260449118,-0.120682415939398
healthy,-0.708536622073598,0.384643647076031,-0.045464370447246,-0.598046797282732,-0.447745575708079,0.621034208988109,-0.304725641844422,-0.279234164952765,-0.26643174371926,-0.543728877087183,-0.275896188598584,-0.175222931134447,-0.244797454043124,0.0124425860868753,-0.571163386097778,-0.619546916976282,-0.627791155880589,-0.62379813349001,-0.273516138388776,-0.20916359386197,-0.107290595694019,-0.167070224696635,-0.491903337009782,-0.139690406173023,-0.58779940255356,-0.490542088172597,0.26486315060025,-0.526680962973625,-0.538908379167103,-0.257561658726747,-0.286236407878257,-0.100921443359495
healthy,-0.508626026372397,0.135308696517105,-0.0414297005057573,-0.487519619864386,-0.522694156996167,0.49025896100134,-0.183019779017497,-0.148498899964067,-0.164103302074877,-0.382930500377263,-0.0278751190237838,-0.0977957090480716,-0.207426717053491,0.471566982695881,-0.533767797829424,-0.529265557923224,-0.519451231396554,-0.575704751430971,-0.0146309222165124,-0.273056268972931,-0.0982443125991509,-0.129498108816178,-0.302188261408307,-0.204344854478473,-0.537421129157154,-0.506069594476236,0.400136120178641,-0.501555378498925,-0.691019159115165,-0.350540944518602,-0.302229775379003,-0.0106828437061481
