group,CD11b,CD123,CD14,CD155,CD16,CD1d,CD224,CD226,CD269,CD32,CD33,CD337,CD35,CD36,CD38,CD39,CD41,CD45RA,CD49d,CD49f,CD58,CD64,CD69,CD82,CD86,CD88,CD95,CD99,CLEC12A,CX3CR1,IgA,Mac,Podoplanin,c
healthy,-0.55198150136681,0.0988263775416416,-0.141831040624281,-0.232427859756795,0.153403941651545,0.0713495275998183,-0.286928218182352,0.0714829734923973,-0.17183126678072,0.0014115617928359,-0.154322381251415,-0.0829031182148754,-0.546486612283205,-0.191275994057311,-0.305301237500097,-0.0036791688775807,-0.0213771137960556,0.209498053754999,0.515536582676856,-0.0129954525311993,-0.207902098091682,-0.180105339957164,-0.159045455711562,-0.386428302470258,0.116135754194785,-0.0175065386073365,-0.383950702754573,-0.164705762610323,-0.0641842676773835,0.148181532345532,-0.118062460742261,-0.191955048862784,-0.281192616638481,0.0010585464582523
healthy,-0.83856928301149,0.473011450534579,-0.735194528738739,-0.626611772123952,0.559853484958616,-0.630217323191243,-0.699235192461267,-0.560983577321923,-0.454752676197482,-0.178862804280881,-0.73172600795383,-0.353417186742833,-0.796050786450769,-0.786863581394908,-0.733076595559535,-0.576871774992907,-0.639371894522121,0.514484435394527,0.415962765487514,-0.604751837647476,-0.526357701931657,-0.752463743122903,-0.514333678283318,-0.614014372472843,-0.0551239676542661,0.118708492665822,-0.610668959721051,-0.707842295435927,-0.547121308715696,0.257239577543756,-0.280946567113612,-0.451236094051772,-0.386423161139671,-0.272370232696612
healthy,0.144486215678285,0.089394304990154,0.28416634367628,0.0253551020454114,-0.217444611789778,0.402397221472029,0.198236599836887,0.280899189727301,0.23374878135485,-0.0664226252517016,0.246219516562491,0.155067748106766,0.0387762332936537,0.302584224550002,0.198016378162498,0.179242860816192,0.225541695066782,-0.160356509440332,0.0585338698545256,0.308095919367587,0.213336298819536,0.3062699352748,0.287589317605503,0.210135119672818,-0.0259973918648656,-0.25271093930169,0.179452647610043,0.385304730799886,0.129885080502057,-0.0224933001439828,0.0801046038678296,0.177097595929693,0.219285549318129,0.117046730799168
healthy,-0.629761869157155,0.332541363016558,-0.522300293673494,-0.504428058982237,0.506907475481657,-0.117387811789903,-0.416042868371105,-0.464444102915973,-0.161791025889948,0.0035512744412628,-0.519393826274672,-0.160613110753875,-0.669382592766594,-0.623216706724665,-0.547830399639093,-0.150456853525295,-0.521664192325436,0.455856288566854,0.428560044089007,-0.370991371178336,-0.360223724310961,-0.574565674031585,-0.383848667113501,-0.450501491959162,0.104483469509748,0.346480827912481,-0.524286358327934,-0.515397698917756,-0.34923782606208,0.280891670563895,-0.0795603207482104,-0.234588419924018,-0.410928295180525,0.0307199377281246
healthy,-0.364018318205056,0.175245536523728,-0.135158528907625,-0.122693758433875,0.317494284074186,0.190991334040695,-0.305552078559325,0.0743216200245046,-0.0403229758787461,0.133943630965198,-0.111403976107973,0.0307531736615186,-0.44430285986691,-0.0709492684933535,-0.183672481212005,-0.100681279621887,0.0317747173999105,0.268904382477611,0.450177167630386,0.0542243476287502,-0.174681741792778,-0.125712823177159,-0.183982580764803,-0.2376107822395,-0.0191728139554845,0.023151454970558,-0.186351190294165,-0.184651593018756,-0.100547912607852,0.0905565441070294,0.0229235474358644,0.001796812134386,-0.134470212379116,0.0367454147248143
healthy,-0.565994962715393,0.206939419642123,-0.389948695927816,-0.408634117887393,-0.0176724236403335,-0.345764182871606,-0.148532315948094,-0.142178122068767,-0.217599806924333,-0.009588424712777,-0.277635587983964,-0.151076849398735,-0.576435119361342,-0.28597841500172,-0.355719108668669,-0.166733532710461,0.015598757481824,0.11181609305299,0.337070227794843,0.0934167703507625,-0.446345611470879,-0.21254785211374,-0.360427475051137,-0.307413437689014,-0.249315476898543,0.0117810375118519,-0.228382790760745,-0.286498943540902,-0.282271068915168,0.0860988305324165,0.0354622986945382,-0.284723169360487,-0.244657996208494,-0.177618791381359
healthy,-0.917685845307732,0.761083755794989,-0.875083876278827,-0.452772594264947,0.641698178423896,-0.692561079824915,-0.826373190433193,-0.521534997372977,-0.657308888980185,-0.176872419167225,-0.863794152646917,-0.423439283864316,-0.75253233944344,-0.796490176516748,-0.752340662540346,-0.388360493974989,-0.511928779341376,0.381281136288239,0.0589120622908414,-0.654795430694097,-0.770562484828905,-0.805044732797764,-0.698494883038597,-0.743255395640232,-0.0171273698651474,0.411142033393165,-0.672013702612537,-0.773417322866144,-0.66469947883173,0.0504011156045903,-0.224951594486673,-0.738947236652952,-0.758947009481666,-0.31596138274901
healthy,-0.348216000060311,-0.0288982657460606,-0.0780147847900644,-0.209067160464654,0.134388736569886,-0.122717122155573,-0.312735314902089,0.0106147761626865,-0.106381332903009,-0.133316992839006,-0.254574424019149,-0.162578309593814,-0.389708323113217,-0.225457377059663,-0.350999223833889,-0.242077498530139,0.120352974835751,0.22837883660083,0.185814188940486,0.0246895415144895,-0.262509015359126,-0.317391341538667,-0.000911192224648,-0.277699210276298,-0.175034193277024,0.116872434948564,-0.301951389286781,-0.240525898409258,-0.168193691210785,0.253106690586385,-0.125304639494492,-0.25690018730066,-0.222572326573278,0.0336917115985952
healthy,-0.715361457012493,0.402377788795179,-0.348980139903747,-0.374041479154837,0.328404586045652,-0.0532423292881271,-0.437349420770111,-0.181349864030913,-0.252309095803216,-0.056022655746498,-0.45487226269419,-0.182514729274781,-0.688903142069217,-0.490008065453098,-0.481968965707493,-0.170789360465426,-0.224961711763101,0.313711505809547,0.475183544743202,-0.157305858942567,-0.396632776036975,-0.419439824518272,-0.160605222757206,-0.445932858781976,-0.100598668068302,0.0076754653755444,-0.464843947703137,-0.337661177452574,-0.0976127378758957,0.317996361250566,-0.07104187545567,-0.286226737882565,-0.344539603452335,-0.0653948825937548
healthy,-0.685908486536492,0.259284474872875,-0.429303553349053,-0.358014128486586,0.448330206202103,-0.153710426331312,-0.448338188590444,0.0300972969580395,-0.240180974067133,0.209186068642796,-0.414854381275142,-0.0515203505860248,-0.741278457645702,-0.365427262880174,-0.455752926126611,-0.0317036991894795,-0.0431007777660845,0.406313890055139,0.601604329350272,-0.224486878311621,-0.295576199487915,-0.385766400994942,-0.376571251038862,-0.482892672721852,0.0937063944253538,0.192003252954661,-0.508000258498481,-0.382601011959596,-0.211399628943655,0.31115274598164,-0.092704548281449,-0.252581554440689,-0.406913019374914,-0.0993973807598735
