group,CD11b,CD11c,CD123,CD14,CD16,CD1d,CD224,CD226,CD3,CD31,CD33,CD35,CD36,CD38,CD41,CD45RA,CD49d,CD49f,CD54,CD58,CD64,CD82,CD86,CD88,CD95,CD99,CLEC12A,CX3CR1,Ig,Podoplanin
healthy,-0.10060476445366,-0.521924079280079,-0.111718777821287,0.0345409923661503,-0.429160658387209,0.0937856488884876,0.0041595310237001,-0.0513464407834652,-0.0410656322013814,-0.299416212186351,0.0751132145685285,0.014089292447658,0.110099310820385,0.113048556957075,0.0799021679432871,-0.288937067307275,-0.35044907431057,-0.0581838807539588,-0.345435707488127,-0.150873196689864,0.174800024973299,-0.0101332949344642,-0.283057015164481,-0.626509889670013,0.0182918277404296,0.20291589941291,-0.0424252438555042,-0.45152050584619,-0.0493619760673194,-0.192816669694001
healthy,-0.407179017362148,0.0571714324297064,0.403124988626874,-0.344353705694291,0.12291442520168,-0.33478524037276,-0.298963940398575,-0.251850636574652,-0.0696902909335479,0.0145004248179515,-0.442079127739511,-0.474138364278931,-0.378701192965314,-0.434337477079802,-0.274892196518563,0.140394166755498,0.155576796085608,-0.240544564125239,-0.103311559192083,-0.231965138038581,-0.495564703565439,-0.321614719323789,0.0199535213003964,0.18473180049669,-0.416391735642147,-0.426650859949743,-0.399001775229219,0.15515087973347,-0.14773920089196,-0.121295518049563
healthy,0.520893555526857,-0.53291669062058,-0.329376522076532,0.559924158409456,-0.671454888678734,0.323800448288436,0.470443132323888,0.614992079366333,0.146809709527255,-0.358791072514363,0.613632672489174,0.535770353604861,0.666585394573556,0.602234029385886,0.573972012068215,-0.515386811961284,-0.488008765910573,0.607704193253674,-0.356984565335496,0.434656466508226,0.620635750366773,0.479040912155985,-0.309232033384619,-0.609985902038531,0.481697421502641,0.698600289398547,0.230722885700573,-0.439435231262074,0.248649373456774,0.372348197170881
healthy,0.267609358605607,-0.590065827877385,-0.293496990632256,0.374941834849644,-0.595867603327865,0.331248490410868,0.219654317826549,0.412059808728018,0.212157941153691,-0.303063071111656,0.375746706887784,0.261271402060012,0.503034197502489,0.459886259261398,0.365718561757302,-0.468040992698688,-0.37147836132771,0.324586670326141,-0.45844802060931,0.231857405043606,0.477568124575695,0.281636323249365,-0.3218992143311,-0.686405864833045,0.307003969355043,0.55343957079162,0.29870404149721,-0.401331793367133,-0.0160477869345435,0.206693945208582
healthy,-0.15040130106755,-0.257960124426506,-0.0622724303543667,0.0886950019435611,-0.0650494261365572,0.0384275700294826,-0.15109768247493,0.084297532617965,0.069504965734658,-0.181954786429774,-0.0469036389508422,-0.0937927967621104,-0.007109591791149,-0.0146296702401029,-0.0045904976274913,-0.0664435440166525,-0.147766659966602,0.0670104971110561,-0.263677224712982,-0.0542195634793092,-0.237930022905549,-0.0319295431840166,-0.380062170846119,-0.432953105634913,-0.0598227995036517,0.0993085903274618,0.0171374813057037,-0.113926237195325,-0.107965952620529,-0.0421633746068517
healthy,-0.0395990764412769,0.296417220300299,0.158133053851547,-0.0832161378252522,0.111971103569724,0.169265664201401,-0.042709476149749,-0.127460259720729,0.0849483776496008,0.106907986047218,-0.0589911252357947,-0.0904065789891541,-0.008391360763363,-0.0048239526180751,-0.131266798324502,0.338438070762712,0.36171775933512,-0.238175986138401,0.462790154748335,-0.0557248982397135,-0.0052549857902569,-0.242137549557432,0.195010919579187,0.272056840382971,-0.0418318149582477,-0.247790817087864,-0.0914869413364459,0.154451618488103,-0.0494405911610579,-0.134984446954351
healthy,-0.160927517800341,-0.0579441966473224,0.0501966690844939,-0.190744971110151,-0.0714367620876218,-0.0806007849375784,-0.337356609263425,0.0179659213141862,-0.15182318667559,-0.236315944247745,-0.0351070003787532,-0.16742875167345,-0.0314121862527889,-0.0662106205907084,-0.113839156224991,-0.0575321330476081,0.0596643774281508,-0.101541161162133,-0.051639392438423,-0.175435656239496,0.110334307747908,-0.0427538859860266,-0.0156127045029235,-0.213004779365926,-0.116788871115758,-0.134248111656182,-0.141249362568839,-0.0846599384233786,0.125650936604841,0.0019687341361392
healthy,-0.046112016122059,-0.375162977814184,-0.0621502470855508,0.0832907182634966,-0.335890210538512,0.129470094389532,-0.0319361059180241,0.196331573408758,0.0253652509210851,-0.389222239507442,0.0289604610568854,-0.189919781757166,0.0787169511565698,0.0783449235110743,0.0817066465403436,-0.0948225777290919,-0.121327562484761,0.0384930994784389,-0.120470704861654,-0.0405924251406701,0.140236849993251,-0.0525148694725228,-0.178247936556716,-0.47049696895316,-0.0272454597796514,0.189418212265189,-0.0705667537964316,-0.254517446912861,0.029238288153072,-0.169795830384108
healthy,0.287360313500826,-0.473614321488626,-0.343931441603642,0.345129836975738,-0.63859948364088,0.382483744237757,0.318041054310852,0.114435065607832,0.0592843426188308,-0.487696870034324,0.365243966163107,0.164948712884499,0.434494628422156,0.436204100795838,0.0453040450136282,-0.495151811130599,-0.535000316426467,-0.0153911692052331,-0.517243114510584,0.205546725042067,0.350787389766266,0.103908273588585,-0.108929870389489,-0.637185349135917,0.290769659685432,0.481095552790373,0.175476392941944,-0.640187284977569,-0.0633007123698561,0.0779968436441102
healthy,0.346685270764836,-0.3437691453117,-0.356414530723506,0.306924136030884,-0.564329735944755,0.302308662713888,0.250829888012868,-0.102803204641281,-0.0436171688318279,-0.545250553168708,0.193837221180289,0.36795790814978,0.141425847095057,0.228842806689646,-0.109205576431296,-0.495665531578901,-0.595390797928173,0.0349199111109157,-0.199171240063751,0.0951783880825398,0.20172336535806,0.176595258552377,-0.250338527824192,-0.332885797084979,0.138677899226213,0.138459200260906,-0.048677461356666,-0.346931384666894,-0.0926807326911681,0.134131093562364
