group,CD11b,CD123,CD14,CD16,CD1d,CD224,CD226,CD33,CD35,CD36,CD38,CD39,CD49f,CD57,CD58,CD64,CD82,CD95,CD99,CLEC12A,Podoplanin,CD11b,CD14,CD224,CD33,CD35,CD36,CD38,CD58,CD64,CD82,CD95,CD99
healthy,-0.316151640606647,0.0953781942256514,-0.357742730794716,0.24663151793626,-0.220259911441579,-0.224945075744293,-0.0055868896803184,-0.139185847070492,-0.254341667386192,-0.223570625208288,-0.200652414768468,-0.0498519330595169,-0.0519147888448618,-0.017858140382701,-0.157346560106347,-0.412164870866855,-0.219330087500456,-0.232841654921324,-0.134794215357724,-0.0799384141485201,-0.15002478020988,-0.525193405131303,-0.314668364078403,-0.135472562201038,-0.120221093200096,-0.493565670113898,-0.270986752790853,-0.14266201057486,-0.195325469453464,-0.219356664509699,-0.36237576150413,-0.262761946532445,-0.112641925212814
healthy,-0.670876021138989,0.379135436903532,-0.665511321606322,0.492275286075412,-0.60991882794406,-0.613571247343023,-0.538780045916413,-0.711595113772919,-0.666232389810323,-0.748095125877352,-0.724112444845163,-0.472114783527911,-0.563453702742756,-0.165322703960857,-0.432559174771304,-0.761036026127532,-0.52476296178412,-0.588467088449961,-0.776141750652274,-0.596084442560086,-0.316454193112758,0.0337701107569793,0.0521215208324998,0.0154487531134689,0.20045147831064,0.0691246108778299,0.213959215399941,0.101711112130951,-0.206558306813616,0.145599740179039,-0.139887241670815,-0.089800479917716,0.129379471091375
healthy,-0.653087405936312,0.194485183946184,-0.593181020340225,0.697613932304819,-0.362866626760228,-0.528465144939457,-0.587583312419442,-0.72306254813338,-0.553106426546528,-0.676784882966219,-0.531353805666507,-0.286095546478065,-0.59548443449976,-0.0454542643589897,-0.504057710396246,-0.598715370752889,-0.490367924296677,-0.459002594568097,-0.603984253395445,-0.339612287642119,-0.374752432849754,0.346076146072579,0.404849532491316,0.259303537312885,0.449019400964867,0.240506802967517,0.398266254945034,0.293470720928101,0.236531890340007,0.376477296811114,0.296715882950031,0.285199557949513,0.440870479933952
healthy,-0.298855238323238,0.27746601223741,-0.40834654315727,0.615140904976145,-0.185487319884404,-0.26828952562905,-0.35075315748889,-0.395233194552155,-0.319956600319723,-0.493362846030217,-0.47883424074597,-0.0724518198408113,-0.214418259434754,0.0411308073211815,-0.197428955509624,-0.518199666650188,-0.320364023665094,-0.351801838204885,-0.548515832589298,-0.269451859340706,-0.182519785547187,-0.540155217976074,-0.471090041599403,-0.376475947019621,-0.573273532614141,-0.545491331475902,-0.63830661069388,-0.588847584520518,-0.424809105867254,-0.612904153166699,-0.530314002555451,-0.579008962606113,-0.685500635510887
healthy,-0.0195966886872977,-0.135707338113918,0.0936632704260399,-0.190998939504194,0.023638825866197,0.129576159332894,0.137741681845467,-0.0529101806391895,0.0843505407228093,-0.0242843736464684,-0.0280747152030228,0.0543908146967185,0.109472757893459,-0.120490368744451,-0.0517198936664135,0.0049607971403783,-0.0274303103959414,-0.0673075004544913,-0.0256168978884569,-0.162881875964001,-0.0251099243770062,-0.533841058935715,-0.295232358690168,-0.33259814764189,-0.227334740045676,-0.458869922413269,-0.194197429479482,-0.209581000456585,-0.327211992715001,-0.22686550882052,-0.365114552015032,-0.236003691796805,-0.142912717184708
healthy,-0.295497481368712,0.144757923305513,-0.217454387219598,-0.132022727285909,-0.223881095904607,-0.327481343692872,-0.299000569700106,-0.111329590169744,-0.279618908166083,-0.381665133293335,-0.207861801130376,-0.312339690863587,-0.253297103408901,-0.360008691245832,-0.286116826187237,-0.176805523913074,-0.167483909680405,-0.107543500164018,-0.194832303332393,0.0137309144312187,-0.19709495131919,0.32820109180895,0.384960147890739,0.145222725545346,0.254797940533869,0.156560551142291,0.178340046461411,0.151501603620944,0.0479068095558842,0.250217359471954,0.236012014747277,0.0432086912797377,0.015804593139398
healthy,-0.721658434117233,0.781301858620688,-0.662068893339459,0.682317931394015,-0.573174079014195,-0.59529433247513,-0.395017700351394,-0.777501492737362,-0.521789707946017,-0.698486473650575,-0.641215913696168,-0.306676670119077,-0.426937065046271,-0.0661851073246936,-0.616542596589611,-0.72130471758192,-0.546970910929928,-0.523668096366343,-0.636274685301032,-0.5353703820102,-0.541865118999728,0.672391367941922,0.741057841546216,0.518248751327289,0.653614845601795,0.478152902290372,0.629576714509309,0.513146816725359,0.615790150686901,0.493303758849693,0.40651045398127,0.394488140263589,0.479449271555195
healthy,0.232131986648966,0.172114181578852,0.197456738245079,-0.22460609360506,0.0626570070474522,0.185522381232577,0.0996953555654499,0.245010519427715,0.157916636946352,0.19093395322601,0.182836891156402,0.30095740448594,0.0426351233482373,0.120623530439402,0.294313653443836,0.229717277056592,0.114414373138939,0.0385110570813057,0.149347920315027,0.0298920597163405,0.109252195214646,-0.427882650064091,-0.29677623605004,-0.334820204296002,-0.221747779416617,-0.467260857100744,-0.436135029780254,-0.26113332415064,-0.265864618438211,-0.565053809610582,-0.254873365062976,-0.383533652270956,-0.360689476864117
healthy,-0.497703619765739,0.190477994293201,-0.576668872344841,0.578406463887624,-0.411694504503269,-0.317228911467425,-0.244581405972933,-0.606526242069993,-0.357343333644052,-0.583660550872127,-0.523338016495449,-0.171467759610322,-0.170816745740128,-0.0554026821950484,-0.415830911477705,-0.607324109258878,-0.244359842470733,-0.407405415956643,-0.489639412585916,-0.303580012044911,-0.254296423247526,-0.147997730674561,0.118142534487954,0.0347389862841095,0.0281275050426562,-0.281788525625065,0.0002845387631246,0.135096510034507,-0.0367276253230499,0.0363834576239249,-0.235655238948046,-0.152880111760605,0.0638841550980454
healthy,-0.486147631743614,0.154268536188404,-0.483620994254377,0.419412720902684,-0.449693293486479,-0.50219717535326,-0.0338454916978316,-0.511260517264151,-0.35749302598492,-0.362727763420025,-0.349294482836519,-0.337051682380316,-0.14638900004713,-0.0371580334321711,-0.355093544436469,-0.361501310592529,-0.212086281599664,-0.281210353052713,-0.360407712058718,-0.472663834500018,-0.293135214703091,-0.538839485944107,-0.532167824605833,-0.251596240990282,-0.418268511796763,-0.577097241210005,-0.422418164460464,-0.437292757990753,-0.2743684395011,-0.492225672834767,-0.379206375083253,-0.376606252023346,-0.450008062254016
