group,CD11b,CD123,CD14,CD155,CD16,CD1d,CD207,CD224,CD226,CD28,CD3,CD305,CD33,CD35,CD36,CD38,CD39,CD4,CD41,CD45RA,CD49d,CD49f,CD5,CD58,CD64,CD82,CD88,CD95,CD99,CLEC12A,Podoplanin,TCR
healthy,0.316291279808999,0.138962344619499,0.196373694404743,0.0492049077631913,-0.088823151930678,0.0644494450929506,0.0265474083347041,0.162295798930582,0.070179662313413,0.16060137947687,0.113972807626107,0.0798420190764313,0.014575476776127,0.0237675551051422,0.105865115132314,0.115822563059932,0.266492665210847,0.153351389378749,-0.0350217780684977,-0.0380500000119185,-0.0253072521145645,0.0927521920606565,0.119346092678818,0.0823358435218366,0.142142552310648,0.102712068080125,-0.0908121047877466,0.0291106562185613,0.0954849281278499,-0.0520553307865466,0.0559050345105517,0.0845008400451397
healthy,0.801952408021099,-0.387920823359972,0.734134878727525,0.551313148710655,-0.599946095427016,0.642248545769678,0.389910097536797,0.680918739952677,0.635266762819867,0.261632810124526,0.244683980396103,0.308893609480751,0.757857721767738,0.748565285873188,0.832366725589714,0.698486125434553,0.63047727594452,0.340414809685128,0.733084710623063,-0.468725441977112,-0.289744032814753,0.678969671974612,0.197650926777377,0.508764903917349,0.707451473136923,0.590430504243596,-0.129986530636236,0.558869290913819,0.71405871004693,0.544801789771207,0.340164452904588,0.174888182234327
healthy,0.468229587244908,0.102744737309122,0.486782606763098,0.12882102671445,-0.414728612318546,0.467905693202354,0.267176900734055,0.432773029887891,0.42015384983496,0.374205464262125,0.236458896802598,0.39735379625881,0.393782012549146,0.273949738827902,0.461661206936687,0.33012952387076,0.424398048877517,0.376851377739675,0.425882072102396,-0.290718696089153,0.115920324395254,0.48816780857286,0.195883676255747,0.449070384856868,0.358419781042592,0.446997056460415,-0.101860985146104,0.331138482667026,0.359814506505968,0.271841508685921,0.404522431981387,0.223643073822915
healthy,0.376882822560138,-0.109474482524696,0.471320595833058,0.499409004112781,-0.558435715029022,0.385359674990126,0.266873681350043,0.351690665386597,0.458308552891515,0.178415582755508,0.181769369752166,0.109825555271247,0.549662954319062,0.313079968470208,0.572704265218342,0.513313035623357,0.314487857707515,0.205502634509193,0.474871647326266,-0.219405725492473,-0.11999280076472,0.363988624978476,0.123578853021443,0.348173330213586,0.552206650740714,0.353554797580068,-0.509909204844125,0.37784271157664,0.579209952626411,0.48276911345789,0.281766378945926,0.202110805344523
healthy,0.343364468637711,-0.320283670292826,0.313926377548179,0.269994146006799,-0.527966928976348,0.243438619412097,0.189314472954708,0.250959929856535,0.244921935689174,0.10496812942917,0.103815023983047,0.0529653465974667,0.299286502290224,0.301122109878692,0.350203010493425,0.32426662861013,0.0313909030025778,0.0741003322945544,0.241930852680952,-0.263940339094307,-0.342278667957218,0.318549225360517,0.0703044178421456,0.269635809760495,0.323434438689085,0.368333404582334,-0.341968310037909,0.244851455571373,0.418816810536504,0.272516980798324,0.171694358999407,0.063086005949832
healthy,-0.2957493705377,0.0260857914655823,0.0155550084362872,0.0871199642196473,-0.285332432173539,-0.145806333016144,-0.191685404327653,0.0479627942493491,0.166161619385376,-0.0328772042274866,0.057549565601801,-0.144953743413166,0.0874409695282045,-0.22075121702775,-0.0248590124241305,0.0886111645761262,-0.0836037384028578,-0.0623624616650241,0.105695753085118,0.168336888388733,-0.167878476761331,0.185562063849732,-0.134051303534195,-0.0055483210014272,-0.0817102900733542,-0.153559369209899,-0.189095635995318,-0.0310585460305583,0.163748186593112,0.0087970231600621,-0.0020076334969849,0.214189816138131
healthy,0.816838705155452,-0.747198334601478,0.788439611505776,0.311433964941819,-0.695231725690873,0.628092099387126,0.703856230701403,0.680675423529274,0.341410647109712,0.159729560690471,0.0179371748773983,0.268911511977207,0.834817864031175,0.595578736077247,0.752733348802992,0.66825723639141,0.379954422676829,0.356070237401169,0.339027599032209,-0.404410216038692,-0.102546340254785,0.411096643904978,-0.153981456051617,0.70382632130395,0.733816255644051,0.606338399350742,-0.515735363402289,0.536001279087046,0.680271479116771,0.594335191701985,0.653967156869302,0.0828236921934374
healthy,-0.505911936448716,0.357635432289467,-0.376710047287388,-0.211436556441935,0.412191373743972,-0.155031831286962,-0.149663262548788,-0.301568167359399,-0.170467365758176,-0.165458145551476,-0.0353315872183243,0.168115800428419,-0.356478099129518,-0.61762872944617,-0.373565485387309,-0.386098791031963,-0.0328614024222479,0.258009698765615,-0.159509824287503,0.346786814596009,0.553875102129393,-0.156921597895838,0.0194060802451396,-0.286801035628512,-0.463752940391943,-0.405512401435306,0.0910748721393338,-0.437092476116554,-0.261471557765959,-0.109197838654871,-0.293042626185957,-0.0061853393405039
healthy,0.29793061597863,-0.100102468591743,0.212905964210946,0.120586884438186,-0.215541527894044,-0.009336677387339,0.176127385668223,0.30690862303758,0.291343146976052,0.133552765691253,0.0614245027020321,0.296589007064975,0.223924663873469,0.194542928992075,0.17650509665807,0.322793032482632,0.41728686251741,0.172375386987329,0.2311001147042,0.0496893541628388,0.035581148901693,0.288790790818514,0.133135314106391,0.261209566143055,0.188499697297495,0.355848282390001,0.119650077058348,0.176481543222526,0.107542078987193,0.0500279526251201,0.118250238762645,0.135228395554678
healthy,0.39330782540563,-0.147944203940717,0.48162549848142,0.352254662136187,-0.578658521695749,0.280695665579475,0.180916708191893,0.258661660025949,0.217016716370439,0.14808085983025,0.141635919493776,-0.106724325201166,0.469458535626938,0.312422856280277,0.450540730413988,0.404034546556176,0.140732990232259,0.128326754902092,0.182153043098521,-0.281157954926881,-0.260516985115205,0.371491975948877,0.176940055220512,0.250873130434859,0.401555273676861,0.40276546587927,-0.491569369427164,0.365030431900223,0.604549731349475,0.282266760666446,0.178695107463467,0.151086451898339
