group,CD11b,CD11c,CD123,CD14,CD16,CD18,CD1d,CD224,CD226,CD244,CD28,CD3,CD305,CD32,CD33,CD35,CD36,CD38,CD39,CD4,CD41,CD45,CD45RA,CD49d,CD49f,CD5,CD52,CD54,CD58,CD64,CD88,CD99,CLEC12A,CX3CR1,TCR
healthy,-0.139751066623746,0.480446627918473,0.278930882810158,0.037230051501038,0.330006043867552,0.203600078601699,-0.0835011404350988,-0.0235476479891629,0.10650745488276,0.259062636190891,0.129842866696033,0.0920183606242637,0.384820882360474,0.261057255791881,-0.0944992342072405,-0.220495199454388,-0.118151874930351,-0.150118928883566,0.261028129367365,0.430906948876859,-0.0951416398154936,0.453704155325037,0.339377300330284,0.583200608707652,0.0482487775358987,0.14085395081966,0.361969751748601,0.487492236648145,0.0676999494483983,-0.037022170052987,0.222381125654655,-0.127406276465414,-0.0097077066393671,0.326415814627466,0.125371241629071
healthy,-0.231459206867864,0.151072904565072,-0.0610397370753238,-0.327313914125724,0.0591727408664044,-0.0123063541862113,-0.342291004182182,-0.267384087691769,-0.344074219671029,0.16814697957203,-0.341624877931089,-0.273846100512511,0.17670095365787,-0.076082391576372,-0.278781976273646,-0.263102696723556,-0.264260190201871,-0.389008889779508,0.0364138474306071,-0.175497306470676,-0.215293674693861,-0.0031495098802933,-0.132329215104537,0.387980309541574,-0.325929947831892,-0.351360072220901,0.178779813546711,0.0899069423599107,-0.337841199692474,-0.346890331710061,0.105536240805489,-0.450267178794309,-0.387148471342362,0.0704877390681056,-0.367372420620241
healthy,-0.576123365109375,0.458988203815208,0.23860159023985,-0.598401236610276,0.692925391294244,-0.0220318897322904,-0.303576381610699,-0.488077360211761,-0.582612092523654,0.243086009535718,-0.0210184816509932,0.0460100690590389,-0.0095081180980658,0.343658145566111,-0.657928843220273,-0.581948841715955,-0.676049294980141,-0.564795493318196,-0.175451791358861,-0.121903931580426,-0.599863175808835,0.459802496315076,0.586867278883912,0.563632725130794,-0.547110892497264,0.0469521990392866,0.491611859479714,0.357752370172973,-0.435624900771999,-0.54147956937375,0.609436463925219,-0.621470284200362,-0.261398600253035,0.49495635455205,-0.0521987996014069
healthy,-0.178221902001489,0.433359151740766,0.109299606321448,-0.245874588425494,0.335723234393084,0.0335713976730066,-0.0549321850054386,-0.163335434754828,0.0122705253547355,0.293904027781389,0.112720497053462,0.0507682995889315,0.179793634867412,0.169013407001569,-0.283651840733694,-0.245293761280061,-0.234264498412947,-0.303033057164194,0.0394885904859857,0.156093689804546,0.0752880978676417,0.403271245732955,0.3481179519426,0.391916385425047,0.161718143650643,0.071566854450996,0.397104017924297,0.550810163070059,-0.0957609999338389,-0.386444806288425,0.396432206147369,-0.322370950745309,-0.173242971121322,0.267849502641685,0.0384800271422909
healthy,-0.373358356617582,0.343963904709936,0.332097489503699,-0.327823481401399,0.416072717151613,0.0372433110078647,-0.0553998786246711,-0.241711869912121,-0.194793895581702,0.122348096577138,-0.0980680472174087,-0.05025433851594,0.0074489430274023,0.181975546533033,-0.30632137243017,-0.531727836662039,-0.331516094637826,-0.47455582719139,-0.0048341125870485,0.225599106345511,-0.131395036390439,0.226776116927625,0.199624141690492,0.556543664948698,-0.240008116247533,-0.0615402892645653,0.254343100080948,0.455531682912894,-0.28332705739115,-0.45397451474641,0.22618518454502,-0.483115201841202,-0.202973108944863,0.254832185050785,0.0192719085756384
healthy,-0.177739294866956,0.0283641792418248,0.096005143775138,-0.0679663359144402,0.161808482081655,0.123245258415647,-0.248110104023133,-0.17485143962709,0.0205797946750934,-0.0195016901853141,0.0325248340620085,-0.142651437996768,0.0885915945398444,0.272918283692156,-0.200283961093629,-0.104748163810799,-0.0949935645865061,-0.157147102754761,-0.104720580869188,0.0319640452207251,0.0984422258846202,-0.102444088986142,-0.170006100662199,0.330535375016475,-0.0048547297977561,-0.0126563409752203,-0.0541537526229877,0.163893473730401,-0.0351919072609467,-0.096811792324313,0.0048343240458982,-0.0630083447417862,-0.20472499482999,0.195827474578925,-0.152563979549594
healthy,-0.473877473364642,0.0894029221724156,0.492090031418592,-0.370934884530412,0.437895024793475,-0.117087971116879,-0.450351062082582,-0.468293577374932,-0.361469685470211,0.0710314407165968,-0.272164893913931,-0.162536516380521,0.0631201505092799,-0.005614078749745,-0.378195511493685,-0.446843204863709,-0.392942108475846,-0.364535599080482,0.0525814252926281,-0.197829660506696,-0.520730179008822,0.095497451632552,0.168121677683566,0.172395907234201,-0.465464682767218,0.082076675890839,0.159288832075742,0.18313768852462,-0.271748731786352,-0.408399879628069,0.290582022475569,-0.332986260563328,-0.234239008471389,0.239347233320416,-0.144059106663159
healthy,0.146979683364828,0.217538998775644,-0.238983284517723,0.0775529341521724,-0.0294591805496227,0.0145181931884846,0.0030548754464946,-0.08176945943756,-0.125723467621205,-0.0003019565279372,-0.190856929787183,-0.2194474456374,-0.0124913246367323,0.32359097606561,-0.0701040290519969,0.18551148316078,-0.110934857592332,0.005491010532331,0.0823132525262545,-0.209796386543966,0.0793721753263291,-0.0573099317298583,-0.221474539229055,-0.0877133808021938,-0.0773265209300155,-0.259090891700513,-0.067404509815808,-0.0216402384548617,-0.000345531718335,-0.0405303667146972,0.347675577551927,-0.315541108505907,-0.17178764591764,0.166026668407286,-0.179809952677828
healthy,0.0022322513941052,0.59247980659531,0.276656788498497,-0.15222376717494,0.393953474110019,0.143531901283437,-0.0721051657230762,-0.12289084005338,-0.0106722916472103,0.351444639057006,0.0371093155821986,-0.0362134890770827,0.302601742015973,0.282003003967323,-0.117011952187015,0.0953687188630736,-0.185550909561683,-0.289964954141412,0.179741466655994,0.299140987538453,0.134141494100832,0.428899352466919,0.210256524073425,0.509536525926448,0.144915021728351,0.0306158551148061,0.386386997107959,0.66161124754915,0.0157786057324333,-0.228675697975354,0.551767856300665,-0.366873810229186,-0.0922716081852739,0.588279334764266,-0.0540019890532163
healthy,0.319489778132157,0.225641068242137,0.128393921095173,0.372771959280626,-0.258089928649183,0.210260602363165,0.341744293164996,0.308982482398317,-0.0404609128496354,0.0351374737591999,-0.11754730834353,-0.171600059938013,0.32198773619377,0.152116417763154,0.348459935547121,0.229649612999849,0.247501632674941,0.13978503496288,0.540956564718401,0.2168084075273,0.224088059910723,0.136195953908112,-0.325985411603574,0.115214563897489,0.0238222699823541,-0.0620441700060202,-0.0409339779247655,0.483773038382743,0.32652070175593,0.243077618007062,0.0768959559428124,0.0602185899352206,0.326702912817487,0.104385511561349,-0.130067690381812
