group,CD11b,CD11c,CD123,CD14,CD155,CD16,CD195,CD1d,CD224,CD226,CD269,CD305,CD32,CD33,CD35,CD36,CD38,CD41,CD45RA,CD49d,CD49f,CD54,CD58,CD64,CD82,CD86,CD88,CD95,CD99,CLEC12A,CX3CR1,Podoplanin
healthy,-0.0895494026530353,-0.370197235346628,0.20799089970268,0.14921051616956,0.0995502387718024,-0.275240494821315,0.0375456487866263,0.267181127813917,-0.022431646129172,0.0263597492919391,-0.0030343535132245,-0.0025205720783893,-0.327736830063227,0.109472626843231,-0.203622635276357,0.22642133585414,0.10414686045237,0.140978783035255,-0.156189435389264,0.0116636534004801,-0.0642589139963493,-0.123263120260742,-0.0558550149733867,0.305777988272359,-0.0160000132071705,-0.111188936598333,-0.485371700858288,-0.0337038723441571,0.362969269633848,0.204208867027817,-0.22590159262607,-0.20089070269863
healthy,0.736849829088579,-0.0522465342376797,-0.296195039668363,0.737809790368175,0.654235005194449,-0.492478517250602,0.563875352763124,0.695518326668296,0.69437098115098,0.67771787450055,0.50582285030026,0.223997715216592,0.105342952509005,0.775263390871315,0.7228971377755,0.820921859845807,0.779443285642466,0.695667016417237,-0.389849453151664,-0.330224363925205,0.712640900756417,0.292222370766838,0.569015198814569,0.782806788716741,0.617313771194449,-0.0370658826141779,-0.233492442783521,0.650203676868749,0.817379552170193,0.664633009807999,-0.232335138825812,0.459796321856245
healthy,0.586827603056393,-0.454872336876344,-0.210805623748931,0.650578639213776,0.44968354937509,-0.681962790630417,0.445586709659546,0.412352338933194,0.529118957660684,0.656817596892023,0.377018893397113,0.126964748458719,-0.296249152521854,0.705512957738654,0.574354599840074,0.71793667643814,0.59352687842954,0.645524018522215,-0.534750492748661,-0.403899939956865,0.679832770644918,-0.279351164195402,0.502361606009474,0.632786165858417,0.538112494230802,-0.218326580029447,-0.578896199095732,0.5103294393097,0.729589356415105,0.363010812810486,-0.421572271282368,0.445253441436599
healthy,0.278887858503463,-0.428869907157746,-0.251901195399762,0.266000145424398,0.304245540914664,-0.465145673705766,0.206346464891402,0.298079944656236,0.209949164262148,0.472057364090269,0.161466139546548,-0.0271725538688325,-0.100650827267765,0.298196210679408,0.239643187559741,0.445821633325109,0.428601852527398,0.398972198636158,-0.266693962829496,-0.253096916925835,0.425304172371786,-0.289145482031204,0.195067690420835,0.387898124329907,0.350187555674165,-0.263641255059632,-0.50213931885174,0.357504752754818,0.514360148932802,0.261786623324032,-0.207318176025481,0.234888700990966
healthy,0.11266035682317,-0.367694181063186,-0.294292587554278,0.223364731373064,0.260425755190182,-0.537081465986809,0.0558690366819573,0.250376193035057,0.147149048228974,0.169300449058756,0.108842582635248,-0.0115429325648492,-0.265041805562583,0.348484589470809,0.204368514392771,0.340010350935018,0.341078960588538,0.103936564923263,-0.227547184862099,-0.378726739538258,0.183145543531752,-0.338633823949725,0.160479221924038,0.333907482296709,0.1845303238151,-0.254689035473406,-0.561045689450686,0.202829109985306,0.541413954302072,0.300020695106278,-0.310526504114604,0.0048150926533009
healthy,0.435212007100564,-0.0461783954421863,-0.313908312254275,0.253068831433668,0.311258552368503,-0.0115070926745472,0.222307841558685,0.148769062033249,0.186167086813629,0.21233221540224,0.267055266918618,0.0409247799812439,-0.263046302060162,0.215712247544038,0.602378059401082,0.30364333215313,0.120640946042428,0.183332637563968,-0.411238968082076,-0.456220975961202,0.203930175725225,-0.124158859454872,0.366399349768495,0.31946943673995,0.258209184703663,-0.175411246246475,-0.0894980512497154,0.17672365243919,0.113404519144425,0.142505476608405,-0.0211142119863114,0.293335225132774
healthy,0.152427214129249,-0.0194882178344787,-0.410462346159664,0.206635552467457,-0.0896464123383927,-0.239374787011768,-0.0765663989206735,0.249198525106863,0.307777126193142,0.27954740996313,-0.0232902432095025,0.253753419004309,-0.305648967808284,0.354829402510133,-0.0390069058513327,0.239068760687738,0.271399712973482,0.17625960912964,-0.0480596707377494,-0.0049189835900997,0.240043304987282,0.25628867557345,0.0957921514603649,0.381107268692537,0.0584380561167701,0.128630043068862,-0.238227507177861,-0.0717409079387328,0.217089443169763,0.0280068379694052,-0.238650443703763,0.0694847342166781
healthy,0.164313466748733,-0.121500973211268,-0.044226188260406,0.339345064914806,0.196339443525699,-0.344673394331153,0.1189991921047,0.373707107550739,0.337323355732185,0.237144387058531,0.187956035025278,0.188628369891828,-0.11511055814568,0.29894466229703,0.0019843197588778,0.395560451185186,0.320322949227359,0.203678993251621,-0.222212305888466,0.0022409968350851,0.256323845657264,0.0599202736149806,0.197005633561544,0.155449227636677,0.252236180121093,-0.0710316195579923,-0.372460558587173,0.102519894479066,0.388726510238173,0.20278562080074,-0.214682484392609,0.0765112364276598
healthy,-0.717153137750177,-0.143595940637751,0.31890872735168,-0.466700992901662,-0.317766362819068,0.281267649457887,-0.26134278082758,-0.0495470412218794,-0.539986686287609,-0.17515047018514,-0.269611882391368,-0.313800235603733,-0.0810168460155193,-0.480875067886216,-0.64527864654648,-0.459953289974533,-0.425977832248792,-0.194077116019946,0.30618999342464,0.321672720261918,-0.189514441095658,0.0553708916139858,-0.414538273290541,-0.449343870622344,-0.480853965937305,-0.0253493719125197,-0.0870577723432699,-0.443539522315126,-0.316551575405888,-0.144341718895256,0.199911424442024,-0.368754716583361
healthy,0.295485561543127,-0.609525104092567,-0.211774778218766,0.466101665534838,0.307233015670161,-0.618620823422308,0.0705519112435748,0.29563694543146,0.264954638899362,0.0208859993892149,0.0747724785262458,-0.280590629795945,-0.504648167444532,0.41072321781582,0.25552221351398,0.46329163494837,0.405527480421278,0.0750194490297113,-0.384183861818549,-0.415380009723272,0.258930816715113,-0.152320778695754,0.156293049250952,0.489684948439947,0.269240067775037,-0.244503025124658,-0.600109635974705,0.286221268370202,0.605228878233342,0.276191580371751,-0.349940970959509,0.103829131821506
