group,CD11a,CD11b,CD11c,CD123,CD14,CD16,CD18,CD197,CD1d,CD207,CD224,CD226,CD244,CD3,CD30,CD305,CD31,CD32,CD33,CD35,CD36,CD38,CD39,CD41,CD45,CD45RA,CD47,CD49d,CD49f,CD5,CD52,CD54,CD58,CD64,CD82,CD88,CD99,CLEC12A,CX3CR1,Mac,Podoplanin
healthy,-0.234245003830946,-0.0476226475003903,-0.316468842923704,-0.165543689560808,-0.150466521573215,-0.244604591897632,-0.0892497094117799,-0.0143646745999401,-0.0009401054473235,-0.0384372873129968,-0.197850215755715,-0.146081902790116,-0.178229068072229,0.148965781884633,-0.101961164714008,-0.285768672510188,-0.308770511360658,0.064332922688581,0.0646728922483515,-0.0903131591826472,-0.0927614830501316,0.0261650629662294,-0.253206780642637,-0.239606102572535,-0.159241843207131,-0.158250358140364,-0.135843347892312,-0.31162693162407,-0.0779922045010694,0.0941449079189535,-0.125578615622138,-0.359009536991893,-0.204251419161695,-0.0272986653309222,-0.054766675887805,-0.292130955478303,-0.0351258116440519,-0.211420214179315,-0.300675080922633,-0.0755603602233203,-0.10469904483603
healthy,-0.0671761872047517,0.671364733777296,-0.0451432263346685,-0.533952970946586,0.514652549328116,-0.330798947932672,0.393953347290441,0.233411030599525,0.442451705778611,0.251806482706459,0.529644729385558,0.381719194323591,0.0343565472752707,0.122696686648491,0.174300988207085,0.100265128496066,-0.189018064338924,0.0917943292407392,0.53656404603297,0.682294048962819,0.571883817624413,0.529690237805049,0.371839941925604,0.453720743521352,-0.0127916363432404,-0.433386457854073,0.159435374991178,-0.410317886623422,0.436997681798024,0.0934240569422291,-0.0981897178367757,0.138792009766678,0.310766951016394,0.540205668539257,0.460656906089698,-0.0960076074010253,0.469036881542318,0.310342641484277,-0.349128260091358,0.252944642890939,0.18395666121664
healthy,-0.287876416474229,0.708078918033227,-0.347976935116284,-0.233039955777119,0.689756990889333,-0.650787560528438,0.147942565340105,0.324279194021718,0.334260936406255,0.362525332729477,0.551169615393968,0.749465767980987,-0.143729400893349,0.0311346921233499,0.241264208892491,0.143755101239926,-0.146452605683901,-0.149550282176606,0.717247036765822,0.621868820548549,0.804267672052364,0.59582305262283,0.316416684753604,0.777201565963914,-0.351738347710442,-0.58878160948337,0.205802853823107,-0.447021755108142,0.736545883286594,0.0395395308333565,-0.339044907558764,-0.177878968316458,0.578778620609167,0.658008036354641,0.565605814421501,-0.442991678816582,0.643952339811839,0.305224009336066,-0.375050486995845,0.348790086678737,0.48179656845551
healthy,-0.36526742690714,0.423467269187903,-0.386331114447663,-0.268532422972934,0.286231956850064,-0.44237953036288,-0.040923294201318,0.0208604992381121,0.201245012664268,0.148577929079851,0.3108455264478,0.18810889960902,-0.261456755496554,-0.0053756967249344,0.0229053655998589,-0.0384294396154302,-0.242984575068559,-0.0382848287482252,0.263614141390593,0.460272537451713,0.376557699835847,0.376488499240885,0.19123478913684,0.205872001807748,-0.349827333887369,-0.494157343081986,-0.198640290567463,-0.482037051917976,0.135634577655174,-0.0270721646798687,-0.351330274323752,-0.346687368384063,0.246395782237968,0.337471347962804,0.28115900996594,-0.286413198880145,0.199580396864918,0.0808821489944886,-0.318057612204928,0.109365102624737,0.256144627640701
healthy,-0.224643400654317,0.410114128503229,-0.204411394262163,-0.474402383526649,0.287188288266259,-0.47149961009223,0.074492458610465,0.128999923173513,0.140240728658685,0.0810882466713606,0.334729579933814,0.218783386779774,-0.0815242101326453,0.0271942987952672,0.0775803193230628,0.0252845656123091,-0.0619956561464951,-0.0964329291027403,0.396159719833861,0.530206817545941,0.433200141184266,0.491162582156534,0.0104091009640638,0.184182610809073,-0.190168411338161,-0.223732263395192,0.0392254635730006,-0.568944360437448,0.21759937683991,0.0716062743148792,-0.189211596593435,-0.377225817007619,0.334606508046712,0.373596387071349,0.423416571996645,-0.215533880153036,0.466184262595252,0.28920145975072,-0.297945848782043,0.066543913361871,0.216776699302226
healthy,-0.228847880661205,0.464840470602744,-0.0829090627875398,-0.192578301908401,0.472870151590541,0.0018987846759193,0.0397799651138308,0.171921513607785,0.335674034582037,0.249496640375363,0.359778743369214,0.190281685017849,-0.0153588987027041,0.0281443579538623,0.217408659973123,0.103125824843678,-0.133164612646957,-0.0796689921918149,0.322827435216089,0.482658372928741,0.254597456352248,0.179276195441607,0.16557500269984,0.158076506674824,-0.0837184288510696,-0.118323907992582,-0.189874167003164,-0.373222041959418,0.145368684030647,0.0210232944232738,-0.299744755872605,0.0268221768755557,0.38555576868062,0.376926756322399,0.392539426597147,-0.105009925796989,0.227943188494202,0.375269670555969,-0.0896880360595014,0.152302123321744,0.29166394908031
healthy,-0.0052219648220097,-0.723393189968477,-0.25664305860361,0.687764084053518,-0.700751439928231,0.576248720964818,-0.470616979146859,-0.344669973571012,-0.572941128768711,-0.669065304235959,-0.533993603372528,-0.387342937848247,-0.0990732166601799,-0.0698509096761485,-0.564139694077795,-0.309294523027141,0.318001832864494,-0.209109964152875,-0.771139433360652,-0.593437407417753,-0.722422327750947,-0.626824823506426,-0.415955596995156,-0.35356148927253,0.100362088343974,0.460896310303616,-0.0252167481027442,-0.0990162461489486,-0.460126518866123,0.182626449774203,0.222100434101971,-0.242410227437704,-0.65879532804947,-0.659503538875023,-0.663730844125462,0.513421351676424,-0.672456259162659,-0.627144855190937,-0.0146906477511075,-0.494024745378005,-0.559294206499078
healthy,-0.11075538084429,0.360577317594866,-0.0119257350348618,-0.238492056029449,0.378116901135566,-0.294848098186856,0.240365309170057,0.034441502131658,0.200426406892288,0.0979511126373432,0.220447347692974,0.10239060392145,-0.0558120947039157,-0.0445201504838154,-0.0165077647614975,-0.0552791036099796,-0.0436373262209303,0.245209765534626,0.207514855215321,0.452023604428563,0.292871143481696,0.177412284835025,0.0758201419907735,0.166119024399346,-0.164040453009489,-0.366993113148695,-0.27442370671626,-0.344144253721566,0.0737698014872728,-0.0847354669405118,-0.19071909134148,-0.166880405014553,0.177492955003705,0.326267457524741,0.22722369162331,-0.025280637501781,0.116851528255525,0.100687421690439,-0.290579693323981,0.065187706362143,0.108130888324981
healthy,-0.113810004863673,-0.140794360339717,-0.206781926201776,0.0019171876830151,0.0568522034253834,-0.115171082926698,-0.0078418020578269,0.0349622725844507,0.261073669126957,-0.0143909550778797,-0.0518255465111681,-0.0425127238125013,-0.0438715475167078,0.169499390556607,0.0613898384509444,-0.0466442258535064,-0.204609280955743,0.133096837150007,0.0464507789246013,-0.176712897953914,-0.0230978961305272,0.0784444837162898,0.0463183174493321,-0.145026465002984,-0.0166494724561197,-0.148150316508222,0.0954049050322501,0.0644319004292709,-0.0862296514169123,0.141937356532785,0.13012812061921,-0.144498882551607,-0.0278820461274024,-0.0055846619973082,-0.15856498127089,-0.214350235534255,0.130265852957941,-0.0219950772575264,-0.0874034003935243,-0.0117469594802129,-0.0705069707742109
healthy,-0.387618524607842,0.453680474612251,-0.545434956597837,-0.359080590073419,0.341300881732886,-0.575352659048202,0.0712694936745833,-0.0133314440722668,0.137126670136265,0.182189740609351,0.351855629402159,-0.0554846304082465,-0.500311378128404,0.0618324688528855,0.0399860642088891,-0.369315781369181,-0.52504290507566,-0.351380720332974,0.349865684570007,0.515267593177494,0.35166683936139,0.389214557663861,-0.0865463300456592,-0.149311683115673,-0.382528806049848,-0.44746086768327,-0.334326440669225,-0.672618049205705,0.186941625138134,0.042701295221772,-0.395350023261076,-0.360999771821783,0.108697101638982,0.361101194497961,0.367146747153741,-0.498374235887589,0.454789464285951,0.101748996333513,-0.452869081122726,0.126944230346821,0.208519438263183
