group,CD11b,CD11c,CD123,CD138,CD14,CD141,CD16,CD195,CD1d,CD224,CD226,CD275,CD28,CD305,CD31,CD32,CD33,CD35,CD36,CD38,CD41,CD45RA,CD49d,CD49f,CD52,CD54,CD58,CD64,CD69,CD82,CD88,CD95,CD99,CLEC12A,Ig
healthy,-0.0420425076959793,0.567263157570759,-0.0690613949242858,0.0557864152353386,0.0555497154503868,0.103648340035867,0.391945649287462,0.125033643619622,0.019915699169113,-0.0241860331411913,-0.0260749186073208,0.040257653616413,0.0143346892197949,0.247763700716164,0.1272781129792,0.453171425614091,-0.0480178334890563,-0.0713486542788705,-0.199383357448358,-0.224116118881364,-0.176526262611973,0.183520735168131,0.438763105067032,-0.0531551326993653,0.300639466280161,0.387283737914627,0.0921028032924673,-0.125683874698602,-0.028026264269926,-0.120875389535655,0.522013203941118,-0.119698248097743,-0.368684812523501,-0.0391295521109812,0.0033116048811125
healthy,-0.693219579246881,0.0761375440734656,0.219978156316276,-0.495949675627379,-0.722921395761442,0.0015596845528046,0.431110368607825,-0.636416314903477,-0.660044843674367,-0.695211957069587,-0.737814904054101,-0.514684880066975,-0.467774294141168,-0.154118205602438,0.1645683931357,-0.209221253829578,-0.670641820170644,-0.660134528463555,-0.766915046446455,-0.755886118550903,-0.725223713177735,0.284048184899186,0.401972399705838,-0.766764132290219,0.0645632932071539,-0.219758293798884,-0.60617422027043,-0.731942902522857,-0.65101361546598,-0.650014191694588,0.13883391562168,-0.65062135386818,-0.78494012377428,-0.605237961294883,-0.409111441932882
healthy,-0.511255609242389,0.575859540676645,0.214463149864787,-0.243766569324483,-0.516704733810794,0.158040021300164,0.628742556275108,-0.477501030711858,-0.28041762867056,-0.431784802158069,-0.553253559554845,-0.284743192941995,-0.105109031721385,0.0713420839504441,0.397872300591111,0.392611994126561,-0.546226128265494,-0.476612353025272,-0.605213169442293,-0.534734708725277,-0.535472014192403,0.583197471649236,0.55232980459361,-0.542922121787527,0.483592622125144,0.38849334515444,-0.350661039263419,-0.546995433622977,-0.422948329869307,-0.456229402652076,0.634901794257958,-0.372625634962346,-0.57442387043991,-0.155778395653796,-0.255186557824299
healthy,-0.45215574484725,0.509582756204747,0.273847518548492,-0.10613296362766,-0.471911308180653,0.41815187908115,0.625258944112347,-0.283321703776225,-0.235157086131936,-0.37690985584985,-0.557067449268796,-0.0907946447930054,-0.144920843869165,0.0352027146416364,0.113967568508562,0.0791197080461201,-0.510452752283893,-0.46307881254195,-0.624246239171126,-0.57655951460872,-0.570545610233459,0.422269026800674,0.350038534157262,-0.484477900688097,0.40788193856823,0.442819573541611,-0.311211210137486,-0.604152610889897,-0.415644399693961,-0.408648151944472,0.504937648547571,-0.474293255338943,-0.619390342429622,-0.408753207187649,-0.0036248880409503
healthy,-0.168210169869359,0.316603489401515,0.20605168606611,0.0036850933506282,-0.102853486511109,0.0820877669801964,0.260816392219436,-0.0817218711572734,0.147819712857056,0.0209545225323415,-0.0123726772988485,-0.0457725472277646,-0.116855931971633,0.147370605003086,0.161007619794774,0.207330925680483,-0.162518818227552,-0.214197375327709,-0.166829848066311,-0.197318899159287,0.111132803461778,0.066909077053223,0.427338584574767,-0.0502079159967847,0.183058486827842,0.440252875247219,-0.0948938771224388,-0.100468323969185,-0.132865262065613,-0.193937867993424,0.238095604260849,-0.169006700595436,-0.322120775390491,-0.114504093062653,0.0197524887845733
healthy,-0.0817800168646778,0.161314708515589,0.0214130695761025,-0.0497689352462224,-0.171326104421055,0.0901273927909888,0.125903150167735,-0.11252684837227,-0.250145003312461,-0.17775127121807,-0.288117125451308,-0.121196690768601,0.0037906487498401,0.0440437585941332,0.0132964902516695,0.154475508324467,-0.293589361030095,-0.0915929619209592,-0.411554761243938,-0.252372770047374,-0.165529479630473,0.0891338224761979,0.283719773761797,-0.158041420255958,0.136031448933866,0.269534008328725,-0.250431034291694,-0.18336635787566,-0.0623985507589189,-0.204552867758354,0.393650599537411,-0.0947522140323122,-0.442455098167613,-0.366073737037813,-0.107040149741888
healthy,-0.562581322558218,-0.16544745170458,0.597886483273758,-0.174735049679293,-0.523403272809094,0.18892329779654,0.444293222876918,-0.206975886652894,-0.472772523210449,-0.410813290312719,-0.258151102378597,-0.273654792882634,0.126474877477818,-0.194046732179766,0.223058631353886,-0.029227935758982,-0.629265509260024,-0.580415814218124,-0.583791424583658,-0.399004581228494,-0.345918168508696,0.521450333167867,0.121701441058585,-0.362705027671139,0.210743354768816,-0.0546463895345014,-0.57313225604866,-0.480559447986406,-0.269746368852963,-0.288937267519696,0.505669412394774,-0.442373314489038,-0.367604790434133,-0.554581684088387,-0.139161790003211
healthy,-0.207427525684557,0.312285932287656,0.113652991693246,-0.0841587710174577,-0.333663159791088,0.225914506793847,0.402937543373993,-0.0625745075562964,-0.287868731722728,-0.329679641623098,-0.308199028271654,-0.0227351265453075,-0.18278468280169,-0.0043978177312296,0.200996449545177,0.316596868857481,-0.346242790756653,-0.162117430014037,-0.434569916525653,-0.339447207553803,-0.194045024610863,0.134437014397588,0.237436050543397,-0.218242495655844,0.24379983642538,0.215680113921629,-0.228144791735563,-0.405964953867855,-0.115467982803836,-0.226714202036122,0.619157073747133,-0.264376743177114,-0.570399658422011,-0.322929539423475,-0.162303321570928
healthy,-0.313313201218071,0.480373998152097,0.34441467650124,-0.0171285104414084,-0.419134853339446,0.207894099219537,0.730249133194051,-0.185344579199377,-0.386494219551849,-0.308401787445558,-0.0258317170833319,0.027700705900979,0.0655411296706737,0.0228618836363521,0.489473069162565,0.136137246345918,-0.368789895109565,-0.127714800601276,-0.464376108384018,-0.417194916016651,0.0490947118551875,0.511578714271711,0.485895709583329,0.112506980806821,0.359622725427417,0.417314513462069,-0.210268322057323,-0.431310924699039,-0.036253975143913,-0.0989388303235652,0.656101085656055,-0.238709492281397,-0.443215066435532,-0.199947646262156,0.0073031173633293
healthy,-0.131178238604697,0.609507934279643,0.207346924307349,0.0464571287651852,-0.349682764118378,0.196637100912025,0.552589565342276,-0.0144212637527932,-0.22636494311856,-0.12486174159207,-0.0570635981766272,0.115216326491852,-0.0235900536024498,0.263676325634676,0.489816908377112,0.583761740152244,-0.359733857456702,-0.0913422895992875,-0.393482789317991,-0.362650253403479,0.0018811164124623,0.24311584681237,0.307079891341176,-0.238980378188418,0.377200879033428,0.165070623617439,-0.0563743152635801,-0.421028134125684,0.0446963206125064,-0.210162395211281,0.70842045074068,-0.212607554639737,-0.63249845526162,-0.227612043712367,0.0423386420433873
