group,CD11b,CD11c,CD123,CD14,CD16,CD1d,CD224,CD226,CD244,CD28,CD31,CD32,CD33,CD35,CD36,CD38,CD41,CD45RA,CD47,CD49d,CD49f,CD5,CD54,CD58,CD64,CD82,CD86,CD88,CD99,CLEC12A,CX3CR1,Podoplanin
healthy,0.0878879309704517,-0.49344870819178,-0.0640991924481132,0.105343108386523,-0.43779843436932,-0.0242241011676308,0.0709091354170924,-0.105686843831925,-0.228565160272779,-0.10262952516362,-0.113640453090146,-0.222342854336495,0.112222749158821,0.252531865127865,0.17233654468122,0.251377404320628,0.0263904628340097,-0.256464073888364,-0.289730188037781,-0.52725794376227,-0.0809425242850094,-0.120122406168608,-0.513535407885909,-0.0071818239895986,0.155475443347435,0.130414917025989,-0.333422523361485,-0.418043476810023,0.23887763045491,0.0211888805210474,-0.364725838730574,-0.002521381879121
healthy,0.77030374928874,0.0013963645967958,-0.324863919227007,0.776691060606559,-0.467176010461014,0.695193740481569,0.700836180312735,0.702602235973891,-0.166400504554856,0.351242170780851,-0.142042046489696,0.229310351351923,0.708885112159832,0.713448503342641,0.822780745288754,0.733653461059565,0.754917358240284,-0.375889210614307,0.379502241580211,-0.416341679818108,0.743618662106455,0.278351259200159,0.285893682786359,0.599688694868946,0.717148829176372,0.654133355959325,0.0220110687262677,-0.0829577538978558,0.749969783862457,0.603203754422177,-0.155838323244808,0.492997655533548
healthy,0.61617324412055,-0.463694355482794,-0.247300919657599,0.621570272291483,-0.700406686961266,0.314058887005433,0.511611592302881,0.674436526123069,-0.226651309575416,0.0896007132876086,-0.260628850026966,-0.326342857311815,0.654282554782694,0.549144033202094,0.725232480851629,0.579156467707717,0.689141305309287,-0.656797712814121,0.103685394935157,-0.500666642845758,0.66240832679409,0.0581517223446678,-0.268895086824357,0.46353371083049,0.621986247525051,0.529321894088325,-0.285866337418445,-0.59686774490606,0.630912124636591,0.256142821256329,-0.443294782762795,0.413345397467421
healthy,0.696031504839384,-0.34178319110405,-0.3334752974136,0.614894310026559,-0.578568239886,0.300628072437834,0.489897554031765,0.446228596127487,-0.243034188736529,0.138101609032867,-0.0605452330536162,0.0329986635664854,0.544203407751265,0.704428981341341,0.633422366684114,0.530073225909546,0.483761877102405,-0.508145707859905,-0.0074288610478897,-0.411000989720386,0.400763759668164,0.0426140615586674,-0.29760200552346,0.433395127316959,0.650416222185757,0.530195078541587,-0.0692402540842771,-0.279382212232082,0.463778467012128,0.369454372077048,-0.245036588956392,0.471266034780213
healthy,0.29283930046789,-0.113119448255244,-0.274648773651534,0.166734371738158,-0.499260516926172,0.148087732360875,0.147568978680524,0.0267032060340734,-0.0867475767081289,0.118526050808163,-0.256016319767139,0.0380556658296494,0.101432425097805,0.235946682163277,0.237730886751026,0.204127043696033,0.0579176902404257,-0.345103215618782,-0.0648851363241626,-0.43392564795749,0.0522148014975696,0.0282753730598526,-0.259290250725135,0.171038235951543,0.283286835359259,0.203834382905254,-0.0221416054837721,-0.11232943794211,0.230087797817068,0.0908762598934226,-0.277184076136936,0.121167847662383
healthy,0.314662048975861,-0.113309752308015,-0.198258445489649,0.229157478817129,-0.150106935554755,0.145184265357749,0.292977550414699,0.175689885730608,-0.178424653014393,0.0197967965695875,-0.211156674044102,-0.256850058269868,0.277330805758445,0.20089767610701,0.121532949629082,0.273237945017695,0.0868953663758676,-0.109608084412772,-0.0736074672838003,-0.410119795910591,0.180392091857316,-0.0660353857577392,-0.243373200198046,0.216678748199678,0.171750627762126,0.328305510881725,-0.154740957983203,-0.122014135158431,0.339982526835888,0.377222231782426,-0.264190788064017,0.154587779267843
healthy,-0.35614537626026,0.0394968925250711,0.0455488293544482,-0.297803413393318,0.234444065552968,-0.260846037381079,-0.261468737824792,-0.156402357071718,0.0107763849700547,-0.309940786293242,-0.0812227510484044,-0.228498792824675,-0.18045113868486,-0.391342280959513,-0.273436706163575,-0.150874332634393,-0.158019866397762,0.252850819080953,0.310658742718635,-0.0357639042197839,-0.19374053549735,0.0859349811677587,0.184236399002033,-0.279504712629669,-0.164395790816372,-0.376129635542829,0.273455354241504,0.0669906394638083,-0.316487462882426,-0.376414216923514,-0.226224362206778,-0.325767595585859
healthy,0.41470303576455,0.0392356744259556,-0.11557290761688,0.259849023867653,-0.09948483415881,0.224475419774006,0.130941995775809,0.113467334550645,0.0733972030936862,-0.0663560366921309,0.0721506347894589,0.181619212755655,0.17884295690886,0.397933829946947,0.228227727699886,0.202477558044313,0.0228870300775321,-0.093612683878757,-0.0053668369492788,-0.188468049666901,0.070296079878414,0.0925913654883468,0.0841349008497189,0.279936790667351,0.345250885699457,0.245904615475935,0.147323266446845,0.0026092860629467,0.287678320586099,0.0600899059776063,-0.0491135170643351,0.132952251091
healthy,0.342822597255916,-0.442688337622237,-0.325096082794687,0.430774770183665,-0.744483807870994,0.428889790603326,0.327473247757515,0.107556471408564,-0.450185669593515,-0.0844802879364612,-0.435621964898467,-0.134873115331636,0.375113802957345,0.155096646655251,0.463310906050374,0.391091524856291,0.0841369783896712,-0.525157783062076,-0.271834319857189,-0.473254259237812,-0.0113970965837595,-0.0878097173342059,-0.348852087754075,0.235383207021664,0.490384267208299,0.166316658798537,-0.0332937663430167,-0.60883296325382,0.432268125045087,0.197028752735561,-0.570941393581099,0.0265929125678283
healthy,0.57219612101927,-0.445164758554489,-0.27049583696274,0.49813040975048,-0.593921724635044,0.268583075883315,0.37577814312961,0.0083564446407578,-0.431666812687965,0.0454635193407696,-0.425548526092873,-0.335104910960743,0.400116720059971,0.60428400538007,0.440451094083338,0.424106056428143,0.136263756670479,-0.423731847270461,-0.277063243057749,-0.631851459586989,0.270259226187135,0.070495336228174,-0.171773178906283,0.241336125833024,0.46593933263043,0.425901465962215,-0.187108346165208,-0.38458230695034,0.465107884602446,0.191488887038367,-0.37925979634422,0.299698983817425
