group,CD11b,CD11c,CD123,CD14,CD16,CD18,CD1d,CD224,CD226,CD244,CD3,CD305,CD31,CD32,CD33,CD35,CD36,CD38,CD39,CD41,CD45,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD54,CD58,CD64,CD86,CD88,CD95,CD99,CLEC12A,CX3CR1,Mac
healthy,0.276474654857063,0.433481634216011,-0.174612587689152,0.0640772491891362,0.242572301209062,0.239925455021754,-0.124528872132048,0.0579670352275121,-0.149364226381468,0.108856278278088,0.0261576979811879,-0.035785093485103,0.0609304795541129,0.34656536657802,-0.116830992108344,0.18775355901967,-0.208522307465504,-0.0779235132853476,0.0057889855675039,-0.299267488571498,0.218748571254926,0.0687830922948589,0.135789134848028,-0.0809556614314113,-0.101746439044055,0.116285572151368,0.169479555948828,0.0934579968066971,0.0791000797917548,-0.112384728527451,0.118982634383675,0.432868558991736,0.0937086601986781,-0.405624594390032,-0.120434044725896,0.0789371783270935,0.0937568829133083
healthy,-0.657624046970006,0.0482291381335986,0.265627455142546,-0.647053401562792,0.666630047075599,-0.329227254403977,-0.62200433645166,-0.606790213670206,-0.572755869161502,0.170028081675561,-0.209306582828846,-0.238506976981199,0.191822237958637,0.0057673639420854,-0.68770604871899,-0.623691423237982,-0.770219164665351,-0.67868316119978,-0.563822534909228,-0.689837381306645,-0.0076044111905572,0.504845372030993,-0.279003184192934,0.265829095503112,-0.613545765573335,-0.124137723557499,0.188513387838833,-0.375688126796451,-0.422904821733601,-0.689584502127353,0.0346470846800883,0.360730219621681,-0.490344027014686,-0.71196765722002,-0.550825044619949,0.303676915306684,-0.351147188364174
healthy,-0.629905136728393,0.44107808492607,0.179174861529704,-0.642475784922796,0.672025132191434,-0.10417081039263,-0.383432588665503,-0.562020060004273,-0.70829144227919,0.1500623762498,-0.132577435143698,-0.145727926243461,0.196302369806467,0.269106795100304,-0.711757272895314,-0.599881037834416,-0.74307006921004,-0.632325482058784,-0.306278021129747,-0.704267292368397,0.328289505808081,0.598309703937817,-0.339254074779225,0.39898238171875,-0.713837116507618,-0.140604320550438,0.36314779558252,0.248618924449834,-0.544657669984079,-0.635176426315545,0.219233701743052,0.555613156712949,-0.513644789286874,-0.685127614963924,-0.34139045684605,0.427060999927754,-0.297665697183861
healthy,-0.24221586498372,0.515813105676193,0.141178129383963,-0.407930404007851,0.615688747566977,0.0792851258378882,-0.336298472679336,-0.271297228286274,-0.359135589356198,0.373556485135605,-0.173012028915426,0.0714327673174978,0.2420747798615,0.161095468103748,-0.506422081518685,-0.229002627327191,-0.529907109517812,-0.478662291467992,-0.167105583081175,-0.33836036837104,0.42561059566185,0.347466896889422,-0.0170779246333033,0.272716532683946,-0.229958285442334,-0.0447646065247789,0.407020697103801,0.402411907968571,-0.245608578938069,-0.553202949440981,0.17891890621263,0.731283620908642,-0.339672097637554,-0.604724307427488,-0.444005218512528,0.396335834120284,-0.0965462248258545
healthy,0.141227626798546,0.388826763200824,0.0351317707952009,-0.07852508182267,0.417162676610358,0.272374467874954,-0.34015517000623,-0.0210454526301184,-0.0928395031692131,0.251687657218753,-0.147822111912889,0.0380109077321332,0.298993094979419,0.245462247341022,-0.159106624725245,0.0883470207245037,-0.139545286323741,-0.240401366934919,0.0340911836384708,-0.0018458818149134,0.29486964782619,0.131189588752541,-0.0665167346881992,0.132193662566538,-0.143013854942739,-0.0637333879038769,0.224094599853448,0.265350108827169,-0.0211397247550514,-0.240900715676085,0.368198545706475,0.461911497076476,-0.0866791899908423,-0.426956743046527,-0.153846455435051,0.314204459286506,0.0174717282383448
healthy,-0.176395885965688,0.295745381857858,0.142668059157696,-0.3118894959468,0.19912074480966,0.0744334832812643,-0.106700418694293,-0.237628590917312,-0.193475282558037,0.125675216426657,-0.132279578774191,0.105037118135079,0.138914162186612,0.283493906568132,-0.327682931360563,-0.225843214566914,-0.138819782941342,-0.339267113058552,0.0251611654125003,-0.0620066355620017,0.265178491586945,-0.0445510642861357,0.119337445617055,0.469469286818956,-0.123543416087055,-0.0827163372522763,0.195330176305764,0.238932581482445,-0.209869445152472,-0.29759647985345,0.277586071154002,0.321545605452829,-0.0850720377567981,-0.325280579729471,-0.364562076733459,0.319207730263643,-0.108376116408559
healthy,-0.804464113416583,-0.16833887868299,0.808898407017835,-0.745929406633858,0.650385640041783,-0.369326591434638,-0.705315105765182,-0.687042826929922,-0.500022405508094,0.105330472449244,-0.0407718719056222,-0.246926491634837,0.315801929414858,-0.146834204001064,-0.840543717470214,-0.664332748171288,-0.791795735397789,-0.601524358495428,-0.286270207381474,-0.572612113890608,0.171420531735812,0.392671336366352,-0.467570714189216,0.125289405559599,-0.600833556476507,0.113878464839996,0.257620279159239,-0.0046839762458144,-0.684146966925385,-0.742254269685954,-0.0408377084199604,0.57063529159845,-0.573579849912096,-0.56506934794135,-0.605792534507651,0.235514890428823,-0.531178192738983
healthy,-0.166257171844562,0.18287205273971,-0.0664449027653141,-0.347990563085613,0.385814196011083,-0.199725809629903,-0.321402045600265,-0.319904110015248,-0.339940203375837,0.224910374715342,-0.102124125551664,-0.12885776977892,0.0989053223140501,0.229965191103055,-0.353652382453829,-0.101916794869805,-0.496417705589076,-0.323220334822533,-0.178045363154246,-0.26441206272679,0.121522825584841,0.0999672270962863,0.0637143295027534,0.0826181038759717,-0.256151679146828,-0.120672261814412,0.17475705199212,0.0304809295116585,-0.257052172562031,-0.435916279194607,0.0223630948580469,0.553283003895132,-0.200282679435161,-0.536749487222924,-0.322586781205612,0.391376087859107,-0.117733098695574
healthy,-0.35699097568907,0.384313130242846,0.233352429225094,-0.481811960939153,0.59554210253227,-0.122929047423699,-0.34054520400603,-0.28757740609885,-0.157874179688787,0.36189634979327,0.0606669209708678,-0.171048741390026,0.33469257078707,0.19590429649929,-0.418331652907674,-0.227785413350939,-0.507829264409376,-0.495942435752994,-0.267206805991179,-0.139215972816955,0.29266379735315,0.324682199974494,0.0198828360838478,0.352301516745548,-0.0029085355382201,0.0917399676729215,0.410035862956296,0.221301232897171,-0.311006753981716,-0.469304209053722,-0.0995264263885526,0.54619488413072,-0.24043633256715,-0.494268858404754,-0.241797665501532,0.458488099092231,-0.101887173341936
healthy,-0.290696364612244,0.636967446278013,0.257063768696784,-0.412003184672738,0.601506928237569,0.0313695155016871,-0.21074655675888,-0.201626606714358,-0.0249534444670864,0.52159069870698,-0.0594379960618993,0.32126052564793,0.524853784333143,0.543541271322454,-0.410722462447964,-0.272240802892684,-0.384037218625325,-0.407019478218406,0.0751841513984322,0.0297419175257843,0.436474625542561,0.319546190042918,-0.0579617810146519,0.442889722243281,-0.261700953859554,-0.0549169150731553,0.423835681436594,0.224280885659866,-0.115408102662211,-0.470197565392306,0.312899101494291,0.647102431526369,-0.326764084907611,-0.635064047876207,-0.25871275775734,0.397023966314159,-0.0611053009691442
