group,CD11a,CD11b,CD11c,CD123,CD14,CD155,CD16,CD18,CD195,CD1d,CD224,CD226,CD32,CD33,CD35,CD36,CD38,CD41,CD45,CD45RA,CD49d,CD49f,CD52,CD54,CD58,CD64,CD82,CD88,CD95,CD99,CLEC12A,Podoplanin
healthy,0.0891843218307226,-0.300255653363196,-0.0313339753405201,-0.111260134016009,-0.395050145741486,-0.260270138193832,0.295471349456581,-0.120816029395658,-0.0708837256656303,-0.238799360576873,-0.237868017056752,-0.0344750828345827,-0.225043232939854,-0.304251912564753,-0.347290518513908,-0.330854530027397,-0.246222471099451,-0.2836112126123,0.104494379835478,0.15788294135783,0.0226165916776511,-0.0545122477386839,0.17021947797869,-0.0523775686129183,-0.246671178996445,-0.435675414906649,-0.216895405335777,0.247402830980352,-0.240616757920735,-0.226736280865106,-0.238114763507641,-0.114841010267211
healthy,-0.0187165207174329,-0.771236132961976,-0.017981791516327,0.371317315241689,-0.702563968320353,-0.629586488222197,0.565785294884488,-0.477736544602602,-0.538464432708864,-0.661969095396514,-0.643592318424263,-0.5852097076368,-0.108836493463069,-0.750652223663571,-0.730678630677829,-0.820505055253554,-0.708758053047992,-0.665247927639722,-0.0468148907025065,0.545086165666182,0.254763732430936,-0.619190106363471,0.149096986285721,-0.373778353011153,-0.485993878353039,-0.749268786005059,-0.574087798255181,0.25512989394456,-0.569077115887174,-0.742237026132886,-0.596383994005033,-0.320940304821131
healthy,0.198035641753339,-0.687101236512834,0.262614663352105,0.163128311263312,-0.703732264914671,-0.43930463444466,0.706144337933853,-0.202754375722977,-0.493637845479326,-0.435592202152538,-0.560294527870447,-0.653171841427869,0.166631640608739,-0.786744055470228,-0.622760989113593,-0.751616474072814,-0.653651143710322,-0.664073140938595,0.229109142415951,0.506013754485366,0.291593206167013,-0.662345826217679,0.288436398192023,0.119957410913774,-0.566081757272855,-0.64144623734198,-0.607355371891864,0.497682230890961,-0.589603646560865,-0.702461164667284,-0.410261644581554,-0.459640860269752
healthy,-0.0649739548001116,-0.48216581966673,0.0329847402234062,0.110793912999604,-0.352241438483579,-0.259798137932481,0.412827906900607,-0.207387730651576,-0.285484712936244,-0.19844442666736,-0.308033367285136,-0.185211636360551,-0.137056253394626,-0.479885439059951,-0.456958918060193,-0.401996899404513,-0.352337368295532,-0.178098239182278,0.105208024120962,0.250465388828132,0.0853768292226908,-0.138832193091415,0.0989054774056293,0.0643181552215056,-0.220621741650178,-0.459964192126537,-0.322232961615851,0.199416972638418,-0.321677111206146,-0.380874937428739,-0.402894995029201,-0.231114581719116
healthy,0.127236126804875,-0.573473853125054,0.0748319529582742,0.473517553865052,-0.376937163216124,-0.151274643282426,0.517715416390281,-0.186089134440999,-0.184666837275749,-0.252586312232029,-0.36938486719855,-0.168654856579324,0.0045558617562886,-0.33014909966076,-0.559683534053868,-0.353961435581056,-0.330232075553649,-0.184330790678842,0.144329710723264,0.313096306055453,0.382086125741533,-0.234161450969734,0.0553635416660411,0.0800163232667469,-0.322218532195027,-0.370937016724462,-0.39843553811909,0.209996028529239,-0.310868900675311,-0.35840449883428,-0.307417261561679,-0.240612643688255
healthy,0.122014277669663,0.0121116708754926,0.0777967921395869,-0.132808187280812,0.0194700714527275,0.170533592035461,0.240024684575248,-0.0216321323918821,-0.0772777306375725,0.270736497157318,-0.044758270208593,-0.0290890512788839,0.0548420085981621,0.0370993536580002,0.0501640499837624,0.183433675961074,-0.0009268729921192,0.0167114548526675,0.140926372567093,-0.116253239602712,0.0496102489058769,-0.0765828371559457,0.017381387086298,0.103950370028083,0.148648766829905,0.111028687748856,0.0313328473021157,-0.0864187970204803,0.206584000754864,0.13087883341948,0.0946152383551792,0.200847439059628
healthy,0.0709026779166215,-0.788041758024812,-0.278155275322975,0.7392970070604,-0.799516622597913,-0.193787601736694,0.822726094839858,-0.40585850305791,-0.471963738132188,-0.704092116976389,-0.684901063967886,-0.496708303518098,-0.18636426365133,-0.885830012851703,-0.567336347270941,-0.769540607130131,-0.652821631591122,-0.499305719292013,0.055537935788731,0.549635267034624,0.0486111319492208,-0.572924243037086,0.276394226628334,-0.154513389244643,-0.687677674622716,-0.80929283641886,-0.450774667461368,0.517355171610395,-0.438725471712493,-0.626143844619776,-0.53762713135071,-0.589462161938153
healthy,0.270832143444911,-0.505883751184648,0.168580547860866,0.249948741821799,-0.470180774815035,-0.302648640973044,0.424232636760287,-0.199761216086135,-0.357063820764191,-0.195539287654877,-0.259518645237914,-0.302953933115701,-0.0452063109409707,-0.254391285749969,-0.494374758800987,-0.443328231731881,-0.347139594893468,-0.312444955626416,0.231579156716401,0.218426749395111,0.504340222788215,-0.224872140476162,0.286818920696515,0.318617772479838,-0.332695877704648,-0.34773013109795,-0.436326542086257,0.173010769932858,-0.41008944136297,-0.32747961822758,-0.154936419538379,-0.352517366390759
healthy,0.117583613988893,-0.705572039956664,0.0362664975471035,0.346060906473201,-0.577716860985388,-0.374946000615841,0.577053100006249,-0.26455826635186,-0.279350291186341,-0.356980732424472,-0.435832987430519,-0.240003647217077,-0.231740638388525,-0.550815595191754,-0.572538315639317,-0.494728484636321,-0.476788529571427,-0.325281066631116,0.109001825263776,0.484554616618589,0.292947572937883,-0.251012549267129,0.183606110261026,-0.0638512069214696,-0.457050841079628,-0.495786621490633,-0.383591944757831,0.21958350457337,-0.377227771987075,-0.359780196281642,-0.17458784224074,-0.238015127627985
healthy,0.0162519053615468,-0.758176524796362,-0.0014451133425044,0.116560720943313,-0.676886945115049,-0.406067668387807,0.476678377395294,-0.293185170173906,-0.40230965477623,-0.534205812889428,-0.544239199845508,-0.181485502153438,-0.0884755952671509,-0.622267725075695,-0.64358454057337,-0.580232732248934,-0.461264919838875,-0.382563546444387,-0.0128869423852213,0.382739066830672,0.198772854615508,-0.309873595030081,0.0789647010061209,-0.242247562954494,-0.539095385193306,-0.457844999498998,-0.501980048817823,0.0785480427601498,-0.455210296491443,-0.440537608352042,-0.478844194221494,-0.455602568523754
healthy,-0.241380926100481,-0.50663167232437,-0.324949475641121,0.0076751558736931,-0.398768105384253,-0.202810386279612,0.0774226400767559,-0.281145592032739,-0.109198015521485,-0.183537249259505,-0.323435385095042,-0.217961017775398,-0.293572316447619,-0.316103432605588,-0.48085601695387,-0.378561962547152,-0.398339288528141,-0.302213004219422,-0.260842277429212,0.0315959976087066,-0.0452880936616385,-0.242833444404844,-0.0319065605612535,-0.229489873451754,-0.294555567309479,-0.288721602732099,-0.350451417689124,-0.322893283692878,-0.349292327286717,-0.288296993666834,-0.300148041187248,-0.307994720962344
healthy,0.164155937892207,0.415178548487339,0.230387890364897,0.0784686347995189,0.308409526791361,0.195878785437136,-0.376289610187765,0.260520966431336,0.063332441524329,0.170893040447467,0.17528246669651,0.0794156822562842,0.183735748324964,0.366889193807127,0.43886238872631,0.339343221521694,0.184816441115105,0.254443554267497,0.246609278999685,-0.0833163308845477,0.116302039383275,0.0231965571541851,0.140324035339978,0.249563774385283,0.163574937199252,0.296905283577215,0.24780716338916,0.0177323300862307,0.306988664008583,0.406371065936585,0.307931113377201,-0.0029131684499873
