group,CD107a,CD11a,CD11b,CD11c,CD123,CD14,CD144,CD16,CD18,CD1d,CD224,CD226,CD244,CD269,CD32,CD33,CD35,CD36,CD38,CD39,CD41,CD45,CD45RA,CD49d,CD49f,CD52,CD54,CD58,CD64,CD69,CD82,CD88,CD95,CD99,CLEC12A,Mac,Podoplanin
healthy,-0.0202907454962691,-0.313187285025757,0.467290592731887,-0.17846271174565,-0.0742428044538023,0.301354597219704,0.0320165568359504,-0.287407263763046,0.0040300796212095,-0.0423252985245636,0.291427636210947,-0.108740322629088,-0.283860958566799,0.116271440443954,-0.0906775667361673,0.0872855416329163,0.423164213702066,0.221486754621875,0.230818101336069,0.0105756358142581,0.0015163082939111,-0.265217363443807,-0.311696702591658,-0.489335686778313,-0.0661802089876526,-0.267026449749911,-0.386501432918284,0.130819679653549,0.225703557869771,0.0911942989796824,0.282528315895772,-0.181850170945934,0.291280668275254,0.124699890449656,0.0373218736490687,0.107925899052208,0.120638786934664
healthy,0.710902487555857,0.0810935884976658,0.751877012008302,0.171396559591525,-0.142610294089012,0.767386405929102,0.652824585822249,-0.312180973043635,0.365321769737238,0.694697411986347,0.709810138532805,0.723615703437547,-0.064292013075796,0.657160286675102,0.390514197525992,0.686018118998555,0.72747791681951,0.778807485576787,0.718674992279453,0.510560296799053,0.777365486157524,0.212926137614755,-0.228302949409806,-0.361934635135454,0.777629675706343,-0.0459335469658994,0.362883101435665,0.710222403273871,0.673682168135432,0.659160720586444,0.706685475197493,0.141010927430507,0.638691323391966,0.707040160495406,0.613301718318151,0.641844250048197,0.611685880652799
healthy,0.387715265478824,-0.305780514305459,0.688641995490468,-0.390519766760094,-0.258901698620206,0.681533487398397,0.294072601721002,-0.686118605663133,0.125244684359217,0.286809369646113,0.538446491563282,0.647529374075622,-0.193689228135271,0.366715660239853,-0.296804287708069,0.71337570475136,0.697118898579112,0.764636818542514,0.608338325349154,0.30215080935638,0.725946141739651,-0.375802617702252,-0.587842181940779,-0.488223927293764,0.658982107919845,-0.440762112728303,-0.261346723105625,0.506768855786,0.649750701208478,0.532944547779768,0.565200064994609,-0.524366567504877,0.485795602917532,0.619195167573385,0.327087046536484,0.258877198907395,0.364789386000357
healthy,-0.0913068153521497,0.226316065341738,-0.35894487327478,0.491302504480944,0.299292704694505,-0.287690980603781,0.0376131050374195,0.498332232157901,0.107465194253176,-0.0194415611880304,-0.243126722046503,-0.239772527292913,0.373398957888521,0.0002644006443345,0.199925022042175,-0.295469108996828,-0.399926537598932,-0.404229028287849,-0.346040985243158,0.045796578144204,-0.238696860364336,0.422969448034234,0.431029910755345,0.454076222964257,-0.177189556973689,0.418511204205208,0.445734633825857,-0.0847573942805906,-0.387468294089325,-0.201808992889643,-0.269871971663231,0.36500995088661,-0.358653426372427,-0.414192918093841,-0.174048051762919,-0.0497265410440958,-0.166327670581651
healthy,-0.0277216413898896,-0.0606825289479167,0.115947972549203,0.0993954057793111,-0.0452463172769664,0.0953398961409761,0.239481475882709,-0.147798680304558,0.160131899000486,0.258047836413668,0.244137302520182,0.0124055135284172,-0.0246860434803636,0.105735923778528,0.0587440837363151,0.105208867858264,0.0986736048490626,0.105987279472428,0.140969497111846,-0.0659389295792915,-0.149830697062287,0.0038088257324238,-0.0302321264491588,-0.0655458824129741,-0.084499520867399,0.0502474043207698,0.064455611293235,0.153498693626998,0.154145393194372,0.0763355404922625,0.0585671102170361,0.0460285708987652,0.0993974698049578,0.248188403142513,0.192443515248408,-0.0284755662166838,0.0810472799469764
healthy,0.0657586354180553,0.0127471314091083,0.295287573727889,0.0003464166968838,-0.154360581133435,0.384202393758525,0.410520923626367,-0.0458796706934482,-0.0109687016799713,0.369708515960019,0.350774556146499,0.212983541216357,-0.0351768325126449,0.297671053706809,0.0090738214149391,0.266011824486585,0.290401344192312,0.30364333215313,0.22639926097276,0.345220878983229,0.028289805796444,-0.0365255572971744,-0.181827926826815,-0.110294026474777,0.1688962598254,-0.0783635417789027,-0.0398500913579684,0.305199687813358,0.25807351057322,0.192385841743575,0.188502282559923,-0.328460790718483,0.214403817420426,0.297619916387827,0.221227286485859,0.198136123335791,0.239728257412233
healthy,0.432885675320937,-0.208530461892257,0.793303850773584,0.139887237215442,-0.773051943099857,0.762573920683299,0.306559744407356,-0.711902260146818,0.300676798845278,0.634148805769719,0.649533032351559,0.308502195770459,-0.0919468975670793,0.445134773341617,0.202743483096463,0.80005788507297,0.635222253151673,0.75122649115987,0.649862173527909,0.333112315029152,0.34736576713821,-0.180570681740629,-0.514592967814717,-0.10364587776316,0.389163753093958,-0.317534667069868,0.0651130525035435,0.711408660785103,0.712401157937706,0.46953653655285,0.584903366838726,-0.571560896288796,0.571495368325499,0.663656900399511,0.621416183788104,0.550277386772986,0.551477173899702
healthy,0.226781480917745,-0.156917909625449,0.357902951882983,-0.0387470865006277,-0.119981620801872,0.434626148151409,0.143856223145648,-0.404197205306055,0.217432593852745,0.316977246541712,0.330160263963022,0.23692235286902,-0.182860766957034,0.120557947279233,0.017475329926015,0.260072906728136,0.285835091558547,0.437250413790451,0.417718777576032,0.215525115645282,0.258502711019677,-0.16036665432615,-0.208127669663344,-0.243133664744982,0.11081938659461,-0.211839375604734,-0.058681369231773,0.248126758465717,0.26949204213347,0.166911252273248,0.245301985065337,-0.278709049055329,0.242471260974209,0.370935294449774,0.28697027412936,0.160705811410229,0.185516941442062
healthy,0.225572279223004,-0.0672426970607113,0.774465991010848,-0.124901551381077,-0.483248563778072,0.639976358246331,0.185253978859994,-0.59517817707464,0.41258941626067,0.295436325717634,0.533063878041355,0.283186838122572,-0.269482614781041,0.269850277349061,0.0434784227275551,0.53592742117216,0.651773052520587,0.613078591932586,0.568095160748717,0.303928707813227,0.257823568476544,-0.0565924276278126,-0.368641930921936,-0.425659850785441,0.227599015845043,-0.130389105935758,-0.157503414845998,0.517176865757272,0.637556262742832,0.241644115361569,0.534375244105,-0.225738977193,0.543886386169451,0.525453541626532,0.246073863953015,0.326227272722883,0.32289208624627
healthy,0.303970756348502,-0.305190095003266,0.641784282820705,-0.346644871995355,-0.240660610426899,0.504297145892458,0.108393442053722,-0.512378116228023,0.157811641931749,0.22669462842132,0.35180307198764,-0.0333345547048885,-0.315294682659621,0.194147007984733,-0.218562857709636,0.439089943495893,0.655747559477232,0.470000383165156,0.447840003159907,0.0781315971586466,0.0299185917511177,-0.284241484722556,-0.403927758396937,-0.600766860557377,0.171369999384377,-0.364036780473592,-0.145385672354886,0.265447005642498,0.403065557554173,0.312117828238865,0.464455841421134,-0.277129429598389,0.484444788624362,0.459961526280359,0.251226008989096,0.242280846330777,0.35256626233191
healthy,0.207294496575687,-0.0366999068697678,0.188246683865997,0.0121504080474749,-0.271282625344778,0.121693987986008,0.214373376807355,-0.0899493714953985,0.0545534972011323,-0.0020301262913238,0.14270460525715,0.128782434547238,-0.160258751692924,0.239101377601118,0.0275433053539741,0.0021543931243799,0.17311821203937,-0.0498074751781944,0.0508861922766213,0.0256021361056411,0.0014707313286006,0.0390736216267173,-0.12507307107354,-0.0816917062370038,0.0910073163062202,0.0114323710879517,0.0953139109705886,0.0542722836074243,-0.0680755047075372,0.189104952616549,0.183069939761599,0.0754575886539026,-0.0076100488485168,-0.0569550590954847,-0.0551294800361604,0.240116303996191,0.110349511164223
