group,CD11a,CD11b,CD11c,CD14,CD16,CD18,CD1d,CD224,CD226,CD244,CD31,CD32,CD33,CD35,CD36,CD38,CD41,CD45,CD47,CD49d,CD49f,CD52,CD54,CD57,CD58,CD64,CD85j,CD86,CD88,CD99,CLEC12A,Podoplanin
healthy,-0.194159633371895,0.0338122484719081,-0.189093799638162,0.250531897883497,-0.290567708777884,-0.0883571588091432,0.035285468377063,0.0002082011461221,-0.107852771926654,-0.103920590317433,-0.0290834720735991,-0.184079508494081,0.056722501267656,0.0040579743748504,0.223754299015727,-0.0030675509112856,0.158323400939151,-0.341241697757974,-0.258139436176624,-0.0401559783736611,-0.214174921612762,-0.379104478913344,-0.0485584219907504,-0.132292303091289,0.0022363259369415,0.15516419323655,-0.0256386664842035,-0.0301783569987254,-0.233877166242084,0.148025461372331,0.178967562683255,-0.117875876583326
healthy,0.0732386278654617,-0.674500408794433,0.15969713470549,-0.66694215355379,0.625764647057159,-0.371441426817354,-0.591044943051565,-0.613416141336997,-0.532705426974713,0.209424364661884,0.279478339387777,0.0528897569637124,-0.710119262657841,-0.661813962558199,-0.742007557473599,-0.70803742138016,-0.544567764611902,0.0027789616639284,-0.213893484899368,0.294261390385254,-0.556364320760692,0.143397896049765,-0.245711760535694,-0.132018318064631,-0.39381892473833,-0.748550376774422,0.102757952111368,0.109745345538973,0.438282358382589,-0.739352383677408,-0.537551625564138,-0.267081332822707
healthy,0.228630549727807,0.0079012189798587,0.431738125346305,0.0653496616645887,0.156954722094361,0.188544763962187,0.183746154168605,-0.0306212750916299,0.0308264035959298,0.255119122754416,0.214776484278602,0.579726498594012,-0.114987074175382,-0.167556537237956,-0.0520307172404176,-0.203586060965988,0.0985470353176801,0.391847146473762,0.177704991074019,0.423095136917998,0.138490412530683,0.377109409220211,0.495341518778169,0.0522409719350652,0.0233705908633691,-0.0997363235288943,0.309314351331031,0.278903197686322,0.34589286419124,-0.157331591498708,0.0684800084289585,0.151869664562186
healthy,0.273063552158688,-0.255425712016084,0.563316088954298,-0.378987632135655,0.53949852675638,0.0310674461582995,-0.335581002907524,-0.287279546446203,-0.277334079264458,0.451771441563783,0.269719737710685,0.198434897940253,-0.413673448667463,-0.274187918132971,-0.453549621602467,-0.542256007830242,-0.137506956663925,0.450277622659976,0.0776942105468955,0.394474428737595,-0.119600873613399,0.369801625166575,0.593537884897381,0.0113763452941568,-0.218218409630776,-0.563371846256729,0.238805754967057,0.168835447917299,0.662922953647762,-0.589814538365662,-0.355945166001871,-0.221888541694646
healthy,0.224726122426116,-0.0582269605147085,0.37300018857365,-0.236323320580881,0.498828783103473,0.172499010361456,-0.215153345278246,-0.190248654573865,-0.268468242807991,0.297052019137003,0.26143798220266,0.246903551415674,-0.25095779588419,-0.200677749647011,-0.327385831025545,-0.337128154361577,-0.23223283701162,0.256213905265353,-0.0129898783208831,0.347752968831553,-0.26980535624722,0.245929506850378,0.314053853376724,-0.0070836923342661,-0.123200301858761,-0.255001430835949,0.254795157423679,0.266232982727283,0.47313235622186,-0.444513841714079,-0.199478379438698,-0.0592390193661069
healthy,0.217912738179673,-0.116929051320505,0.247519978661358,0.0311310655984692,0.133898635038022,0.152424952328201,-0.112752398964108,-0.149772099019599,0.295628382823789,0.373431013413379,0.0115201211982844,0.150411192482359,-0.0450552207172371,-0.119971661608299,0.0153964141165083,-0.0566867095862013,0.429984053815932,0.174632560810223,0.278903046951464,0.139217579045272,0.296043945004728,0.218635123276799,0.31629172879985,0.0820260823479311,-0.148259964032457,0.127351789902961,0.073647641802348,0.006582691800765,0.219257614281683,0.0055552357280674,-0.056361834542212,0.122013663000009
healthy,0.243981800850568,-0.672507018332005,-0.0566719687768223,-0.673493873366427,0.544199031482615,-0.13991315596258,-0.524662190392084,-0.53688787764555,-0.175531121189411,0.01564313947266,0.210785485792759,-0.306343493014439,-0.622556428462766,-0.578390233053737,-0.632068825226781,-0.493243010535514,-0.275101643552865,0.158621904197429,0.123069324648565,0.109953750837523,-0.253272667698692,0.247537974036948,0.125715609362969,-0.0493771143397758,-0.614864063422028,-0.517919482571932,0.043632139574325,0.264017823907647,0.403621495284102,-0.507699844426353,-0.528310807150143,-0.495194539184193
healthy,-0.170363691719298,0.48046911397643,-0.166232953734157,0.449274315358213,-0.417626110175921,0.276593689949109,0.409211748475679,0.305909799439671,0.397603253343711,0.0169615897720104,-0.0166631193794942,-0.0127545040112292,0.395174456846358,0.539552733107842,0.49235704198307,0.387836728218196,0.32786565230487,-0.13417594033902,0.013325205057796,-0.376137813587236,0.306138590178601,-0.16700904747546,-0.186438396863397,0.109838573560882,0.356504276862466,0.630780638306858,-0.120836935930048,0.015886412790433,-0.194104682337182,0.482485816878773,0.314152926413889,0.300240325016341
healthy,0.134692612883264,-0.299099059826732,0.320880439687285,-0.511815680209867,0.536103314429356,-0.128504729937381,-0.422046074897599,-0.284995110550014,-0.0788926584155199,0.400226535255998,0.368661973994968,0.0028749727495853,-0.373900129595808,-0.093039040999826,-0.394803223375496,-0.47668236347061,0.183145461610627,0.202363960729789,0.0949614036313288,0.189642236477682,0.114525575843555,0.188224866410947,0.261829370682831,-0.0222844076713092,-0.307253871709239,-0.479475320797075,0.0334054618149637,-0.0246794987306622,0.574139122808894,-0.514528772842572,-0.339782368106094,-0.0225222180270022
healthy,-0.010504108141682,0.66351059593007,-0.0222490398136579,0.532170529567708,-0.428858272417666,0.351411926676115,0.328863099953683,0.511336455794636,0.11301807835969,-0.0819718051432888,-0.0735295783197042,-0.0672813352420229,0.411469464605369,0.644153296987846,0.475334263120368,0.435381080263694,0.262605854828439,0.0419017147176793,-0.0296294586003503,-0.248252262665888,0.31054098918029,-0.077504800104293,0.235030734929425,0.223645538073222,0.433800110446087,0.552978702655793,0.0630577138443804,-0.0142330364443536,-0.054251665341718,0.390922188997502,0.299970828952562,0.395101692546172
