group,B7,CD11a,CD11b,CD11c,CD123,CD14,CD155,CD16,CD169,CD1d,CD206,CD224,CD226,CD244,CD269,CD305,CD31,CD32,CD324,CD326,CD33,CD35,CD36,CD38,CD39,CD4,CD41,CD45,CD45RA,CD49d,CD49f,CD52,CD54,CD58,CD64,CD82,CD86,CD88,CD95,CD99,CLEC12A,CX3CR1,Mac
healthy,-0.169553045490083,-0.386002553904815,-0.171754635187078,-0.48973148279807,-0.0394557991612466,-0.16126803654871,0.189441273535172,-0.156893196463439,-0.205764144214605,-0.148421890431171,-0.10389368496951,-0.0538952328442278,-0.118720756046758,-0.164600294577313,-0.182795227838218,-0.361107704051484,-0.107851184341116,-0.396641697883979,-0.123904596421055,-0.197776551001734,0.0814418422748636,-0.0172714556243787,0.113187051317506,0.216690214686265,-0.347045841147154,-0.302442818646066,-0.182425902600844,-0.363360803377221,-0.113267503555637,-0.423611979170065,-0.116677625128667,-0.238772092349282,-0.565943190350372,-0.192514270622276,-0.014741862393481,0.0372560328134093,-0.203800021172904,-0.323348039294128,0.0683288752994106,0.263459210970947,-0.0328463317532685,-0.305106546559955,-0.166981752888046
healthy,0.386589328937209,-0.0170646700267838,0.803584397963097,0.0214834950060591,-0.367918491858245,0.737485739066597,0.625105520191487,-0.553291838772354,0.347222558568533,0.662330876103362,0.473213140177205,0.720828587326261,0.654051840425411,-0.0339333049301988,0.468765636570877,0.313478255238045,-0.119072801438483,0.184107988885977,0.462043159122211,0.378912090443613,0.77242635207383,0.780955817538326,0.835800447973324,0.747466343383191,0.591177019440665,0.350988390012804,0.751287441176746,0.109932178398771,-0.474053221996994,-0.288256940264824,0.70447542108002,-0.0971871896802935,0.415031370476516,0.537253099808133,0.723039422986567,0.636153670333611,0.0129124478531303,-0.15491082365786,0.607687126741803,0.734473535263831,0.601466401007923,-0.235451914287678,0.465482364865919
healthy,0.309894088010924,-0.264975324783083,0.679897552795108,-0.429217404618014,-0.295668602603036,0.670364432730958,0.433866888330181,-0.670851961178626,0.251911473808262,0.344018468770958,0.297455493960909,0.565525029640267,0.711465722314069,-0.165117288503324,0.390144313078664,0.110599632388285,-0.16977619761631,-0.312482291277934,0.27368727015701,0.190770850092661,0.686480252880055,0.668124036276348,0.738056459307066,0.586575896316819,0.322516021355395,0.275080763480129,0.715172789938533,-0.310619946343382,-0.578841168307612,-0.448491128054183,0.707763807808436,-0.363352824939657,-0.286768387385446,0.506372138325563,0.632034699540174,0.610679997428819,-0.238018897839205,-0.525107406861822,0.519445026685246,0.673275990535493,0.304422500519305,-0.500059688865658,0.300239776722094
healthy,-0.0055122295165653,-0.240808618626986,0.221519119085346,-0.385472019285675,-0.40621151471627,0.111732323865318,0.227897679490211,-0.328420767599113,0.0011285396293708,0.0533476752162255,-0.0450139844502243,0.23918952678183,0.104920594987015,-0.278265863107566,0.0045558754632703,-0.294627771837139,-0.183783114708327,-0.147483323707386,-0.0524175852909102,-0.0546809578153702,0.187230933870645,0.229619160071441,0.181662414118351,0.356842358786336,-0.198090396287981,-0.0658001244341969,-0.0537885922645909,-0.342578686709288,-0.229702208903283,-0.393296989717528,-0.0358571383451117,-0.229791855789412,-0.489642944730391,0.0268573215195384,0.297622055363213,0.160447554889244,-0.289678491026835,-0.374718570753949,0.251305021233103,0.357236812148676,0.0443258943961023,-0.236609343762567,0.0191566677895447
healthy,-0.0325773747725057,-0.254257022514194,0.0622243872584753,-0.476122218893375,-0.179953995636219,0.128302214551212,0.25046885157809,-0.447560780373965,-0.0422359268694098,0.126287753351313,0.0519019730930952,0.0874202940028061,0.11294031662164,-0.27410181499131,0.0795120371017621,-0.112057014365205,-0.320273697705314,-0.265925477054898,-0.0527472018806554,0.0153732949805053,0.241119354800925,0.124105069660769,0.233257764499111,0.329645263186204,-0.142353046974285,-0.178857736187557,0.0820121008681421,-0.366815193350896,-0.244333683948548,-0.343079856963257,0.188113990729226,-0.292904420605496,-0.42471945110693,0.0662197283150833,0.285744836127657,0.110046005203751,-0.30576237466309,-0.559856840229875,0.184388948208324,0.4693364752373,0.24703516116382,-0.323871930697382,0.0370994198966915
healthy,0.113077199924024,-0.183347995904231,0.133616708765941,-0.0038315786170488,-0.161466119236016,0.0166916396346086,-0.0800126429907058,-0.0849763334783413,0.14669732349467,0.420823499144795,0.295189121346154,0.27838383273401,0.078442739580869,0.192139084869038,-0.0333674122536586,0.129064805226966,-0.134320829190581,0.279912687699505,-0.0598490017201072,0.124238910453352,0.135438915181487,-0.080779029002735,0.197118210472541,0.187565389132492,0.07134438447228,-0.105285908320732,0.284084235350339,-0.101065964560471,-0.117193492085867,-0.0101174649928758,0.263784160417907,-0.31871487749282,-0.16583558829869,0.11245858211605,0.300018617592446,0.189281130628569,0.0494708899100977,-0.296459667414657,0.0568828599382001,0.0910155539795101,0.167899270193358,-0.000347342470363,-0.056965716668792
healthy,0.417848410103452,-0.11401289861388,0.718246747609788,0.0817117264098469,-0.76578969352166,0.767909444350716,0.20449860165245,-0.6729260809963,0.450830728673131,0.725057639069979,0.633859843737407,0.659605106821675,0.481300636371628,-0.170799908020006,0.446299285502092,0.111429339945805,-0.387183007135943,0.157425713394913,0.267109149401407,0.237622792471537,0.811567428854472,0.457665595656289,0.699413770661727,0.679398725570565,0.368939570630965,0.394675381800808,0.482455671244468,-0.156884533943349,-0.462291028680528,-0.172222296048668,0.504398465132813,-0.44240459545227,0.0113340659775262,0.616947759767993,0.695350550253035,0.403199351398113,-0.115405849329446,-0.597882779670517,0.438493862647315,0.697175510424923,0.52773215347309,-0.168565021428716,0.47521581265151
healthy,-0.0172216020180929,0.348736256458716,-0.065134143028981,0.266927967739378,0.01245851692047,0.0738798940690711,-0.0279603873130862,0.17399377919194,-0.032902147244005,0.0563203552961627,-0.0660064801038985,0.0764081619375972,-0.0514464010424039,0.094352924382732,0.0384692274568816,0.235249274658353,0.181316172813654,0.0976839171778248,-0.130428951054362,0.0128016570634811,0.0242408191190255,-0.0465308425719328,0.089501359799035,-0.124043374919444,0.125252516472816,0.257337634693759,-0.0576764126302128,0.257171774548746,0.0784046302404405,0.300774274039261,-0.0079640895472632,0.238494367246908,0.271942361763588,0.0587189697668837,0.12945820113356,-0.0483153323133822,0.0593145260900141,0.0698803180457539,-0.0788057027364718,0.0725404932694136,0.181965177234304,0.206002984328878,-0.0476337913611483
healthy,0.0728811269303049,-0.186583238410644,0.456906937390556,-0.251284751797225,-0.349646488867409,0.487369422982006,0.406975764061293,-0.527178695665038,0.0244157568095112,0.36064855488277,0.100335147539617,0.336339405527969,0.112593151410985,-0.404951319963885,0.174243495098237,0.108726865200791,-0.293065108727618,-0.12505203414034,0.0204183143897143,0.107305634642756,0.510311013412029,0.307870898004949,0.540281968737153,0.548556890957863,0.207428495142423,-0.0678599369173045,-0.0649346140521015,-0.235511884694317,-0.310672685049086,-0.422473273067614,-0.0760636654564107,-0.196753558931641,-0.318628279601067,0.363995660290654,0.490164722832495,0.204389326773952,0.00460678507655,-0.495720963036873,0.409922102374689,0.572673879720809,0.356151715996091,-0.51087968179647,0.141318370995079
healthy,0.0118354662175702,-0.231584940371849,0.0342468865518712,-0.57040761930736,-0.0450469845472139,0.0853005471140233,0.215821141075896,-0.375335565577881,-0.0820364119818074,0.025908752982051,0.0514110902182229,0.114496454936761,0.0674208936866525,-0.454779065941322,0.0047439122593263,-0.309377533823475,-0.327180914051542,-0.539290583364641,-0.113370994819797,-0.0781628911822303,0.213457533008835,0.0601147839961236,0.256795508251203,0.278593098618591,-0.122123174683185,0.0148586606467743,-0.141047821999885,-0.386858420643967,-0.0788614226353306,-0.262202021783701,0.199181593201437,-0.300571651130363,-0.29932607242826,-0.0230784849123352,0.235977177010873,0.217658045403084,-0.392976510303692,-0.56986165587676,0.228088857557972,0.559581062263277,0.157766187336801,-0.359487055495272,-0.0076939707423178
