group,CD101,CD107a,CD11b,CD11c,CD123,CD14,CD16,CD195,CD1d,CD224,CD226,CD305,CD31,CD32,CD33,CD35,CD36,CD38,CD39,CD41,CD45RA,CD49d,CD49f,CD5,CD54,CD58,CD64,CD82,CD88,CD95,CD99,CX3CR1,Podoplanin
healthy,-0.0855374126234063,0.062928578773678,-0.142353325348474,0.154921394753122,-0.0642313093122588,-0.123619291011132,0.223691374827448,-0.0141267837385936,0.112150168001687,-0.25143610869234,-0.0240056226419197,0.175578260640399,-0.100007308388818,0.270898021859761,-0.297116305866012,-0.242195173783542,-0.266252628465879,-0.32261489652707,0.0759508245343077,-0.124730793545349,0.0589347983456384,0.299943524901621,-0.0617510730066609,-0.123402638061093,0.214384622907901,-0.0895027940795847,-0.205249361116652,-0.216809652931848,0.253811506145595,-0.298988144102315,-0.372390794691889,0.148889249268433,-0.0305677892143008
healthy,-0.285095743036635,-0.192445913165231,-0.461673586727252,0.208921684741979,0.292540777698484,-0.457850437809777,0.598467558563722,-0.294218351394541,-0.494300640950085,-0.410338374023636,-0.417127832363736,-0.156886954127523,0.283091994554453,0.236295483990452,-0.579127502200887,-0.46043687743618,-0.625450937450482,-0.545330286074465,-0.425456022125444,-0.509012852154434,0.461519103530138,0.172467498408448,-0.457289349291721,-0.0896634369871755,-0.260321556225352,-0.201520454707967,-0.570032958277624,-0.301005015116045,0.556845666959111,-0.354321950119542,-0.617855812945813,0.403956697248494,-0.0735883303967292
healthy,-0.080323547908116,-0.39650137067483,-0.739361062113608,0.2662814614687,0.169830790896011,-0.708631500290812,0.630007219435766,-0.51937990173644,-0.325624117660283,-0.579953288978919,-0.730515436058385,-0.187101240159796,0.0997235083772228,0.168247414504925,-0.652213811737466,-0.660546596068358,-0.777414619601903,-0.604511443251863,-0.355503596471554,-0.764042759056138,0.52939874198589,0.326305685195361,-0.749280543742587,-0.163016674552776,0.107419659633887,-0.578716216874215,-0.651794937639996,-0.618159308114882,0.432615221231386,-0.53954109980765,-0.647643592459153,0.345614929351554,-0.50774608455205
healthy,-0.229985719361267,-0.119006849270451,-0.515256103739326,0.40544668531921,0.155762711591756,-0.59726437721176,0.584589105598262,-0.373764832412999,-0.185169658390158,-0.47946925740297,-0.487373653670069,-0.0111592820268556,0.0730334510414119,0.0229515484260143,-0.50976520275717,-0.5872477835232,-0.576414364028448,-0.619153889419188,-0.169039831710788,-0.462157502866022,0.337830097110865,0.338206096735901,-0.39278325398142,-0.168219545321056,0.356135124941292,-0.381578151102671,-0.541018422419703,-0.447021159611712,0.314225945219366,-0.516906920442966,-0.584044423157565,0.351383368912635,-0.336066068028374
healthy,-0.0508587083012774,0.283360722889566,0.157870897200349,0.0938375841852432,-0.0452940922663052,0.25584491639051,-0.167635335316463,0.155629789761812,0.24010995136098,0.0612935359087737,0.13039329773705,0.130890220128907,-0.203443979267969,0.0855050386168304,0.056973009302347,-0.0303079345269794,0.111875656109014,-0.01900746566912,0.203407525471025,0.126404285205371,-0.115369841443729,0.0507566202951953,0.152790271314877,0.0484685961892892,0.368231047489227,0.0678691674437551,0.175424568722158,0.0314912597253979,0.0120016325434944,-0.0677680845134517,-0.0268261057219708,0.175218712659586,0.0715296776160555
healthy,-0.040609945007522,-0.168065072855091,-0.300577246276631,-0.140235777383989,0.1784100947114,-0.238092662959489,0.0100544080128499,-0.205864638992228,-0.298581932510246,-0.413730320252107,-0.37930273942773,-0.224545456905044,-0.0461540622095501,0.158529322058456,-0.285749101021917,-0.383422165217037,-0.491067893083013,-0.546307367673186,-0.116400669794455,-0.205943487911107,0.148052789875719,-0.0151499320038701,-0.37680899527649,-0.0702824089636499,-0.008954722847299,-0.53001177020831,-0.455488267335058,-0.302624574564237,0.125913122595449,-0.445067388041959,-0.33901639888318,0.121348828509564,-0.375868933082125
healthy,-0.171205422989704,0.419073262031437,0.51782462159614,0.223854276668448,-0.547922206175767,0.528622806831567,-0.498707256118681,0.328460456719515,0.369051426408551,0.55546911847835,0.26350017927473,0.15586222316407,-0.119663169220992,0.262530527926222,0.515442483320343,0.344869661673726,0.463126901007446,0.471424260893002,0.285342640893402,0.364968566473102,-0.414347584474188,0.0486690023443985,0.308511059370892,0.0271835144510257,0.190655181264816,0.381953116306313,0.551205993137229,0.285277627822523,-0.0872960923582787,0.100170920689272,0.325286821645574,0.0881438865066452,0.419398274942833
healthy,-0.193023396521808,-0.25664704490405,-0.338728193300152,0.273165781488433,0.112578663739884,-0.241747319120221,0.359081869835465,-0.0874404919504714,-0.296318891400546,-0.213608267520513,-0.159457091195424,0.125289194069534,0.131980902077821,0.182933044231074,-0.305818617129149,-0.373521813523544,-0.355894578424597,-0.348319891136081,-0.093941589954715,-0.118143746138365,0.270392567451679,0.478383294187996,-0.115607806233877,0.0169828415123207,0.321420133221315,-0.190629016770237,-0.350769081413347,-0.25494004894153,0.371511475091861,-0.31443897516548,-0.339974296021613,0.431371230325419,-0.2107731690329
healthy,-0.16675195998257,0.0046276258115496,-0.236551244968525,0.528468375807012,0.323279601476017,-0.308891343023258,0.613781549738733,-0.104161849353253,-0.327066185351853,-0.228645864477014,-0.0319937974939678,0.103644386031333,0.485168706996756,0.224275731517554,-0.378410439754015,-0.1266155355472,-0.397657766765955,-0.403040934250774,0.044763770947839,0.0454999583835941,0.425462892653153,0.524213372480151,0.139886423785175,0.0215267872024233,0.502543821096521,-0.185669446059628,-0.322304072645736,-0.0506045350335023,0.693800905780465,-0.265838479257388,-0.508400909375145,0.61554739117263,-0.0280103325086483
healthy,-0.248998519057926,-0.311221205270378,-0.645379484542048,0.301771160257487,0.193489228685724,-0.431704121891707,0.447219307584319,-0.302221250094259,-0.219045077462738,-0.453220158018317,0.006302036355242,0.235944332785608,0.291000714239537,0.192800173915326,-0.364809164641855,-0.682255891636598,-0.388247964362701,-0.432957146429668,-0.037938346623609,-0.0312631514400182,0.376799269936833,0.555698382611842,-0.246481370366091,-0.136781988583556,0.133213403112998,-0.310869483358106,-0.335771050277523,-0.465985198984605,0.152142289347564,-0.489323192478666,-0.413675902555809,0.290071106384693,-0.398896558040401
