group,CD11b,CD123,CD14,CD16,CD1d,CD226,CD32,CD33,CD35,CD36,CD41,CD45RA,CD49f,CD54,CD58,CD64,CD99,CD11b,CD11c,CD123,CD14,CD16,CD224,CD226,CD32,CD33,CD35,CD36,CD38,CD41,CD49f,CD64,CD88,CD99,CD11b,CD14,CD224,CD33,CD35,CD36,CD38,CD39,CD41,CD49d,CD49f,CD64,CD99
healthy,0.0419260233711387,-0.276492914497702,-0.140255379544216,0.0147245732586048,-0.0569438593486555,0.0415102702644173,-0.0448994122496618,-0.095615599486643,-0.0149682387603978,-0.179650958538921,-0.17335477693593,-0.0135882605539811,0.155398455918091,-0.378908165522127,-0.129565590347563,-0.152215005886707,-0.0620996118931655,0.0775658470054405,-0.627656652994269,-0.131056553902817,0.0180411555447134,-0.415249536700258,0.0584470126413833,-0.164730533159593,-0.278068338802079,-0.0919556772305501,0.194306494741953,0.0036776746571394,0.0228630506108435,0.0493478412465752,-0.136095635563337,0.0169300104740288,-0.392919851883485,0.124292659712239,-0.25412327343926,-0.0568821419121917,-0.122616562201964,-0.144195798590997,-0.399814142256046,-0.103449168774753,-0.160350345930185,0.235537530421281,0.0651720394567825,0.485713734278028,0.120310202656928,-0.0597458924756421,0.0063356047585815
healthy,0.613106005391859,-0.428459167865021,0.450501817224099,-0.186204626671065,0.453515343786036,0.269334995433114,0.0811951757925049,0.532976632933785,0.60163841330948,0.507907689776238,0.262408313122308,-0.405830769064229,0.282504203777276,0.189371072977978,0.291307376938063,0.549811197268084,0.453739573802691,0.819460626348143,0.020105266961025,-0.368212916062763,0.768565423480772,-0.47404039894523,0.73502344819382,0.658890889011455,0.235372504835006,0.745819111231431,0.780652326123115,0.819204435810207,0.752524721481399,0.719400299582781,0.706922801249979,0.756465845714899,-0.0757410478214449,0.75704905010418,-0.796007740764064,-0.749136627396606,-0.730045887303489,-0.764077819279825,-0.765777573999481,-0.838218725103462,-0.768707419503184,-0.565178779526021,-0.758660386955598,0.357976652282121,-0.725874743605002,-0.776985329261093,-0.778332498785314
healthy,0.659506880400432,-0.243449697401497,0.543224936075814,-0.658492004968643,0.210863910103899,0.51565854803166,-0.322922978086944,0.627059003042455,0.641343297768339,0.6035178313534,0.479546692876565,-0.533307896677641,0.510704754770807,-0.257652166281184,0.448811919118029,0.52346467240017,0.594234649854163,0.341566746896016,-0.649062798132138,-0.330934076316181,0.312562798564849,-0.470512928502908,0.270175050965286,0.25981657432216,-0.523815814637382,0.338290904023102,0.392800369059391,0.379469028564864,0.443223292476812,0.196958453240207,0.230162180911439,0.392014215278715,-0.618620697955954,0.471410282279501,-0.36048440936324,-0.394072362631939,-0.265089342825193,-0.346522189297601,-0.212734205998308,-0.408211095173081,-0.296822640966231,-0.212409914126503,-0.257631391277873,0.221073278383671,-0.253961123515156,-0.276318506021236,-0.346419136964861
healthy,0.415957227692993,-0.178990160108291,0.535990280058242,-0.524412264887342,0.262872803194921,0.355098247789739,-0.0719392919494008,0.516261962628713,0.454556542565406,0.526461291088949,0.282509149071326,-0.410513795811358,0.212624790519935,-0.446275478705216,0.363654650300686,0.640807039849283,0.597637924898207,0.369583706315735,-0.551770019969947,-0.268193789526098,0.394296398658581,-0.652114817039456,0.298536575028137,0.402889011382024,-0.242112362192656,0.445468606876413,0.325158358420183,0.572891296179752,0.485860501567171,0.441225758111342,0.321186894568134,0.592234144515791,-0.643253453101914,0.559669408761846,-0.604494367911966,-0.434468528085218,-0.357254515823542,-0.434462471246209,-0.597326089327442,-0.4399223411351,-0.363758496082672,-0.205837032604569,-0.283511373890759,0.288165886679226,-0.183038184952299,-0.475111349769236,-0.263194756669345
healthy,0.418854822248998,-0.247134278344931,0.315600968352856,-0.366466123313809,0.204709059554333,0.154328458627776,-0.0754007504592928,0.321358102762942,0.424419052853542,0.267033680485822,-0.0063191928126298,-0.132685995217236,0.201884713491092,-0.300102144000136,0.347402101901766,0.398823613993302,0.450980143240732,0.327689650228661,-0.39543200264195,-0.29314322338198,0.292596728888597,-0.409668603747313,0.216077562347619,0.254803120311192,-0.202993206089461,0.290135527415443,0.420347141163613,0.311272244959701,0.408732996351051,0.160167747165269,0.303744567623593,0.344903047662744,-0.381179948047495,0.530199492949932,-0.399297101109194,-0.356214759845614,-0.300043352635807,-0.370449968081817,-0.536518728497246,-0.3643001145601,-0.501462943434279,-0.0019877378259373,-0.111513187763919,0.493560746211736,-0.224913099714539,-0.503194280989988,-0.508866191766295
healthy,0.359246431886686,-0.40131821989326,0.216233561117697,-0.0301060317290341,0.406895509708514,0.255781950356904,0.11536565768878,0.226495232488261,0.323284099434912,0.263062333417668,0.251081211445322,-0.256657233997482,0.32352255630588,-0.0405534517691865,0.277027247273914,0.282242232794943,0.219825613413302,-0.0907850546559886,-0.274204561797079,-0.0024113817090205,-0.104570070245568,-0.116683749873813,-0.180283370542077,-0.146831950063186,-0.252743733995283,0.0511613749595312,0.0714454500082677,-0.115704157108849,-0.0645861953144902,-0.316688367745053,-0.30871668123004,-0.122886631636289,-0.0893824478486178,-0.0970328509023507,-0.141645676027424,-0.302638580916018,-0.504885895916368,-0.358539504261382,-0.0660174856211591,-0.436875876138141,-0.52989750265362,-0.10127658711034,-0.419234977327784,-0.100060993345949,-0.465602213438913,-0.378327383797557,-0.45223189299338
healthy,0.749992779687541,-0.778455056786035,0.800444539757464,-0.64645280268774,0.757088297824075,0.518220895382981,0.199560242568257,0.831174139115423,0.516581070666165,0.757195965669164,0.656572834402427,-0.479434442063401,0.56955887883857,0.143526284470511,0.657695599422433,0.670036508127328,0.621223150574595,0.699973985976692,-0.0130114214028419,-0.775143470978377,0.630055751334958,-0.598906560049306,0.508755531711778,0.271698221039456,0.198460577658513,0.698438445755887,0.580010697985247,0.643196389360611,0.548660313483916,0.428662906171723,0.36670865059696,0.573144829646175,-0.599097635826596,0.530566599106902,0.530777465285423,0.551820735820336,0.440450658868462,0.622614265366191,0.430059818073076,0.557479371892207,0.453087226618976,0.439898406968536,0.187029742933225,0.0137731540522792,0.126665345609678,0.516697425365863,0.356316139389305
healthy,-0.368179638001369,0.0746414188260111,-0.484124588926685,0.370088975202706,-0.323025819387582,-0.558446053748252,0.0339081614630669,-0.360868618531219,-0.311937808187966,-0.510383201141928,-0.456284214401552,0.241947408773788,-0.430136891188096,-0.121486412371646,-0.361912880842505,-0.424852675594073,-0.481344054667067,0.29713244219592,-0.216080320448767,-0.252264109177946,0.471090892248528,-0.526828098633745,0.22306641574225,0.311550202629166,-0.0893154254545388,0.288109161980285,0.21414231651739,0.366159132117996,0.346162989707247,0.345005699202381,0.205015911481349,0.410366213581824,-0.413756941541829,0.310814758333093,-0.437611802773947,-0.420843333443276,-0.303038551099146,-0.3503639436424,-0.352530634346134,-0.431821297147754,-0.426955448891379,-0.1841104737118,-0.238188775352049,0.411162639259967,-0.182220664394855,-0.531180839114676,-0.385432023241125
healthy,0.657339208492027,-0.416873434861778,0.30802273271341,-0.267823270826443,-0.0674531744971895,0.141681988234166,0.0840563788098608,0.309266422236713,0.633967430394022,0.271496083051259,0.250411643779613,-0.271447784277193,0.200335840134234,-0.0808470084767079,0.286275607958207,0.277609290008895,0.106663923418014,0.582795961379328,-0.285007645916845,-0.369248414560077,0.520062656238507,-0.654998263314385,0.436887006726327,0.180429625687557,-0.149925828743711,0.530448641022127,0.449934636207977,0.632596678849277,0.518915973644966,0.211219142491625,0.0843251144769467,0.545227078579343,-0.418502350507074,0.517816675675409,-0.553098392746317,-0.410486752812756,-0.44145830955038,-0.483395006191322,-0.439867240794007,-0.478586680427659,-0.489110485745992,-0.127233084497022,-0.187229790236366,0.514356251541729,-0.0584707099762627,-0.545010293623034,-0.400266959119908
healthy,0.161930463846558,-0.249319696384913,-0.0087660815507906,-0.133719841737946,-0.0641069675893965,-0.271245685005524,-0.222628604166218,-0.0017479589881368,0.283749258969369,-0.0712905835461191,-0.394571246852368,-0.0947998064610089,-0.132540573793753,-0.343129888595868,-0.0803577408939282,0.0683748804918609,0.0609645814647286,0.547736482214219,-0.430631040216072,-0.279764191280265,0.379426496519288,-0.498260498258246,0.308027417253416,-0.110789627423036,-0.329325311337401,0.287585812534761,0.626010594757648,0.350629259524097,0.381572716200134,-0.0037003671029225,0.147568783113653,0.380501897266041,-0.32858401521887,0.377407813318346,-0.484437671218042,-0.21379763294408,-0.307351975673751,-0.205562843625908,-0.576622669008612,-0.132704759184534,-0.220413864433618,0.0358913738237788,0.104327900484074,0.438243030468451,-0.0481863397911616,-0.223537314267839,-0.0955349450325692
