group,CD11b,CD11c,CD123,CD14,CD155,CD16,CD18,CD1d,CD224,CD226,CD244,CD305,CD31,CD32,CD33,CD35,CD36,CD38,CD39,CD41,CD45RA,CD49d,CD49f,CD54,CD57,CD58,CD64,CD88,CD95,CD99,CLEC12A,CX3CR1
healthy,-0.309395243946755,0.253589128811036,0.253469155884421,-0.146379561955524,0.0002502268515443,0.192937706734209,0.0360947086515052,-0.141198889045222,-0.062102806183408,0.239013700280939,0.232749605285822,0.246791264495637,0.229576108386685,-0.0521300834864849,-0.022326129297936,-0.235506914717044,0.000296661790418,-0.109955159126542,0.0541340993410636,0.21502532264952,0.278916424919612,0.440621950601569,0.206544179967654,0.403132355848584,-0.0326648732932144,-0.0234590520843977,-0.131608009840993,0.179312754905605,-0.168831760350651,0.0771310509199418,0.0743828703640089,0.244258441076431
healthy,-0.713006782793717,0.0651573608703123,0.270519623379274,-0.705233426421243,-0.589286323363979,0.505015641007998,-0.340815333334251,-0.68512193124653,-0.666317934656588,-0.621951076349386,0.188867994253933,-0.170482495145622,0.203233169026505,-0.105384936777306,-0.717634479517357,-0.683862849980444,-0.804757511351153,-0.752400839465198,-0.519432084375033,-0.649422115891739,0.417178287531723,0.381326966755672,-0.65468828757659,-0.28666835496739,-0.27376042889709,-0.527370008993515,-0.731063908586452,0.257102283882563,-0.587229649127167,-0.759075038626038,-0.603622092216947,0.273611664432618
healthy,-0.283671208157123,0.56034639661839,0.0813886541524046,-0.369787096759361,-0.171920902835837,0.463982115413362,0.273644844698991,-0.231123797636307,-0.196464558913327,-0.368593843657604,0.323433369227623,0.241468582597228,0.418730533242527,0.32411940364771,-0.350465772734207,-0.192415949017002,-0.379261678606881,-0.331735947107749,-0.0030530398386692,-0.306025075687314,0.413072734447383,0.493088031375742,-0.327444216086571,0.38836914801839,0.0370692887305208,-0.138482962727418,-0.391460283692589,0.488896151789167,-0.169679638729322,-0.452980683629387,-0.0630761793196698,0.272021324367157
healthy,-0.328215481905382,0.613849997178525,0.255469100732946,-0.370374451129054,-0.373864927429481,0.479640450472079,0.0437666012901364,-0.0717865315000349,-0.297739686430668,-0.222049361010033,0.325842835518783,0.194566494986804,0.227225692163306,0.23696915500061,-0.250613152654569,-0.423911235134267,-0.305218033052062,-0.434669238516566,-0.0005664412066483,-0.214484381393273,0.32501452880089,0.545355017718687,-0.116700982062057,0.566253331855841,0.0823423873998453,-0.160497293730279,-0.48199221265089,0.416915646009862,-0.355831677164509,-0.344848826075416,-0.139862417671352,0.392230955742042
healthy,-0.488672564332403,0.207888443688318,0.435919984028117,-0.191683494224969,-0.156513039343249,0.447747586142215,0.0052714998525244,0.0240750020073262,-0.295636777897429,-0.106920294525181,0.0765866087286069,0.0373074971556311,0.155025865949958,0.0205764643582273,-0.165586648436588,-0.596789766976418,-0.194593347908589,-0.361749259822342,-0.0932959333409396,-0.132011403081971,0.323448398115726,0.62820676210857,-0.160310823194471,0.40375490852959,-0.0277350298969092,-0.276780183137529,-0.315334930158462,0.13682897927425,-0.27890345701495,-0.262182964736492,-0.100932772213342,0.212703230909672
healthy,-0.265039882685281,0.161923562104052,0.227827343868261,-0.382276435339147,-0.166837784996412,-0.144353389217481,-0.154067099604665,-0.149728522319927,-0.197419694182973,-0.275783956003345,0.0490599276337577,-0.208078930086827,0.156646319542001,0.29810233896186,-0.106631740003986,-0.352187747322166,-0.213428327200329,-0.0935931069087671,-0.072429189845862,-0.335026880073954,0.260957040296855,0.273381678691195,-0.293753185056869,0.077422134816917,-0.0098175466981734,-0.313910972112948,-0.356528144146592,0.0869442670254692,-0.241794196762434,-0.215289012591893,-0.13177688750389,0.0829622227697442
healthy,-0.777748873307435,-0.231718958049721,0.74336386682419,-0.828166064899043,-0.287858122735943,0.629195277581938,-0.384891857436287,-0.701296714030577,-0.716795966456587,-0.392168735482801,-0.0059675680210517,-0.263415256891614,0.268330328659554,-0.262646282127248,-0.840775065083912,-0.558655285137855,-0.774466872501878,-0.680269154412686,-0.498393068622628,-0.465605623196924,0.457293287829928,-0.0668403064301787,-0.487049432454254,-0.218643385005238,-0.0078514846123318,-0.696301862276852,-0.685399513003619,0.454819004718878,-0.47943076491744,-0.709506190796965,-0.640858947337113,-0.0207294910954363
healthy,-0.413789864012318,0.276116717009691,0.112457262806236,-0.330192642447597,-0.256692807912488,0.327000515497816,-0.149541719015079,-0.217215676476321,-0.220058749579136,-0.128517860410438,0.186082717209886,0.0176384184646221,0.0692433912526765,0.184145953973598,-0.471628878916131,-0.355260402696985,-0.406469236626909,-0.400570276168076,-0.0773638168840759,-0.0615401365657214,0.214801725461906,0.420417234679156,-0.142805023937557,0.228242139181324,-0.0345677024323231,-0.31463544954015,-0.435276329290999,0.290980707897031,-0.418244508276114,-0.504572930320824,-0.182197328530627,0.407304270587851
healthy,-0.0378622232974583,0.351694670542316,0.449078411836897,0.176170449250346,0.0274387693022221,0.128949049170427,0.141624603361049,0.251962908002977,0.0189435815517517,0.111248198379456,0.0862439261271106,0.353289835760105,0.125152419683844,0.134039187937924,0.205349737149842,-0.100091133516049,0.14262199408997,0.0883192286264533,0.453706406145586,0.169958065071774,0.0334519994670546,0.400367504312572,0.108452488137066,0.472931339418483,0.0185844104902745,0.164927172652166,0.150381014379341,0.0021498419258401,0.0002033837200813,0.0989751207978375,0.243422155706535,0.178744160608355
healthy,-0.509744705890054,0.514922519786057,0.348357155640329,-0.367610428586099,-0.295139471803538,0.585429736005318,-0.0541661279838243,-0.112242378010994,-0.349069539057869,0.0127853264716306,0.458599673975589,0.357521324120434,0.47742656877189,0.377714720109073,-0.335305138232968,-0.574168501826315,-0.384288082271737,-0.395238410363346,0.0812995305772295,-0.0444570269793804,0.444996505925585,0.696798726530406,-0.231001059296049,0.323964710161358,-0.0552676960568575,-0.147234014339007,-0.376249545634974,0.426984508992972,-0.406747871952646,-0.448762830674883,-0.0913493651802876,0.456514309414952
healthy,0.0568972817270719,0.141340158434214,-0.0451241239668448,0.151210628785615,0.0491457196436803,0.0451325675490737,0.0287994846595022,-0.118072796045693,-0.0039417128817831,-0.152035662980106,0.0738185865434484,0.0273121775121674,0.165601592021484,0.193362515864698,0.0156365934112248,0.115641685595618,0.0162955389958305,-0.100518290326614,-0.0495406838164579,0.0313269824593392,-0.0390028949286667,0.0360012504401681,-0.0828724709035308,0.0913073886163761,-0.115597000691618,-0.0563952066150601,-0.034720023559078,0.154085766439359,0.0034565344343902,-0.0495590876390126,0.0638175069759565,-0.0104712696500419
healthy,0.407733474845671,0.231723241498819,0.132006340026725,0.453033407800304,0.315136116876564,-0.387524021871747,0.246471498309893,0.300321574682263,0.341638417125262,0.318172088867951,0.139310572550701,0.304282802268487,0.211162305086931,0.110871887529952,0.376506780316112,0.456192359243388,0.493856619428368,0.268137336711327,0.408828667368219,0.458173635820035,-0.006714931315281,0.189477560393783,0.27969944166849,0.36511647853878,0.0438168023333303,0.283611967114085,0.423844637377725,-0.125010147745844,0.281563676936332,0.495356321916298,0.34897921584034,-0.118369544841301
healthy,0.0687574419165783,-0.0425693213922134,0.061009127635707,-0.0959389808964586,-0.136989387941273,0.196560451551092,-0.0609807728221285,0.0052469312259183,-0.0312391001274893,0.0381615632360875,-0.0072778026643147,-0.0542817281262553,-0.0717085494264175,0.051827443698608,-0.186209514621686,0.03419557919596,-0.151068166934237,-0.0075240726212346,0.0178763493082923,-0.0512379260875036,-0.0994672889618603,-0.042934360587221,-0.0063599203108284,-0.0103557636477805,-0.0715399401034433,-0.0350738130543158,0.0144183690101117,-0.0115420858986029,-0.0508064989766005,-0.135198934369489,-0.117950408499944,0.0730178518257326
