group,CD11b,CD11c,CD123,CD14,CD141,CD16,CD195,CD1d,CD224,CD226,CD269,CD3,CD32,CD33,CD35,CD36,CD38,CD45RA,CD45RO,CD49f,CD5,CD52,CD58,CD64,CD82,CD88,CD95,CD99,CLEC12A,Podoplanin
healthy,0.356535013952018,-0.232881205878321,0.121603815067234,0.287050348137737,-0.0018094346186566,-0.214299450615321,0.0869491679660038,0.148291332794852,0.307331963289906,0.105874834057424,0.151683586990814,0.139804544395262,-0.249804949946227,0.247849296248205,0.276284181609728,0.339131025517216,0.254479428738356,-0.0965288189655277,0.133523820248991,0.143070449252669,0.110139664538875,-0.0819699139609184,0.174150751378101,0.325203443060347,0.338159080967292,-0.260913992070127,0.299589859819058,0.457798146891373,0.200666236253447,0.080632920888216
healthy,0.874351052200831,0.143060445796682,-0.269790486954588,0.78245633240624,0.0660108263430718,-0.396023528379822,0.632840931363109,0.672745642907536,0.768895481297071,0.645788565397123,0.576605138304207,0.248855708472845,0.327667871334769,0.767580640912659,0.847220083665387,0.792325417589404,0.786016686023597,-0.377669185581761,0.485908773496267,0.666948575336433,0.293523904233054,-0.0583771493115118,0.675800590562599,0.77224604486018,0.732466366111309,0.045702032512935,0.705200013953214,0.73060985491861,0.593524128320972,0.54425090846557
healthy,-0.464588383747798,0.591597891069459,0.323693171605766,-0.531372727822812,0.0646607514317375,0.597270638428277,-0.356376679509792,-0.23145690876891,-0.392766841374762,-0.57239268332591,-0.269456423152284,-0.048578560721551,0.429199716259372,-0.58296715261212,-0.509724744072669,-0.635157641644695,-0.544203394165787,0.531493032235298,-0.166680900861157,-0.545856064616386,-0.0838875410058952,0.49864025239047,-0.383158036319166,-0.603711015108287,-0.425121009178307,0.609932000400247,-0.439937258844789,-0.664120850421736,-0.225154208054429,-0.301243860037144
healthy,0.502183274852267,-0.486056964411047,-0.253781987801408,0.567894339166616,-0.359983447718778,-0.588652541619611,0.297507776744894,0.220627446864589,0.385544693302489,0.451140794647003,0.195499850681589,0.0503567976089261,-0.0654357393457565,0.497814986419762,0.537936823769517,0.586888845071645,0.532109331019053,-0.46544741440017,0.0765593971593122,0.370426092302492,0.0034416699001915,-0.478575383788637,0.333766268506176,0.633499925759403,0.416933095313424,-0.477792556705387,0.441948525511654,0.512912277857021,0.349385702704644,0.364868221400511
healthy,0.402254786935796,-0.210463608274889,-0.187942980389049,0.23953511066308,-0.168635885821178,-0.221144488977074,0.234977699978099,-0.0516899801963168,0.247801666460463,0.202830510258692,0.239939787915404,0.021612863853695,0.069117829067653,0.122211928000228,0.422169747085176,0.152587214577055,0.343889984513262,-0.0791365338287041,0.127077932774772,0.235350892789758,0.0653278741866752,-0.0562404835823268,0.245669424926109,0.287835063586386,0.387074427738142,0.119633609860796,0.299148226333582,0.229181206876256,0.111715487533621,0.303630404211376
healthy,0.172900923745983,-0.133223463641006,-0.0959944265230979,0.363595691107476,-0.0801026298216521,-0.0927087337248561,0.0016496416814245,0.194538480763676,0.210794642064554,0.131116088483839,0.215828645705181,0.0974143437553824,-0.0874615564162186,0.218518345965196,0.219312858959986,0.139334397055741,0.174199459280227,-0.267676147929291,-0.118894556802359,0.0652761504408253,0.0320803822710813,-0.343229787850613,0.292600375539284,0.0577521885245875,0.045920461128361,-0.345465000079925,0.137078022785293,0.344183083152007,0.196841266437142,0.171678941917569
healthy,0.141960853826747,0.307936973200591,-0.20374967416588,0.257844980710164,-0.242519384125281,-0.332471504079121,0.0279490842685894,0.30929968844182,0.0790715731389564,0.0633749327911421,-0.082680363393734,-0.179432967800869,0.14839688571491,0.337998863613564,-0.0091440521135171,0.320381117353168,0.110834605896804,-0.415567963053986,0.0306337432797997,0.0308685129932884,-0.167485524520836,-0.130084913790484,0.259072912348395,0.126744790229401,-0.127099867578025,-0.397836465969438,-0.189398313048906,-0.0050943655997171,0.150681417504816,-0.0686740789841502
healthy,0.368222762995572,-0.208168954427112,-0.178574679912701,0.292737667119837,-0.0532895700835852,-0.356101718399683,0.206238456796188,0.323965638096228,0.317398338123715,0.447345541981623,0.213425829342388,0.193989450399207,-0.174077662926185,0.341697927437478,0.220174303512081,0.401745230091529,0.434182852325967,-0.170026182509991,0.161392838796866,0.410357334913432,0.222943083593379,-0.146307003452833,0.377724116367672,0.465677428541307,0.337862457596699,-0.353946032570887,0.364800655231182,0.541172795124731,0.213396644982603,0.191039308504936
healthy,0.48809859642919,0.275985776721574,-0.186393534049901,0.231475506833619,0.0536076164904161,-0.0102707601151725,0.0961498785934294,-0.199935381002758,0.249346952911353,0.155010504927383,0.211761408945643,-0.145020008122079,0.179515540194125,0.194406001555243,0.509119442573429,0.129138309041236,0.19295430088985,-0.0298509037074627,0.146758070252482,0.303646799989862,-0.0383137323484956,0.0075487828707626,0.249083409439838,0.243687947683229,0.363118000758824,0.451664306964976,0.207097483044133,-0.0161386641424356,-0.0051881637269403,0.28628764829711
healthy,0.391931719796318,0.339994107223305,0.06463509397407,0.0315954679623428,0.0361859054555107,0.113609922665533,0.203152251534686,0.0133479330085424,0.25071818581171,0.0506753127763227,0.193369144321405,0.091210504983882,0.316108358383075,0.0333864944435829,0.384256050823481,0.0381480388639753,0.0055091949635763,-0.0323499735883902,0.330191776824133,0.0452136918443745,0.147354932238162,0.158309462644236,0.21207562712702,-0.0205634023289155,0.188095620484282,0.367587258570653,0.243929895121459,-0.128635887024698,0.100956994966829,0.353431119243323
