group,CD11b,CD11c,CD123,CD14,CD16,CD1d,CD224,CD226,CD32,CD33,CD35,CD36,CD38,CD4,CD41,CD45,CD45RA,CD49d,CD49f,CD54,CD58,CD64,CD69,CD82,CD86,CD88,CD95,CD99,CLEC12A,CX3CR1,Podoplanin
healthy,-0.0565586936040866,0.398178692015399,-0.260328984294277,-0.181943976278352,0.332914245145849,-0.225112520562315,-0.141105457870865,-0.0387248899801551,0.314573022364949,-0.199595303280157,-0.10845623128735,-0.401850027279543,-0.348741939014458,0.174533628764884,-0.191132327423284,0.35797861272913,0.1419826092069,0.132324934955147,0.0387883571445361,0.16299759018503,-0.0536216724654644,-0.323572233122473,-0.0752060462656767,-0.109909252874481,0.149180964894692,0.493574044969156,-0.177968095161951,-0.492968141753897,-0.28404897307404,0.190381897004803,0.10151702666135
healthy,-0.78204806632771,-0.0421146470237456,0.291127887721128,-0.760865615773551,0.504313275870367,-0.74600687603096,-0.714476437877936,-0.720089593607563,-0.158354613794605,-0.775402951792309,-0.734583168786291,-0.863847254501664,-0.769765256368354,-0.403281757898663,-0.783069116836947,-0.144350724177842,0.380029640950723,0.293078014090417,-0.753622113046785,-0.395302037957363,-0.602276684441242,-0.758820032579824,-0.621628770085244,-0.649307140161507,-0.0939423667964384,0.159739075325592,-0.641879821031558,-0.806703908937879,-0.667546235669393,0.185553442021813,-0.473725542073811
healthy,-0.658728382223784,0.389838100445593,0.209432183508314,-0.668124206681428,0.703017953420027,-0.351806424524568,-0.596376046946246,-0.673727632339557,0.28341046096496,-0.736984220994761,-0.630703809592666,-0.769818213789867,-0.575663339696937,-0.273214564448844,-0.714443412486316,0.345305509349799,0.624669582744642,0.438839347006547,-0.676378101687504,0.240967977704391,-0.531560952195267,-0.636645985504139,-0.583811439368887,-0.541857942780233,0.225932028138136,0.549579759196998,-0.498883177262891,-0.678423264046755,-0.346534806295085,0.454087730834774,-0.413472272428425
healthy,-0.342583953455642,0.48975987762446,0.256451818837818,-0.387651317145426,0.651748868273983,-0.281007728065623,-0.285618001532251,-0.438415168969646,0.156792052773871,-0.505396703696054,-0.314963339877324,-0.567348133011532,-0.562489205109975,-0.162422447818475,-0.40903809423538,0.409772855184006,0.410001545833575,0.275836082279798,-0.323882499608993,0.426192944037545,-0.250915046386072,-0.550844078487332,-0.229092599117355,-0.340641347763811,0.227588788346046,0.659276816019427,-0.421912186890874,-0.674111769517812,-0.453833473458208,0.407650529033571,-0.210910147840211
healthy,-0.149063951627871,0.373262287922686,0.24833836401837,-0.26042872717264,0.484417787977268,-0.243582481264345,-0.177570310940876,-0.301313154023791,0.233411191598973,-0.375875755570412,-0.222638027298931,-0.431296428737659,-0.398021621181074,0.0127560006129787,-0.305876133421828,0.228497292498822,0.189503760358431,0.365442212712924,-0.337015050555001,0.301221295006302,-0.212178608709444,-0.370990027195787,-0.139400971190261,-0.28441479407558,0.262270676228212,0.450809382741302,-0.256530901340043,-0.55511954615739,-0.307055909105334,0.275808146930345,-0.0548933725162518
healthy,-0.277854744157531,0.0868666111125465,0.074056211597031,-0.363816702729372,0.12972359644338,-0.422679158600347,-0.240759568504674,-0.179492788064648,0.1180646994754,-0.408933668791158,-0.188372412057067,-0.419063926382617,-0.377374232211818,-0.0922565144766491,-0.015598757481824,-0.0070905027702464,-0.168019949349467,0.197821130167039,-0.0937109963991114,0.0788078598061825,-0.299083924891331,-0.345818082926769,-0.0184246440746732,-0.387508489072656,0.0303270229339596,0.303795228684303,-0.146968409186225,-0.475670997237324,-0.584676613273057,0.189543733524176,-0.101769149307898
healthy,-0.909416842416805,-0.248200091826655,0.777583586836652,-0.848348263119271,0.777586513865839,-0.627626198896158,-0.78353793119247,-0.401064482929631,-0.244588626767243,-0.842972867414048,-0.744835131018771,-0.773191839111543,-0.674060095338886,-0.347677814705596,-0.438738192633142,0.139163357351742,0.500122764654258,0.174479241460596,-0.547800058589541,-0.0293760485539965,-0.781096727466842,-0.790612819126097,-0.690254279682429,-0.590305692105982,0.0400221193787629,0.412356889549245,-0.624591746517442,-0.66539361594487,-0.611984128852127,0.11752518200886,-0.695136861892684
healthy,-0.252223767429939,0.151608586778821,-0.0198378812656229,-0.312961384139695,0.407521188364461,-0.403906295300884,-0.37290852279614,-0.233025344462296,0.207706325116775,-0.383024478893427,-0.186796569367484,-0.422825325157814,-0.384350198286299,-0.169079849598739,-0.0534640739159451,0.112383255562358,0.0919820518872176,0.0773398286528834,-0.109199848936405,0.0089220215944486,-0.324564785854676,-0.4971278972035,-0.0647383427304354,-0.20349506118641,0.0598080379921904,0.532802651314588,-0.252883978368515,-0.566789033783832,-0.418504703038403,0.233451932214667,-0.180284381493921
healthy,-0.29694210831866,0.427466497735913,0.280268442478528,-0.494878947882366,0.632718043526502,-0.505248401408451,-0.276843989909038,-0.181382339394302,0.181517663930283,-0.44894746606994,-0.133222034279047,-0.529983685028576,-0.524639535966224,0.032338144334564,-0.0343094002673082,0.287387920092076,0.340830246258481,0.392101009819066,0.0081081047609494,0.370541991193239,-0.323071829741967,-0.467958356453115,-0.0873469496250971,-0.15689825100288,0.0658055573832794,0.641976357036664,-0.353348341106871,-0.620188587325546,-0.343955838583581,0.53655203382884,-0.066168846958735
healthy,-0.267312908181572,0.49307370642487,0.149325011211454,-0.508021187966643,0.488793530844075,-0.352033064797779,-0.251321100235587,-0.164675021253037,0.41167114740744,-0.504300340666886,-0.208052134205868,-0.518444834489514,-0.478488844749423,-0.157496736593754,-0.105309820533289,0.291424442330788,0.20416533403988,0.182817738577951,-0.319205116204378,0.0078564990811105,-0.237223498603627,-0.480474262852729,-0.0398348758180419,-0.314947511653233,0.19245409158188,0.582011072004773,-0.331125901694535,-0.704538243359846,-0.404143197392392,0.267274810750997,-0.106087735967913
