group,CD101,CD11b,CD11c,CD123,CD14,CD141,CD155,CD16,CD195,CD1d,CD207,CD224,CD226,CD305,CD31,CD32,CD33,CD35,CD36,CD38,CD39,CD41,CD45,CD45RA,CD47,CD49d,CD49f,CD52,CD54,CD58,CD64,CD69,CD82,CD85j,CD88,CD95,CD99,CLEC12A,Ig,Mac,Podoplanin
healthy,0.0179428089393025,-0.303010952721742,0.315815267593251,-0.0156340814238107,-0.249001219373507,0.249345595968693,-0.156997692737142,0.32482749702042,0.0067873048362837,-0.0310043385161978,-0.0020764335241425,-0.139545249849038,0.171904325689488,0.254775973386962,0.149208150179584,0.102133269746486,-0.0625229966990521,-0.268750239031841,-0.152207266461335,-0.201132613525718,-0.0184603396650256,0.0058163950779561,0.416113028943509,0.382397436183344,0.327990944576877,0.465067151129438,0.15167265908009,0.407314879355661,0.464632355737453,-0.0211974052498825,-0.222320692590778,-0.0609890553156596,-0.203172751951006,0.209168324747866,0.303393722667221,-0.143029097977743,-0.136099849129696,0.009929861104313,-0.0641993742870334,-0.0634267356062554,-0.0106673562783083
healthy,-0.293803589491577,-0.723854389708881,0.113391595225067,0.390799813415041,-0.694207864646053,0.0035242387563661,-0.633719778749493,0.546541316867432,-0.541562727441624,-0.639680166274984,-0.424673232296402,-0.638576149707396,-0.628726658996286,-0.185466420932452,0.235206940472732,-0.0233781151122594,-0.719436397738551,-0.703437259237622,-0.779254833825693,-0.738663366848588,-0.493377271742914,-0.621070069466352,-0.0506769298624673,0.428333961837076,-0.287402989117306,0.359732673542743,-0.650062026953939,0.110865336198257,-0.234299736060805,-0.476968479255005,-0.775492494632503,-0.516780956985918,-0.568599331366359,0.10617100139599,0.318697439513268,-0.605360144133522,-0.775857131797106,-0.571542882910425,-0.295116173970319,-0.421076768530362,-0.36457590654091
healthy,0.0356274162543306,-0.68014279315858,0.395715526629915,0.259322856541166,-0.637469180762366,0.149163460262308,-0.472695413249603,0.67980748881289,-0.461016011918181,-0.282301075519627,-0.268830811459602,-0.504688058517364,-0.664199974401399,-0.0919852202389238,0.208966344797695,0.321795006128352,-0.642816310097152,-0.68138615279878,-0.743643700066774,-0.586039935109569,-0.227507772661682,-0.688333536299178,0.375100617002552,0.607096405049616,-0.123039952623576,0.506596804343515,-0.653404883544898,0.398546691402873,0.272968842478976,-0.511347183665346,-0.625886543751156,-0.549755976327135,-0.545306981642984,0.178091432494117,0.538006035284528,-0.488921212934211,-0.664298315568588,-0.260911445949149,-0.271326185744994,-0.285855526030435,-0.403025486770113
healthy,-0.321054594339927,-0.612462380785257,0.241544319074884,0.149018625949241,-0.638160282044576,0.118990807104266,-0.565723200198074,0.534193650369218,-0.30064596319715,-0.345776610605408,-0.354737626845217,-0.439253283394055,-0.512725023175973,-0.223659929124628,-0.043965925222224,-0.0744113026302999,-0.624202814382223,-0.572840308164303,-0.69094605519896,-0.549580920427189,-0.336238715066139,-0.598197217556028,0.217617588559946,0.277156287530138,-0.13947602254814,0.125690279156643,-0.471529928584417,0.338394635195093,0.166277551873653,-0.472673342253076,-0.590828104337194,-0.486442619616735,-0.491006699187257,-0.0337401430330009,0.300075879020866,-0.517678583174875,-0.590255132341113,-0.523648591950994,-0.0698341893145931,-0.335813257749196,-0.402167905565309
healthy,-0.140742762831455,-0.39269640432986,0.229404239423039,0.281503279614501,-0.343310341352283,0.121435481769682,-0.348649459746395,0.500205133648859,-0.174517776323763,-0.208834935552514,-0.13362310393943,-0.288602890333909,-0.240254220147342,-0.0602252436579903,0.103863941910025,0.0818105715183616,-0.341039956420692,-0.432779374974956,-0.382077944022697,-0.447477256636484,-0.0258553558210619,-0.27801656885107,0.202750261554201,0.191658416741179,-0.0517315333044695,0.397239602914026,-0.304422818324709,0.116274223077793,0.252094589041788,-0.287080446519695,-0.309420716872229,-0.206895514621976,-0.388201342054616,0.129447951325565,0.317036523585416,-0.318470567577902,-0.466846604471417,-0.322355635072555,-0.0759318502941577,-0.0756766174818164,-0.153638374174551
healthy,-0.167701115031063,-0.185810243656604,0.230566555465374,0.0703801941472797,-0.309205783395208,0.0956754891221667,-0.062576014909036,0.169369305399623,-0.239155472408331,-0.279350552698152,-0.0804927488091065,-0.29729577789257,-0.112763407882824,-0.0698777228625088,0.13148284312896,0.120921272883807,-0.347483266287383,-0.110638082613832,-0.232301012171247,-0.252088388561156,-0.163131557586529,-0.0824340797474859,0.289911091012538,0.2451946054107,0.24423385607413,0.325303290316109,-0.0862502644588368,0.33452857288671,0.240255318972198,-0.193539727659635,-0.20149026678354,-0.0425680101484273,-0.183366095296426,0.194187200507554,0.421836810605017,-0.0408438273687815,-0.2627973045272,-0.365832291294756,-0.147221212378561,-0.218491563544421,-0.123327559267669
healthy,-0.22653753400328,-0.864428840674561,-0.265779967855383,0.713269104572144,-0.862325015335005,0.290418706397389,-0.36126339933251,0.736731964635778,-0.540192385023157,-0.712653038497938,-0.597488693295248,-0.811091422271638,-0.477753965820931,-0.254331972171214,0.20152273442587,-0.176177893961071,-0.879872811798965,-0.618207371370824,-0.766932584286264,-0.682996498118,-0.401810208052045,-0.506080480878139,0.0669466671238509,0.423064574329886,-0.0143184753594892,0.065972250502514,-0.601007627038499,0.254665120761326,-0.117157233012592,-0.738265191466437,-0.723574252393191,-0.687942167949404,-0.588446827497894,-0.189111492647007,0.476859966407748,-0.554935320165307,-0.734746456722837,-0.607644226274223,-0.135049791142837,-0.632711598105156,-0.672785939052986
healthy,-0.23921575791364,-0.174157670782406,0.239491106390381,0.0714164038048741,-0.272439238967379,0.24618249861179,-0.116171350290612,0.460855198013007,-0.0222494065502135,-0.217191360138606,-0.0778374674555449,-0.378451402437357,-0.159668177865868,-0.0330382532548919,0.165439099077834,0.169870074098842,-0.349501196749636,-0.0468426400404499,-0.375017935147168,-0.363263772740355,-0.114724706253759,-0.125091855889302,0.240446387653432,0.152815197964044,-0.034062087305588,0.193711328585533,-0.114847866959318,0.314750369836807,0.119927885136871,-0.209147482520325,-0.444737506991316,0.0251669451024898,-0.224790426291482,0.125154544917304,0.539084665486218,-0.189351976972442,-0.429004787478553,-0.266375049670572,-0.219586956992941,-0.135411887533666,-0.012070003870477
healthy,-0.101777408026432,-0.646238752863316,0.296192710980436,0.49766931045901,-0.519691113375766,0.348271277821921,-0.41450255275384,0.640309759564948,-0.269853172555248,-0.260888935758229,-0.224319451138891,-0.433762901747933,-0.172478988983177,-0.138260966541419,0.277173150014234,0.123556548761661,-0.479532374226571,-0.527088227936482,-0.561799593179332,-0.523845568618342,-0.198576100185602,-0.178459307600025,0.259883801571073,0.479352247011616,0.190646320361523,0.587798578955384,-0.110602134891922,0.299457052813763,0.329700878316722,-0.386887541527497,-0.522474285130457,-0.168250288122375,-0.437134185749202,-0.0179645850370934,0.339240438393553,-0.433285396331141,-0.46496892388319,-0.141236249156431,-0.0107475583968271,-0.226056482634525,-0.207822583357273
healthy,-0.311168747135792,-0.515964514200251,0.433330370656838,0.233239229005246,-0.548800994574135,0.205191021408177,-0.478289238157787,0.59939309714345,-0.174602773114976,-0.346907350865477,-0.210657675828977,-0.383474713576808,-0.111066482877836,0.159625376512373,0.339674172721185,0.391386875770368,-0.539322093214428,-0.486539049572185,-0.500107596932305,-0.479572329245676,-0.153463794599466,-0.267869492810546,0.274704528336492,0.379872864454255,0.142577447887754,0.385117919630399,-0.379609207524343,0.275356945433125,0.0392200698351169,-0.312197194770264,-0.490158882211856,-0.205248468465046,-0.492549316507454,0.185994818006824,0.415542218275569,-0.477645421584507,-0.653951349746799,-0.361967256688758,1.17528746657053e-05,-0.205437676130065,-0.278420486206197
healthy,-0.57091465516183,-0.697166884999066,-0.558939027616401,-0.206856829059454,-0.650588825047845,-0.226036484721095,-0.48431160866583,0.13198486042025,-0.40496924859576,-0.442917412993677,-0.343491396347478,-0.582732775397611,-0.497915782958973,-0.501290485490716,-0.449328399480749,-0.540464911856774,-0.544266241913745,-0.686048310068836,-0.635720739749962,-0.582480094859501,-0.494607663347458,-0.584978321449083,-0.416702837883765,-0.28726180022436,-0.475841409686505,-0.342337020300949,-0.40527905180344,-0.304429568657831,-0.507045861901215,-0.485055496206515,-0.464809039576275,-0.584400966219074,-0.614269241348585,-0.314879896873153,-0.373894358738681,-0.585519913907131,-0.60781106576063,-0.603702436992849,-0.622001230751986,-0.47161722036128,-0.421553692405002
healthy,-0.313468076459408,-0.597941963669539,-0.258669182757392,0.0309749048334753,-0.516745017359895,-0.0525404252730445,-0.29882571031903,0.303949081244105,-0.35765713339804,-0.346726271604187,-0.308148127712599,-0.323702011150134,-0.376998520168902,-0.214436910547289,-0.0297977966920486,-0.332459907187097,-0.295503967407007,-0.547055758767874,-0.396871938607738,-0.38021434456774,-0.279883130661127,-0.355683406124553,-0.225021137435126,0.268817931105172,-0.224622045534539,0.0127142514090495,-0.395169258707841,-0.193641530435253,-0.233863980569446,-0.280135155025802,-0.365852295844592,-0.466445178007399,-0.488058619217112,-0.0731535281753063,-0.1865155777231,-0.401503692425751,-0.341593045246186,-0.252182777232281,-0.256403710095462,-0.294020389031178,-0.355615824919343
