group,CD11b,CD11c,CD123,CD133,CD138,CD14,CD16,CD195,CD1d,CD224,CD226,CD28,CD3,CD32,CD33,CD35,CD36,CD38,CD41,CD45RA,CD49d,CD49f,CD5,CD52,CD54,CD58,CD64,CD66b,CD82,CD88,CD99,CLEC12A,CX3CR1,KLRG1,Podoplanin,TCR
healthy,-0.410711103426489,0.236748217826832,0.0488015077412898,0.0488136707797401,-0.0253511749292344,-0.164073173726181,0.230011283091121,-0.10069719178497,0.0624969608270406,-0.228017774926847,-0.0314576231619911,-0.13536564581668,-0.179002603973805,0.0631770878645461,-0.14044877589956,-0.419642464086726,-0.228157747072341,-0.304882738546693,-0.0972440412691399,0.122838930911774,0.394260729035248,-0.115247526726352,-0.148802139936043,0.0958859479502824,0.400669490015687,-0.114927226475743,-0.213265710786166,-0.114336494021209,-0.342258065603425,0.126849052016803,-0.268412200019536,-0.053889432281732,0.170585052459181,-0.10576862632753,-0.196287426514408,-0.123372505194637
healthy,-0.816585907841753,0.0252579962165048,0.423253082614733,-0.385350626772501,-0.313108648384554,-0.738911685063102,0.566844517130035,-0.559908612010462,-0.634388229338289,-0.712870502227339,-0.613609983104413,-0.285809010788358,-0.25495761882853,-0.109410178500635,-0.753371524338562,-0.789665099212568,-0.799119692663169,-0.752132591004922,-0.667368265143879,0.499078277126333,0.375914879541065,-0.657445619262714,-0.209607456333607,0.121734619139487,-0.306151929932209,-0.510538745891143,-0.782703728015903,-0.320461999340161,-0.612005556670567,0.20040426178746,-0.745037564728606,-0.555861660796503,0.271328233351658,-0.2721271403194,-0.374436613607339,-0.191543645654753
healthy,-0.749993295698201,0.32673519591231,0.297971054248934,-0.246651461267741,-0.375921731609702,-0.670755417171856,0.669401896948552,-0.479254968271794,-0.431659551442188,-0.578386447077054,-0.638807526804608,-0.258651507333596,-0.222559353076389,0.287897252879707,-0.746207759133383,-0.696557050804817,-0.725244361443816,-0.678411293307625,-0.619604409844875,0.529023217950282,0.348775033267269,-0.647613163464168,-0.184465595959903,0.258232513578776,0.17732472879769,-0.578697618992704,-0.674380982241563,-0.192897925238104,-0.641435511514686,0.504266523321258,-0.700723485104355,-0.33808463893883,0.435138802310168,-0.16970760197367,-0.467381802015922,-0.254145347402057
healthy,-0.372303281053963,0.526411005590124,0.279066269211809,-0.0021726388296495,-0.0405344758085179,-0.439064161761919,0.647353821199405,-0.243625599593676,-0.28818721670567,-0.342548748360468,-0.446766452412297,-0.119047568052787,-0.234565538395344,0.133139239007909,-0.50137149104107,-0.370351116084241,-0.558248910054895,-0.563639716750308,-0.401499900256564,0.4775584304667,0.314872723248562,-0.327225213059009,-0.125333138451827,0.318648900800216,0.425061747186759,-0.254375798519222,-0.558633091965927,0.0099634030222315,-0.339294023591201,0.648809803665531,-0.651786809593526,-0.406637451356441,0.417837312101222,-0.240461341582108,-0.237398879163062,-0.187084032930054
healthy,-0.509250507635779,0.196656374094204,0.448405913697315,-0.104013917019102,-0.153842066928789,-0.315635702165901,0.505496482926708,-0.0833476027854308,-0.11526244089277,-0.366621754227383,-0.10593814819599,-0.098459473459936,-0.0196954484253843,0.0976726029150104,-0.298897185512961,-0.567426198000842,-0.322960728583101,-0.442143114699614,-0.104274971925186,0.289915449579629,0.583339687103439,-0.163240877425949,-0.0338536376453861,0.131824531617164,0.340644657383061,-0.281850421979909,-0.440251543077576,-0.182903064170479,-0.409614820187076,0.155361226099649,-0.372667174516128,-0.194708247167932,0.212641603303425,-0.0969778309552409,-0.212589144715485,0.0517727027215827
healthy,-0.37982787606939,0.143867903963438,0.301240520342887,-0.234281767108488,-0.281034433330505,-0.327781283997405,0.0176838621022366,-0.180843299682362,-0.200664265670928,-0.241400473312825,-0.0450150179595586,0.142966186229885,0.0030698949073165,0.0450540438311213,-0.224824185113864,-0.375673929786309,-0.0985013424275114,-0.253584024525712,0.0532520166253656,0.309776216978437,0.47486947062616,0.0752483118652205,0.0682171483024215,0.385399642234319,0.150078215504088,-0.262053085480289,-0.228428650854637,-0.137619021551137,-0.188639107220631,0.152785658650583,-0.108563377990098,-0.138537368309475,0.321923316850117,-0.145020309162232,-0.150067976107092,0.0735777068062758
healthy,-0.816491753985203,-0.209859770092947,0.756726406048071,-0.407053732101626,-0.439952694227503,-0.814363297150725,0.697462290160331,-0.410017763545294,-0.717836181459965,-0.844722889324152,-0.517639473981228,-0.30238560781738,-0.244202698245536,-0.0643593357702731,-0.86408333716404,-0.608542455529322,-0.757311877795558,-0.664833549612398,-0.595831595908015,0.429166467228875,0.0950810592768689,-0.656129971669371,-0.137612888210139,0.190694633088857,-0.13080437367941,-0.705099691293151,-0.719966273975274,-0.202531078258826,-0.531983815027217,0.448166221007015,-0.682992333471165,-0.574024447637396,0.172687693327248,-0.364350496628744,-0.614187146530254,-0.308059428989369
healthy,-0.355403550433292,0.17432022373145,0.0583524446477437,-0.0951018124869908,-0.148607159042594,-0.36050791939487,0.43248559424621,-0.225398066324846,-0.41349064950794,-0.476090185325038,-0.366454631982783,-0.199462706034895,-0.111864357599953,0.220578391390904,-0.390712261182079,-0.288252138140085,-0.506140827193512,-0.468210223159725,-0.288805854249767,0.211442651505042,0.146646386661451,-0.313233825078216,-0.122336939005116,0.282471411287765,0.0777502996089417,-0.321959889733669,-0.514420305301926,-0.120367197114388,-0.354268393629702,0.463232735048561,-0.534259364077895,-0.291281787388488,0.339086440110947,-0.204218142378101,-0.221513451535458,-0.156267809707355
healthy,-0.520512482745381,0.337725420723682,0.418889009705384,-0.0306147283778355,-0.0889146497540661,-0.459673551134971,0.670794082333107,-0.196747398225234,-0.29815664677082,-0.414313996821968,-0.0746774613558379,0.107644526409075,0.0404979708241044,0.142399385962519,-0.476136634658465,-0.387962276593365,-0.511147648134188,-0.511498078824594,-0.050950728383034,0.500494591002032,0.594979225263605,0.0400744196685403,0.0661000078779016,0.359092599970307,0.391473606074994,-0.31557419800574,-0.49107565681545,0.0115086694359476,-0.284853391455741,0.449355369632771,-0.448938669436765,-0.173186407475971,0.611971484466693,-0.188791752130672,-0.110969281018198,-0.0100513590254712
healthy,-0.541485468454529,0.498835782434681,0.281326280288255,-0.023274068828391,-0.118016039619842,-0.451400651725243,0.624323620151609,-0.113194135686944,-0.174126875648571,-0.366813078862058,0.0488173385387244,-0.0273098741369657,-0.0117732829754576,0.440585286321394,-0.434691559215265,-0.573235877162797,-0.442664098203851,-0.46424190910618,0.0314194964682406,0.429403557888983,0.588976275883458,-0.223869192475624,-0.0497214789347063,0.409198582298068,0.212662163394753,-0.22153766756603,-0.469422821265238,-0.0630937565862642,-0.454183271590076,0.451483080053995,-0.564664463572982,-0.256212621367615,0.407018082201806,-0.249946651019215,-0.290308725713029,0.0357497930108553
