group,CD101,CD11a,CD11b,CD11c,CD123,CD14,CD16,CD18,CD224,CD31,CD33,CD35,CD36,CD366,CD38,CD4,CD41,CD45,CD45RA,CD47,CD49d,CD49f,CD57,CD64,CD85j,CD88,CD99,CX3CR1,Podoplanin,TCR
healthy,-0.12513041967826,0.348588779535548,-0.275235683234283,0.30801881897803,-0.0386585641177128,-0.214110546424247,0.368834959398761,0.0164998123037993,-0.172144762344787,-0.0612227204333122,-0.203655340069225,-0.400594053903089,-0.351163185143814,0.131730690143915,-0.236547425137114,0.36681265092965,-0.251375782658797,0.33685281115126,0.232082298834933,0.24644054510764,0.399883713820957,0.0287404135441209,-0.0306462326351034,-0.294905339992196,0.300329314797575,0.40887313183338,-0.324620814447024,0.271358552383204,-0.0434918530131493,0.151791622302788
healthy,-0.243079947221066,0.0845695609566265,-0.70271781167152,0.0957653400788129,0.319192264414054,-0.709716775025119,0.606037393723359,-0.312839650743752,-0.65636356254246,0.21926867012128,-0.722300208835227,-0.679905393882567,-0.79731611600389,-0.374586998129249,-0.728485232403078,-0.266281211848819,-0.670951033613007,-0.0205792222186579,0.455787243778353,-0.264589798157839,0.366575023655006,-0.65180772486445,-0.239947864810979,-0.737302134358288,0.0908183548051849,0.325721216397187,-0.766295077638371,0.300899100703664,-0.373652604542865,-0.227471991476852
healthy,0.119700098357355,0.377220928253124,-0.527736209595344,0.541017175455988,0.218705072521563,-0.575616432616238,0.668168651846212,-0.0021717496901518,-0.455589457645883,0.300360343087469,-0.616703749992313,-0.510413052400628,-0.661510812574829,-0.0665489348371885,-0.541739051050415,-0.226704401228182,-0.603941776578023,0.415319650061049,0.565172991525766,-0.0669894084667309,0.525482594753091,-0.608514684599387,0.0566403329858282,-0.543436538748956,0.326000671076247,0.627504830973544,-0.647067390912271,0.473256051476073,-0.342331060858142,-0.1465556208402
healthy,-0.247153610802495,0.272605171127476,-0.351678374929176,0.472843875220331,0.236183643595558,-0.468155101771274,0.670967001465,0.0404707624184006,-0.26786791730083,0.223061037072392,-0.495546423449706,-0.312814722689236,-0.590213731373032,0.0018487718723442,-0.468763608459792,-0.159998202149349,-0.410242360594826,0.408366148863559,0.451959047017747,0.032133397205681,0.295378684893627,-0.31402548871836,0.0317885353001538,-0.620913681219431,0.207465686562726,0.665248617770805,-0.577093550561543,0.384762490305735,-0.25218248929853,-0.117609319115813
healthy,0.0505339746322166,0.300269498300066,-0.0176993818864969,0.463726235078431,0.252712185557169,-0.195619291343525,0.519023797179323,0.228265422806724,-0.115439434131712,0.318084516818751,-0.191974133477685,-0.121181706886129,-0.221621290669351,0.165872406041483,-0.341769822671286,0.134751309428955,-0.0449714710802349,0.294256449669618,0.18760735022775,0.0218189466546554,0.426776210174465,-0.188053566412609,-0.0114179809906167,-0.288290883427235,0.251479067468085,0.492176221542226,-0.453231993643044,0.386283378397933,-0.0017140197933122,-0.0706596227163517
healthy,-0.202818688370901,0.2136250667057,-0.117495801950727,0.257954469470526,0.060563191278556,-0.308279639455835,0.102259849413968,-0.02501116621076,-0.206297801771297,0.151643055225957,-0.302564672085033,-0.156644542854277,-0.278700301098078,0.0767399084826303,-0.211169052488619,0.0075339317630703,-0.291883614091251,0.152224888850839,0.121102406903479,0.242188911400916,0.285253678111703,-0.229265140102693,0.0322241516488364,-0.228523430157467,0.0352757043367582,0.410959581501746,-0.319126764726357,0.208700197041168,-0.18971610988001,-0.0294713818412569
healthy,-0.189379359033912,0.385206938370254,-0.585190973819423,0.0841405250717107,0.747895510560984,-0.585167758741691,0.602487203013435,0.0264261045923511,-0.540534663229557,0.553449394171593,-0.70508968964972,-0.365356968307809,-0.586573315617115,-0.180343226086522,-0.506937757651559,-0.202344205129143,-0.356688302312281,0.424729114780556,0.36942603008449,0.199936929210034,0.361400617884386,-0.31489364664394,0.144467316866906,-0.537763363870474,0.0731479986981331,0.584172260194764,-0.499247828772277,0.298806613941499,-0.353908912943614,0.063058947465458
healthy,-0.14661935981013,0.273987444197014,-0.323763666294149,0.2795844282212,0.32473171694882,-0.331381383009899,0.562595407849358,-0.118357907875652,-0.313548580926925,0.204006207369671,-0.34168260141157,-0.321013979854281,-0.423124168545374,0.13566930070726,-0.421195269662087,0.132003466986278,-0.199446474008843,0.371810782025807,0.273590177324834,0.110666457317282,0.47183251016766,-0.111376305145393,-0.0083900232641901,-0.412536229744459,0.211041294335828,0.464439972953526,-0.435094596776127,0.413831526231832,-0.151335887939205,0.0308180750418758
healthy,-0.0394218380172752,0.168846085889951,-0.71331922909154,0.155676433453226,0.421611972824167,-0.605884057600556,0.668805747026941,-0.256474177997614,-0.434188582687331,0.246632710875419,-0.515791938242932,-0.545674595792861,-0.551789167775584,-0.0522321716263306,-0.514599896086437,0.0449785309216959,-0.284149780468965,0.166569060976948,0.487736244250821,0.145836110220494,0.482129991225352,-0.21414572197512,-0.107229882983112,-0.595209761598888,-0.017884571671677,0.264164486721456,-0.411122124126654,0.449584414269483,-0.234098046241571,-0.0174759671431978
healthy,-0.0423063337995225,0.220869017883227,-0.193812914999721,0.42358916219995,0.231190847184964,-0.337799951723824,0.631068634573591,0.0492119701056672,-0.195599633099635,0.479191003470735,-0.351589934449551,-0.115221973675149,-0.368557135974178,-0.161157991039378,-0.29531756035114,-0.0923121700289309,-0.107060690338715,0.274984759539852,0.358215455097549,0.123141903522063,0.246760873548659,-0.237792738977142,0.127956534452822,-0.229536750662512,0.0501423002913606,0.527444158307581,-0.422223741823095,0.321696594806994,-0.0204154157530292,-0.0377512239557718
