group,CD11b,CD11c,CD123,CD14,CD16,CD195,CD1d,CD224,CD226,CD305,CD31,CD32,CD33,CD337,CD35,CD36,CD38,CD39,CD41,CD45RA,CD49d,CD49f,CD52,CD54,CD58,CD64,CD82,CD88,CD99,CLEC12A,Ig
healthy,-0.149192566228143,-0.494134560869964,0.239488830041016,0.160825256838838,-0.326665736983489,-0.05989362209224,0.063816702815125,0.0191418931533375,0.0793847909276546,-0.0686303044231717,-0.0944172545326383,-0.395961619573311,0.0806200332323153,-0.0678112964360424,-0.10935903505761,0.260042444175917,0.268822728276778,-0.182262688403055,0.093668555892113,-0.0796193891782631,-0.0815568642251763,-0.026916158866066,-0.249394172359614,-0.204621671087178,-0.0219406178533321,0.227413210108094,0.0199456869248275,-0.557397826318649,0.530917702453477,0.243967612839743,0.0229649672659534
healthy,0.737386805940821,-0.0927480773766339,-0.389060663487126,0.678383397003238,-0.609558689503259,0.474568975533863,0.621554689337966,0.650238112254223,0.55200794324264,0.178230643177374,-0.240027546269717,-0.0095368764883189,0.724482113723092,0.290398156124211,0.709937102421825,0.793158051177998,0.703601379709794,0.523117189174423,0.660383377033179,-0.563985327078822,-0.377547045147919,0.59755301691968,-0.23114216886441,0.290390169128151,0.435388493190804,0.731207002375911,0.522629049940064,-0.327320340065334,0.708854015395951,0.554102423714018,0.247583350308207
healthy,0.649111936464333,-0.42251384858285,-0.283865115724517,0.584145160575715,-0.70937119118362,0.383557442737545,0.281885941474579,0.523344807363152,0.540265688764434,0.0578223347013027,-0.255751134280304,-0.321187998572566,0.705999562665472,0.136021659519051,0.614220813335415,0.677048161372328,0.567443283226995,0.219131187062947,0.560868191238904,-0.661417500434242,-0.4946327108059,0.526610591426336,-0.459316540904682,-0.260831456177791,0.450149398090833,0.621906196349364,0.49122453141777,-0.588558936235552,0.596898643706345,0.279919758928796,0.210567665930137
healthy,0.228760350044557,-0.276540831711179,-0.155301478516411,0.382298296380071,-0.597922823461519,0.0420029833517008,0.337597455206754,0.169441369464907,0.148156504902069,-0.0349401784443312,-0.235791158283594,-0.0713694742940197,0.514044648440962,-0.0352903330551446,0.128506583829497,0.423372227708407,0.34300283089302,0.200590508771061,0.204232926892464,-0.393016130399567,-0.20047688148073,0.0868441206691596,-0.384587750895196,-0.181433269388203,0.123483739360603,0.397622470691355,0.0898513376976317,-0.540838093850076,0.461926191557315,0.426713930912685,-0.0815672570077928
healthy,0.319449028349121,-0.256660822528051,-0.266186150206179,0.375772282346716,-0.488605850393168,0.0348205662356069,0.181444966622856,0.394710614431258,0.133802664549587,0.0238107629745573,-0.107516334470553,-0.162146316952336,0.338985260105581,0.0147447626810322,0.471459947001021,0.344181354385655,0.526997023838068,0.0510654508715493,0.0716085867064813,-0.118447962211087,-0.438871991212098,0.18624804862282,-0.149362738797155,-0.357417368964501,0.337513935841686,0.431571727864172,0.399446756273494,-0.214337815170897,0.52861817271621,0.293140656276277,0.0896612672509676
healthy,0.192642737365395,-0.174447050570187,-0.0677866191535776,0.205519759637223,0.001075215418894,-0.121679698991787,0.135273356901955,0.0499905750357947,0.294766951908344,-0.0376167723615129,-0.0350123391528152,-0.0961678040469878,0.187819419043094,0.0016679721430225,0.19413634329212,0.316760740905872,0.278946640037338,0.0965476782488029,0.0298328861126136,-0.0907924701150225,-0.184541300726753,-0.0228760752591237,-0.0130676045769867,-0.171598944504044,0.362406239956862,0.123613272957988,0.147602233982153,-0.193215320834431,0.443557744200594,0.177410132941587,0.0092595285243847
healthy,0.839159230441449,0.183374298970718,-0.826966883968387,0.8299059095732,-0.712724047056618,0.50860287381202,0.762912053961183,0.711007417910543,0.549326940376799,0.17651657122256,-0.365473433619798,0.186132755249279,0.891324518677043,0.264225637156306,0.613924714051835,0.774930521007454,0.665355806917671,0.387143062959394,0.631095098522979,-0.454155171481876,-0.0744791985936276,0.652474489867534,-0.315448672906635,0.0296073560229256,0.712739911228358,0.724679923198681,0.480226053595764,-0.599097635826596,0.688897166325383,0.62685552835241,0.0761894645986342
healthy,-0.226315349038106,0.267413783097665,0.196292654012645,-0.267232922685688,0.371646369357844,-0.102895088352844,-0.162899792789798,-0.229050302604288,-0.385688497839523,0.119028740366163,0.170038213753923,0.203438799565621,-0.266995935804828,-0.0990856964648009,-0.255190977018118,-0.358901198746681,-0.406594836814005,0.0150214235662171,-0.482224666277486,0.251993890366906,0.384098316585284,-0.338406389302539,0.341771957605856,0.321900568726875,-0.154157388723608,-0.353030784044414,-0.277312103398938,0.321103705635771,-0.357426880944902,-0.0883059165207543,-0.0122711854682469
healthy,0.020129408616335,-0.481188615134276,-0.172328092497079,0.261200251624193,-0.455192795639775,0.0451496027489143,0.368167443508,0.0942681395377958,0.0288185694605615,-0.0999124085547418,-0.453016246384807,-0.203004948967816,0.249079008626252,-0.0343849871909441,-0.150329502903214,0.329019741900059,0.263965551078055,-0.0205879979062249,-0.106128196315357,-0.366804413441619,-0.307475416913435,-0.149291080060336,-0.269443725936673,-0.382653613528579,0.101968631128423,0.22814478876492,-0.0676533332366568,-0.699674957744865,0.479900531078684,0.255674595203226,-0.0298385803894331
healthy,-0.702017243304204,0.180924101801927,0.279652914171108,-0.470847313070078,0.455504805244297,-0.227429239507725,-0.201239759811442,-0.450433737361671,-0.12116086188552,0.150846455993235,0.291040766114281,0.0757688260913182,-0.382250240204645,-0.0924521043017389,-0.746769068005795,-0.443280150293147,-0.441918938288076,-0.10432194014136,-0.206660537010922,0.360394336644702,0.573614646126723,-0.307358361894028,0.208037715487519,0.129037814537699,-0.313002837705236,-0.384065957392925,-0.475570949097509,0.183235073478405,-0.34331361877266,-0.159655237766371,0.0189692644348325
