group,CD107a,CD11b,CD11c,CD123,CD14,CD141,CD155,CD16,CD195,CD1d,CD224,CD226,CD32,CD33,CD35,CD36,CD38,CD39,CD41,CD45RA,CD45RO,CD49d,CD49f,CD54,CD58,CD64,CD69,CD82,CD85j,CD86,CD88,CD95,CD99,CLEC12A,CX3CR1,Podoplanin
healthy,0.350713059879859,-0.153579345149627,0.472164828484611,-0.03684834028488,-0.10085944742855,0.127267959510968,-0.114482042400902,0.343013672015177,0.0905465364290153,-0.0113069378049045,-0.0546179257989432,0.0799171502993907,0.248126609623094,0.0062778493508066,-0.0107047996792721,-0.0820012746536408,-0.0696284475880359,0.108845027426143,0.150480512219393,0.181802796241583,-0.0054340132563234,0.347467776590208,0.105872507959389,0.491451725846104,0.117351858146863,-0.0302995488072828,0.0069659372893942,-0.105657176523356,0.254288530533302,0.278704620390221,0.39651086768107,-0.0463812677557202,-0.213860794979058,0.0454046893580606,0.326820100712082,0.115230455931977
healthy,0.189232801100166,-0.114372322305876,0.298609781092036,0.364145090441599,-0.0177574250123531,0.0475076139109665,-0.0667093062837988,0.213462481927279,0.148744693885772,0.156048780950957,0.0087252188638622,0.138465521488654,0.346212697502726,-0.0790555248217743,-0.164419116342215,0.024664340453068,-0.0722316193127523,0.0752411890296346,0.231323372255515,0.0844396944327701,0.0214116204767554,0.27994474142852,0.15686357644629,0.298269175806832,0.185533767623961,-0.0715530768634035,0.163417106721932,0.0370626477998628,0.21356639884712,0.218035453614007,0.318902286243291,-0.0588567010101117,-0.0446004567306816,0.087907744506252,0.416238011657734,0.237755151873412
healthy,-0.37303214688321,-0.671203166009552,0.409423436420097,0.23671014400815,-0.61549133083892,0.192073602072102,-0.32746576490519,0.637049122624182,-0.451799992957017,-0.280031470730882,-0.558601832062868,-0.597776055468858,0.262516315316419,-0.639084216094668,-0.62064745130395,-0.711130442087607,-0.567215350867005,-0.227245691792073,-0.678059762697713,0.655514868821627,-0.200472200887884,0.539948947939283,-0.624120899316029,0.312887862625349,-0.456371621846202,-0.591002383601396,-0.50325264425374,-0.523796412566578,0.181460947008104,0.141624802643543,0.504016177666529,-0.424872040469371,-0.539920791850735,-0.211933624173432,0.494721932505072,-0.396862188090272
healthy,0.043671872128022,-0.386556613718498,0.546886575962375,0.218382538465636,-0.439782402482819,0.363343595356442,-0.449515941604302,0.661040220984769,-0.180951132962986,-0.262785690212041,-0.286010008185074,-0.433845947937869,0.154089548232775,-0.443386021830483,-0.402908111546581,-0.559398052652154,-0.512411899367089,-0.129402745986447,-0.458457810993472,0.46432638940668,-0.0599227269138968,0.405441387845724,-0.357013519231933,0.482346449365277,-0.242354426006491,-0.548603950591013,-0.229500707221381,-0.309893338937884,0.246437283020065,0.161475240160571,0.590288458078188,-0.399230968366579,-0.563014648678455,-0.360501374571883,0.437623060758047,-0.201319623277401
healthy,0.19726783058206,-0.0381559451272106,0.448344095866388,0.174349932680559,-0.0471750438615885,0.199913442020627,-0.151062350795736,0.475033889339818,-0.10563214918683,-0.181526608400567,-0.140592981179253,-0.0688764769919878,0.287497139421908,-0.0651609153004223,-0.006043491697068,-0.105200832592827,-0.184420658222104,0.132111694125126,-0.0293249921213631,0.281597724219688,-0.0144788578946699,0.334926724921485,-0.150789407240777,0.295129391192431,0.0003273402132133,-0.178495805856849,-0.0674418696959132,-0.0876211685089236,0.131039347830864,0.141459057531148,0.43384989166176,-0.0434646456673562,-0.269892556989061,-0.0350495091833714,0.312463321660188,0.0562106213374346
healthy,-0.234203206650037,-0.309162468786295,0.163498183453524,0.214377192557947,-0.300533708326534,0.11496122359651,-0.39069208029611,0.0995374954810238,-0.138027115912227,-0.412736619585652,-0.141692495782414,-0.145130098742427,-0.029773476517769,-0.227399069432904,-0.231439162377995,-0.271275154590321,-0.207293038157939,-0.221658387304931,-0.159325666930771,0.252262345986328,-0.20503643126076,0.279895519081208,-0.0849367553144222,0.183178146497679,-0.278582458463708,-0.357939302655398,-0.242258171487871,-0.320180231030454,-0.0662487122910365,-0.021698502602522,0.294126580592507,-0.104001459550719,-0.23881212796216,-0.253644001901458,0.266590608768343,-0.220114413928599
healthy,-0.379028870561877,-0.782374888910751,-0.124504845690305,0.79321194792893,-0.718207881492279,0.306695175130629,-0.217072384162251,0.729277183382591,-0.446950482043073,-0.727969517138533,-0.71459631800909,-0.528105059212792,-0.0638963189661704,-0.818565694168853,-0.605070030676088,-0.728913406829014,-0.591253298158395,-0.271081306139282,-0.600869239138724,0.440905346901215,-0.403460323423726,0.156539418955527,-0.593928757517482,-0.0366044069580311,-0.619610260654505,-0.708094861116322,-0.537773475135215,-0.517926151428551,-0.179486755976201,-0.0604701017687858,0.562594100851067,-0.490895413643726,-0.595693432057831,-0.556433375854959,0.230637363112249,-0.586740676514666
healthy,-0.232500122660438,-0.103068120071937,0.210870050851623,0.0097898837844291,-0.322839770360249,0.145074705266237,-0.153117326771111,0.444452132965062,0.0335016109080844,-0.305420790881592,-0.285965667921596,-0.339967803459116,0.227114267707993,-0.313439677022182,-0.0333433809650124,-0.429777941999599,-0.27091142142786,-0.15630237691554,-0.26613326154388,0.163836674216484,-0.0647808203900684,0.118383247848241,-0.212646004169209,0.058025487736846,-0.160419496118518,-0.336109914872871,-0.0587239122577244,-0.198352047713065,0.0719035625138583,0.233415250166581,0.573711417349674,-0.123125096996698,-0.482350857534899,-0.254169159947343,0.36722934678039,-0.0616231666718434
healthy,-0.0414814580304791,-0.367266402455858,0.512427538282163,0.489690346768465,-0.364004623066055,0.381505059164305,-0.294638206261914,0.688940794821429,-0.180093729090266,-0.237001243072854,-0.26174109452167,-0.153370955060614,0.213664543011037,-0.354559613518938,-0.24269873374489,-0.438685820019312,-0.452360177812564,-0.0856775597006521,-0.10445149320582,0.43449517990098,-0.0716775993612242,0.572235480377641,-0.0647694884230608,0.509318407504274,-0.223804278776659,-0.337748869110686,-0.0661479890043583,-0.201267538117772,0.118792241061405,0.144312750003802,0.548683023860077,-0.264472032022325,-0.464594504628509,-0.124099726905676,0.654301560817121,-0.0560063955335653
healthy,-0.0756162133683252,-0.376041816241491,0.597960357729531,0.215695233181941,-0.4316180927546,0.3231639286638,-0.439010932156824,0.61303990634858,-0.0923029701656841,-0.201172980367168,-0.261070977222482,-0.0320133770124169,0.52774035017444,-0.421779319961906,-0.360271955580015,-0.455651788653998,-0.467038870755184,0.0406462331679924,0.0173455262682578,0.320471941292794,-0.0074347901499068,0.459494964370361,-0.25865825292526,0.220884347825907,-0.174037327106572,-0.474242825333356,-0.117668904501452,-0.369576513982704,0.272841588528375,0.276751760476743,0.585158202125218,-0.396670309110394,-0.662977943501077,-0.280223776008982,0.376174451301306,-0.165051283677391
