group,CD11b,CD11c,CD123,CD138,CD14,CD16,CD195,CD1d,CD224,CD226,CD269,CD30,CD32,CD324,CD33,CD35,CD36,CD38,CD39,CD41,CD45,CD45RA,CD49d,CD49f,CD5,CD54,CD57,CD58,CD62L,CD64,CD82,CD86,CD88,CD95,CD99,CLEC12A,KLRG1,Mac,Podoplanin,TCR
healthy,-0.392268767749811,-0.272567794204426,0.126133139868547,-0.106011486833626,-0.342530480318946,0.0894894437911476,-0.276316266736902,-0.151402231998323,-0.155512365147654,0.078475168231991,-0.087227772292613,-0.201117348933947,-0.290127573749915,-0.17074913606704,-0.12276580448017,-0.327398871737602,-0.185709460780511,-0.139956623061516,-0.28172376811938,-0.17638298689048,-0.0033104884691213,0.205660234526156,-0.024724545513811,0.0620917681729636,0.270286536801561,-0.195582519060748,-0.165338719138646,-0.271113429403204,0.069292666868054,-0.376745466929589,-0.159550644362408,-0.223970649837959,-0.0817887337645457,-0.133714165356079,0.0976961102916677,-0.0927624548613308,0.15349779656903,-0.0770449440286166,-0.157248188223929,0.233350051033501
healthy,-0.810746387622219,-0.0891617616268233,0.345630158110089,-0.384822343128339,-0.74661239479204,0.546166045692238,-0.594473786365426,-0.666229674971626,-0.714256785583274,-0.630669790362603,-0.506316253303488,-0.437092021451369,-0.196007305157194,-0.462118377325648,-0.739418131966825,-0.757715151034369,-0.823604973743332,-0.712124627500365,-0.626178874868428,-0.721072388128941,-0.086622806108425,0.530426242954827,0.338632303481764,-0.672430781875187,-0.153248018682013,-0.381104761200018,-0.279223625717788,-0.566543226961364,-0.217369673920373,-0.745289150193494,-0.624106478758812,-0.044775118980603,0.0956201000485846,-0.600538118645473,-0.720789792305968,-0.552886681022015,-0.287295514910738,-0.462610762846471,-0.417286857236436,-0.170948845087706
healthy,-0.525573615120741,0.088148290258045,0.0717860938521637,-0.233357397224316,-0.450124382779131,0.511373206648234,-0.40180976976317,-0.221294737641418,-0.334877855104771,-0.360041853028885,-0.202227345362721,-0.115441998205846,0.0143702148657881,-0.224173274595765,-0.409377229979278,-0.459196864200038,-0.464089779309432,-0.319385360847539,-0.228097229849115,-0.436427864409747,0.288343647462758,0.510940697191114,0.337525454823,-0.346024024535386,0.195628242002188,0.0480304706099755,-0.06912887822146,-0.35759031862252,0.0065386349367129,-0.284702682819016,-0.351871594966755,0.204113381662785,0.310904201371539,-0.187258771489771,-0.266180802830898,-0.118121479952912,0.0463249111784728,-0.19458817970727,-0.270229096491285,0.104067586035995
healthy,-0.762039163665415,0.0605609540763786,0.17081364974636,-0.185247588282363,-0.540345097272334,0.455655978685084,-0.36417810744514,-0.376090526426738,-0.473474602000789,-0.396124401106092,-0.217333220088351,-0.217522872265765,-0.202185991278545,-0.244493817877202,-0.575938354386386,-0.689491359044728,-0.562091091578376,-0.395509877220074,-0.40813113740912,-0.493259380114502,0.0368064475798903,0.47878558698282,0.148701461832907,-0.40102384426632,-0.0585839626813668,0.0163400397251547,-0.146435165441012,-0.447184805095999,-0.0947914835834686,-0.432314146761942,-0.501777610735286,-0.131071675117508,0.0838417873132602,-0.407913481370431,-0.331995143084427,-0.372159165082153,-0.227127385870081,-0.358504354349266,-0.444689875451872,-0.133555713273216
healthy,-0.221809156951672,0.289897272948805,0.321120087020122,-0.0121168411491127,-0.195122352224366,0.451535382215205,0.0544360136608048,-0.212850425652284,-0.167505000117674,-0.247833928141676,-0.0987618562510861,-0.0203615594029756,0.177693341098261,-0.000288292560109,-0.30656763629809,-0.325152070716698,-0.351504235330533,-0.349077616042929,-0.0604992083326516,-0.285308935407084,0.250175032223749,0.263549133678937,0.459020317570272,-0.237516996014744,0.0211044590758911,0.301998648409147,-0.0462240415868838,-0.18720024779149,0.0282953171290646,-0.4197771437383,-0.195464593986469,0.22877572656221,0.315275457485667,-0.274612955511305,-0.453534750506557,-0.259768270245567,-0.14168163908601,0.018049551490335,-0.0766902907824072,0.102560560828851
healthy,-0.324328295835764,0.034494705029103,0.0625780346620932,-0.174481794635239,-0.418143464263955,0.0057649847991767,-0.120764413929835,-0.432516262418705,-0.228036032067442,-0.203465780126191,-0.247087532697945,-0.19444162343538,0.103477271297911,-0.168813850855741,-0.454577434495604,-0.340523398320082,-0.512261592733159,-0.305583705913128,-0.219910060197993,-0.0054690125491455,-0.0188098204053421,0.117647771375482,0.163140183187305,-0.0486523787091148,-0.0988465525704859,0.142687682228005,-0.0869615048465786,-0.42595973506412,-0.307526766922519,-0.193254998470953,-0.256493613957863,-0.0298818167252122,0.238447778863879,-0.177448877371883,-0.382534162318174,-0.453246147922247,-0.195808741582969,-0.423827461951416,-0.269411801891215,-0.157654394549163
healthy,-0.645040050687319,-0.215064338654084,0.642621940675448,-0.306324923812982,-0.715482124836099,0.650620436301726,-0.26768881340441,-0.79395267417197,-0.632804127053493,-0.591014854882532,-0.34737397746973,-0.401092533883195,-0.178955994785688,-0.264340873762627,-0.807229661097624,-0.460212040548661,-0.785420568446116,-0.553360629231372,-0.452478527463023,-0.616561208282657,-0.0035326528499609,0.507096356538817,-0.019328711989333,-0.58650174687248,-0.117912147629503,-0.212687217680313,0.125216639780374,-0.602535526708398,0.0741605735223163,-0.705010621501006,-0.343541415382285,-0.0832483385622302,0.54292500118121,-0.327437315894701,-0.515746626453179,-0.566559815203401,-0.356796084488672,-0.51399472333453,-0.456920031419839,-0.225000442215837
healthy,-0.232058058087476,0.172672548751238,0.0231902344604059,-0.0656651376089653,-0.32299289730971,0.413361499658139,0.0445172056771583,-0.388679931219314,-0.416761997208878,-0.204052195587341,-0.109106309587204,-0.0526530444551285,0.183982322095224,0.0118475793901452,-0.40159946748522,-0.113530326271271,-0.546237626262311,-0.333845935145608,-0.1812925366957,-0.186589012550793,0.242146654290666,0.248126204546357,0.123738453273634,-0.183361036119893,0.0053302563341823,0.0593138373901032,0.0827252571154409,-0.271529211795661,0.0236580956167947,-0.442455240616064,-0.219298985684718,0.0078698801788363,0.492749416699195,-0.220516923886839,-0.547949418069558,-0.431290893978122,-0.0637185264427229,-0.100835778386413,-0.0884926024837902,-0.0211210521143043
healthy,-0.780813978084811,-0.0267984029735582,0.362324673012408,-0.2804988214769,-0.501468144919991,0.439510558554235,-0.313798583072513,-0.230918557466737,-0.499796115122208,-0.207007781501703,-0.299527160356596,-0.311549251030104,-0.0848026816966215,-0.186601378999052,-0.569898116960485,-0.670415165887456,-0.588595628605663,-0.573959953487517,-0.325464892582147,-0.225040931792613,0.0527771095445527,0.367665800495148,0.423891405954064,-0.146148897677265,-0.0252256435302224,0.139534458054828,-0.172167741675393,-0.485598095404754,-0.0184221287710216,-0.521844222846472,-0.453335290093601,-0.187294184074469,0.0690073622553605,-0.470058018617872,-0.385606576751695,-0.182380329779309,-0.222808600244757,-0.321336216481336,-0.360723004853939,0.0230743710612064
healthy,-0.757979311638233,0.106593689199929,0.125406835067987,-0.266792947612865,-0.608465738415747,0.442730747519569,-0.304417180350148,-0.318131561121657,-0.463082954643338,-0.0237841928281728,-0.317778195318285,-0.336961764553102,0.0452594683964452,-0.307446437773247,-0.584384554109169,-0.73621450186522,-0.513808237400038,-0.490806033717153,-0.284970194493132,-0.203047897994557,0.105291297428827,0.441459325633449,0.373162540578886,-0.242594611290017,-0.051804199717038,-0.146263630407765,-0.13910756827345,-0.442626984875934,-0.138780752447267,-0.516154191812427,-0.500083834716046,-0.0630031488685858,0.107750309251503,-0.522948448168992,-0.412703796085099,-0.39620323086094,-0.191887145896884,-0.318225684842523,-0.452696296556788,0.0451171167029324
