group,CD11b,CD123,CD127,CD14,CD155,CD16,CD18,CD195,CD197,CD1d,CD224,CD226,CD254,CD269,CD305,CD31,CD32,CD33,CD336,CD35,CD36,CD38,CD39,CD4,CD41,CD45RA,CD49d,CD49f,CD5,CD57,CD58,CD62L,CD64,CD69,CD82,CD88,CD95,CD99,CLEC12A,ITGB7,Ig,Mac,Podoplanin,TCR
healthy,-0.634806225173299,0.092370764353741,0.0198390945638478,-0.226191045719219,-0.29919315969006,0.136019261721052,-0.282792335587037,-0.194768129042539,-0.141821544561625,-0.115109724493056,-0.277306494570256,0.0516009101420756,-0.129590430640575,-0.17976784600791,0.0873612972810539,-0.133112325884991,-0.157429427466024,-0.20460738751358,-0.068552224790837,-0.57286555400238,-0.272976900424866,-0.267376384596048,-0.0328562928683285,0.109891401046782,-0.130350606854169,0.23836911305537,0.279760811406841,-0.0259424288253549,-0.0182347466766913,-0.186411936103043,-0.296061026786918,-0.033692532417558,-0.270909126177366,-0.261972033445096,-0.346238888600147,-0.0934919302370492,-0.420446403567839,-0.0873824862834082,-0.168359419365584,-0.170383929389551,-0.146422820044133,-0.22848526840979,-0.339044387472443,0.0136849906579814
healthy,-0.746549587089726,0.451587348161801,-0.11191357921502,-0.642079428313729,-0.578357545315335,0.446659357336894,-0.451547719206819,-0.416017905685699,-0.23993338698561,-0.59717556371221,-0.620117410490523,-0.38775490415695,-0.197673034088885,-0.316632243701549,-0.191965165101538,0.2208205387547,-0.0426964264517489,-0.722413447411638,-0.249604276569619,-0.704936202512847,-0.699365310769953,-0.65163358674175,-0.528430897959877,-0.23228115459142,-0.456566824572553,0.528250584717431,0.30419465880132,-0.40367021061069,-0.0482442814686522,-0.0990735198056445,-0.410575166046897,-0.0973050631011069,-0.714325704813854,-0.333093694689948,-0.49097870077323,0.224254777182186,-0.526326015987933,-0.630084229310815,-0.503372483436144,-0.25753524611399,-0.23340837424747,-0.30034933959516,-0.226648244374512,-0.0192181714704488
healthy,-0.359003224757007,0.0154971741701449,-0.0936247666538949,-0.213967191921352,-0.0366940289703916,0.219520160074651,-0.301892765155109,-0.153880684658789,-0.271865700803809,-0.218355488212817,-0.187267809968849,-0.0856995106391703,-0.210680688983217,-0.0985286579376021,-0.264552685146967,-0.0652067975929574,-0.273521212175436,-0.131663486530387,-0.167004936905981,-0.189984747673088,-0.186315705758994,-0.0265548501311584,-0.321609752001827,-0.219267065689388,-0.230162653428645,0.207752357834062,-0.0957004213466741,-0.154915855232752,0.085370300196091,0.0224487402325772,-0.262180049475962,-0.179447546240961,-0.0479963172309926,-0.16769918707803,-0.158153522316093,-0.0977467549009218,-0.0165898624525417,0.0849206579233582,-0.0477088688062155,0.0032899307985655,-0.0172848996086975,-0.18399717895524,-0.235080136998807,-0.0036766749933422
healthy,-0.478103685322839,0.280048579815541,-0.0360152682991205,-0.475396372664331,-0.481659745362934,0.620701453245222,-0.0330021132669376,-0.226280453934604,-0.0625207143241205,-0.297280795508122,-0.33711612243795,-0.409018814464664,-0.155680740358005,-0.201467329234621,-0.0342926274561421,0.120464184466593,0.0595620881902636,-0.540064838765017,-0.123020313884078,-0.481012483003796,-0.598975390458628,-0.559636930980322,-0.103030696025505,-0.149880076417855,-0.386516148172735,0.447403387361318,0.293483759236838,-0.299173715744832,-0.124958909396636,-0.0179982070440224,-0.309296360235849,-0.181705203691736,-0.62419097805646,-0.301424185943217,-0.442074752352213,0.521632691094736,-0.478978165796352,-0.640157196618558,-0.458747112794559,-0.271931896875567,-0.032092896269288,-0.163723859877812,-0.335057743194508,-0.179200019554504
healthy,-0.544442190725499,0.296486976456281,-0.0541190326099525,-0.358550135129974,-0.307915338835026,0.32995858983898,-0.145824436331812,-0.249612110270915,-0.19712658023626,-0.152000887741005,-0.41728934871011,-0.22204495555261,-0.145181321585962,-0.26856543526247,-0.0334453181484704,0.0183986421914298,0.0760583796948753,-0.275034307738812,-0.181111772525102,-0.630229516039865,-0.321292985200235,-0.45809894585657,-0.105447407117942,0.067434490740301,-0.215193271382851,0.173350101842257,0.432481965650545,-0.248266572962377,-0.105761867490979,-0.177870717533847,-0.36770027465261,-0.0981779079732556,-0.349427333412094,-0.398406626762237,-0.436046970369236,0.0311283039792989,-0.412950847569204,-0.405483191110583,-0.248541297791157,-0.275672905301599,0.0206435209978234,-0.176239822019295,-0.322194482726851,-0.0005661012785191
healthy,-0.305761965004961,0.100324196347295,-0.120262473790299,-0.299112919328632,-0.192750551728893,0.002939684709104,-0.202520970845459,-0.324351483116742,0.0129418106112889,-0.506278725776933,-0.255248219823371,-0.214002550957799,-0.149033714727697,-0.312725924069597,-0.303549080153414,-0.046563993529562,-0.0178640859106614,-0.464519640886672,-0.425580430205308,-0.154597244874613,-0.383471533858164,-0.448100961099098,-0.128775876726095,-0.301998232639336,-0.187437021262079,-0.0762977913859312,0.0262654854436028,-0.248883712683668,-0.171374270560702,0.0512090057959014,-0.284267385853428,-0.182511615907624,-0.411110491543189,0.0871444439194524,-0.442701452207454,0.18851761898983,-0.385073418247568,-0.435639695544709,-0.515528651989847,-0.179906724984495,-0.375143184216503,-0.325676501939735,-0.260561396632255,-0.252166433041168
healthy,-0.925839197808576,0.74086565296929,-0.434920087086182,-0.881869270508042,-0.395317393629886,0.719591837659947,-0.437802145971741,-0.655335566222114,-0.502220032700793,-0.706479856992604,-0.797604104159356,-0.542349883555756,-0.423967543102699,-0.593318945762077,-0.275507018079918,0.2187746088467,-0.248524269602116,-0.89016778060855,-0.417633802252595,-0.748539050862221,-0.822860185271396,-0.688451185528628,-0.343199600586944,-0.418752953120523,-0.550376998941271,0.421437402890156,0.0579282655728215,-0.671448181124687,-0.0292880446020729,-0.257121581267549,-0.783180423812808,-0.0403749810614226,-0.800854822376958,-0.770585341176004,-0.657224817997154,0.424389750523746,-0.660664858418839,-0.703369795870033,-0.674768052812467,-0.32937886330487,-0.261288156156303,-0.64844376097207,-0.726636608070911,-0.270353472529146
healthy,-0.292720447253361,-0.0179992117840697,-2.46379379179944e-05,-0.385972066663991,-0.247454497600652,0.476121089064152,-0.260744121238302,-0.108165808540701,-0.0507779275186023,-0.365964290002515,-0.37883830496244,-0.388301562707322,-0.100979120653164,-0.120108957784565,-0.153502990581958,0.109568349804333,-0.0395369748159489,-0.33657810593425,-0.0824307831820612,-0.21007986046884,-0.448945223614102,-0.395126984010593,-0.225323208314396,-0.0921475544157018,-0.510210745925025,0.333839258129626,0.1470725090646,-0.380472098143591,0.104570555707629,0.0228514514203553,-0.290465336313227,0.0018502930991912,-0.417496885146096,-0.257951355974925,-0.274061302999178,0.313780597113567,-0.248705883990449,-0.416609172307934,-0.300612975492145,-0.228591313064698,-0.133840975604657,-0.0747276956836134,-0.175323746944924,0.0648566651042292
healthy,-0.785078431810783,0.444733235735363,0.0255805359536876,-0.53449705466089,-0.405684593343432,0.54693104585687,-0.29952699540526,-0.282291594697983,-0.193351994203596,-0.240152712101688,-0.486433541268464,-0.208205953928402,-0.176929513409985,-0.28235297236621,-0.205736293747976,0.181651895648381,-0.0610933900290812,-0.531761417155101,-0.105697569144164,-0.679577502928928,-0.537470625708038,-0.519053975673876,-0.297659239972486,0.106138784452741,-0.2472419015238,0.438169086136879,0.529326519269376,-0.188358596766245,-0.0216399293844172,-0.182697676913616,-0.450302770354226,-0.0745462454344585,-0.491024375019436,-0.198338216813545,-0.470055588154387,0.15045429580702,-0.475445812162317,-0.403178560263831,-0.155838244004316,-0.119735804035578,-0.0165289022970701,-0.308967592855644,-0.315725577791794,-0.0195561320645586
healthy,-0.776021476175208,0.144231491700636,-0.0950552854248563,-0.606874426369073,-0.348117573346607,0.34356067513408,-0.29695813797336,-0.383730202318935,-0.252194843833943,-0.391580420926679,-0.59351824536089,-0.167491675136648,-0.195526366246543,-0.384753520042747,-0.0105025320265102,0.149943505189664,-0.140374058853102,-0.475808601606577,-0.155952685827367,-0.751891677823414,-0.425497043624232,-0.447558104871461,-0.277115118069667,-0.134342737949533,-0.386377891131298,0.361528824585827,0.36956036766919,-0.337377986171158,-0.151587913808235,-0.185198236961982,-0.49002293051786,-0.180462459969842,-0.357017953834722,-0.477376638498893,-0.47104114530882,-0.0612931781461963,-0.503168715001351,-0.27463014147301,-0.3214690547293,-0.271085828377023,-0.0476612263568915,-0.363905512855087,-0.498018683060011,-0.0486188931033779
healthy,-0.373500053060086,0.103997327700958,-0.0983463798281246,-0.364975994245128,-0.15541958074455,-0.105512624134997,-0.331931999224616,-0.30611958302323,-0.279313175521805,-0.237805494950825,-0.300214965381986,-0.265043029536979,-0.0899077039253062,-0.205899171490226,-0.229517910059229,-0.209521397129668,-0.340491192013808,-0.266528047319714,-0.159461486712345,-0.313048378328254,-0.260578528104848,-0.228967572457957,-0.266802066242478,-0.266007985465753,-0.233230437826159,-0.0899379970467486,-0.135900859360842,-0.114540406693871,-0.0287255023683714,-0.128011706942082,-0.196414943383961,-0.127235690846099,-0.0420713421316008,-0.218674563368109,-0.300215866936601,-0.182734593553887,-0.260646199166294,-0.268670314344262,-0.290876762089256,-0.30153661524004,-0.309568571589181,-0.250761473699021,-0.111723257419765,-0.143866624983827
healthy,-0.382053338935462,-0.272447266732231,-0.191354363270198,-0.261227479275392,-0.319406565523903,-0.212202043962684,-0.367152203787975,-0.217584156521685,-0.305609929892374,-0.129426674923276,-0.275541806944219,-0.112981569788899,-0.203948953301465,-0.168372152166215,-0.345606986962577,-0.362855121480769,-0.366692719636138,-0.325359719733276,-0.280642552959992,-0.41797237833055,-0.291833237395062,-0.300679834372073,-0.329656887994703,-0.325314759424671,-0.132517821933838,-0.310785788215397,-0.299793151956179,0.0094519581442568,-0.327186642748632,-0.0708817239752678,-0.353938730052096,-0.228123327677705,-0.147260736160856,-0.323576005035144,-0.345155337619787,-0.384635918594587,-0.372489948984525,-0.260436654065787,-0.405673505821224,0.0917128872675553,-0.43621379332732,-0.293215148548307,-0.255669886114213,-0.379552384285302
healthy,-0.517991189793122,-0.0809059696635103,-0.404668302733403,-0.466194504328369,-0.314931067373652,-0.0630242093777985,-0.430739518872643,-0.417783264106859,-0.204799859655285,-0.346006904215123,-0.49317908227323,-0.464230198026574,-0.425154732781566,-0.321763284640482,-0.395873512904833,-0.330012534389458,-0.373945118247931,-0.384177175804958,-0.146050584407342,-0.43398499446108,-0.395751601444057,-0.448476622066234,-0.349824282409958,-0.436316551564141,-0.423989572609551,-0.127195302052329,-0.25874407569841,-0.414918947623324,-0.235208176258561,-0.193338225886098,-0.444218572349743,-0.315104826913444,-0.289151294577485,-0.402054428035134,-0.528619626203894,-0.404946031134415,-0.373348042043481,-0.39074277380167,-0.399440858196121,-0.392663274270822,-0.437913835056701,-0.269050211150724,-0.400459813314061,-0.34688547128964
