group,CD11b,CD11c,CD123,CD127,CD14,CD150,CD16,CD18,CD1d,CD224,CD226,CD244,CD32,CD33,CD35,CD36,CD38,CD39,CD4,CD41,CD45,CD45RA,CD49d,CD49f,CD5,CD52,CD54,CD58,CD64,CD69,CD82,CD88,CD99,CLEC12A,Mac,TCR
healthy,0.251209581611999,-0.32366468164304,0.132627742012982,0.0498159040969476,0.166391162271434,-0.0101746512628307,-0.242023973208888,-0.0427897427722641,0.0341505414577307,0.276358179334147,0.0391430517316772,-0.180543800562935,-0.250156464453015,0.172357920897727,0.357344197491269,0.222507342030742,0.345282962182931,-0.0827396348975809,-0.150510781628591,0.104814834052576,-0.241029071280826,-0.0528207718078332,-0.336892709414589,0.0755629905404794,0.103023763390576,-0.167512062669625,-0.304037487688067,0.0805536872794422,0.242962682095013,0.202660091525925,0.282942018635894,-0.378815124874341,0.388860176782353,0.1243295469719,0.0670724282647278,0.0797086970778385
healthy,0.738689115328316,-0.0883639781825934,-0.384119575073267,0.309557913281629,0.71705254180134,0.326489422704464,-0.516280164817788,0.362216358488933,0.635360331462351,0.702249826497186,0.618506983021379,-0.113920479926108,0.0872469081804198,0.740708976745475,0.727822408433318,0.784628866388042,0.771980200787629,0.530234247117025,0.325356222300685,0.613298646854605,0.0794816176780262,-0.426526098620964,-0.375245669150308,0.639139590381643,0.292475984295026,-0.0990564408850681,0.21938414872074,0.502198061186915,0.755221578116784,0.500757898795706,0.592779863439751,-0.269654074260594,0.772216828904716,0.571541983581594,0.429250695953255,0.28447845528311
healthy,0.699357767573302,-0.210764572401873,-0.26436420355062,0.0072406132783761,0.636848490148794,0.187562796513487,-0.709781582377624,0.220156698947929,0.300882288286195,0.461181271073782,0.576340281662322,-0.159278801593142,-0.144085981785626,0.647795833304295,0.599906352347372,0.7074977829048,0.524884525850304,0.267764945140879,0.212731334054957,0.673412039218227,-0.302994828200118,-0.650556828908745,-0.383089687863155,0.582527549772085,-0.0735963035628381,-0.385834871260381,-0.0530558070265606,0.526267838267463,0.584349567161147,0.47209428563368,0.537546222366378,-0.417966414457935,0.48561500044489,0.277908763564456,0.288792664443629,-0.013111315566232
healthy,0.729572926610859,0.0269526390639586,-0.107312980052456,0.183135619918541,0.629508531199937,0.211066702170188,-0.361610927909176,0.425824908791949,0.374566253716901,0.59228589813638,0.480973112158351,0.0510268479207471,0.386592186879839,0.641198795078733,0.720165212849437,0.556899516729439,0.548799693895068,0.491452092779562,0.378002680369595,0.476940476887348,0.0928110975410516,-0.328983445080184,0.0399691896845163,0.466657795872373,0.29378466878052,0.0204732613439312,0.112075900982049,0.576918701887641,0.544177091652059,0.465122281107678,0.567846282711373,0.054590113566078,0.446260634368369,0.491197967228421,0.386662173019546,0.33518657978205
healthy,0.368684069870211,-0.132408029233282,-0.108707168211829,0.24176741383404,0.388368306681799,0.258072505952613,-0.353407193242705,0.0977590941982853,0.30368686139307,0.395040034785483,0.250611985184444,0.0296999424320173,-0.166538483119681,0.449777252646416,0.414236614626723,0.390557640377658,0.547841089599784,0.0851945992971316,0.133397030191696,0.11407401296371,-0.0552566839188095,-0.0729214495938723,-0.16079302588999,0.298768768684236,0.245689148424499,0.0308372189309964,-0.110795389860024,0.428024799598235,0.473831956454518,0.209620003589313,0.44488635372254,-0.110365700021748,0.646670604229623,0.428264367035184,0.325376214499226,0.163740415912267
healthy,0.436135600720186,-0.152916727985071,-0.151852744156054,0.104338731736955,0.237555920449171,0.183246955856648,0.0134287542742728,0.0527802977191711,0.314017645254163,0.305480447491747,0.03588595130685,-0.142657499069111,-0.292725259604859,0.234871488824076,0.349951467990533,0.261844063269295,0.210547626277994,0.16622799234219,-0.0464119617817037,-0.148062230337233,-0.0542728542903579,-0.215824921105398,-0.524899967299135,-0.0193663788252481,0.0348128809920912,-0.159125967489813,-0.339124697372975,0.414821060326406,0.286833763465388,0.0752841738954804,0.447700814810244,-0.259718804665831,0.332862583880066,0.358578421362056,0.363551746201573,0.0234159089980192
healthy,0.820250391662897,0.171808591057081,-0.737437871168381,0.449193526237659,0.85130599906534,0.390393848859384,-0.605480855327707,0.295565815979065,0.752138105107532,0.76235184351395,0.523337403718413,0.0214948323865069,0.178145715378508,0.884210579555813,0.605822389394289,0.792665076345744,0.672667409191492,0.420071673285979,0.507481118584761,0.579328971531554,-0.065325121553377,-0.385465291418975,0.0061342618888302,0.614527107353229,0.0401614503824832,-0.291054130053275,0.125195167557879,0.726631220201463,0.69959865387413,0.583482145549641,0.574505342937233,-0.480851636634866,0.729825762677655,0.698550718939379,0.629983141814584,0.249824020415858
healthy,0.234712709516295,-0.33786964063236,-0.105868332596636,0.0514419479650759,0.314734384282352,-0.0326838435234641,-0.391678305911749,0.133207282851247,0.282554914966807,0.243823042563,0.369635425937928,-0.258490842862624,-0.243851097075584,0.339473795980751,0.216209053097244,0.379645461042728,0.37090597085081,0.0041532536680721,0.0034987726502933,0.30349096296155,-0.278507627492158,-0.182947811570625,-0.272372229189424,0.262060415272462,0.0710996676835612,-0.319862828775226,-0.201576197218951,0.262302035386903,0.362057803897586,0.202099751318994,0.259129684086222,-0.484650766093781,0.534482601622729,0.271513341965777,0.0574837962508964,0.06275018633853
healthy,0.54796854559436,-0.265211830086106,-0.274856214738461,-0.0939781487675696,0.537429552911174,-0.0471232701318361,-0.646913967477338,0.159381619349682,0.320007725833458,0.437191726278687,0.158463589758642,-0.351353078495734,-0.109038612457466,0.534532529991766,0.419805398976196,0.550897646951864,0.530717495035778,0.20554272503704,-0.138046103231596,0.198910741162409,-0.322365057479118,-0.453392273928553,-0.460058779832283,0.0718438557483887,-0.0663077950093903,-0.397735587540181,-0.232318946434982,0.386272920325995,0.566943539481802,0.095310149603063,0.308524011243958,-0.432400219145928,0.500642117233034,0.293968437286334,0.164882882423742,-0.0357121129609452
healthy,0.744728541997598,-0.189340866738901,-0.226344267506859,0.0008049651882099,0.571241481239787,0.0958377560588818,-0.426574536660194,0.257715047762335,0.277629484339365,0.481202153970771,0.0571663920286199,-0.208070237582638,-0.110029947664351,0.500607687132409,0.770476969435977,0.495561776607323,0.500928776788029,0.189207595855472,0.0199177891166682,0.220584601807592,-0.149012097065144,-0.35108133777667,-0.504987735927029,0.304608021099902,0.111628442881395,-0.265195345699725,-0.0075876077997802,0.415509949635466,0.401466060716775,0.421522314060324,0.497242012018806,-0.118628837073781,0.454220633713797,0.363209022982503,0.292429027801005,-0.0050165432988891
