group,CD11b,CD11c,CD123,CD124,CD14,CD16,CD184,CD195,CD1d,CD207,CD224,CD226,CD275,CD32,CD33,CD35,CD36,CD38,CD41,CD45RA,CD49f,CD5,CD52,CD54,CD58,CD64,CD82,CD88,CD99,CLEC12A,KLRG1,TCR,TSLPR
healthy,-0.438169992094664,-0.235556872391185,0.334805733626993,-0.0392231691880031,-0.04877608554075,-0.0368877420778376,-0.0355043957208592,-0.116801592879877,-0.0156664971263571,-0.0324897533491171,-0.0914234074637926,0.190716527839892,-0.139693948513723,-0.376014068426918,0.065240270838345,-0.29006819909957,0.106932706154383,0.116201224258512,0.187798025942233,0.26499450349898,0.0689239640043216,0.0331061458437375,0.0028538471320249,0.151853015515897,-0.0746981013078626,0.079983819797783,-0.145761287356686,-0.368108060872613,0.402322980445896,0.237568661999382,0.088732243174647,0.0623865353448638,-0.0828949010836933
healthy,-0.518542545573545,-0.280517446543277,0.0415209627090844,-0.500113157639064,-0.493140684427126,0.0383680015386958,-0.42393334946963,-0.41227278862724,-0.331810431688562,-0.479814909496176,-0.488161256989023,-0.480224386820499,-0.553800959868148,-0.548949031261815,-0.321463470533795,-0.500396405544737,-0.387967177806899,-0.385516032205834,-0.45685016588714,-0.0408855219643853,-0.504852402641311,-0.360936437888123,-0.156186447869521,-0.243267900647258,-0.545581942910541,-0.332522750232367,-0.5373634425707,-0.493752049628214,-0.32370143906097,-0.267241183075242,-0.348067856551895,-0.38758739673884,-0.420944955588831
healthy,0.493199087594847,-0.373151554113091,-0.168953682755637,0.206385812563494,0.540705033476016,-0.630274790811553,0.306189996200224,0.358571056070663,0.349239415378735,0.249869076014159,0.456791962016602,0.531839522020476,0.185251674461584,-0.351625875974447,0.614808186324816,0.511016456300175,0.672668369854432,0.56526978135362,0.51747723207826,-0.463588856397372,0.552030068688675,0.170780071468891,-0.276788511143345,-0.234032200400624,0.481333227862259,0.600372317341472,0.483281876709148,-0.636850769919129,0.710432195477327,0.332007081026742,0.139655484733158,0.228045664571193,0.15301096247258
healthy,0.402132177227826,-0.283236708649907,-0.105428403711658,0.0669474355390564,0.439890155886845,-0.559323573008247,0.0809960316358679,0.127253956541273,0.259899802434445,0.213533790414434,0.320479750949212,0.357677417808544,0.0905025235924995,-0.0565455249737402,0.53100931682093,0.378030377761235,0.498180244001839,0.566025937530609,0.349643854274359,-0.302613414472066,0.284084958926233,0.141814250803968,-0.287683376396535,-0.229337411410559,0.312487700113931,0.470340499639895,0.315372045231754,-0.438106186669018,0.568507769864436,0.421989229111883,0.0594701930972524,0.205458544039593,-0.0139730022187754
healthy,-0.51076835307642,0.102544586131898,0.365411613338047,-0.11935802396957,-0.279459418424568,0.273250859409278,-0.0551612622217413,-0.250606382134403,-0.0658673997680198,-0.127686333118133,-0.262713432495045,-0.123215746038331,-0.23178883602943,-0.0070029684670064,-0.0943829905892132,-0.479042930880693,-0.0736555277556816,-0.223487647792846,-0.0203902636943253,0.191399677787077,-0.130645074349599,-0.107002894831297,0.0770469736898261,0.154945634670267,-0.236215962749773,-0.177188378060107,-0.362258092401981,-0.0019680813883453,-0.125706805281166,-0.0039123312122481,-0.0390044484085004,0.0206624484692226,-0.0858289956680727
healthy,0.211964735703161,-0.225622244428032,-0.200862737735392,-0.0108443153266747,0.33078072743742,-0.0798175871600304,0.167660000476768,0.253651033505752,0.251937401650211,0.15751405481999,0.0303326587070911,0.0749760054089544,-0.0549489378863218,-0.0374715217691004,0.313389695956915,0.125819584555339,0.14372437052143,0.141179608935979,0.19698942321932,-0.29159448075922,0.0665371192194632,-0.0661624787215071,-0.325059294207734,-0.219574423299069,0.0909588382355195,0.294995314542441,0.156064312998244,-0.326632155101122,0.168358297150053,0.290837143973176,-0.0735686969837599,-0.192629787608705,0.107779869204084
healthy,0.788851310755392,0.269018366071201,-0.703799131122175,0.418701454489322,0.797022845231621,-0.629782268231795,0.282629300785637,0.597441034522893,0.79447681222431,0.663609054385561,0.646233559680315,0.623923306221785,0.392816470602048,0.24372047025955,0.890572638932523,0.585450830255314,0.851200700174742,0.659843090917568,0.552056213351508,-0.456595928641472,0.637968609701515,-0.0450720207349265,-0.276220393781398,0.184930321408821,0.692597513217357,0.754824000948374,0.59617273352526,-0.596667923514438,0.695554575915922,0.698319257468557,0.454463841442469,0.215235717141894,0.115726564351048
healthy,0.356797719888715,-0.168966704837158,-0.0078034082755518,-0.0052832916193465,0.369434664845836,-0.417423738804619,0.0156598289071316,0.191343742899058,0.385715661235007,0.183986044121097,0.434845142995748,0.264496377969241,0.13361585463564,-0.148410415789706,0.381194025051683,0.272159599131339,0.549955059221542,0.409343507862321,0.228050909697893,-0.190002239489464,0.189154531758703,0.0914441361894312,-0.244464889281284,-0.0219161153354193,0.374481019155842,0.504589753279376,0.192903618981564,-0.434837137084983,0.561499736758829,0.348917544526193,0.131840912359877,-0.0343903992107129,-0.0187655531169382
healthy,0.294232638884025,-0.451757561095612,-0.333141167139906,0.121344753063851,0.383631240891246,-0.49947070397713,-0.032100766757127,0.164612082294282,0.251596358516537,0.0550860608542728,0.100082438733985,0.0698193262951164,-0.0628006364547478,-0.208344519431932,0.368890170512268,0.142258068317786,0.356048886352689,0.457647228007679,-0.0064028605352362,-0.335205068735897,-0.0981839997423149,-0.0374359912973544,-0.359688041389776,-0.392806091084026,0.242857057622693,0.363351088738008,0.0598814205461263,-0.504903726893043,0.479856679618954,0.262250990219598,0.293695824393758,-0.0201271295369244,0.0400736497430005
healthy,0.408804868576672,-0.429580238231146,-0.223102625425359,0.132905227001067,0.489694418669585,-0.514133226139053,0.0049333998769476,0.22792306919699,0.291632986720758,0.223183401216467,0.399707640604008,0.111616242364475,0.118179153973006,-0.372826390098359,0.550003523461634,0.397535053118825,0.491480190264306,0.545782033842243,0.110273987630319,-0.29941561217638,0.314933103512394,0.0548119224452967,-0.374682973804739,-0.0918886849352848,0.284605493473374,0.577488448099838,0.382677344819242,-0.498634023796806,0.668947715757736,0.406836598266559,0.26428086590943,0.0105258208214144,0.111063670185009
