group,CD11b,CD11c,CD123,CD14,CD16,CD1d,CD224,CD226,CD3,CD305,CD32,CD33,CD35,CD357,CD36,CD38,CD39,CD4,CD41,CD45,CD45RA,CD47,CD49d,CD49f,CD5,CD52,CD58,CD64,CD71,CD88,CD95,CD99,CLEC12A,Ig
healthy,-0.493116494585663,-0.212181584395447,0.0480289359976901,-0.197678671088707,-0.0176469166424171,-0.0740132828959043,-0.193960788833079,-0.027023104243963,0.0874693758159502,-0.008601764848335,-0.0830924529892119,-0.215871288808161,-0.525493578989263,0.0740248721120791,-0.260259235904823,-0.247729627840927,-0.0704755230334852,0.122104015099777,-0.177218552353188,0.0449318593731851,0.123942015823331,0.0735221365043577,0.197612298567978,-0.0240440927947896,0.055051426841259,0.0839009939054865,-0.298951237309714,-0.12704113897621,-0.0056083071831495,-0.14915920995106,-0.346617902572647,-0.032843175907334,-0.158694454904471,-0.189614706482434
healthy,-0.554113196299136,-0.183451670736491,-0.101168356281447,-0.581729064037402,-0.0216813992490923,-0.49929682874703,-0.577274492799995,-0.607525168327001,-0.227222732361289,-0.144308432501325,-0.534009978993719,-0.498361099973656,-0.543249108544803,-0.671432093450669,-0.570101779121054,-0.535173086264037,-0.372231299079907,-0.230346423613489,-0.642479803936246,-0.261953370622414,0.0700138230985955,-0.453411139022348,0.227777894648153,-0.662428605221623,-0.396038081793985,-0.0790349734936788,-0.656176807942584,-0.441242139455226,-0.24749602743169,-0.355268014919725,-0.539664844297476,-0.526306587792399,-0.538119551721209,-0.56854586733139
healthy,0.576766141221855,-0.509031156714331,-0.17063363744198,0.597759162276562,-0.627466384668179,0.302687248676621,0.440603541107912,0.6254007285831,-0.0425310917044402,0.0234797653691402,-0.426473335884688,0.60778097940169,0.59687824374883,0.236601807512044,0.677384740790611,0.587914619793406,0.114669933143953,0.16804388126353,0.647082330705171,-0.44944809813518,-0.570943600338419,0.0653622330468631,-0.52646191523627,0.609077973844494,0.0041058941737639,-0.450789045974794,0.448186425307914,0.651207294361574,0.109733753517059,-0.562438941930149,0.436612943010061,0.631215070190309,0.272310520691593,0.290475483773976
healthy,-0.49358828624115,0.383825559014333,0.183472905499414,-0.44174479433207,0.587909958576811,-0.253700583161781,-0.298394774381141,-0.442720375494274,-0.0600758780310641,0.0109809642245721,-0.0085782275515113,-0.441236273301914,-0.464041060824458,-0.0643276226965908,-0.566173585471143,-0.46068625226979,-0.0990668200206483,-0.0802961604162887,-0.546456837196787,0.35448286057843,0.445264937847103,0.0112272510730037,0.287442652792931,-0.425696942638776,-0.0120155744234774,0.39851632701831,-0.285291544410117,-0.382923269356325,-0.0590213598523189,0.368946300576486,-0.40421531545337,-0.468790151678129,-0.307840578322623,-0.0608218540606468
healthy,-0.567608082892268,-0.24303900299631,0.267060843631165,-0.199690866094893,0.0994236125639824,0.120508136983851,-0.276815787659269,-0.0362782225710078,0.0749026622839256,-0.132338056067765,-0.192183389943576,-0.180692349457418,-0.536944098843051,-0.0580205708100229,-0.0867088659637246,-0.199250580372197,-0.246278277044536,-0.0195997511024603,-0.0326301448161835,-0.009037766793154,0.165749609872497,0.0171925664764555,0.298119064573955,-0.0202292630140695,-0.0164151052267735,-0.111955292905999,-0.329658190660697,-0.180116873091217,0.0435595897463757,-0.29424466573038,-0.264500895494648,-0.0758545913911259,-0.117639638926828,0.0500157159301676
healthy,-0.136649874175835,-0.0300017854452759,0.202191676988363,-0.0540952255497403,-0.22423960714893,-0.202330141773072,-0.190958112920464,-0.145749908791346,-0.0512233893106524,-0.237987519613792,-0.0543064010840858,0.0106463584293355,-0.0526103085953607,-0.018908568612511,-0.23369782191033,-0.0635750611412692,-0.205986635888523,-0.142587801987258,-0.0144020829509169,-0.0287933324661193,0.221667164062532,-0.14292476713462,0.018816593771797,-0.0264488201319313,-0.0660989322396231,-0.0230629542936835,-0.346559898914907,-0.0643340845544684,-0.124959558918206,0.0352800561349571,-0.194328750442975,-0.275892538842701,-0.0724967087629943,-0.0211540543088516
healthy,0.617573083042632,0.266589567409338,-0.648780328317759,0.638522995415859,-0.535159375474814,0.593091325003106,0.461752517517903,0.442694255295189,0.267710804569498,0.335965824021438,0.327352880500598,0.684673262740824,0.45234121088133,0.275237277872717,0.722654152003735,0.549936942452361,0.560134212984975,0.32562600058826,0.417892772368138,0.0734328494057464,-0.460257064380865,0.184575002204914,0.346180703952666,0.481885339115151,-0.0796798498854797,-0.181771213612806,0.538809146794282,0.647748512416648,0.0088474267348863,-0.432025989219102,0.349440177086564,0.598182724339511,0.603651515902552,0.0287252491817518
healthy,-0.17519698314268,-0.0464786977590862,0.195486595561308,-0.0027522716823575,0.0351378943091444,-0.133537737557819,-0.124619453595999,0.0603421083308887,-0.266285244624949,-0.0398878971276294,-0.0850385010855117,-0.0890061276714969,-0.0823288583508541,-0.0875471129289526,-0.0596103937786322,-0.0400780298788769,-0.236908112014508,-0.0633158669724305,0.226246986118896,-0.23907928867289,0.0141403723847874,-0.0600688229159834,0.0789434919081501,0.0025209435009264,-0.326799762914166,-0.129506171199215,-0.0939669038600867,-0.0789936906023003,0.0400707368727499,0.0106546104440384,-0.145152022887169,-0.111417257780082,0.0725602972109797,-0.11453793111532
healthy,0.280623734593861,-0.436235677099288,-0.213313154625877,0.43907719436389,-0.696943036920879,0.460261628695739,0.322380609693234,0.18347693077598,0.0951239698507223,0.0724562703475822,-0.126599947112926,0.368148218936674,0.114172930855242,0.0179934557195298,0.456176500699927,0.48437895009819,0.193779016293671,-0.0688897199724283,0.111625233280426,-0.295743228175242,-0.382026039573045,-0.11181329659687,-0.303593941425135,0.060150822973148,0.0660160326166743,-0.262030805219313,0.279941816645122,0.488362372333688,0.0716115655451634,-0.576074783586329,0.270335282660024,0.502180960928242,0.26710997711575,-0.0538291579647976
healthy,0.288690820182683,-0.633107162898638,-0.302534226912325,0.351988053689261,-0.60184999184559,0.132331529734456,0.233042360040412,0.0175341503764967,0.0145349695137465,-0.358428482607199,-0.539676161704878,0.367735667443767,0.31059547687524,0.0225531387660207,0.408907251687902,0.392550193338191,-0.0471023436181958,-0.0832855026478378,-0.0019906183627157,-0.456659810405182,-0.342792744165596,-0.287071543716553,-0.504950350444231,0.254261922178523,0.0016032968428638,-0.429428317884392,0.0884550220311946,0.455377732325115,-0.0829434095453622,-0.643435092994725,0.321321884417633,0.588275051132695,0.186216519449765,-0.0784533358369697
