group,CD11b,CD11c,CD123,CD14,CD16,CD1d,CD224,CD226,CD3,CD32,CD33,CD35,CD36,CD38,CD39,CD4,CD41,CD45RA,CD49d,CD49f,CD5,CD52,CD58,CD64,CD71,CD82,CD88,CD99,CLEC12A,CX3CR1
healthy,0.10986889988074,0.0978919635704147,-0.101895020075313,-0.0893427260258539,0.236524610945007,-0.218562132613364,-0.0102014189922251,-0.062160960900097,0.0460371230599129,-0.0021938560398107,-0.154548437827455,-0.0428245076568113,-0.225669409246296,-0.242348246705887,-0.0555197775744633,0.0076225880209697,-0.248528299341263,0.144689802913569,-0.0498679663963055,-0.0723339461184075,0.0664163337148485,0.162098295614716,-0.0048570224433533,-0.226867706447642,-0.0078452528239316,-0.028595675706662,0.333804337949954,-0.223959304400646,-0.136807466702768,0.0749474280069569
healthy,0.60266092501869,0.0033934837345918,-0.187884713834836,0.708894056051385,-0.257496454387909,0.723110486609149,0.669457088303917,0.686955226686235,0.248572479302957,0.228236978549671,0.670817302467864,0.563961104665072,0.762045847246023,0.675385468449934,0.425146147691535,0.276637289577504,0.750292298506784,-0.217778359182961,-0.278232504491021,0.714003038350551,0.315392409762933,-0.103922478140968,0.610863869325114,0.626132961365851,0.245328378871531,0.609056757053456,-0.0792136983332299,0.72441742714818,0.678606481415036,-0.0259980954416761
healthy,-0.621660021330167,0.405510154393823,0.243485858577267,-0.603973271349597,0.641123918195154,-0.35981272778085,-0.586609313171435,-0.697523360273186,-0.127037417835734,0.335508021599116,-0.708176066746519,-0.608308866459959,-0.740605518817559,-0.628129459628854,-0.208952964062545,-0.271912035983825,-0.687034588184905,0.588998504083309,0.466184565798576,-0.675353002627807,-0.129487122633621,0.369708286614277,-0.514573467965885,-0.59452779227939,-0.119233730030732,-0.563318229074875,0.574828922668514,-0.661597461846889,-0.319350812211786,0.448975984246752
healthy,-0.380732136599543,0.387976311259311,0.121463631761243,-0.405860431713488,0.538533949203291,-0.227802261434462,-0.249265649691879,-0.299993926039002,-0.0498566671475905,0.15304107453863,-0.506096835603186,-0.383444596698381,-0.504918071746862,-0.450880768418285,-0.111998896204112,-0.0958805229499891,-0.291662526754327,0.343741709207081,0.259686310979028,-0.183064331327058,-0.0162650864327661,0.384629284308082,-0.2874064421061,-0.645781202106925,0.118036420324821,-0.320814363896321,0.515342443851618,-0.536785405738592,-0.453489882797058,0.312543434082236
healthy,-0.259676868154867,0.191293202897632,0.179136788140541,-0.296308475370684,0.377923247601984,-0.264595634109994,-0.322482156764193,-0.11393086454475,0.0359131575652785,0.0750500148669822,-0.400871713216804,-0.416806889925638,-0.391985494712336,-0.539910048943553,-0.134479290737663,0.0737751231661036,-0.136013239036074,0.222120353496416,0.283758014497987,-0.142675114683422,-0.0088701026758654,0.143608232618301,-0.325543306513711,-0.467644124881195,-0.267548442522248,-0.348477823010855,0.218051690465111,-0.504725855186212,-0.35211624558365,0.292794580165693
healthy,0.232892527493224,0.0370770840422374,-0.2910055446446,0.166379653835767,0.0252561238821076,0.0786335694290551,0.0122402311720683,0.0011240622921056,-0.0092645042738658,0.0232411652676623,0.193568242400297,0.284605916065264,0.0491298944318049,-0.0965106503044151,0.276678030718452,-0.11087593858287,-0.105086918674657,-0.297912132275252,-0.345012910592988,-0.178752832445087,0.0002965502487917,-0.124773528726639,0.147377276600411,-0.0047389651415142,-0.0817929193698926,-0.0544562149617557,0.0562673281342152,-0.131151869580028,-0.0117468602817536,0.138052843675205
healthy,-0.645387001857567,-0.0245771293164791,0.774736785001998,-0.606625843056302,0.634889086885553,-0.649872947339911,-0.479639132525178,-0.362051106871965,0.130518965319499,0.0272022372410327,-0.758762336027781,-0.446438088630831,-0.637922387609681,-0.503456042283073,-0.21055759279253,-0.158645728334949,-0.514650264764862,0.372041127041199,0.143055616879136,-0.429664170517483,0.419503010108733,0.450400906411329,-0.518840390145445,-0.537705170670185,-0.162202823472917,-0.377117157365876,0.748872044783246,-0.473486548182799,-0.44463748544816,0.253631420461809
healthy,-0.0094428335519196,-0.085476085450968,-0.0341669412718472,0.196705304787439,-0.218765283039906,0.063275292526179,0.125883592085323,0.248155895144557,0.0486613441466887,-0.0228360458510526,0.123346488247013,-0.0146570998725593,0.0781938596365188,0.0823504872871973,-0.0952277538464912,0.171481796415772,0.240202976957119,-0.0766631469452774,0.0819904829269051,0.24005395615,-0.0030514685720546,0.0767160206061295,0.0366180397916857,0.225294835139966,0.147477559603733,0.0788868736103369,-0.23007722781562,0.191484661670885,0.052857630556371,-0.155528246354912
healthy,-0.125100642510956,0.243346632302172,0.0176086868046784,-0.380263191373196,0.419604492323104,-0.474007436162056,-0.12366978568183,-0.139140454857056,-0.152529192673317,0.0781791359826781,-0.330257787126758,0.0689168338259171,-0.412920772487476,-0.356940162452989,-0.150837269712228,-0.0715173202792617,0.0216346892242199,0.238444909020224,0.0497755660390607,0.0450182194411671,-0.0904994416898387,0.137690056431931,-0.250645819219726,-0.510085917813166,-0.0199467384596108,-0.0372367560286375,0.521274137672393,-0.424016181423586,-0.30934818778479,0.310985938974389
healthy,-0.0735194918711193,0.1818063566013,-0.121809677943282,-0.266466796818913,0.276243556970508,-0.270678128134039,-0.0785026572999436,-0.0406572331875396,0.113734941139886,0.284859869699966,-0.380623564967953,0.0309698505035647,-0.375813032978977,-0.270697204524815,-0.149115858277732,-0.0983357118410925,-0.244648828577228,0.226357628208956,-0.115994052629585,-0.106423524874491,0.100244421210729,0.13817489096855,-0.147241603257027,-0.310035591801738,0.0492700199139886,-0.115363548321859,0.327192292253416,-0.298499737880574,-0.252476218693637,0.0812147979622571
