group,CD11b,CD11c,CD123,CD14,CD16,CD1d,CD224,CD226,CD3,CD305,CD32,CD33,CD35,CD36,CD38,CD41,CD45,CD45RA,CD49d,CD49f,CD5,CD52,CD54,CD58,CD64,CD86,CD88,CD95,CD99,CLEC12A,Ig,Mac,TCR
healthy,0.0980672083206207,-0.149025038776552,0.198832872819697,-0.116757021878757,-0.0032884369135885,-0.0734869813883342,0.0593398512886357,-0.108276788841805,-0.0486491904158166,-0.0380651979588974,-0.152036738779802,-5.26912011361652e-05,0.0168054268456496,-0.0294360045674756,0.0846888814505318,-0.183711710077457,-0.145946590676294,0.0018320435856029,-0.277461992600244,-0.168187222903173,-0.101698572561708,-0.152517498821372,-0.310514907081048,-0.0272709782494736,-0.005747776873496,-0.259816146961138,-0.0637399119496808,-0.0236940781767361,-0.0087529097215326,-0.126664877788207,0.0670676110354659,0.0592447047089469,-0.120481406346644
healthy,-0.0721545501660889,-0.064530525668101,0.235300256840969,-0.0071031955103703,0.397573015771733,-0.051881913308747,0.0622311684437539,0.12152229161673,0.21934066444541,-0.157395501304839,0.234745889630618,-0.151495966977848,-0.0571884561691977,-0.132508288608797,0.0148166192895338,-0.0064197046419216,0.128828262948274,0.400079417525748,-0.213054891185716,0.108706930338173,0.330133770058883,0.118350889765193,-0.252930092361841,0.193266858239904,-0.0856221818856358,0.134501090261953,0.385739209608152,0.128465436436484,-0.0212457443661091,-0.073747587222616,0.224213071054937,0.270215303622711,0.399422669515029
healthy,-0.666980328517979,0.218198173238126,0.167767094268685,-0.679943101349369,0.472706668530978,-0.398744749166361,-0.629215959412257,-0.796722104311895,-0.332301807062552,-0.3359542529471,0.0860009156505738,-0.740665234922053,-0.655774026298191,-0.776606963495294,-0.672336205039575,-0.684753169874364,0.0420342543565887,0.275889482064778,0.205701902629433,-0.76096915960521,-0.377398640069903,0.0746811306182571,0.0605242097397562,-0.664839196949777,-0.594490021654242,0.103661044749387,0.31142719294299,-0.717748726023047,-0.799641258341386,-0.483488439751779,-0.353504726269224,-0.503194306321452,-0.377000022625303
healthy,-0.541229828434212,-0.26565601158672,0.118343803038046,-0.197032432162204,0.0052396227277021,-0.0217535315740536,-0.327318485192553,-0.155186623890023,0.0264502792633147,-0.270557511125172,-0.284481968024845,-0.253158930170161,-0.5261891007665,-0.258717158515833,-0.161428653222841,-0.227164871407113,-0.181822356739134,0.229120527625872,-0.0228322707970489,-0.20294293160791,-0.0740594790046402,-0.011440090152987,-0.157109320858299,-0.251730006963956,-0.209575839006399,-0.0777657134788595,-0.27884790462839,-0.247225936986321,-0.0497564442347112,-0.122388796735532,-0.0416135680242078,-0.157795888918065,-0.0377756644057931
healthy,-0.611020029591653,-0.243060553076263,0.368862966462521,-0.481078186566748,0.25933097909116,-0.0874785291983424,-0.34283103864529,-0.166203971606438,0.0125669071710593,-0.169636174415709,-0.282294751261287,-0.41843340092154,-0.554802446071969,-0.365553039588848,-0.296532439748097,-0.202347657818849,-0.104501137295386,0.188183107748033,0.272401738623408,-0.180118586340602,-0.0451035653217416,-0.0183468451037567,-0.0215362576677668,-0.379466255106641,-0.35058654252676,-0.197702186423418,-0.0054368309651984,-0.29359895839646,-0.184963797911991,-0.323507625304147,-0.103597118709576,-0.199647575680217,0.0317631534721179
healthy,0.422659530179343,0.176808982594395,-0.398606755127116,0.306080047599824,0.0970667877099481,0.326522259539878,0.220156054918042,0.108340695499866,0.0417505707395043,0.0780164717681963,0.142545113501121,0.243752212291784,0.466552962155386,0.220317854935956,0.10941314366062,0.110429965483707,0.0491180377363212,-0.155849490241658,-0.158023666622892,-0.0476015713935831,0.0510278249528127,-0.17860111730624,0.113555963703673,0.279517686814328,0.221204361772239,0.0360511027607119,0.0935021326877311,0.116466919988026,-0.124283960003173,0.0275353123494547,0.0037884699562625,0.173753868958494,0.0884777757112654
healthy,0.808454051874442,0.194130407330401,-0.761258049784866,0.689732423658565,-0.807288240748614,0.580104348817354,0.706029266160946,0.388738349212455,0.102541870032909,0.166796878018565,0.0582243631159126,0.749566268383264,0.658024509687912,0.690488536929385,0.605064102453389,0.44979784616263,-0.218445353279555,-0.548008095594894,-0.12575236872102,0.534106507712819,-0.112650822251885,-0.113396960484622,0.062915631548717,0.684667891011877,0.690229548627605,-0.160904066556249,-0.50711566972344,0.579601685606711,0.653062935572827,0.530799017961475,0.140924075229085,0.558753016952209,0.283412321724418
healthy,-0.287750599707229,0.0838059218714189,-0.0433643510017174,-0.215722066547378,0.149274515604539,-0.369692433729577,-0.246144611857929,-0.442899615717498,-0.140777558362409,-0.193621386792582,-0.0046978681465393,-0.132881753295085,-0.129598525359056,-0.354365375695679,-0.202297031247556,-0.384285942572731,-0.0965426619202898,0.0812667363781183,-0.0094005932179521,-0.411676661075841,-0.266365883229801,-0.0526867082040468,-0.0728217922553285,-0.286714883875367,-0.250702809918872,-0.102605327876119,0.170827939542456,-0.276441587894653,-0.365890341624983,-0.134419759884584,-0.32844530966815,-0.29013785342225,-0.23104921250111
healthy,0.535189652112696,-0.383699421883572,-0.48479923944235,0.436379398758588,-0.643291747778146,0.202676681435576,0.347584043387864,0.144099864825406,-0.0389826965972727,0.0167227725101691,-0.101277059305149,0.306468508603849,0.397793004311402,0.380490610163832,0.412551442778388,0.203957373305354,-0.311227648788733,-0.495572593526484,-0.621342201717693,0.13793249720206,-0.0483613948740593,-0.294408876319983,-0.354901443203103,0.242667672748492,0.387416962805405,-0.0029304662230607,-0.320878817800008,0.287461769083089,0.311089738771409,-0.0291374324573622,-0.0722366282263076,0.125811186040087,-0.0041600797890879
healthy,0.254885526587777,-0.610593915513136,-0.273575893756677,0.366868502941819,-0.681135206967291,0.180210882246874,0.191662592946094,-0.0819974939972662,-0.0229303132222349,-0.350578693761631,-0.544271369909179,0.386857257087214,0.249935843386002,0.376021067400494,0.370555801289181,-0.107336357273064,-0.479811847503419,-0.431322439399618,-0.513078734015928,0.134241225875078,-0.0526962384197402,-0.466417054700859,-0.271829547362882,0.0472939766352543,0.398391955700406,-0.32524702867746,-0.654264599598589,0.215767905846027,0.489096610548578,0.102027808135387,-0.114966639168296,0.006841962643756,-0.0835048311849089
