group,CD11a,CD11b,CD11c,CD123,CD14,CD155,CD16,CD1d,CD224,CD226,CD31,CD32,CD33,CD35,CD36,CD38,CD41,CD45,CD45RA,CD47,CD49d,CD49f,CD5,CD54,CD57,CD62L,CD64,CD86,CD88,CD95,CD99,CLEC12A,Podoplanin,TCR
healthy,0.410556955176436,-0.262947356972497,0.419618562518828,-0.0747467757059788,-0.216704073757451,0.0028637987100805,0.307193284897585,-0.0051476821764213,-0.0347435252746584,0.0714522941893384,0.244763581864281,0.149355039957179,-0.0365889767442257,-0.110469510130492,-0.163198163212082,-0.166944824468325,0.0217753291074593,0.370086518241603,0.225093418665889,0.278212186251022,0.393711855600789,0.045176866393177,0.0884938371107429,0.449337188713178,0.0882490952523207,0.0195429746737016,-0.15483237420075,0.223580600432092,0.319156955564189,-0.0595344795586448,-0.14646275862226,0.0542015495834022,0.0522539540700161,0.105237697447568
healthy,-0.0029596096078757,-0.79581730696343,-0.0385540372130023,0.243766006386216,-0.767018155563426,-0.594771784890399,0.506629991012405,-0.716409976631098,-0.719673950929543,-0.727854247287907,0.101616172200925,-0.214434500402001,-0.764535273131552,-0.762042358466213,-0.864699024779316,-0.773611226460646,-0.788411374903242,-0.142918017719262,0.41091422703471,-0.404631313212659,0.354603759938475,-0.775494270919764,-0.299989351309205,-0.371038669680523,-0.362315447754562,-0.362479887809748,-0.750013205434517,-0.0814899112571062,0.0937279848445204,-0.636907350866937,-0.777039008407441,-0.621062251637077,-0.499409502153656,-0.324939402876406
healthy,0.384427128855493,-0.501006689705361,0.533813596405505,0.331122411020273,-0.522371419648213,-0.379223836974149,0.662577963732498,-0.265669931828648,-0.446421510530229,-0.56093677155272,0.356853276139371,0.444044736961524,-0.613370327015278,-0.489575511870353,-0.653489843713691,-0.566530318076854,-0.533049603065596,0.441158434281624,0.498504957737491,-0.045471491718401,0.561220116058547,-0.546952064867603,-0.107506694984982,0.407328641566452,0.0327799738470865,-0.17482479856482,-0.543279367849086,0.27440465845101,0.706670424861932,-0.455395293854309,-0.651254963383169,-0.242566110780767,-0.29519510747934,-0.14349425341518
healthy,0.396708203788335,-0.0037748326754225,0.612843823822149,0.085128618023871,-0.165336961505285,-0.260970824553102,0.415533562545072,-0.185443967883534,-0.0385350011992648,-0.161263267760841,0.29204081309521,0.306843383106926,-0.147714043494734,-0.0232603548450287,-0.257913741558673,-0.312777866580149,-0.097365070123572,0.498136697023338,0.222320747123484,0.181810614316653,0.301711119418401,-0.0521833369968325,0.0605591889677286,0.489366118531123,0.0986888609855257,-0.105684329467319,-0.368288490603688,0.103650461459307,0.572399561197419,-0.153817338395052,-0.359770313673225,-0.166795492077688,-0.0610184249652463,-0.0170206009857977
healthy,0.369587042623946,-0.106448915760637,0.37888161120597,0.339318034109019,-0.229431500548911,-0.195375126508352,0.515990998497871,-0.0892540966148141,-0.158336110258392,-0.123522894309371,0.310606781856345,0.231835016593431,-0.270677040757598,-0.209786091014461,-0.282344929735112,-0.314588673811193,-0.0528639731050302,0.295856542092359,0.262764400110034,0.0516752047127196,0.476397497282362,-0.131484853322366,-0.0305274639472096,0.414563269425277,-0.0216138328429204,-0.0173095590204657,-0.384694603177883,0.276298694123121,0.36664516294211,-0.166991400345964,-0.430959348348896,-0.172733890078713,-0.0654353539001506,0.0048942976375844
healthy,0.425617236412713,-0.182262804526693,0.271443725697671,0.280427616881029,-0.191627600546629,-0.0065071474362753,0.0480529784550427,-0.085929685015661,-0.094654285518595,-0.0356758462055218,0.297399917138923,0.232275125271074,-0.180431077507237,-0.181768563702151,0.0042639455193058,0.0130920810136842,-0.0139926942956066,0.104884736823971,0.0825520550941105,0.189009808945414,0.602687828988909,0.0751537392068227,0.0148592856805306,0.343166395258332,0.173453984660888,-0.0923223437958752,-0.0041597582908847,0.349932080075455,0.0380335189610991,-0.05286784654271,-0.0442108552271533,-0.15007427577118,-0.120111141204436,0.0003287559687221
healthy,0.284190929980043,-0.0882990728282865,0.178805844344831,-0.0103414433993518,-0.119237355002271,-0.17143421060816,0.0088635588128437,-0.202142575519028,-0.305635363231105,-0.225010082478642,0.0230410940251354,0.0375043611323174,-0.0877385824951706,-0.0167833867906328,-0.123388458546471,-0.0785126815593589,-0.220382415357231,0.102157370939855,-0.0043003816621444,0.117852066420411,-0.0145254691895886,-0.240449469631931,-0.215948177165783,0.0552824850740564,0.0871223996242452,-0.271962038603648,0.0086125936427692,0.0816171604798352,-0.123741777040661,-0.0939753781957735,-0.275153632902903,-0.15953481876374,-0.115402562744866,-0.184470950794474
healthy,-0.0229719176978486,-0.0687278412065531,0.0099596769393749,-0.126084634790566,-0.163435079056354,-0.133965546539588,0.176482813919898,-0.271520718483608,-0.202156261066926,-0.35138190270404,0.102472973683251,0.139942234965377,-0.224307844976573,0.0365118840936981,-0.315031945011917,-0.146263150475142,-0.217728800439938,-0.116820653518172,0.0483497988511075,-0.325342869505231,-0.145813258779172,-0.231335481086579,-0.205920677099828,-0.25751358501563,-0.111781509989191,0.043135105617829,-0.134550433575055,-0.0258558202603574,0.367831657369539,-0.0260359546273438,-0.411380422111862,-0.148050291405027,-0.0304658187836096,-0.1487208704999
healthy,0.224957383998948,-0.467154755227398,0.372762203250142,0.352877046305767,-0.493898032620048,-0.370672634963977,0.667425214205594,-0.400090347213484,-0.475813736756699,-0.141956908183355,0.375189864611566,0.0765350848878914,-0.463439707313913,-0.31557027412374,-0.546305562794909,-0.549126832849591,-0.0151616800085179,0.265344191332092,0.378886051060094,0.137334939600637,0.460652289790877,-0.0095268558614326,-0.110683960365014,0.368380197008812,-0.0462059343815831,-0.116020990465911,-0.495025269747625,-0.0600965521935887,0.528508716350568,-0.406376676130833,-0.543688126558506,-0.275818903069785,-0.154693496406929,-0.173453516276776
healthy,0.441963295341559,-0.310427943886098,0.669507883279186,0.305834028341542,-0.404683255186616,-0.284012081273508,0.620398547665466,-0.178458657249041,-0.217165707919932,0.00878963241213,0.560080385160841,0.52350036272167,-0.337276459496247,-0.341280991626636,-0.402871358446709,-0.379444797316009,-0.0584417866571597,0.486246577409251,0.41491475072635,0.324035945321045,0.566320059812246,-0.260088515600959,-0.0042230252089608,0.312701946668818,0.0492469868287515,-0.125129470996001,-0.439243447550841,0.307025370626555,0.633304988504732,-0.304333707198164,-0.55488317829438,-0.145733892988882,-0.109039942157677,0.011793046658683
