group,CD107a,CD11a,CD11b,CD11c,CD14,CD16,CD1d,CD224,CD226,CD244,CD269,CD28,CD30,CD31,CD32,CD33,CD35,CD36,CD38,CD41,CD45,CD45RA,CD47,CD49d,CD49f,CD58,CD64,CD82,CD85j,CD88,CD95,CD99,CLEC12A,CX3CR1,Ig,Mac
healthy,0.0546663586810906,-0.322250373828426,0.47127174625666,-0.198002205613459,0.154967342751587,-0.267723813800404,-0.0803642488544797,0.202045692898554,-0.152413363147175,-0.164230067052623,0.0371096963553364,-0.0929786011138215,0.0407747254117218,-0.0074198528143777,-0.0308203833555781,0.126763321999291,0.504527035775215,0.164194149985986,0.216592202205104,0.0556830490512096,-0.320627860763094,-0.367554968754769,-0.267809036555328,-0.585418544930271,-0.0651748239092525,0.134130411600012,0.21451704181469,0.298319022653832,-0.196088907615619,-0.0446480424659725,0.318043706439591,0.0476012995549563,-0.0149932963749711,-0.25659218355412,0.0548478463433936,0.0968803879543753
healthy,0.655123479853912,-0.0165153542331743,0.81533268705694,0.021895464530994,0.779241527009375,-0.35599525440771,0.678111743006821,0.749435337523169,0.697759738796357,-0.0801511438831396,0.59466329812112,0.401711386118377,0.530061203978144,-0.126944143626802,0.283694598323325,0.72890051799129,0.782874356995904,0.81284647724695,0.765266485827276,0.731489004299009,0.134804121476054,-0.374436997536998,0.391189049845975,-0.47196951240046,0.742449091729981,0.653637758661351,0.757923095375827,0.702509203501566,-0.0590801283884476,-0.0022078924721169,0.688563546275585,0.755493353575298,0.601583913308568,-0.109811997078473,0.436381258259469,0.569540679136039
healthy,0.403715732660527,-0.289093995749426,0.728284820291039,-0.374108709031777,0.711306491134582,-0.708381925142214,0.334507119222748,0.601088452005364,0.689833537759549,-0.168670603710143,0.387355799091115,0.11340861260371,0.210197814505484,-0.144073193885684,-0.232484229971951,0.747808044120611,0.683391151833844,0.769707926028432,0.61492421127165,0.738764169346476,-0.339788972541434,-0.634402110463317,0.159912871839512,-0.452790881758167,0.691131485958283,0.532680186148887,0.684878510077475,0.597259556722986,-0.0998043776164744,-0.460826509452886,0.505626286656326,0.648811120423389,0.360464731638338,-0.476253513094941,0.262438540266444,0.304044854518338
healthy,0.176971507907625,-0.134671620662189,0.527915408877705,-0.168314195206091,0.362751921134431,-0.469267099639754,0.150987189962885,0.381487137050863,0.208851968878781,-0.179056354830325,0.138445745530763,-0.0292723670848868,0.132501960657991,-0.0295424239743322,0.134293665060761,0.447799277395427,0.500001565164507,0.458190679380602,0.35622951244775,0.345276184814574,-0.256053507868105,-0.397565635002922,-0.0972099573958085,-0.223162597413662,0.176603648320838,0.272684740446366,0.434897342227395,0.302146643691903,-0.146414224160159,-0.235636093440241,0.304386441559681,0.279172808151179,0.292581833639396,-0.266861363672137,-0.0697703925889471,0.203274462483184
healthy,0.133971737396826,-0.329426254415183,0.34521392301035,-0.25700198548211,0.199265359342764,-0.496188402405266,0.10609786884717,0.16208517428975,0.091875280240384,-0.274203498303849,0.106054292124175,0.0177615675895883,0.0357089100387249,-0.237774802856676,-0.209135135758623,0.205248155078293,0.379008126930308,0.181514669801088,0.196743507737023,0.121858143591776,-0.302708011364773,-0.387727502094946,-0.18676807332146,-0.553432626308712,0.12714102411856,0.150848896647683,0.310454034894067,0.228011019558902,-0.0813087929219036,-0.171982487123914,0.144529667757514,0.200769231869216,0.0668813374040683,-0.325449429150798,-0.0011462603245641,-0.0664957027738547
healthy,0.270308260562644,-0.039811082309934,0.441351805594639,0.167749661097099,0.200931137392148,0.0867149796876168,0.498487064767538,0.2798232418933,0.0410545367995227,0.113942577953005,0.228290029997069,0.155512699697666,-0.0479952173801555,-0.0068532107858407,0.233346340299227,0.340820096253623,0.285109866337181,0.337691882334386,0.209989395953195,-0.0186534266791395,0.0862011568240342,-0.273233145751085,0.03079012056938,-0.076075352038851,0.1195818725075,0.305304769650507,0.383224314443789,0.357996462255345,-0.0522836332134094,-0.165029109766825,0.186834759471812,0.164241751960256,0.444092204968102,0.0224720052795488,0.192534699397322,0.198768607236629
healthy,0.398412677447142,-0.212127815436308,0.567727764916907,0.170305049028308,0.570611058301238,-0.688892226672416,0.613299758798871,0.550490966728752,0.498975846984937,-0.0723060668958506,0.248565120653416,0.177695418168506,0.348367571728484,-0.445654125139427,-0.106030848139515,0.731058459287381,0.357254643650262,0.622448118736075,0.495970354240828,0.598553081331501,-0.204893865297737,-0.491231435001446,-0.104113286419606,-0.0150463027461874,0.563988620854818,0.492794185820874,0.552195277542141,0.374735487086763,0.167353754597244,-0.586023469575456,0.336470069436623,0.511752180698856,0.411538495120681,-0.295148468454069,0.0484628437115445,0.352086966006768
healthy,0.103684122963986,-0.0221145963823849,0.38968530252083,-0.0064935060428894,0.365075023279666,-0.28023159290119,0.197511543989072,0.401784399299634,0.185294161333955,-0.098437056235037,0.210599663183419,0.0980639154733491,0.186252865373644,-0.0953139307940109,0.104240902315382,0.299297625317935,0.32395217803463,0.366902310464986,0.370368251170478,0.110269488773686,-0.0715717614899372,-0.19936234347289,-0.0298565824770094,-0.120791055262272,0.119536473218431,0.349239942543233,0.331000674823404,0.237792080700767,-0.0200634894692886,-0.238459000600457,0.190054285201171,0.347200321256487,0.229365788865016,-0.0588101134907663,0.102818426184149,0.161305081884041
healthy,0.177502945208113,-0.178668131442372,0.680369020031158,-0.16112919374038,0.546344925293046,-0.599392579933184,0.310394654429842,0.471565203505615,0.194905661896561,-0.262315101907598,0.22186970351421,-0.0780428748205985,0.241920145803002,-0.268517863924255,-0.0133817129690178,0.540386706440885,0.529735144504735,0.592792471143581,0.536760652384812,0.191923858536187,-0.221207037168428,-0.466294633586181,-0.205329793456026,-0.513140508421936,0.0955113511172146,0.440842323040683,0.5530301743297,0.394487968426219,-0.0193373463625711,-0.274189705693913,0.46138488122084,0.456327300945899,0.238460872725767,-0.460624576648784,0.0379463078405284,0.243147688023663
healthy,0.184971255579807,-0.390278145803368,0.52082662132434,-0.529714351356126,0.453945425001128,-0.574981037660143,0.200299833402783,0.356336099443087,-0.0280187063430358,-0.470994328705066,0.170584861631884,0.0671129884759228,0.110627080799115,-0.473812158462361,-0.371351179993121,0.399054370706709,0.562967637445428,0.351418549063591,0.454759200148243,0.0029418982611529,-0.354545581116695,-0.428783426697328,-0.299242854561311,-0.645428166140402,0.231852245636558,0.188491053884522,0.45190210733134,0.409780797479372,-0.325048093549393,-0.435643750330156,0.427283118661353,0.496264490985114,0.189212449147865,-0.42748859554244,-0.084330483139394,0.164122182796772
