group,CD11a,CD11b,CD11c,CD123,CD14,CD141,CD155,CD16,CD1d,CD207,CD224,CD226,CD244,CD305,CD31,CD32,CD33,CD35,CD36,CD38,CD39,CD4,CD40,CD41,CD45,CD45RA,CD49d,CD49f,CD5,CD52,CD54,CD58,CD64,CD82,CD86,CD88,CD95,CD99,CLEC12A,CX3CR1,ITGB7,Mac,Podoplanin
healthy,0.397111946913708,-0.270665849715112,0.467785333084037,-0.0055510136977701,-0.0162884351790767,0.185532444350685,-0.243967395920172,0.263432245785911,0.0447310717547652,-0.0480324310020778,-0.154702347932701,0.0034351718703519,0.253215080596873,0.239984025203621,0.0013105305043678,0.357910102664592,-0.105797984470651,-0.28148713916566,-0.252851361501495,-0.298323040043474,0.188598190043957,0.296454778223244,0.359735756648483,-0.107094703640224,0.338904399185893,0.163592478903597,0.512260799765279,-0.0507757674627114,-0.0311020089872237,0.247277199107186,0.493460848664074,-0.0268014652056845,-0.164128991586554,-0.268524972446503,0.377502677939425,0.269023447153743,-0.277418245463531,-0.337302796628236,-0.0644669362408545,0.250176541516303,-0.0041171410362079,-0.072596690134651,-0.0544495660718951
healthy,0.0041555987496603,-0.747213444864626,0.0651964069177001,0.390516452696736,-0.710738464955773,-0.047030164060882,-0.625957059625626,0.528313645045245,-0.61220169808592,-0.361171239341684,-0.659338839085308,-0.51297730953519,0.104826247643798,-0.228221415416873,0.236297094265649,-0.073772207213126,-0.756180215995727,-0.727494631708518,-0.745033030490652,-0.733233342701778,-0.498736673877098,-0.339832103652945,-0.2070756145537,-0.505227097367873,-0.0522184314367787,0.427776496737553,0.313390941093574,-0.523622721653247,-0.241010413732384,0.117839989598381,-0.207553084756286,-0.466729465864186,-0.75481001384036,-0.561705241227045,0.030047462584198,0.297341587022078,-0.605021325031327,-0.740482463703882,-0.570348574222239,0.335956245615076,-0.32324173546489,-0.362461222275902,-0.32022884338828
healthy,0.308664993523634,-0.55535083443185,0.344763349349745,0.153429701404716,-0.636322788271006,0.0763861044936889,-0.364063736502224,0.71677457466939,-0.469186802113016,-0.275455115967022,-0.455318361832951,-0.576831252510962,0.210389854489414,-0.129535996673252,0.27327814559154,0.216362342323824,-0.659137514297705,-0.459051249744977,-0.675029021105806,-0.568572609996327,-0.317383079864136,-0.309955147719722,-0.0125869752234642,-0.59227117740286,0.310002499721569,0.599311550423247,0.317121431903284,-0.614495586532371,-0.129817100834907,0.311959173081178,0.147076510713087,-0.438084302548761,-0.559074141300906,-0.495505204744899,0.22195461343637,0.647934336314237,-0.455277616973907,-0.673661730750526,-0.356987569803544,0.465788195070436,-0.297844853016033,-0.25060096601809,-0.379093641210661
healthy,0.24564150645871,-0.387630937047245,0.54808450804232,0.171204443339038,-0.545085785825723,0.431234349240812,-0.46053464754333,0.595550879954073,-0.235192024806492,-0.25447020639365,-0.335896246016709,-0.448166522378164,0.397728306841383,0.0719591610102566,0.154015512109784,0.187347769179906,-0.481487480591089,-0.46358391678575,-0.55510973273824,-0.602389554389773,-0.151402038419193,-0.0841610648488767,0.0250087377099446,-0.376959778594831,0.39532749916073,0.406247078506238,0.408444440692727,-0.357700508045667,-0.143910384530751,0.359088658165573,0.542019552855574,-0.288690288048554,-0.606452196904374,-0.353923005733726,0.196840282135706,0.550644696945643,-0.496004565809631,-0.648007868957927,-0.39879137512717,0.318434100923882,-0.211754580073452,-0.152188472341477,-0.320002882067647
healthy,-0.162611762470564,0.389361216014425,-0.0299020653225977,-0.350860017883522,0.268389717122517,-0.114989792858887,0.106739890334967,-0.459632742196643,0.0862000161344075,0.0853987611362794,0.167673560298927,0.293775173945925,-0.168885883922086,-0.0496005243621094,-0.178192532208891,0.0578555725483268,0.217875392673221,0.264327959822121,0.304364602367274,0.105185223508532,0.0438325261803384,0.109380094407647,-0.0471444637379513,0.295370614420638,-0.0823553309236176,-0.285059589485893,-0.353369422925858,0.258233084374624,0.068003296271982,-0.170662223840399,-0.0771047814306365,0.201694693259826,0.201568350203945,0.226811303713261,-0.125103515574484,-0.064470095288045,0.151031322732056,0.182979291758089,0.183453569859172,-0.125099763907438,0.214845870796825,0.156655343939112,0.274364291648813
healthy,0.132728188944921,-0.339955919695043,0.0764741102060304,0.0565549390155619,-0.153497833588125,0.178111926195939,-0.440948738408314,0.148013697026482,-0.328588789388107,-0.316401778722712,-0.251255698067675,-0.319475311824536,0.0493129225334591,-0.0904923862197533,-0.0234711958355558,0.152994711079668,-0.262974511963309,-0.259901853777321,-0.426531082205834,-0.341689622015228,-0.0812340179265863,-0.139887355037315,-0.269606410660761,-0.237224980034819,0.104442895405054,0.197516409270475,0.270061721331124,-0.326706502471941,-0.03114836720345,0.0985646696273846,0.24122112729805,-0.372714768181105,-0.291035645890864,-0.347987212075865,-0.0922106859498479,0.286528284320367,-0.231872278842689,-0.460443980591393,-0.325101444205208,0.185501930232678,-0.133478493193549,-0.338336721354839,-0.167442940350632
healthy,0.153815874923866,-0.851302521400153,-0.202804688265628,0.809944170957095,-0.799806596710273,0.300184587637333,-0.360564855859743,0.741427889834636,-0.628790950123579,-0.640669337272595,-0.707244861355615,-0.382052003092289,0.121379174797121,-0.215337488721851,0.295713337387918,-0.145850293292346,-0.847021450653773,-0.700272345402263,-0.772380454226785,-0.690192043212871,-0.329865832320897,-0.312603275715818,-0.103657210074772,-0.382050230301368,0.184566633325011,0.558933389547369,0.133449131279647,-0.488441996950192,0.0672865056626465,0.261734323203393,-0.0802636917183999,-0.773167105261362,-0.783978794293153,-0.586762231446814,0.111910467724314,0.538644079488358,-0.616427526969935,-0.702154094988283,-0.638949390202835,0.157938979774753,-0.141958157125394,-0.575297911480144,-0.601100854919446
healthy,-0.010857138143482,-0.434276392508078,0.0270844372717116,0.0714587457006508,-0.344993936603863,-0.010464851506254,-0.243146800001928,0.237633417784998,-0.305435194826863,-0.232911784284868,-0.306680521601191,-0.446978106236065,0.0330535879684223,-0.152179469777863,0.0302640676144608,-0.0234777848090826,-0.283555939010614,-0.385127334318111,-0.358734284157343,-0.273835523135814,-0.107530937032853,-0.135381826229799,0.066867435000859,-0.330456616495744,-0.118020705508658,0.0858048086539155,0.213604800559177,-0.429414439782746,-0.317637133888178,-0.0802857850779211,-0.0700160427414498,-0.283743496038838,-0.221666184671788,-0.404731225326677,-0.0131056211195586,0.140128217146447,-0.334055058918139,-0.442116796426587,-0.097386775588893,0.266527856548565,-0.24770353985208,-0.253566551627182,-0.257345788981412
healthy,0.242085163302194,-0.572160477148477,0.318921623032284,0.379102322182041,-0.501088026324147,0.40552900996461,-0.483369629532026,0.585374742029971,-0.217177979328035,-0.104109748008667,-0.409899863510125,-0.143308476852928,0.358157271269663,-0.0752974739901728,0.250130938839606,0.0576769889097017,-0.465728806982329,-0.451113685384594,-0.500433449009634,-0.521196590787831,-0.137766385760415,0.154908787243819,0.140383249760866,-0.146587755251609,0.264268584179239,0.442294327646383,0.606430368189433,-0.089074584465034,-0.0637099977059499,0.256440882257351,0.384204806253032,-0.3304919760273,-0.446750372850922,-0.346802700116466,0.0608088961272953,0.362379940204152,-0.430025608548094,-0.495027263383165,-0.163633801042408,0.568293045491971,-0.0155208425849298,-0.177085547738517,-0.203152771260864
healthy,0.302515960147239,-0.420480932750629,0.550381457059785,0.204675598212936,-0.516093219806755,0.269507972531741,-0.467872568832222,0.617122840708542,-0.265411205093672,-0.230342022854783,-0.310959194221506,-0.0865400668897363,0.426586862994047,0.229354094578622,0.427996372453186,0.451108081470321,-0.492148171434847,-0.438183442424327,-0.487133917986922,-0.496149771575023,-0.0782519638750837,-0.013705297083399,0.138155110275525,-0.0989980722224744,0.341402397661465,0.335901071978736,0.436744940090735,-0.33575218963033,-0.0911276974001342,0.348323146679436,0.17119421641088,-0.248307132248995,-0.52194003881611,-0.419060439483425,0.217763208153641,0.53076179578229,-0.438971403641693,-0.660762502087848,-0.304921865797994,0.381857312118895,-0.204786187808326,-0.148962849002584,-0.219760104367182
