group,CD274,CD275,CD252,CD137L,CD19,CD117,CD194,CD16,Podoplanin,IgM,TCR,CD107a,CD64,CD66b,CD35,CD58,CD96,CD11a,IgA,CD66,CD206,CD122,FCERIA,CD15,CD71,CD193,CD204,CD144,CD1a,TCR-Vr9,LOX-1,CD209,CD337,CD336,CLEC12A,Ig-light-chain-1,TCR-Vb13,CD88,NLRP2,Podocalyxin,CD224,CD258
progressive,-0.0172877176090839,-0.161996647527011,-0.15569227562143,0.122256711215129,0.278927271599915,0.480950224343431,-0.0696288126807544,-0.123712808507411,-0.0095378982725398,-0.108781076044272,0.107619730093335,-0.325466214651534,-0.144381819406698,-0.152329342749905,-0.147104171663735,-0.171381735415679,-0.158034881123707,-0.0214550154650224,-0.0971110102410685,-0.283209328052902,0.0292270604050148,-0.0328714756188566,0.0885329349474368,-0.0987661717668304,0.217192973994601,0.0143950514060878,0.105827297088626,0.185202239734002,0.116862880598836,0.136114745583093,-0.19669095644273,0.146387120814016,-0.0079788859454616,0.115985368080861,-0.239605503436589,-0.245326853073246,-0.133359157926054,-0.0586300482835811,-0.192194292668488,0.0248146946997962,0.121780760450063,-0.255796449539241
progressive,-0.052172507175453,-0.129175609945908,0.177383536703528,0.255083319660233,0.21939057867514,0.267360151484148,0.0548780436706343,0.166317494448388,0.300591357732383,-0.179752123355372,0.310159746187981,0.273282984270598,0.0164926495564828,0.0105415397116495,0.0640200838225253,0.318619224313113,0.209081141824199,0.419488382712044,0.437342371158138,0.0045083788904216,0.365111409167257,0.385242412936093,0.303717216782221,0.331710795146511,0.0406450843258243,0.193402308664714,0.47033749475542,0.161638759621736,0.261882479820322,0.372721048491482,0.173005528287337,0.413391362699521,0.486347017640692,0.133921133576146,0.0670989967117724,0.252496101209436,0.29611516746801,0.321644739663179,0.271054662974624,0.327655006007758,0.356248453889737,0.146617892908127
progressive,0.124499344309203,0.0667394750750408,0.239244225827463,0.118199369947575,0.059611892454945,0.0722878923457183,0.122541641518919,0.191340380303146,0.252412538838489,0.0061223069530573,0.276342359003766,0.155107956070811,0.0549653780389642,0.256897486224285,0.0931703811608308,0.191186605726827,0.27999943175704,0.261655243054206,0.20069300237349,0.163198222876912,0.102141385407765,0.28766307332552,0.16062915205778,0.282659989645218,0.107477379672822,0.187453662200193,0.183101611246347,0.234355530320321,0.250281638247683,0.136957220609092,0.272973693277409,0.0922573327265581,0.195436430989031,0.217301692468123,0.205610295108105,0.11518912949332,0.189631048327704,0.191755480641662,0.222732742608828,0.202673127728195,0.211622842883939,0.177574969884803
progressive,0.56996219572638,0.577577165989837,0.585862307804055,0.688076335386716,0.0821288020522571,0.758887511836637,0.5753425424793,0.697855114706089,0.720153690531096,0.629096324176792,0.68807263940913,0.653655751691426,0.62251128064754,0.652621226097451,0.605370575508817,0.718195859739503,0.551566587989913,0.584095056823731,0.557368158831374,0.701211017192958,0.570243756162253,0.622150472961419,0.669599831324313,0.643988459647718,0.0403753798817504,0.592469487410569,0.708143985168092,0.617513843899291,0.587669535878572,0.639432518825568,0.553225112408849,0.57021225368147,0.598356868623849,0.568279498435809,0.626482906689295,0.568847666667393,0.684825891028599,0.648042146787385,0.586462596951263,0.6255349828031,0.804752755042716,0.750919042803606
progressive,0.460881002306168,0.094263983241784,0.0120146517737726,0.142144231229705,0.61167543188434,0.0893735480242247,0.123249076081696,-0.0469667767309454,0.0030715323738925,-0.0740596080855846,0.356442669274168,0.185289409550879,0.0273144443422168,-0.0989505901251459,-0.115840649529661,0.0935926277267404,0.0073765576823343,0.243117526462801,0.148262227407073,0.0246503295251293,0.101137326223173,0.303882098277228,0.251070340622828,-0.0110256773788671,0.695405983069598,0.165294233026355,0.377003467135418,0.423546320029236,0.155117765266659,0.025637921306665,0.285196040161016,0.297144757800103,0.183292659488109,0.129558906318951,-0.0277059476836328,0.304057677391966,-0.0922017573295602,0.0930871933081281,0.151930101226481,0.158982838983258,0.241384318535898,0.0504664393366979
stable,0.0183223743337427,-0.0570461754359169,0.042720970317586,-0.0998023232010095,-0.0383503638049929,-0.0470018185081015,-0.0618477239389307,-0.0206280319242197,-0.0066813225347553,0.0868112259534338,-0.0852658319656963,-0.0385032352220172,0.0950494333088749,0.0570476234088361,-0.0686798255161788,-0.0813381983015876,-0.0278549538241803,-0.0407324217142181,-0.0271494881594779,0.0383308674569193,0.0226230703920102,0.0226991405110641,-0.0319352542048314,-0.0407182204182247,-0.163341820965162,-0.0351497189192189,-0.0176772857486767,-0.131390951114761,0.0140091814115965,-0.0419836034296692,-0.0236921770073892,0.001897973565491,-0.0656928699511424,-0.0962106428772761,0.0789091548009221,-0.0506034388070127,0.0004667457328041,-0.0395945962676325,-0.0016982351408592,-0.099727836164438,0.0026340120904537,-0.139206467993211
stable,0.065342130864149,0.128048629221174,0.336158805355945,0.251279713433197,0.192762632489036,0.139322233008618,0.291926755125054,-0.0849428477198296,0.261294298718236,0.500851176889418,0.283264763205548,0.148049121629983,-0.0858387252451782,-0.0138277747574633,0.152181962031738,0.185612033962032,0.160978437408912,0.309283544719084,0.0566030294685646,0.161047348383428,0.258884483969329,0.274248847142351,0.133649284310194,-0.0516093700713035,0.252797054171378,0.08522667418943,0.126291365792862,0.284567681892527,0.308643385914462,0.106099904673142,0.147610340694702,0.257775577948155,0.172688977636686,0.268664984506747,-0.0375955430367939,0.225110271321027,0.288471315988045,0.208156611672913,0.229032518392514,0.239138186459806,0.226424302550501,0.158883263695955
stable,-0.0676569099458183,0.205267117448841,0.0894340428373553,0.0210397609479452,0.141213741467852,-0.16913854003671,0.114948905604403,0.0244280443423364,0.162499068115849,-0.279044641859024,0.0956899666795884,0.251676379865937,-0.0515068758345276,0.0117400152948726,0.0510401116375594,0.181149641428693,0.0864280221115823,0.250270806925614,0.244728105869455,0.215474022726799,0.137858738871304,0.102424685665271,0.261613446759508,0.0077985387362541,0.135781425653609,0.137892916579024,0.0389475220070655,0.141319140236776,0.0814212408485201,0.0254312564388961,0.29352483899071,0.319900649526073,0.100628361097773,0.119002032515821,0.0605932260990723,0.0720983682041575,0.202669622627547,0.0965754272579094,0.0440535782149096,0.0702632082657493,0.167355594238367,0.123294298011619
stable,-0.0660422374125235,0.141616121769086,0.119183847533518,0.169657650456942,0.0649731962960928,0.12056029606611,0.229398313203616,0.0697161322726394,0.238125880724784,-0.0924639251609017,0.200328189831494,0.175666566044756,0.12474480288281,0.109235261697926,0.187023709202685,0.251150478159232,0.145890824414205,0.351414810656277,0.149364486547609,0.0853968337018249,0.100962071383456,0.0380057941292871,0.129863864311118,0.156747841059483,0.147301574098926,0.120450168840487,0.204157664876555,0.160895889637689,0.156265730573612,0.161320104042412,0.161564228587011,0.309786546091415,0.153897556805017,0.132094855265286,0.0652600182759318,0.0370875216227027,0.150384599953579,0.0734022430688456,0.0604711018748037,0.132583353073339,0.19467041269471,0.306099117157145
stable,-0.0624352601722971,0.109622711221856,0.109911551626402,0.0355846535477589,0.0292777156387132,-0.0053746249394994,0.0396107045664709,0.266196751652504,-0.0045960012827717,0.0793655724524802,0.0630722127123722,0.0038479140897164,-0.297236311146848,0.232805132355309,0.0238817226149602,-0.0526679072355772,0.207512312544986,-0.162926168622141,0.203202834160894,0.198620978315205,0.023238561604668,0.143955536302201,-0.0354704629676248,0.136349121488678,-0.268447115633368,0.0573190176794463,0.117478883281326,0.24220299212098,-0.0486074817370182,-0.0289728205194694,-0.0143534708515832,-0.10534598062073,0.095615806294636,0.0876044598556029,-0.0423006034063274,0.441879068467026,0.077199819481594,-0.0198277751675597,0.114791796015129,0.110368039105167,-0.121535460212144,0.206952057750857
