group,CD274,CD70,CD19,CD34,TIGIT,CD335,CD32,CD185,CD62L,CD152,CD223,HLA-DR,CD1d,CD314,CD35,CD39,CX3CR1,CD163,CD124,CD49b,IgG-Fc,IgD,CD38,CD71,CD304,CD73,TCR-Vr9,CD305,CD209,GARP,CD258
progressive,0.552361786185353,0.310738273695055,0.481907498052245,0.383036235601489,0.320984974610233,0.139216960766677,0.121793686103582,0.123303796029997,0.159509786921066,0.387028494279262,0.0609042188273007,0.312361212150205,0.230158514479671,0.605311722776265,0.134401794896494,0.194847714780564,0.277168919453253,0.452341180958283,0.196390097907984,0.315998288957909,0.320359834512173,0.0944865270185412,0.0786754532337967,0.478855726047443,0.483040056118002,-0.099203821625899,0.308037080223459,0.115577127276651,0.370097846195938,0.358256838406965,0.159607274564224
progressive,0.18026634348073,0.293846364659053,0.163677789066091,0.174613227059527,0.142517470831643,0.101887231930031,0.26578425510812,0.475185340015417,0.206698207039667,0.448656066349527,0.247325329391771,0.130026745527955,0.354199293515889,0.060487717039896,0.168976025715618,0.165019592418802,0.292348439603888,0.311023953308275,0.327302522116099,0.25844328247386,0.300705427935927,-0.146672920543938,0.170970959197342,0.123509030642569,-0.0218476933476485,0.0484389585332966,0.313676003408207,0.100220285096958,0.289334084766547,0.502660795434812,0.509521641706296
progressive,0.198613295667685,0.171869005104579,0.185437865898865,0.192565210756579,0.293323020274226,0.25616790036505,0.216687928555817,0.302668058705423,0.377563956042572,0.243546177825452,0.132999819411165,0.355683595489949,0.400503121637235,0.190846735465496,0.295305868193668,0.17915042680334,0.276508992920651,0.139628760523156,0.285521628996992,0.264472740885511,0.278734525473745,0.346690689240994,0.232481489354476,0.0556029917784181,0.0455225900603932,0.368260124570914,0.282043242268136,0.286394198537754,0.207593520098787,0.26860569949591,0.359542792881536
progressive,0.337637056416961,0.559434311499411,0.417323819494869,0.484249331362519,0.584412492885632,0.507982386588608,0.454475817998179,0.402967799824869,0.616570399650691,0.493388065532444,0.486386039700861,0.550821735312682,0.456774072446176,0.295816607777434,0.267835931669723,0.516033158149915,0.384881160044647,0.325723894546068,0.473133487078248,0.46552801911848,0.550701280349755,0.520616332745968,0.456017550167725,0.315307179352786,0.418797163450383,0.452551674751555,0.477291880128013,0.47668846692323,0.462554418913038,0.25483146320814,0.184468945998901
progressive,-0.0588573403577568,0.0329830738075872,0.206413053447708,0.083851594092999,0.0100615547688381,-0.212446940144936,-0.0510014240082865,-0.0688068342611103,-0.190884550702054,0.137553790720862,0.198758231892931,-0.0912427242446722,0.1011968339365,0.0027720155787571,-0.160048776196757,0.327328988452206,-0.138154847378029,0.0455709184588186,0.0851572355704178,0.319983175886318,0.0020213353337943,-0.113558928391455,-0.135751264225282,0.328162658126232,0.0240579993147307,-0.293814241604456,-0.0802433640896919,-0.171210913802868,0.202290005591153,0.141994803317555,0.072956917736748
stable,0.267748896485199,0.150753680203529,0.231166560305858,0.0061760146440699,0.241813733269996,0.0676007317364103,0.206437790764634,0.154702371737753,0.327866980966336,0.342431742678755,0.231544492151409,0.279286501243694,0.263880460595526,0.172741808346041,0.152695141781183,0.201674813614061,0.308453552018375,0.250174257536653,0.222857805064283,0.211193039097863,0.223120012133185,0.194270653777481,0.210807593378701,0.282070954689264,0.292277913945305,0.0820549704399813,0.201484646535922,0.112161864427445,0.259849480696033,0.20250054507468,0.262811104756467
stable,0.0383459299897293,0.085474954044375,0.309540576182506,0.263951846520782,0.366398588098622,0.323020365179202,0.297895986612393,0.0695401994616591,0.184731362051593,0.19587184275041,0.310178473031626,0.376015369859327,0.301906955609723,0.329642991635069,0.129429822967687,0.195583970603583,0.321539410487334,0.101492428152645,0.388823073029371,0.326202898733728,0.155860392425184,0.0947741568345171,0.296310032209002,0.287847215460248,0.190402632723248,0.370545672086868,0.200339448688562,0.292515745996448,0.311140727915407,0.21493171420066,0.346929062479067
stable,0.137510442202983,0.132313757845281,0.179988793800714,-0.0292844922618492,0.0953394739848013,0.200501496589066,0.0789145189400128,0.281615402202303,0.207148883112521,0.206621073882216,0.187179352133872,0.273855484057786,0.200097744426842,0.0025540741889632,0.0932943251376542,0.147295190188168,0.22366481365417,-0.0297192559897126,0.11908762550562,0.200281296297034,0.243103447388371,0.290819353578955,0.229086478968487,-0.11158254715635,0.0978323418210696,0.379317031846915,0.269876955375471,0.272798501329265,0.152435974240713,0.102196734691975,0.0605738225604605
stable,0.223526302854788,0.0439080897910363,0.193001979174581,0.205552972440299,0.149588875428488,0.0782385736157175,0.199631363423721,0.191385760559673,0.233005899500376,0.196986493073619,0.226842942993958,0.250873306355054,0.249656882885007,0.170013542474497,0.0618282772453669,0.106577233545241,0.30941337020218,0.130706177735002,0.342338446505529,0.200059286432401,0.15915053065981,0.384404304586088,0.138173278420837,0.0616018953457672,0.072726001116948,0.516787442643611,0.127791510272323,0.343842023335174,0.133689964971653,0.124586701687431,0.208012645973323
stable,-0.0937511361438467,-0.105474568289959,-0.0116773783591907,0.0353622976034559,-0.050821911232023,0.120620788542821,0.138229937207854,-0.178913392238269,0.208932590018376,-0.0241442246079267,-0.190996580179226,0.181578289005582,0.290735712074176,-0.106122521359411,0.0811689968031126,0.0968667946048158,0.0715713931813686,0.195028653038944,-0.0449929814878253,0.0923625087867092,-0.110339938560962,0.226131159303728,-0.0818686572750288,-0.0790178462882626,0.0155938739605083,0.102121694009775,0.023440322128817,-0.187547854691385,0.244614048852342,0.104990006240208,-0.129182262103396
stable,0.0893944502559416,-0.042880485506974,0.118000185107464,0.338505446649959,0.0980916835095757,0.110930087131238,0.21341979351501,0.271304417609184,0.369676421788966,0.0655410510335163,0.253036453001557,0.312231133459255,0.279906396493625,0.453498568973067,0.137022191138596,-0.0990367172151875,0.534481713958726,0.0300225171549693,0.212106413131686,0.0595573609791206,0.151655143237033,-0.10682030277281,0.13228774632887,-0.00566803852972,0.293956947168479,0.201749164113614,0.170821029885303,0.328078128473633,0.11190125411812,0.189782800396634,0.234140695296845
stable,0.328942671078968,0.225647439102748,0.119199122085557,0.206285037948892,0.292261553648356,0.111860749072158,-0.113843938238832,0.300903212532563,0.434756926682328,0.33689117811353,0.177731506328598,0.0730931909665229,0.238771194592966,0.29572081980294,0.52219820784418,0.31062773111712,0.360486214401269,0.190474508303792,0.269162418464817,0.247212377928869,0.251379408969475,-0.0655405115477859,0.13556541933484,0.186849032762766,0.206337039038302,0.593281522549355,0.362604153372509,-0.0334589621209965,0.234940166250221,0.284865508938264,0.292541978976113
stable,0.207091269425916,0.112762432759707,0.0961732733589355,0.211026300659418,0.203015510657785,0.122149742562511,0.358383217465788,0.267434000630723,0.356500509600788,0.239437557803965,0.151821414024295,0.239487349767219,0.301882763871061,0.201035873082994,0.251288089972657,0.140768260654624,0.273132488248616,0.0134123487340108,0.280362890465781,0.229034801218595,0.140210726031094,0.543671121550148,0.0048491634750509,-0.0862520210624467,0.0801983795488161,0.443694236564678,0.152272939400153,0.376588583306691,0.225003570300768,0.223782787967424,0.256622881654646
stable,0.202833474115686,-0.014725028502551,-0.0790857858734092,-0.0115133520008655,0.246536650970918,0.146230644206784,0.0184335695127892,0.0034887275165171,0.074113759768071,0.158918183009264,-0.0522228161567607,-0.0897753362998958,0.125289282942312,0.11628663486531,0.0706355757442125,0.158287254897416,0.122778285334412,0.0064896593756491,0.159838648663947,0.12742127044804,0.0017416052594949,-0.0889910017291662,-0.0530031219812751,-0.0725929238700767,0.250197634353791,-0.0403768703458168,0.190314274539865,-0.0604892510237305,0.0847082487740528,0.190815057386643,0.121281776556222
