group,CD252,CD137L,CD33,CD14,CD16,CD31,IgM,TCR,CD32,HLA-DR,CD1c,CD141,CD1d,CD66b,CD35,CD278,CD24,CD268,CD54,CD124,CD184,CD226,IgD,CD18,CD71,CD1a,CD73,CD305,CD307d,CLEC12A,CD23,CD88,HLA-F,CD224,CD258
progressive,0.060622869503666,0.0743247996221008,0.25459962262663,-0.0811578294240163,-0.134697718019704,-0.0844196974207844,0.431565666745156,0.0757800207684624,0.199614713824854,-0.175097830648153,0.0117232513891085,-0.0833313982025509,0.084302688939992,-0.0697796091039984,0.377040009791692,0.196543630826533,0.0891640692807284,-0.0120063402044303,-0.127948489743272,-0.161437381762282,0.200385571314543,-0.253278235405734,0.123462395304227,-0.154679008298548,-0.649000963835498,0.0178910598962388,0.269200980750092,0.231154254553303,-0.0920077131049327,-0.115266790071945,0.296754888410918,-0.183702428127857,0.250423985420989,0.0472751399262665,-0.0397501006994549
progressive,-0.50257395523244,-0.412474884938091,-0.119114994490091,-0.248488643594501,-0.306406342431123,-0.215127268116244,-0.0790025872970206,-0.42967792721547,-0.307318581613446,-0.0329441666551225,-0.222751430850763,-0.412868784781506,-0.418100048729304,-0.249360628683863,-0.20542680370046,-0.456551279036712,-0.317108808465335,-0.264684784211776,0.121095779834061,-0.478949166795022,-0.271557461447597,-0.459714520236018,0.099141243718283,-0.117177000387548,0.135696052726824,-0.403339296769895,-0.0407755595860742,0.0101078870093895,-0.403984388548338,-0.156046547191553,-0.419893466622144,-0.429814966335901,-0.460310681597772,-0.424864992902788,-0.523373899942393
progressive,-0.0353321710785503,-0.008284026643708,-0.006885609025625,-0.0102000136560633,0.0343363057251814,-0.0015596914931447,-0.120664541954217,0.0134393975251741,-0.0187215697128927,-0.0053857118583263,0.0859340538983527,-0.130770714909559,-0.115596154134615,0.0903000219372898,0.0553099868284221,-0.0682477194016454,-0.034495156090582,0.116576459733525,-0.134666232624481,-0.0090554024523683,-0.0270349900861644,-0.0176837961584978,-0.133342646842828,0.204017600552644,0.150448501441755,0.0101090577614407,-0.0805107679045058,0.012815661111147,-0.0580380187612496,0.135415575715249,-0.0135665538698184,-0.011715534050301,-0.212544641220884,-0.0707332274572388,-0.0286836356566966
progressive,-0.193270761324019,-0.349189424106734,-0.464195443436109,0.233675733289247,-0.57966732673642,-0.401702651334601,-0.321117486535552,-0.222234641299843,-0.0844823817709111,0.0717415463570902,-0.0788405778961619,0.0178485157746751,-0.114330935100848,-0.601072576509676,-0.588493843316862,0.035220486788533,-0.410349478061582,-0.0584787106098853,0.406641633239771,-0.0102210021598785,-0.0812754984802776,-0.0622091064160328,-0.240089521492797,-0.439893642020595,0.29924625475894,-0.198157427519922,-0.37324528903053,-0.406308630887199,-0.0984515778913156,-0.504060402072721,-0.144292000618999,-0.318926574691137,-0.350901707116208,-0.371769710623217,-0.25198699159327
progressive,-0.0178566384160656,0.0384262871411055,0.0080753241657354,-0.4207546329535,-0.415644949003906,0.163810386908593,0.0656021837054407,-0.0951390642466107,-0.0520958751672626,0.429158455691027,0.14471846743604,-0.0299081710578405,0.050708174922628,-0.329651854755075,0.212703616892058,-0.24622204921446,-0.185537563635649,0.105675238624375,0.0663269858432271,-0.0590231554733845,-0.470899933273442,-0.171880956555921,0.281765285761803,0.086780221760806,0.13816165151234,-0.323877092868825,0.0721823550668584,-0.0777527599505273,-0.140615619316964,-0.244791505638523,-0.109306974636746,0.072803175920609,-0.0285898750351909,-0.147091853950934,-0.178936440343814
stable,0.087432659462909,0.145852386353524,0.118627687213686,0.0722812744314246,0.0030272382848704,0.16579614609434,0.38290989644043,0.0502651260948779,0.210762821605631,-0.154741458957945,0.361089295814443,0.178424818258789,0.172243701395735,0.0262864443965192,0.213770082119505,0.0344855586936136,0.308691700427708,-0.0232652178108834,0.12983119775516,0.0171893350500303,0.152047737021442,-0.0266016900097624,-0.299009430473909,0.10761451685413,0.0263125718627863,0.17277584414238,-0.0603527297412,0.0141085919744788,0.115606634339213,0.03365228965533,-0.0515189730586336,0.14696711436038,0.0890095993287239,0.0779571370106867,0.0623514268515679
stable,0.0276866161675803,-0.0440755383099839,-0.0269045611248733,0.087445702230925,-0.0898951306585676,0.132933557669552,0.33902551178785,-0.0848246430690025,0.136249243676915,0.0332074365932149,0.363523791410338,-0.2794836971405,-0.112523057789676,-0.147122184128477,0.0730469470868803,-0.064003370042647,-0.0160373456770384,-0.0623148059470509,0.0434092543007952,-0.0606405992200997,-0.131582768462211,-0.18722168752702,0.0858712168433016,-0.0137486099036857,0.097904111593609,-0.112217731135896,-0.343541396270011,-0.152059794014743,-0.175495606981131,-0.0998326131615216,-0.179677091352752,-0.0602903919029216,-0.0388185334653434,-0.121181754759756,-0.0859999897839154
stable,-0.0911660291772219,-0.0749839968364402,-0.03211288120986,-0.0852838380252038,-0.158121798114767,0.0188937644229706,0.163859162828622,-0.0214056619538358,0.0686784265933233,-0.0593724038134785,0.164737490801456,0.0561582671557287,0.0605587169599613,-0.0454886708152945,0.0673461429265828,-0.0030323351138054,-0.0058378390811808,-0.093816953435138,0.226356886990842,-0.112924591748413,-0.121561087125537,-0.0547261549909577,-0.402014988770909,0.0500310780386597,0.171105014583044,0.0873784753118099,-0.277917216771015,-0.108002243370272,0.0251548376915745,0.0406581030759783,-0.195810178571947,0.030497503344603,-0.163123264845426,-0.0177620675122094,0.008046065104064
stable,-0.0700514990283164,-0.0834181161791633,0.0131291870814205,0.0451254492218294,-0.121816736473406,-0.0769803632562309,-0.0337038170250766,-0.0800796869939516,-0.174745763375053,-0.163342048723125,0.180767379155553,-0.0855172256283281,-0.107580330082781,-0.125949866419354,0.142318904891467,-0.0216209363434559,0.202403865920995,-0.13815952344939,0.262720408766247,-0.232511573158747,-0.184467309956861,-0.115273437744718,-0.539621996932352,0.0515948116222798,0.135398169434923,-0.0810673509195037,-0.395661497181114,-0.31189173713545,-0.0778991002060808,-0.109842886532534,-0.132664675914632,-0.193456629788906,-0.0060470447344336,-0.0758872067852139,0.0031157716763473
stable,0.142563100435919,0.154352958236313,0.10979984898428,0.007396975469482,-0.169018785168964,0.184521308473366,0.246773016905168,0.175721782556781,0.0271081464491345,0.121292948821284,0.447008910618583,0.0675474345729976,0.0830398063661508,-0.128128386334074,0.181746402619592,0.0852811556279948,0.199314658372748,-0.0026014384728916,-0.0328710491372612,-0.0623633820082331,0.101366290708909,0.0886255873599585,0.0801653495072643,-0.0454514590047732,0.362467674629064,0.0631848752120422,0.135919171662851,-0.12949616233195,0.167150466960676,-0.000557863462354,-0.189492463834702,0.0849899294803653,0.0390259005542675,0.259521320607581,0.0067279916234548
