group,CD273,CD275,CD137L,CD47,CD269,HLA,CD117,CD10,CD16,CD45RO,CD279,IgM,CD185,CD103,CD152,CD223,CD1c,CD1d,CD66b,CD35,CD272,CX3CR1,CD11a,IgA,CD122,CD267,FCERIA,CD137,CD254,CD184,CD49b,IgD,CD38,CD26,CD193,CD144,CD73,CD305,CD209,CD158f,CD307d,CD307e,CD257,CD94,Mac-2,CD85j,Ig-light-chain-1,CD88,HLA-F,CD224
progressive,-0.209848727910783,-0.207624013344682,-0.0072807966976751,-0.346258017615643,-0.159106579911374,0.0138100169710142,0.0480644081616287,-0.330402689386974,-0.123712808507411,-0.14803218256622,-0.14146706488848,0.082657442168956,-0.0401578740172137,-0.0785338660186755,0.0125043472794357,-0.206544742109976,-0.14538482884662,-0.197441766966858,-0.122000296962873,-0.0125502524945792,-0.276951071968927,-0.0273009495013982,-0.125330530480536,-0.230147043741099,-0.109824054486963,-0.135687764961205,-0.0438861713614012,-0.0794731697868205,-0.0687987140542771,0.206854590526849,-0.0523231538076576,-0.046445377281114,-0.121281479459506,-0.0121208805891303,-0.260034671923875,-0.223976107658608,-0.0950897351265464,-0.0400340148894573,-0.0187381633225883,-0.102834032779101,-0.243228310881357,0.130066966437439,0.155239014146593,-0.450411611576769,-0.203124097603707,0.0112049464015136,-0.18029588707146,-0.168381251215459,-0.210359188724917,-0.308612113438668
progressive,-0.0763986330990345,0.254028691786189,0.0043568159866278,0.0066238054035287,0.0568212320888369,-0.0775758282788418,0.249483324455217,0.215341391165125,0.188605508522342,0.161905867278012,0.207469390307092,0.152633782802631,0.199591740877407,0.069105226333231,0.0368282667597221,0.0336345806201184,0.0472141231849125,0.18332704732568,0.191280799311025,-0.111734240892707,0.213049012795869,-0.0155927612284396,0.0298360210670225,-0.0225303722117818,-0.0089088817163659,0.153680883810711,-0.0571993751668207,0.161680727509362,-0.0973481643988053,0.115051375069129,-0.125550134243709,0.0378286586598659,0.0749374275088724,-0.0555367543849564,0.0411341704083305,0.156980984434772,-0.271501408776936,0.0847137196977405,-0.0105846091373458,0.0581292905284064,0.0959202787107955,0.14031361019483,0.075621394929494,0.0539217644532914,0.0413876000480482,-0.0276418794248074,-0.0816035188193168,0.0452590315351634,0.183097367910586,-0.0318563211595219
progressive,-0.158769880669313,-0.135367394977981,-0.167554247789226,-0.111625784279214,-0.153451795570613,-0.229495670555442,-0.0508319984859034,-0.0683875195724702,-0.0909164244760105,-0.202734412850737,-0.167551160104753,-0.336282719488506,-0.103784488446617,-0.135191912324354,-0.135289745291644,-0.0762029544915053,-0.334875387739677,-0.249993727762427,-0.0982847941026238,-0.122909371502012,-0.0174721261285901,-0.164500873705965,-0.218881720075634,-0.185466362984811,-0.0826539433093043,-0.151093285135301,-0.170441129330098,-0.0142663580958981,-0.0459675550745403,-0.155069308016929,-0.139356658771718,-0.351979967328915,-0.26950211337235,-0.0566031687159872,-0.177250004791911,-0.110693666010321,-0.342561778406039,-0.267275041663182,-0.0697041087337066,-0.178580098311577,-0.20672584206,-0.0467248201039183,-0.132052296871142,-0.14230604905866,-0.111073744038825,-0.223969767074119,-0.232629835774788,-0.168780607012332,-0.178553184162603,-0.128789167582595
progressive,0.178804790654225,0.40005728832623,0.4227318294977,0.468447636016122,0.153399722805343,0.278483988363369,0.276441611480634,0.257237279876934,0.525716790191007,0.192586372243005,0.383245573829442,0.498934624537381,0.59849651057733,0.418250142875178,0.292914855104708,0.482911053014822,-0.0423670806465976,0.281320060502952,0.471161223939213,0.614028119944949,0.504197824923528,0.260531568057549,0.478901025787823,0.445259536823256,0.258991790118941,0.0614800451147688,0.291693808757975,0.389363855758624,0.382069269038705,0.210366609517566,0.521537204142939,0.395888779588627,0.494997195058215,0.150997085790702,0.340551593488365,0.312926347334893,0.586230167026468,0.518872312309459,0.374490750390803,0.266126484793824,0.207341660134947,-0.0460108888936748,-0.124667651342713,0.555033532992908,0.438814469037013,0.38790946878178,0.366821883221514,0.474062277117332,0.500471773945259,0.423565608450841
progressive,0.481725945433754,0.465787992309754,0.535545732533917,0.117778118858766,0.614155810448803,0.298212362044979,0.629886779345573,0.491527928122701,0.20738147190354,0.462900406617962,0.460546350723108,-0.121489758325581,0.430377812350744,0.508200422593031,0.493543001106451,0.531030876749471,-0.0525418271669917,0.472727509505972,0.282873210925056,-0.145678392590332,0.356212630238468,0.513773626230288,0.149307656954192,0.473408310441074,0.538700083309631,0.473475219091941,0.47489617141186,0.461889372666648,0.47760771283584,0.472120168671795,0.152867350854907,-0.296801744659486,0.291927282253371,0.656824341694472,0.502414755173209,0.493057551706319,0.0902003089350022,0.456894240904165,0.522369128361964,0.646611589646855,0.505289093589531,0.55586016560323,0.46822607417398,0.318760433996632,0.571638349933473,0.570176675960412,0.583773196694853,0.447344815897718,0.510754254007059,0.457631297851823
stable,-0.307266487428049,-0.164806371362359,-0.327095820824503,-0.250719069740745,-0.215402837263807,-0.317234788350231,-0.219850558948073,-0.116073836475314,-0.0950940367736547,-0.172655395857528,-0.253093548629098,-0.132914674464654,-0.175834377662109,-0.264097937170165,-0.266118744252871,-0.308772132355608,-0.16997654295289,-0.278044348684746,-0.125801502013053,-0.265127661776212,-0.268610128633488,-0.309582730853076,-0.327082499655211,-0.382410613049004,-0.291311668508676,-0.214787872341384,-0.185510813819701,-0.396473191510182,-0.24862323365985,-0.155766227585335,-0.175536136058643,0.118231924889576,0.0035056689103368,-0.261408207657067,-0.150835776262165,-0.293672672759997,-0.15937714198658,-0.0228754947272868,-0.30979742816389,-0.392560247666623,-0.293507618217687,-0.0882330024197227,-0.200449854189021,-0.23315020647395,-0.288047052665208,-0.34074038652716,-0.388183166028637,-0.342100403154298,-0.224924479520177,-0.266366887857796
stable,-0.12160008531935,-0.167133302798831,-0.208165637326114,-0.0405987727166132,-0.261079864980028,-0.294036993032444,-0.112938122624242,-0.119840867760786,0.0144304388158372,-0.29283877437045,-0.0938676753386234,-0.0270747974512084,-0.0194394797765529,-0.193191556186695,-0.0867586898142188,-0.0872543991025819,-0.212244403946904,-0.0168282325121132,-0.079097310548054,0.0439534818044723,0.010566044074314,-0.0929372691944627,-0.226460866332183,-0.0823463313330921,-0.16622341554194,-0.127151015373184,-0.043951411645824,-0.0770534001274519,-0.0110475102579766,-0.108936451190388,-0.119258703673871,0.140121821251894,-0.148330432905898,-0.0299614908388461,-0.0291592244207533,-0.213228797399783,0.141744246678068,-0.121243772855287,-0.0809869250404753,-0.133932376163332,-0.100299453451624,-0.305295798499793,-0.0589557227360325,-0.12998129885532,-0.215191366084171,-0.0833029297461329,-0.102298178638419,-0.220012185460268,-0.0972141180668305,-0.207810455832972
stable,-0.0487760542252754,-0.0601520193936142,-0.147141432072702,-0.216205144883351,-0.19355715089934,0.0372296487986643,-0.189837619090021,-0.0812564395717229,-0.0552359109028212,-0.17196249801483,-0.1339446186635,0.0751825318648839,-0.208256133751231,-0.0855486037753058,-0.141564170331597,-0.173617327346861,0.14108890069784,-0.0823589230345052,-0.163650960422007,-0.219158830923674,-0.268574129309341,-0.162403005672793,-0.0664426850248037,0.061953202403308,0.021096265274393,-0.140716490083121,-0.0352082475945696,-0.100907004708736,-0.1534831991671,-0.182662380640107,-0.0787277890609715,-0.277888246923265,-0.0508616051916075,-0.10148914090111,-0.145171946545821,-0.0309379083267565,-0.516064107688472,-0.178650128279392,-0.090223706489535,-0.0883664350499919,-0.0390195987467305,-0.152315262161594,0.0567239632639802,-0.0862465818934833,-0.120430177887809,-0.0785231401637059,-0.277061888690845,-0.159248169461183,-0.142255728817895,-0.100086091108917
stable,0.0364084404259807,0.0206421759358717,-0.0740882645457591,-0.118156606000991,-0.0363358100207223,-0.489666697923877,-0.116488687079754,0.0038784964193906,0.0868773868004242,-0.0735013229570443,-0.0467890766197964,0.0216537387685489,0.114479781484027,0.031560543102504,-0.142676010567602,0.0281984157388504,-0.276723887164712,-0.046812685770409,0.0048256127799441,-0.105043587470027,0.168381557305798,-0.035521707584726,-0.27923927085449,-0.0197947086432223,0.0849016265345499,-0.0572285037977902,-0.0326561729452277,-0.124852888957502,-0.113422071494529,0.0978808144435319,-0.0330648084617072,0.482836777283795,-0.100974064521498,-0.162079011475672,0.0176197480577107,-0.052104333252147,0.404679961125011,0.207960090252236,-0.137701052007057,0.0265540904575309,-0.0422359823157002,-0.195821499801207,-0.0533848290441005,-0.12485174862857,0.009407419550274,-0.153642886870133,-0.101243295405871,0.0933900559558432,-0.106565437102983,-0.0478549668096755
stable,0.106086252944817,-0.285701904775092,0.207862627096604,-0.211442823743455,0.195025072598209,-0.12424317985968,0.0610997135167636,0.0070767186945332,-0.0848348459577215,0.0882591527845113,0.243674746458991,-0.242635475213333,-0.0410014923628818,0.173461148285772,0.180816098088763,0.173282781252314,0.0635700582805964,0.0451586178555329,-0.134949367021159,0.0377345647360248,-0.0148011286746854,0.137826054297836,-0.0807425971267153,0.0122460623476077,0.0663000711490625,0.025219426967088,0.015436668058216,0.302661121782236,0.108874821980803,-0.0685265577867495,0.124296870429123,0.0900671237390712,-0.0143757463667461,0.0367274572041321,-0.126264411097912,0.271527259841621,-0.126765688131809,-0.143623461569147,0.168319791504966,-0.0710825280568497,0.0693180688493575,-0.15284484064932,-0.243744546031487,0.0781739985251486,0.122158882497424,-0.0096017656749831,0.0909411284030547,0.197315238317949,-0.117734212139416,0.0353575219166524
