group,CD275,CD56,CD269,HLA,CD90,CD10,CD16,CD294,CD31,Podoplanin,IgM,CD32,CD69,CD62L,CD223,CD27,CD107a,CD66b,CD35,CX3CR1,CD21,IgA,XCR1,CD106,CD122,CD41,CD49b,IgD,CD18,CD71,CD193,CD73,CD305,CD158b,CD133,CD158f,CD319,CLEC12A,Ig-light-chain-1,CD88,Podocalyxin,CD224,CD258
progressive,-0.170810138702048,0.104587214313272,0.0204858257396618,0.386908112830777,0.100313144073089,0.239605003753913,0.276971235703058,-0.0572953605740095,0.117004122686938,-0.0731238867561387,-0.0957596981683404,0.0432926688196977,0.0384555450725981,-0.214589555297545,0.0110593338535508,0.183045732322527,0.0505401231357855,0.226897748557119,-0.178517833968348,-0.0247296689389397,-0.0850951078193111,-0.132128453965068,-0.408116052333512,-0.117653674406992,-0.171931450817522,0.223716419770093,0.108536221382357,0.0025196407204944,0.253950610639406,0.410620396309525,0.0805199132126622,-0.158819263729726,-0.169952829492409,-0.0969865538486316,-0.16070573353373,-0.0811927278675314,-0.411629292186678,0.176635682934323,0.100847320672547,-0.0911685873698118,0.027689567866236,0.13774084768917,-0.187295798906401
progressive,0.310760269860933,0.0893678513513782,0.232738951081076,-0.0940066430552784,0.110586740540404,0.410187464497884,0.205951893552042,0.32260414361084,0.453894895366141,0.174705267840077,0.235400265077574,0.128753881128941,-0.0701404475320077,0.12246125801309,0.221790611054735,0.0676170429518203,0.199378178708969,0.250919053424888,0.236404263614585,0.241998134256164,0.0389388542567511,0.187179294532489,0.234720963588003,0.204460890439528,0.0794555327970326,0.140073681794472,0.0797076465766044,-0.0235232629586827,0.0796450083086706,-0.234857052054851,0.103585097906239,-0.0305097435902217,0.025211177637319,0.208245142724102,0.138484718942508,0.320483622246591,0.110799679025096,0.284680544113571,0.125868204900361,0.198104956750441,0.24040869081596,0.14245376391223,0.491284953111066
progressive,0.0081483629630085,0.0377448935775799,-0.0311301424006174,-0.139696880348215,-0.0363094303094979,-0.0672882601431462,-0.0185924325529146,-0.0327153660428994,0.143545974109768,-0.047457366212165,-0.149007568410779,0.214377551497049,0.0112612305020719,0.0402499025184845,0.0386192626414568,-0.0727033251588387,-0.117996475037748,-0.180098099634564,0.0786597891266021,-0.0722842765176075,0.203185026112886,-0.0115073432448509,-0.0490731320539455,0.0473735155751928,-0.0323819137648504,0.0440411648913518,-0.039402941717868,-0.150711330913052,-0.0753332981513041,-0.238789113039673,-0.137971342046226,-0.122550233454111,-0.272823156632035,-0.0384637805627457,0.0900231744469845,-0.0758199975605283,0.0232988082757114,-0.0480488480291804,-0.0799813924382524,-0.0653619337457061,0.0183935979857744,-0.0397377036534696,0.0268257050110331
progressive,0.293279248232505,0.0111215162945584,0.0433257998460968,0.254053646347227,0.133102823828643,0.185074644147154,0.432917490007415,0.212895276087611,0.270370433455133,0.407448171676909,0.494035467322553,0.128146203437483,0.157973902014039,0.239777377641935,0.237980539821371,-0.173353604921356,0.414168390226223,0.516580947036721,0.389589499625967,0.226349125150082,0.297136553765857,0.487628713304839,-0.039421590713975,0.294006294311001,0.0282895350764974,0.301691403461898,0.581302429188762,0.262677108416167,0.440005545770791,-0.107742035817047,0.453628375419354,0.434427639233592,0.410934535603182,0.413955659747145,0.422385001640726,0.236556875372288,0.210213108168298,0.409062293651616,0.491103327238355,0.325171444068463,0.322630516708537,0.400350533737403,0.281252118498621
progressive,0.591694580254766,0.412696944356595,0.523405774772468,0.0017561272700477,0.473162817916408,0.114260134826999,0.0611891105297528,0.486976561874008,0.412945691296609,0.281922792889422,0.129832893187074,0.0622742709457403,0.430990237312467,-0.0748829060547461,0.432828840010493,0.164652052878407,0.103560214692735,0.0418256109538993,0.137341376146909,0.204872994483543,0.176484460232164,0.231275915385737,0.146014867013769,0.430293560733302,0.47051999071434,0.425373641240525,0.378412965338808,0.144529545225489,0.192494310087606,-0.11195461611732,0.325938527816202,-0.0407891102904606,0.140242531461264,-0.0455554781063046,0.20797871965374,0.404735017045057,0.0858721208425131,0.0146874903383114,0.373246424032547,0.27531441978411,0.402939264319636,0.183206197197096,0.27822367425623
stable,0.169570426363014,0.17379366517574,0.0706922201169715,-0.306252053682686,0.140740335847956,0.0854681909528246,0.168653231353927,0.0781749231474488,-0.0013152674291785,0.0398848008385188,-0.180488035107796,-0.237265523123412,0.0284883098341344,-0.168918909824938,-0.0187748002567419,-0.238936426948514,0.10584986215799,0.0517814382244064,-0.0990531533288663,0.105371904416194,0.027754309151682,0.0364864834427644,0.0253375269895123,0.0439188136996174,-0.0025971217428981,0.102555866583636,0.0130535602359487,0.165512739392305,-0.010121144015867,-0.0038357320617155,0.0348568924293261,0.0834989788057352,0.0418704731491754,0.0730572774439444,0.151245175099754,-0.0238312068549604,-0.0364516195189627,0.0654886437399931,-0.100585850777045,0.0576547796788621,0.077486392585886,0.0172646586975999,0.0350870440078837
stable,0.0630662181909446,0.175634202683316,-0.0314505257404771,0.0605772794346315,0.170147726909258,0.0323388522732869,0.0563174010922241,0.205229314081831,0.127937313198191,-0.0003668523654517,0.0430086172876757,0.223474987005629,0.145542790890322,0.161194873972793,-0.0022015295292073,0.0138170853977154,-0.0055001900064304,0.0163194438592729,0.202886259221676,0.111374917143767,0.294116186978579,0.0625088748014413,0.0201496159375425,0.127602439413276,0.0546904719885759,0.140037713653768,0.0332334762876842,0.293478334926335,0.0942128501913248,-0.143610396476466,0.0082910404511514,0.186351222393,0.0823331360840739,-0.0548024815667185,0.191114552683847,0.0548385309639059,0.0237609800047396,-0.135953594535813,-0.0077469960830766,0.0449082747115235,0.152012819915198,0.0257407329397328,0.132972725234153
stable,0.0822858521536744,-0.0579461359756498,0.013215076399127,0.347537265707855,-0.0221453108937186,-0.113937368390681,-0.0446866963542721,0.0225503497250204,0.0274673132735566,0.138123819831728,0.218102737985605,0.151778252796435,-0.0235992127363026,-9.80258663288225e-05,-0.0525477053241564,0.189359087048801,0.112966191878757,0.0519839415984673,0.14671395085411,0.0940044120343592,0.132272032072305,0.0418653881845281,0.0718022931784117,0.0126860321129536,-0.0298368577074276,0.120782794036201,0.0238665134731427,-0.193819637675318,0.0559416532012353,0.178807235804331,0.0241418290079705,-0.407803806609259,-0.126962138753666,0.0107516421228416,0.182564938517799,0.11532345071923,0.0880990648211616,0.131403631778536,0.0040110703261683,0.0746499096231434,0.0848302927799395,0.120346119168906,0.0592038168805793
stable,0.0106495448862528,0.0364843882072444,-0.122171810652536,-0.40809313481087,-0.0612408838566831,0.0061602850010835,0.0750562749220388,-0.0609168119776952,0.0045889384624077,-0.0479417746580334,0.118669084881913,0.0879210144851851,0.0566033507820679,0.10779926730464,0.0131266690498307,-0.410805553744681,-0.052529083928897,0.083214649210907,-0.200237616975947,-0.0338268507615949,-0.056493796435009,-0.024210789545714,-0.0031172577351339,-0.0602897604859443,0.0534112422977339,0.0084689475767556,-0.0376920214602162,0.496812441196017,-0.104599873997544,-0.256151233153878,0.0157276056089115,0.293223655962528,0.212713714121777,-0.172519455926477,0.0077897668867494,0.0496137105898484,-0.0597335258221894,0.0070894563931106,0.0050630502685069,0.0626491410948815,0.0084656182489339,-0.0144360106828822,-0.0842885439695129
stable,-0.50160621232728,0.093182636990404,-0.0577825124955281,-0.0781950083032949,-0.0336145865854449,-0.181934682328292,-0.220319879854395,-0.0541504020212019,-0.0332637930433825,-0.1348721842405,-0.159107285058764,0.0695591676378588,-0.234188183026208,0.0890698638293575,-0.0954478952135765,0.0471875984572464,-0.151448090399029,-0.331866017952195,0.0569024730181228,0.0976979588939623,0.421705558786528,-0.0504759112088036,0.0115451509530929,0.190674383256135,0.0385504777335822,-0.121440966911231,-0.0229210213305947,0.283102944046341,-0.140031023698145,0.0345436125327743,-0.0370713887441197,-0.176732643560872,-0.0488946561121014,-0.205859643682726,0.105267996268791,-0.210312874044344,-0.296381114732373,-0.266125126476046,-0.116810859293048,0.0553685808987318,-0.257421114545398,-0.030853532408196,0.0870780564598399
