group,CD52,CD19,CD33,CD269,HLA,CD45RA,CD16,CD279,IgM,CD195,CD27,CD66b,CD35,CD24,CD21,CD79b,CD54,CD29,CD49b,IgD,CD144,CD304,CD49d,CD73,CD158b,CD307e,CD319,CLEC12A,Mac-2,CD85j,CD328,CD82
progressive,-0.0109596677473853,-0.260357385311334,0.3229357748321,-0.0418821326233087,-0.0189698035316129,-0.149134447868187,0.0567427394807415,0.0816826437867065,0.0220797277026663,0.080417360563588,-0.0757712776623425,0.299489825566181,0.249179558619646,0.0339053070312126,-0.0430738319313735,-0.229096817750734,0.0139158478270629,-0.170225566111979,-0.139426713061805,-0.116323413262826,-0.0386218135405882,-0.474270555181712,-0.231909542479278,0.11162370539753,-0.069507030258186,-0.157678081554749,-0.312225114799487,0.265372814973836,0.151792549947593,-0.0742706244586812,0.0273838516223365,0.0215842883597303
progressive,0.0709092068708527,0.553832711685659,0.0526081400937211,0.0293982019351753,0.174698221814172,0.0789890474871618,-0.20645872730017,-0.407508712303684,-0.263381164896089,0.179600468459053,0.0303049771132856,-0.201619617105143,-0.122528840421065,-0.131212158455681,-0.0967671952593304,-0.129072377518716,0.296080796304676,0.038649404538097,0.0710038642640037,0.0014554527248683,-0.126115291642682,0.122373726275304,0.174223111166916,0.0047863549738624,-0.407558565327485,-0.118329710298121,0.0078296379413364,-0.040564972205637,-0.128991565271028,0.0152931426569757,0.144130236682626,0.114535260088533
progressive,-0.119217654493436,-0.0233839315425832,0.11995149351349,0.047388489812143,0.0333532049354192,-0.096477083440023,0.122584499145999,-0.0141647800807878,0.175085858464983,-0.0132065417425158,-0.0564907182659297,0.09137118920358,0.184485478553071,-0.181743771757068,-0.0246201502102247,0.223597053369294,0.103662884774452,0.050472750354141,0.0838874214872907,0.385305540203188,-0.0283252570563365,0.0063552069358471,0.0270911044124495,0.240007344003831,0.017027510773646,0.0018879205422409,0.172319983812416,0.0526116703638715,0.10905372819811,0.0772144748967516,-0.0309454725583373,-0.0070063962669195
progressive,-0.231783282688806,0.188786739650788,-0.495686921983906,-0.0160547380140359,-0.0113935227339852,0.102828505688414,-0.50766032258453,-0.0239734677460024,-0.0405293915044871,-0.0346634988622368,0.00249920007095,-0.554996182716783,-0.461808762707124,-0.294032535538237,-0.0621064108281093,-0.243082119633343,0.229486459506487,0.108457572179282,-0.0321472837122633,-0.140483772328277,-0.212421251206295,-0.273833243395534,0.0090410554506709,-0.142356060795635,0.163724555342004,0.0680013872619752,-0.426511332625677,-0.509435583727033,-0.207339836619989,-0.14040088621633,-0.454842846139771,0.137473753555908
progressive,0.0458813853927438,0.0084406824829918,-0.0900975453348487,-0.363549477061733,-0.140270665695062,0.185927789110529,-0.0979025768476044,-0.142442685499504,0.0886886664728606,-0.0598868020864036,-0.220179538297401,-0.0778176498537021,0.0732779866342933,-0.0780339425879857,0.199559629474083,-0.0351884668800787,0.0301285642848602,0.0718747197323379,-0.101175211982005,0.156311845108001,-0.201395890830599,0.297214135074807,0.0229166771231888,0.394294732807785,0.224988279627056,0.0891441380131495,-0.0738612490383969,0.0850094137762871,-0.175415267543515,-0.0972589829955549,-0.117075157035163,0.243510175645518
stable,-0.0088113076935954,-0.149571881284899,-0.131900824059809,-0.226513128970233,-0.0632489046425281,-0.0958021581241317,-0.0076820642139959,-0.277210024559741,0.0963729674728315,-0.118255033759699,0.0262276927249565,0.0254557218503045,-0.0956872028886941,0.0069009348783946,-0.16851905476008,-0.134100168320903,-0.230231696816738,-0.230642861071778,-0.31858718450155,-0.160260665172223,-0.230150819749659,-0.207283736778969,-0.278703676614633,-0.250271687958233,-0.0657518691618484,-0.193097634254888,-0.165358757952577,-0.0551491999899215,-0.188687084413091,-0.17442712600136,-0.153819108927686,-0.108073260689328
stable,0.145132073779947,0.0666944666777785,0.221478525083972,0.451841148439809,0.234384721185467,0.0827634337034456,0.0617158504792327,0.348345121545405,0.274907673756454,0.518245772926421,0.222619429638546,0.135487803269498,0.0450109176858011,0.175250717506435,-0.285596283742506,0.405511493799948,0.1432530287312,0.340433126755329,0.408380161604896,-0.406795224920587,0.420992049284618,0.102397617535697,0.139774030781105,0.0923876567677772,0.151531821741173,0.514865286478052,0.442156950405867,0.151780776545988,0.409821067326333,0.240066919318763,0.321190732731534,0.263745971916496
stable,0.0194268181159728,-0.0600640160821797,-0.124009828547276,-0.104784011711938,0.126852786337005,0.081717029784576,-0.127181988759017,-0.0514763712224605,0.0387189174702276,-0.0258983588315993,0.0006989068857114,0.0005692694220884,-0.0514480726563012,0.0382400242798994,-0.0069670964715373,0.148946389653141,0.060707176601868,0.0256016638603623,-0.0823481397075748,-0.233021012150566,-0.153190464296412,0.0356982766740746,-0.0693722113832382,-0.511869259718127,-0.114613022557391,-0.0430553979229325,-0.0681204178834846,0.0811633150847894,-0.165014284775276,-0.0716067227863885,-0.0140710157468839,0.0877268273669699
stable,-0.466123870051209,-0.347658044768049,-0.124963021943158,-0.277851495521427,-0.637921050169708,-0.614940212606119,-0.0832580551925599,-0.238753648291282,-0.203253232097352,-0.106189392108979,-0.435403895379272,-0.149647766638359,-0.328622986920481,-0.511627233490095,-0.373454066012352,-0.364711769672951,-0.470345338232675,-0.403468710268506,-0.265401194908151,0.160514810261755,-0.264962628483323,-0.108963631737733,-0.437054173358853,0.153668190987267,-0.235740501632457,-0.281204748648367,-0.135289570296759,-0.0954374882343626,-0.202664496348384,-0.410246013463189,-0.159323679707133,-0.562510905903639
stable,0.162725284229178,-0.0315650371729877,-0.0751803075579581,-0.0287821411381418,-0.0043200328661388,-0.0447664123531658,-0.0567976405445842,-0.211427578685491,0.13809358846629,0.169309798037428,-0.0551744006378569,0.0551463032227919,-0.148653501997049,-4.85009510579748e-05,-0.318030763574225,0.0093408875022278,-0.064605204845715,0.096392355472425,-0.0414080607336007,-0.338708966825947,-0.274546644903466,-0.103591540997522,0.220958782041373,0.174645448140333,0.0292968653961209,0.135969933963074,-0.011275768156223,0.0443380177905771,-0.0347989694948151,0.136542402104897,0.163578307203756,0.287099056257909
