group,CD252,CD137L,CD19,CD269,HLA,CD117,CD45RA,CD16,CD25,CD20,Podoplanin,IgM,TCR,CD32,CD62L,CD1c,CD1d,CD66b,CD35,CD58,CD178,CX3CR1,CD24,CD11a,IgA,CD79b,CD62P,IgD,CD22,CD71,B7-H4,CD144,CD73,TCR-Va24-Jz18,CD305,CD158f,CD337,CD307d,CD94,Ig-light-chain-2,CD85j,Ig-light-chain-1,TCR-Vb13,CD82,CD88,CD224
progressive,0.0485589943458651,0.0042471314069771,0.0753406815136728,-0.0887719115385347,0.0239778316639587,0.233204222402042,-0.121997765429665,0.0787125585053276,0.120996250103345,-0.233605381671379,-0.0433747278584549,-0.520288968173086,-0.165853877789659,-0.0859053480767823,0.178608180948971,0.239088281851114,-0.109563061438257,0.0495602452459771,-0.0886884509616932,0.158204350545008,0.0267111165347322,0.0550556543961715,-0.0345175924855009,0.140741879617383,0.0316140204678868,-0.12437551649336,-0.0093159073785298,-0.035610922182988,-0.0718134227786051,0.406914581471338,0.10024468300449,0.0497217835739069,-0.0915966428157753,7.5781040894569e-05,-0.334000258321047,-0.0901973267643033,-0.0259123819752611,-0.101724699307434,0.146328548256211,-0.147565877525965,-0.0217285109272594,-0.0490198413502371,0.062552336426417,0.0871731646077841,0.0699313124417358,-0.0638403489564303
progressive,-0.0104275851679722,-0.234823490218042,0.401160075168512,0.0848431852988285,0.17958168379107,0.0629969672999498,0.0702793746654868,-0.196993607053869,0.138959238384309,0.455238077253183,0.0720887238455538,-0.0683251491131222,-0.100360324486056,0.106404819395728,0.152013362849512,0.249190809189491,0.0850612081629653,-0.14372983952999,-0.187435804486531,0.0606308235484233,-0.0142337514980014,-0.0146680889541292,-0.188818429889695,0.0918362344802585,0.0366561561378203,-0.156606463365472,-0.0227100189464623,0.0795909733328895,0.29180442021994,0.266410643918675,0.150775701465744,-0.0552841109384645,0.0805049213636539,-0.0206306907550474,0.171677972796542,0.132329620202902,0.195439919745538,0.0002918595595116,-0.0123242487086929,-0.0575123661423075,0.0693966008699941,0.167841155231786,0.0167648304120855,0.0955983576004906,-0.0582952558047482,-0.0558055840837448
progressive,0.183180545285218,0.217801411047751,-0.103942546256522,0.133686833180652,0.147405236965573,0.0793955951273469,-0.166006754734432,0.217788279352996,-0.0118889474305044,0.0791095407227592,0.280503138997006,0.284602489244069,0.214769118586848,-0.290883573957728,0.267969904763644,0.268898948053151,0.246474411581542,0.13065087674836,0.288904963052649,0.189268522068183,0.152286768599575,0.184545863950639,-0.0563911626828036,0.255932240275899,0.2104872357003,0.357539518627486,-0.0364546348293676,0.549722124178673,0.490792099877069,0.2245698731665,0.246772454270827,0.194490126320822,0.594819326329142,0.19885925763041,0.330293023577158,0.206542527692596,0.211195859250105,0.256042875799592,0.232570635225541,0.437120228330778,0.240201313732782,0.204525635720535,0.274992611961339,0.122714875154892,0.251737003123249,0.202851311430171
progressive,-0.163680644763882,-0.424266246301685,0.0762155283044946,-0.12964750766129,-0.123904559732089,-0.455022892497124,0.0367244663172908,-0.522980961765783,-0.126066596542979,-0.171516464033445,-0.383899419819238,-0.405405259527027,-0.346282774411984,-0.0437732548035809,0.109349023869674,0.168578725092499,-0.0970713612442776,-0.426069836189397,-0.499178669703595,-0.440223407318985,-0.0524064976000141,-0.212982913500368,-0.266793062690466,-0.329921758108457,-0.258813264089053,-0.276618246147231,-0.030959804127008,0.0960798819374569,-0.0142365743324065,0.342298455406332,-0.312517848065855,-0.243691941595651,-0.205405735870245,-0.254292984806949,-0.151773730919642,-0.211477465899948,-0.200876948752292,-0.200199525578099,-0.471745582905597,-0.156834851081276,-0.236118807084562,-0.184067936028467,-0.44664940876145,-0.228757203642512,-0.316078037782182,-0.464849019615775
progressive,-0.0870786688190855,-0.0513084521712182,-0.0895589297221337,-0.281918391701544,0.0196466738336589,-0.232483644420247,-0.145721182385313,0.0635043741714191,-0.315762349223073,-0.0651043887095548,-0.208315713500783,-0.400813341907632,-0.123965762284466,-0.33982708486208,-0.181412754549296,-0.0099372586163658,-0.165295479293242,-0.0348913649273318,-0.110246072705786,-0.107856451413114,0.0402236178826441,-0.316033328394538,-0.128364179957323,-0.285479742915347,-0.179406068075422,-0.233233557039521,-0.262889398903189,-0.153057686092831,-0.260348082903996,0.133104153453652,-0.192587594225006,-0.0608360542639867,-0.219200015463369,-0.0876136482086943,-0.587846257662948,-0.330539077012697,-0.104361225942779,-0.170968284397157,-0.0870448471681089,-0.0960306840553038,-0.213596954763631,-0.209868876497736,-0.0206356314023301,0.0513808666375576,-0.0503262917884933,-0.0676183448013247
stable,0.343011327268067,0.411156434562138,0.277204982972644,0.339523478302097,0.427531614783411,0.156381115288084,0.544563361942253,0.293654791627369,0.492074808470007,0.260476482124985,0.469171129240842,0.448108382406514,0.422112924722916,0.54556120185638,0.428210597874256,0.407493242648363,0.418428106949191,0.327076264563469,0.573749651969156,0.426151489226522,0.410816823834839,0.439235111271704,0.505236242229486,0.454650079154457,0.490662662319497,0.469122661622586,0.220510302816616,0.0953201724795961,0.328669078509613,0.178497405013643,0.465076062546458,0.413972953426083,0.223163212533061,0.416661997837675,0.228160453091146,0.515180888895397,0.412436446782112,0.417519282991712,0.340366408780755,0.216225019549351,0.524614216989466,0.513983691298905,0.34996141635515,0.5713685288921,0.441643812550265,0.362447898922952
stable,0.441545771937106,0.19085272102071,0.125748438457905,0.419969078201891,0.256250185748537,0.096956690093198,0.200864398225192,0.0887097437849335,0.146749742105562,0.338244227177514,0.321675236931428,0.352321514312325,0.267577270556055,0.257613301440918,0.0447662849913198,0.286203701286386,0.171999060690154,0.0387774243615621,0.253151465617968,0.22487548520846,0.165285653466581,0.238232519909249,0.333816099033081,0.263400766877008,0.141166314159696,0.388692095351612,0.486543124367053,-0.213235529766874,0.146098982544287,-0.0052820778733263,0.206784801345868,0.286588417357342,-0.0299894108641344,0.155477435244952,0.0918164027225379,0.174907436923162,0.188060132746158,0.15303154945298,0.340770129194905,0.249716247736195,0.246570024137757,0.0415821248357241,0.432821478762217,0.320804647281022,0.201477252853958,0.270599475603093
stable,0.0229566067115949,0.116277930615605,-0.130197660816285,-0.0842768393529917,-0.0596292235845841,0.0427920882184142,0.0827018904800123,0.0294930954123652,-0.110623883536441,-0.0162743323458743,0.0300798294115578,0.127629722760279,0.0383216131824888,-0.0888621832945064,0.161177863736567,0.078870850111269,0.0219493310412788,0.150596648237341,0.151403175795769,-0.0726284025148734,0.0163007473702788,0.017036398297489,0.062062826564537,-0.102440678897619,0.0200971241898376,0.0439939736454903,0.125831063537636,-0.178265100120311,0.0279616443542395,-0.0090520950435739,0.0128824040158749,0.0631463002475297,-0.0533562305865287,0.0632577529922528,-0.167833704228925,0.0260352226056533,0.0065126546012843,0.0119799739701056,0.0255040752574677,0.118971355165938,-0.0655406973145613,-0.150370121349171,0.0003681823451255,0.0406965566955627,0.0206811971284993,0.0277740921067587
stable,0.181122670096864,0.152000609362299,0.255533984364254,0.254776879856076,-0.0044869657675289,0.135129327571187,0.0330105521539068,0.212534306107845,0.0910490827392856,0.166345715419465,0.194003929737705,0.226397254012715,0.2396049112377,0.336716507732553,0.121985219261255,0.0162188212894204,0.207081744636186,0.128370967188808,0.121844212989093,0.210393260240485,0.148187980444234,0.248715381652545,0.0557156767871217,0.034220083300446,0.168306413082236,0.15242657738906,-0.01245601775201,0.445006743577019,0.257657685072312,-0.152325962381577,0.249320588812536,0.232817158374717,0.351680948941074,0.140834442395223,0.355298087896488,0.256400619943203,0.206337249981272,0.182009553563317,0.131365558567622,0.356221576113534,0.192965261000171,0.053895420291221,0.180116240789694,0.0284337425041493,0.243052639520784,0.165591803392528
stable,0.220428209791156,0.0189865236217534,0.0683307212028521,-0.327345328866819,0.239556682845218,-0.133095257592694,0.0957158963418422,0.380659908403644,-0.0493373758822155,0.0926037034291134,0.117234126961591,0.249054933838241,-0.124941675373021,0.0380330416079974,-0.0179685408592847,-0.0476775437104473,-0.0155428540644711,0.221573411506611,0.077777936492227,0.15210626408666,0.0028721165596512,0.0374095853435389,0.0548545756465696,0.140158773596523,0.295228744729852,0.10953875808025,-0.232111266368976,0.159330766148755,-0.00537531560858,0.0865992882970013,0.0545675659795524,0.037875166215787,-0.0392543620658113,-0.0545445422544052,0.0508044123348074,-0.115006959945786,0.169504035925598,-0.0980014076835743,0.125610029160347,0.277753179609956,-0.0274095516386109,-0.0653120461725034,0.150568561779176,0.134147142804462,0.215723306282977,0.0526268292833007
