group,CD273,CD275,CD137L,CD47,CD19,CD269,CD117,CD16,CD223,CD314,CD66b,CD35,CD122,CD309,IgD,CD71,CD26,CD204,CD207,CD73,TCR-Va24-Jz18,CD305,CD209,CD158f,CD337,Ig-light-chain-1,NLRP2,CD33,CD32,CD69,CD161,HLA-DR,CD35,CD178,CD21,CD169,CD268,CD267,CD41,CD193,CD36,CD73,CD133,CD88
progressive,-0.0740958735579604,-0.205128157436706,-0.422437891729695,-0.114569531486836,-0.238376703581993,-0.229517121712878,-0.360483061212215,-0.0137121973912072,-0.133023536773695,-0.500897552639584,0.263003755446443,0.12139516958393,-0.395518077607532,0.0628118276512668,-0.313695269701557,-0.159430599234167,-0.390936756216506,-0.275606143600701,0.178782344803649,0.0194060683931727,-0.42990584499489,-0.381396850661439,-0.0702872330345252,-0.344823169517559,-0.412242440515518,-0.270140302177777,-0.416864629250487,-0.258079704451909,-0.248951734312223,0.0384555450725981,-0.146982147509546,0.0299648837237115,-0.0790285596476838,-0.257903059647315,-0.0130355017687051,-0.467374279255593,0.0742643824565423,-0.529904431117402,0.226085811301652,-0.460410708341236,0.554961890144057,-0.0045798321407887,0.0438000348172267,0.0361792147881865
progressive,-0.112110998328424,0.0726236027716941,-0.0806836593208744,0.261739869632827,0.315358053445876,-0.0517495006756597,-0.0912497654135784,0.0037632405798545,-0.139257824902237,-0.0158560034958951,0.0699517316682896,0.121870015097738,-0.0442139793027634,0.304663849351285,-0.0976071178731515,0.448006377472966,0.169859002775538,-0.0629428587077488,-0.0448915844205353,0.155935783356109,-0.15315493087614,-0.211602175154092,0.0227897052143095,-0.101048716585219,-0.0924973137934594,0.0107369719098186,0.150895623056165,-0.222431827388293,-0.40321959509832,-0.216654590973517,0.0948235991248981,-0.0644173851455051,0.0908672157481004,-0.47238740213045,-0.0049018770429598,-0.0847783033288006,0.0498669990716902,-0.153616977920903,-0.447873895229389,-0.0974051940160497,-0.112549822026734,-0.127662287581545,0.0118815104351826,-0.442584886413208
progressive,-0.194152380927983,-0.100813530953778,-0.190140870253276,0.0374570354383268,-0.0373398625117522,-0.105766566170697,-0.103718959276025,-0.319125903802774,-0.0302626939116623,-0.103630982253486,-0.217046274212424,-0.246074604601929,-0.266345144599037,-0.188426481019535,-0.291419430072252,0.0029636942390349,-0.211717603578061,-0.173770347104113,-0.202492874251304,-0.14248664473875,-0.13793856570609,-0.168183499150397,-0.0963301399362323,-0.172653149964058,-0.250565018528649,-0.167963681090441,-0.171815378089931,-0.115064530972873,0.0766179136512155,-0.119130831758806,-0.0596644560354575,-0.115973084314044,0.0070247448825753,-0.224726609305564,-0.0553809174054211,-0.216609047570815,-0.121825920090529,-0.27886170133198,-0.0195830613955793,-0.198750826260276,-0.0164926446692353,-0.127330870986245,-0.435371794576701,-0.204366152583072
progressive,0.0018763465685937,-0.0319336194672822,-0.163415389624338,-0.195443580971919,0.145313227097794,0.265343033067593,-0.118538163002896,-0.463996500917958,-0.0952818930043172,0.171302806736765,-0.424428159450933,-0.487123860995056,-0.0225877683168932,0.183985963503107,-0.112276834511776,0.443571507706413,0.11551387602583,-0.0427914710591193,0.445118909306164,-0.26395186272524,-0.148099883299992,-0.167193413306253,-0.0716618102599685,0.107545764636846,0.0585206168214533,-0.178811980686786,-0.0386220456738718,0.406516314306462,-0.105055811528594,0.471259224547498,0.468751591615294,0.0233296937008553,0.129534399031756,0.288400537106996,0.255621573265783,0.196962959107392,-0.0238778856176469,0.0624698848393358,0.245830754366916,0.123977075418008,0.170083111199877,0.0353693299199031,0.140384192853005,0.0769104965417996
progressive,-0.420475567492006,-0.405711298764814,-0.310162896494252,-0.196071882684651,-0.244012457235581,-0.504288939169947,-0.449003711709124,-0.0970205716507791,-0.553003021955909,-0.29117251639265,-0.0203624684907141,-0.0889647412581016,-0.506433329601649,-0.407115231686748,-0.0340003510895365,0.006091986297965,-0.453184460748105,-0.406598349734215,-0.0118989006397765,-0.155418669562026,0.0391839934199688,-0.42957570362425,-0.401908046331349,-0.41777684402268,-0.14619378486499,-0.473356290407904,-0.0682807246841556,-0.0583730575408879,0.300426843138941,-0.109041655340935,0.332388192661578,0.560162415110749,0.297061059589321,0.333360120808215,0.215329594383133,0.314191050650506,0.439428158044461,-0.0246118820180659,-0.0645803514199402,0.105730738472987,-0.273531962072198,0.554245525735418,-0.0314304919027282,0.316430671245298
stable,-0.043732813976134,-0.134408701884445,-0.0558101926587681,-0.0612285136338327,-0.108996170505319,-0.059066774664271,0.0762181597827403,-0.151058976890911,-0.111288626777962,-0.065144611189365,-0.0902245633551124,-0.269252462640064,-0.0792615594063509,-0.0033098657165375,0.0560042009330816,0.0817049665186434,-0.0209856591160653,-0.0664762977171778,-0.0155383046996281,-0.0484239354468153,-0.0591331465282672,-0.0482445772440002,0.0938946602151669,-0.0280639954268826,-0.0306174350924101,0.0380959902533192,-0.0394862052371596,0.096180045159853,0.0819029189671007,0.173721198246938,0.17426760147243,0.0492876386297176,0.187670315423961,0.0816025476771223,-0.0857205504282609,0.101629344403864,0.100034788371074,0.123255171326479,0.179935562288639,0.241262947601309,0.132664397108816,0.252883917975799,0.0712375979223462,0.242049977187975
stable,-0.230211962258429,-0.0799939756104453,-0.045790668140201,-0.0887203437081378,-0.132078710438466,-0.0843188181823271,-0.136946096757,-0.0845394869086624,-0.167565127300069,-0.116217688001843,-0.0054150956802555,-0.223352494903072,-0.048425762111157,0.0364925913320481,-0.171516487861069,0.287120148893584,-0.0364705045571783,-0.223174197374717,0.0754311875385954,-0.152063419100383,-0.15386171232516,-0.237417549061922,-0.196243037802458,-0.152361610646582,-0.131333878681964,0.0329732548784368,-0.134141940612969,-0.0537954373254714,-0.127730276601121,-0.0089315127885925,-0.173605711651254,0.0661993793441693,0.0038021644753223,-0.128049830467563,-0.0647516001555312,-0.0640926708240935,-0.0102471231465375,-0.0871390946629018,-0.0073151417529711,0.0573360425547027,0.0380963436568725,-0.104619470709386,0.0627794568571401,-0.129192991343915
stable,-0.0766898726990757,0.0540046048607229,0.0686043990806159,0.0165038635878995,0.100128415319472,0.0335682232620161,0.025103271721131,0.0244032080514628,-0.0240839035930768,-0.0572732736892352,-0.0234675875422678,0.0923124265640287,-0.0355830311275432,0.119773439224569,-0.308817527901323,0.163474095220318,0.130839282745385,0.006310429407963,-0.0106672518500235,-0.40092003314497,-0.0251591215506745,-0.196524331329379,0.0292614895729124,0.065692498262056,0.0450431415587754,-0.0807072675961582,-0.013336179985104,0.0358203346953023,0.278697424179481,0.114606949262219,0.008097290813609,0.0747933440420878,-0.0027502467157,-0.0294229112674761,0.060652523273343,-0.0582419915142582,-0.0099920150509021,0.1040010678076,-0.014862890792697,0.107607204243517,-0.0959859101015877,-0.271342390288999,0.105157404586252,0.0712664763364408
stable,-0.0929218578255103,-0.0103754682524254,-0.0752717721782008,-0.221973774869958,-0.199733168966087,-0.191939877037658,-0.132511371581231,-0.142549323894963,-0.126963785113756,-0.0984747971338687,-0.180097577768706,0.0297633345962441,-0.212844072580703,-0.213816502675207,-0.172484331644281,0.227986003572941,-0.0989626691945362,-0.145442237120902,-0.163287513767706,-0.289086014535174,-0.153110978171353,-0.243084900254228,-0.0881303636157545,-0.239795602934467,-0.18506526233906,-0.0190562071967788,-0.182576150841891,0.0604117921731924,-0.109813789479831,-0.0104264191190574,-0.0984768634945537,-0.19535538207295,0.0373698023855361,-0.0520388942258462,-0.0787867288392771,-0.0047999949996506,-0.0872930182298406,-0.0970644842461444,-0.049223416191884,-0.0601655767419495,-0.081763667290182,-0.416083119175164,-0.0110739830872421,-0.170582701714544
stable,-0.0483462154124967,0.324063756777757,-0.114401645507439,0.0499870194901374,0.0023595527406199,-0.136418134829979,-0.11919452309008,-0.0298934950234654,-0.0605998384341741,0.194789877599894,0.0536278516917448,-0.0715730176255002,-0.0873714392160737,0.157399061544343,-0.233179466577108,0.047303926899595,0.121347518602453,-0.111718690817182,0.0482677508593523,0.287077384588918,-0.181178747576994,-0.14484766427601,-0.0569102072840142,0.154529326645415,0.0050159111498825,-0.284518910058035,-0.120452761298066,0.1617416953531,0.114675383030174,-0.0410169890101957,-0.236860315602299,-0.139205206447928,-0.0949015885585429,0.0502017012107102,-0.144341184638679,0.0170518129007563,-0.197759351602708,-0.217168636260381,0.113727725775014,0.101410569740559,0.207859205756643,0.212089231046158,-0.191398655079495,-0.148515811085168
stable,-0.162036297188233,-0.236914181050933,-0.143751429998921,-0.0233480057069165,-0.0132349759093977,-0.0694204148518807,0.0246795806089305,-0.23637072209418,-0.0235404638348279,-0.103249757366201,0.0618204317419418,-0.153483128386433,-0.0186424615688588,-0.133065049390444,0.100447040122894,0.203006234547719,0.103054738826072,-0.117629658626886,0.113511617600086,-0.116971664807994,-0.315194847406577,-0.0452837505787933,-0.329952029308011,-0.0752793204858463,-0.229505441835421,-0.159581244952061,-0.195099050576268,-0.169551347692268,0.221800591784069,0.290519633529354,0.0140281609785672,0.169011887228079,-0.233756554649265,-0.0025216938348079,0.0678719363449643,0.0745759864842139,-0.0765396893256038,0.0154553710680876,0.137130238854414,0.0760769929337985,-0.120417458201601,-0.296541529701824,-0.196606039643631,-0.212421603785431
stable,-0.161261721994822,-0.11388439877862,-0.179537723018349,-0.126870053777243,0.145874029628645,-0.158516971161238,-0.131046640538916,-0.220033736631453,-0.17754156364777,-0.0943650762700941,-0.149726724574782,-0.336840739183574,-0.188931976668726,-0.126380237821595,-0.5189741308785,0.226958276776074,-0.110998964295291,-0.150099350175694,-0.0052995530858248,-0.289429180945761,-0.156578346592389,-0.331054867202367,-0.112320018227768,-0.232314644849693,-0.143460977835611,-0.244722415002009,-0.165554664988791,-0.113101591488441,-0.0408079998614763,-0.142995167877918,-0.197522602034086,-0.112418461872994,-0.428545510302598,-0.286569413605089,-0.401146665247523,-0.154225200773517,-0.240872784176303,-0.314185982853866,-0.0860011320606743,-0.175722343292146,-0.0788216485556053,-0.46165347596428,-0.110565651852451,-0.309192875735966
stable,0.0326185556069096,0.0165524302656887,-0.0089876243661181,0.100616801066854,0.101448059218507,0.0616913160392802,0.0348596116225125,0.0251370761383496,0.0318217576782499,0.0491442005258002,0.0401048200812787,0.120025710054237,0.0836188895103249,0.0314963594494114,-0.0274647619567936,0.462749527784823,0.0945637078261024,0.0756269775133108,0.100880087208701,-0.241707568902152,-0.0155426498717621,0.0016089312138226,0.123064505524567,0.10793367094556,0.0812861400102413,-0.0040372933813164,0.0315043711298067,-0.12509341118704,-0.238361559871185,-0.205001779173053,-0.108844326861037,-0.0856212068451355,-0.176387258270872,-0.23127054927734,-0.19232757854955,-0.1223390256781,-0.20792122252077,-0.1711482964714,-0.366181344068009,-0.207398266955967,-0.28022547733016,-0.3865207662396,-0.131344996078069,-0.278991139417569
stable,-0.0858834349562345,0.0275208284462818,0.0980613748590955,0.46859585439376,0.437209128694307,0.0974945427910002,0.092382604833684,-0.0132252894829937,0.0686032625671851,0.0059530637748658,-0.0043345390012518,0.16849808567388,0.0551594058526879,0.085677492827807,0.0208551785356902,0.275892473348114,0.168429636431944,0.0110390398096856,-0.0522154463376392,0.231243180989389,0.0413079835859348,0.087043322213985,0.24781830920104,0.15138184106694,0.0023598072501874,0.109509846713547,0.149403535436365,-0.153760824262545,-0.0404142159498472,-0.0489813970543993,-0.133113006422982,-0.292663440542118,0.0018897158685905,-0.169009884195819,-0.105006417750262,0.0043307448007464,-0.311990967551886,0.0046960550752958,-0.236710990822727,-0.226780668166447,-0.0925848198558382,-0.261517184033596,-0.291558343635044,-0.206853107362177
